portfolio_id,outer_split_id,top_k,rebalance_interval,start_date,end_date,trading_days,initial_nav,ending_nav,total_return,gross_return_approx,annualized_return,benchmark_total_return,benchmark_annualized_return,common_period_portfolio_total_return,annualized_excess_return,annualized_volatility,sharpe_ratio,information_ratio,max_drawdown,calmar_ratio,positive_day_ratio,average_daily_turnover,annualized_turnover,order_count,fill_count,partial_fill_count,rejected_order_count,fill_rate,average_holding_count,maximum_single_position_weight,commission,stamp_tax,slippage_cost,total_transaction_cost,cost_drag,prediction_coverage,benchmark_coverage,benchmark_common_date_count,stale_valuation_date_count,stale_valuation_instrument_count,held_stale_valuation_date_count,unknown_tradability_count,historical_execution_approximate,tradability_source_complete,authoritative_historical_execution_ready,unbiased_final_estimate,production_model_selected,live_trading_ready,expected_rebalance_count,signal_lag_trading_days,policy_id,cost_scenario_bps,decision_authority,selection_authorized,strategy_v2_authorized
P01,split_001,50,5,2024-08-02,2025-01-27,119,10000000.0,14398552.711059352,0.4398552711059351,0.4737588134876172,1.164030747888789,0.2231923341751098,0.7064412412691148,0.4926473558262587,1.187198127127183,0.285990886773856,3.037877580127324,3.469274010167616,-0.0958768060350395,12.14090034938562,0.6050420168067226,0.283662378231076,71.48291931423115,2079,2019,1091,60,0.9683937785164076,49.27731092436975,0.0245423742717512,129226.1326009034,209809.29121591715,0.0,339035.4238168206,0.033903542381682,0.9969664391496028,0.7983193277310925,95,90,2,0,269400,True,False,False,False,False,False,24,1,strict_current_baseline,0.0,diagnostic_only,False,False
P01,split_001,50,5,2024-08-02,2025-01-27,119,10000000.0,13927462.238186968,0.3927462238186967,0.4682439337495901,1.0168337285946518,0.2231923341751098,0.7064412412691148,0.4540318940698142,0.9928438013217766,0.2865201650403955,2.7866206044073465,2.989792628367865,-0.1011758602728407,10.050161430330894,0.5714285714285714,0.2838740582779023,71.53626268603138,2079,2011,1076,68,0.968071712935366,49.27731092436975,0.0245801844351332,127103.60079140268,206296.68951910557,421576.8089984261,754977.0993089343,0.0754977099308934,0.9969664391496028,0.7983193277310925,95,90,2,0,269400,True,False,False,False,False,False,24,1,strict_current_baseline,10.0,diagnostic_only,False,False
P01,split_001,50,5,2024-08-02,2025-01-27,119,10000000.0,13472310.245424127,0.3472310245424126,0.4629356096463752,0.8798042631502971,0.2231923341751098,0.7064412412691148,0.4164769425416641,0.8118335600875182,0.2872301950485719,2.5352047238720736,2.5067212852946605,-0.1089920040074957,8.072190902093974,0.5714285714285714,0.2839924865265195,71.56610660468293,2079,2014,1087,65,0.9677142618736004,49.27731092436975,0.0245953828185481,125041.62014129004,202790.0255893237,829214.205309013,1157045.8510396266,0.1157045851039626,0.9969664391496028,0.7983193277310925,95,90,2,0,269400,True,False,False,False,False,False,24,1,strict_current_baseline,20.0,diagnostic_only,False,False
P01,split_001,50,5,2024-08-02,2025-01-27,119,10000000.0,14657967.012522845,0.4657967012522845,0.4967525493822379,1.2474268601282774,0.2231923341751098,0.7064412412691148,0.5339256969544004,1.4043467564656988,0.2999680251365496,3.0184528843777727,3.7906448973219664,-0.072447374492728,17.2183860196823,0.5462184873949579,0.2598948435514567,65.49350057496709,1998,1935,1070,63,0.964138887735217,49.41176470588236,0.026701292176267,118317.06138850588,191241.419911028,0.0,309558.4812995339,0.0309558481299533,0.9969664391496028,0.7983193277310925,95,90,2,0,269400,True,False,False,False,False,False,24,1,current_plus_existing_conditional_signal,0.0,diagnostic_only,False,False
P01,split_001,50,5,2024-08-02,2025-01-27,119,10000000.0,14220969.016866518,0.4220969016866518,0.4911332690192471,1.1079002235104447,0.2231923341751098,0.7064412412691148,0.4973920988735227,1.2116615290642736,0.3000926514819207,2.8034283735396737,3.3799631548016817,-0.077651350028548,14.26762346183462,0.5378151260504201,0.2600486728614167,65.53226556107703,1998,1933,1076,65,0.9637354979456306,49.41176470588236,0.0267319214581299,116549.04288182876,188278.0161120605,385536.61433206336,690363.6733259526,0.0690363673325952,0.9969664391496028,0.7983193277310925,95,90,2,0,269400,True,False,False,False,False,False,24,1,current_plus_existing_conditional_signal,10.0,diagnostic_only,False,False
P01,split_001,50,5,2024-08-02,2025-01-27,119,10000000.0,13794930.401011042,0.3794930401011043,0.4854556539101068,0.9764080641517612,0.2231923341751098,0.7064412412691148,0.461574459029199,1.0301456602973205,0.3005371369872689,2.585144582472461,2.962233881934963,-0.0829009807653118,11.77800377194474,0.5378151260504201,0.2602212799947697,65.57576255868197,1997,1927,1063,70,0.9633552571653068,49.41176470588236,0.0267637373982265,114792.70290896448,185362.2897082002,759471.1454728607,1059626.1380900254,0.1059626138090025,0.9969664391496028,0.7983193277310925,95,90,2,0,269400,True,False,False,False,False,False,24,1,current_plus_existing_conditional_signal,20.0,diagnostic_only,False,False
P01,split_001,50,5,2024-08-02,2025-01-27,119,10000000.0,14716956.104234148,0.4716956104234147,0.4959298524646459,1.2666229539160891,0.2231923341751098,0.7064412412691148,0.542523629353667,1.45081393999457,0.2950829015621619,3.0549947459108453,3.721750055356016,-0.0773977531406502,16.36511271347028,0.5546218487394958,0.204393844638082,51.507248848796685,1813,1735,1050,78,0.9698505667974204,49.57983193277311,0.026139124257422,93432.27979811915,148910.14061419334,0.0,242342.42041231247,0.0242342420412312,0.9969664391496028,0.7983193277310925,95,90,2,0,269400,True,False,False,False,False,False,24,1,broad_data_qualified,0.0,diagnostic_only,False,False
P01,split_001,50,5,2024-08-02,2025-01-27,119,10000000.0,14365986.48086772,0.4365986480867718,0.4908359574055936,1.1536789344224556,0.2231923341751098,0.7064412412691148,0.5131890201007463,1.2940359769874994,0.294821835408462,2.883756855848528,3.4138608790991976,-0.0812221481130169,14.203994368840911,0.5546218487394958,0.2044261157529724,51.51538116974905,1814,1734,1040,80,0.9696305163225328,49.57983193277311,0.0261877187152577,92315.71051184097,147006.62043270178,303050.76224367553,542373.0931882183,0.0542373093188218,0.9969664391496028,0.7983193277310925,95,90,2,0,269400,True,False,False,False,False,False,24,1,broad_data_qualified,10.0,diagnostic_only,False,False
P01,split_001,50,5,2024-08-02,2025-01-27,119,10000000.0,14025657.676855816,0.4025657676855818,0.4860921363595807,1.0470646385736102,0.2231923341751098,0.7064412412691148,0.4847320441514624,1.1466727412928617,0.2948556016773695,2.711026112374917,3.103921725983507,-0.0849831664070209,12.32084756125427,0.5378151260504201,0.2045232362619549,51.539855538012645,1815,1735,1046,80,0.9693843984824444,49.57983193277311,0.0262392666508072,91242.63016646628,145176.92421125085,598844.1323622724,835263.6867399894,0.0835263686739989,0.9969664391496028,0.7983193277310925,95,90,2,0,269400,True,False,False,False,False,False,24,1,broad_data_qualified,20.0,diagnostic_only,False,False
P01,split_002,50,5,2025-02-06,2025-08-04,123,10000000.0,12289555.007978538,0.2289555007978538,0.2579523853097756,0.5255973761152679,0.1207906007766723,0.2631786848675963,0.2613381497338745,0.3459162731369536,0.1700871125858777,2.884472707709657,1.9897284616090856,-0.0655993943449489,8.012229096986133,0.6178861788617886,0.2682823552277259,67.60715351738693,2097,2009,1122,88,0.9969680404728046,50.040650406504064,0.0274101670193755,111123.62019323488,178845.22492598297,0.0,289968.8451192179,0.0289968845119217,0.9953051643192488,1.0,123,103,9,0,294376,True,False,False,False,False,False,25,1,strict_current_baseline,0.0,diagnostic_only,False,False
