portfolio_id,outer_split_id,top_k,rebalance_interval,start_date,end_date,trading_days,initial_nav,ending_nav,total_return,gross_return_approx,annualized_return,benchmark_total_return,benchmark_annualized_return,common_period_portfolio_total_return,annualized_excess_return,annualized_volatility,sharpe_ratio,information_ratio,max_drawdown,calmar_ratio,positive_day_ratio,average_daily_turnover,annualized_turnover,order_count,fill_count,partial_fill_count,rejected_order_count,fill_rate,average_holding_count,maximum_single_position_weight,commission,stamp_tax,slippage_cost,total_transaction_cost,cost_drag,prediction_coverage,benchmark_coverage,benchmark_common_date_count,stale_valuation_date_count,stale_valuation_instrument_count,held_stale_valuation_date_count,unknown_tradability_count,historical_execution_approximate,tradability_source_complete,authoritative_historical_execution_ready,unbiased_final_estimate,production_model_selected,live_trading_ready,expected_rebalance_count,signal_lag_trading_days,policy_id,cost_scenario_bps,decision_authority,selection_authorized,strategy_v2_authorized
P01,split_002,50,5,2025-02-06,2025-08-04,123,10000000.0,11891703.794770785,0.1891703794770785,0.2538291502906665,0.4261283362159038,0.1207906007766723,0.2631786848675963,0.220570418311031,0.2411691246260414,0.1704906781701077,2.482538270927286,1.4244946839715016,-0.0693871252937758,6.141317058629148,0.6016260162601627,0.2684907559529434,67.65967050014174,2095,2003,1118,92,0.9969719943157554,50.040650406504064,0.0274084574555477,109423.29396577625,176018.1498034314,361146.2643666728,646587.7081358804,0.064658770813588,0.9953051643192488,1.0,123,103,9,0,294376,True,False,False,False,False,False,25,1,strict_current_baseline,10.0,diagnostic_only,False,False
P01,split_002,50,5,2025-02-06,2025-08-04,123,10000000.0,11505448.321670877,0.1505448321670877,0.2497063426402296,0.3328399352610534,0.1207906007766723,0.2631786848675963,0.1809718285678052,0.1428784083734748,0.1711085264359511,2.078704918215142,0.8578199710788502,-0.0786304791747423,4.232963333739524,0.6097560975609756,0.2685408489012389,67.6722939231122,2096,1999,1115,97,0.9969251252973984,50.040650406504064,0.0275178841021267,107693.41469416072,173128.68146444592,710793.0085728125,991615.1047314192,0.0991615104731419,0.9953051643192488,1.0,123,103,9,0,294376,True,False,False,False,False,False,25,1,strict_current_baseline,20.0,diagnostic_only,False,False
P01,split_002,50,5,2025-02-06,2025-08-04,123,10000000.0,11612173.016682211,0.1612173016682212,0.1812542318235503,0.3582931425833671,0.1207906007766723,0.2631786848675963,0.1830469613567502,0.147944869766889,0.1460714820896167,2.432255620854092,0.7681035639595917,-0.0589481390807022,6.078107776953737,0.6341463414634146,0.1926106588483602,48.53788602978678,1860,1725,1080,135,0.9941932740990626,51.016260162601625,0.0272598495050131,77935.94771677784,122433.35383651362,0.0,200369.30155329144,0.0200369301553291,0.9953051643192488,1.0,123,103,9,56,294376,True,False,False,False,False,False,25,1,current_plus_existing_conditional_signal,0.0,diagnostic_only,False,False
P01,split_002,50,5,2025-02-06,2025-08-04,123,10000000.0,11342252.620517198,0.1342252620517197,0.1791479029952607,0.2943951919851697,0.1207906007766723,0.2631786848675963,0.1555714222596433,0.0816186639748863,0.1460688484656252,2.102289576187218,0.4111394175074309,-0.0646247452344411,4.555456132433223,0.6178861788617886,0.1926127454044738,48.5384118419274,1860,1724,1085,136,0.9940451712986164,51.016260162601625,0.0272893328460064,77075.70068232006,120981.63338216444,251169.0753709259,449226.4094354104,0.044922640943541,0.9953051643192488,1.0,123,103,9,56,294376,True,False,False,False,False,False,25,1,current_plus_existing_conditional_signal,10.0,diagnostic_only,False,False
P01,split_002,50,5,2025-02-06,2025-08-04,123,10000000.0,11075131.360702625,0.1075131360702623,0.1767846278680032,0.232710605390398,0.1207906007766723,0.2631786848675963,0.1283933551646321,0.0176176903895219,0.146288575422619,1.7656685601719404,0.0505727204361219,-0.0713402065664929,3.261983902072094,0.6097560975609756,0.1927121311701472,48.56345705487711,1860,1732,1094,128,0.994077140590378,51.016260162601625,0.0274381669641728,76284.54966144176,119596.30306772748,496834.065248239,692714.9179774083,0.0692714917977408,0.9953051643192488,1.0,123,103,9,56,294376,True,False,False,False,False,False,25,1,current_plus_existing_conditional_signal,20.0,diagnostic_only,False,False
P01,split_002,50,5,2025-02-06,2025-08-04,123,10000000.0,11867779.345327817,0.1867779345327815,0.2071145497159257,0.4202562354389156,0.1207906007766723,0.2631786848675963,0.2090185710509953,0.2121441496061131,0.1462010823715368,2.734974700077594,1.158611573247655,-0.0576163854715718,7.29404026301288,0.6178861788617886,0.1919403075593612,48.36895750495902,1855,1741,1108,114,0.9937231175465864,50.97560975609756,0.02730583547502,79129.89863640108,124236.25319504002,0.0,203366.15183144104,0.0203366151831441,0.9953051643192488,1.0,123,103,9,56,294376,True,False,False,False,False,False,25,1,broad_data_qualified,0.0,diagnostic_only,False,False
P01,split_002,50,5,2025-02-06,2025-08-04,123,10000000.0,11591429.980326865,0.1591429980326864,0.2047280937403911,0.3533267531249588,0.1207906007766723,0.2631786848675963,0.1808974387861215,0.1426969580337491,0.1462025491760631,2.404684137889315,0.7816732131810735,-0.0590009019706789,5.988497486030768,0.6097560975609756,0.1920449809334528,48.395335195230125,1854,1733,1099,121,0.9938882823690852,50.97560975609756,0.0274483434719289,78260.54150588051,122818.43972813748,254771.9758430297,455850.9570770477,0.0455850957077047,0.9953051643192488,1.0,123,103,9,56,294376,True,False,False,False,False,False,25,1,broad_data_qualified,10.0,diagnostic_only,False,False
P01,split_002,50,5,2025-02-06,2025-08-04,123,10000000.0,11320738.629239105,0.1320738629239104,0.202329837198961,0.2893700097689231,0.1207906007766723,0.2631786848675963,0.153340454635025,0.076304819236016,0.1464509431503285,2.070118332230256,0.4028628763939207,-0.0632089586892966,4.577990458462068,0.6016260162601627,0.1920978701224345,48.408663270853495,1854,1715,1082,139,0.993900194501916,50.97560975609756,0.0274756041296877,77329.84628861575,121382.0739507012,503847.8225111895,702559.7427505065,0.0702559742750506,0.9953051643192488,1.0,123,103,9,56,294376,True,False,False,False,False,False,25,1,broad_data_qualified,20.0,diagnostic_only,False,False
P01,split_003,50,5,2025-08-06,2026-02-04,123,10000000.0,10685244.448515983,0.0685244448515984,0.0945014619806786,0.1454418439667706,0.1919074058532714,0.4328614013163723,0.0952839546123527,-0.227876558780345,0.0978023404463132,1.9557868600202024,-1.374610097483972,-0.0356899224059187,4.075151587963411,0.5853658536585366,0.2551283162950457,64.29233570635152,2050,1953,1115,97,0.998564455284086,49.959349593495936,0.0226405283490484,99897.98258835162,159872.18870245054,0.0,259770.17129080213,0.0259770171290802,0.9964551877661634,1.0,123,98,3,0,290160,True,False,False,False,False,False,25,1,strict_current_baseline,0.0,diagnostic_only,False,False
P01,split_003,50,5,2025-08-06,2026-02-04,123,10000000.0,10356917.30290619,0.035691730290619,0.0937106989831595,0.0744939356563381,0.1919074058532714,0.4328614013163723,0.0616759467096452,-0.3024101013889069,0.0976371835824033,1.3046064690496098,-1.860774416347208,-0.0432625220863838,1.7219045969533031,0.5691056910569106,0.2552953239767295,64.33442164213585,2051,1943,1105,108,0.9985366447658656,49.959349593495936,0.0226628764516664,98446.42133082036,157506.17460005972,324237.0909945249,580189.6869254049,0.0580189686925404,0.9964551877661634,1.0,123,98,3,0,290160,True,False,False,False,False,False,25,1,strict_current_baseline,10.0,diagnostic_only,False,False
P01,split_003,50,5,2025-08-06,2026-02-04,123,10000000.0,10035655.296357086,0.0035655296357086,0.0927160656125366,0.0073186466842505,0.1919074058532714,0.4328614013163723,0.0287981665358119,-0.3729688611188133,0.0981317590281296,0.6415501333825387,-2.344249493180713,-0.060697132392686,0.1205764818822383,0.5528455284552846,0.2554852494040913,64.38228284983101,2051,1947,1111,104,0.9985184206111318,49.959349593495936,0.0226856956378688,97084.34548539904,155183.55485915905,639237.4594237218,891505.3597682798,0.0891505359768279,0.9964551877661634,1.0,123,98,3,0,290160,True,False,False,False,False,False,25,1,strict_current_baseline,20.0,diagnostic_only,False,False
P01,split_003,50,5,2025-08-06,2026-02-04,123,10000000.0,11116366.676829664,0.1116366676829663,0.1334554191450866,0.2421321944407168,0.1919074058532714,0.4328614013163723,0.1345946994836211,-0.1376022802880403,0.1013372649916172,2.6044858231170034,-0.792502509995559,-0.0347968748145391,6.95844657691922,0.5609756097560976,0.2110997186403236,53.19712909736156,1907,1766,1067,141,0.9929492901853524,50.0650406504065,0.0413098879561476,84569.09303181389,133618.4215893892,0.0,218187.5146212031,0.0218187514621203,0.9964551877661634,1.0,123,98,3,0,290160,True,False,False,False,False,False,25,1,current_plus_existing_conditional_signal,0.0,diagnostic_only,False,False
P01,split_003,50,5,2025-08-06,2026-02-04,123,10000000.0,10833157.526992667,0.0833157526992667,0.1321979945667832,0.1781632868218756,0.1919074058532714,0.4328614013163723,0.105731609177913,-0.2042099316671477,0.1013735613294402,2.082350511993754,-1.1741452487344342,-0.0431605804381847,4.127916840160294,0.5528455284552846,0.2112435085247028,53.23336414822512,1908,1770,1070,138,0.993046198193364,50.0650406504065,0.0414902344974531,83617.83943133631,131987.78563279228,273216.7936110366,488822.4186751652,0.0488822418675165,0.9964551877661634,1.0,123,98,3,0,290160,True,False,False,False,False,False,25,1,current_plus_existing_conditional_signal,10.0,diagnostic_only,False,False
P01,split_003,50,5,2025-08-06,2026-02-04,123,10000000.0,10556353.8068819,0.0556353806881901,0.1309258783560593,0.1173131150841766,0.1919074058532714,0.4328614013163723,0.0775130424353329,-0.2675911524021397,0.1018860395456078,1.5521996874130035,-1.5532701152228063,-0.0598857644366326,1.958948277404224,0.5365853658536586,0.2113444326005725,53.258797015344285,1907,1769,1063,138,0.9929979831480452,50.0650406504065,0.0416769445180993,82640.27349084485,130346.72467811494,539917.9785097316,752904.9766786913,0.0752904976678691,0.9964551877661634,1.0,123,98,3,0,290160,True,False,False,False,False,False,25,1,current_plus_existing_conditional_signal,20.0,diagnostic_only,False,False
P01,split_003,50,5,2025-08-06,2026-02-04,123,10000000.0,10723669.87691631,0.072366987691631,0.0896772333629848,0.1538969875266043,0.1919074058532714,0.4328614013163723,0.0903510594413157,-0.2389689544155187,0.100091072561872,1.820781182639336,-1.3550733292089427,-0.0490275166414301,3.1389921021729963,0.5203252032520326,0.1719160945132214,43.3228558173318,1779,1585,1025,194,0.991018151976046,50.0650406504065,0.0418054813868083,67846.1339308533,105256.32278268432,0.0,173102.45671353763,0.0173102456713537,0.9964551877661634,1.0,123,98,3,0,290160,True,False,False,False,False,False,25,1,broad_data_qualified,0.0,diagnostic_only,False,False
P01,split_003,50,5,2025-08-06,2026-02-04,123,10000000.0,10500957.050225144,0.0500957050225143,0.0890274670139192,0.1053334667907668,0.1919074058532714,0.4328614013163723,0.067743478578355,-0.2891341059864487,0.1003478151989295,1.388355173417998,-1.659437890479298,-0.0594255534616177,1.7725281575846077,0.5203252032520326,0.1720744519693384,43.36276189627328,1780,1596,1037,184,0.9911502058360284,50.0650406504065,0.0419408293766894,67285.87704918734,104241.9747580142,217789.76810684756,389317.61991404905,0.0389317619914049,0.9964551877661634,1.0,123,98,3,0,290160,True,False,False,False,False,False,25,1,broad_data_qualified,10.0,diagnostic_only,False,False
P01,split_003,50,5,2025-08-06,2026-02-04,123,10000000.0,10280955.422410076,0.0280955422410074,0.0882086704040627,0.0584100402619871,0.1919074058532714,0.4328614013163723,0.0453949478801452,-0.3376415649481405,0.1008797859894288,0.951793854154662,-1.96333459331468,-0.0708466915270719,0.8244568518724341,0.5121951219512195,0.1721256246560453,43.37565741332342,1780,1593,1029,187,0.991128063565129,50.0650406504065,0.042116076459186,66641.73787619421,103173.87599318304,431315.6677611766,601131.2816305538,0.0601131281630553,0.9964551877661634,1.0,123,98,3,0,290160,True,False,False,False,False,False,25,1,broad_data_qualified,20.0,diagnostic_only,False,False
