outer_split_id,policy_id,factor_count,feature_order_sha256,policy_a_correctness_pass,policy_a_allowlist_sha256,eligibility_freeze_sha256,eligibility_decisions_sha256,decision_authority,selection_authorized,strategy_v2_authorized
split_001,strict_current_baseline,45,ade36d845508b7e14d4beb85864a0da273198e200266bde1496603a9e11a5d2d,True,b33e0cb90f8d90be2486d432f39a00bdbbbe3c94d4ee18b1b60ea350dd7fe74b,e7fe904b1324f2ca52d2c3f6c6c6be56e910fe89ee7f4011b7058c1b4890d818,6658b6745f3ab8dbec4785db144affe524e349fd81db9c0a4f27434d1e138b66,diagnostic_only,False,False
split_001,current_plus_existing_conditional_signal,100,e51737d061d0d20fee0c6112449e3c11b2b266b66414df39b2b0c3041dcb60da,True,b33e0cb90f8d90be2486d432f39a00bdbbbe3c94d4ee18b1b60ea350dd7fe74b,e7fe904b1324f2ca52d2c3f6c6c6be56e910fe89ee7f4011b7058c1b4890d818,6658b6745f3ab8dbec4785db144affe524e349fd81db9c0a4f27434d1e138b66,diagnostic_only,False,False
split_001,broad_data_qualified,659,7ebea305fd964f8c9a2aa9e2b4979585ab5a03dc846c5018cc8378dd21881342,True,b33e0cb90f8d90be2486d432f39a00bdbbbe3c94d4ee18b1b60ea350dd7fe74b,e7fe904b1324f2ca52d2c3f6c6c6be56e910fe89ee7f4011b7058c1b4890d818,6658b6745f3ab8dbec4785db144affe524e349fd81db9c0a4f27434d1e138b66,diagnostic_only,False,False
split_002,strict_current_baseline,46,a37bb536433bfbee87f4b29a74090395db6c4891f2b319a035157ca2e0b83513,True,6a3bcf128d2a791f9e2e741d1983597c4814810e533a9ca5107b2076a4d01434,e7fe904b1324f2ca52d2c3f6c6c6be56e910fe89ee7f4011b7058c1b4890d818,6658b6745f3ab8dbec4785db144affe524e349fd81db9c0a4f27434d1e138b66,diagnostic_only,False,False
split_002,current_plus_existing_conditional_signal,314,933931ab75bea771946411e7e0397f0ab20d2f2c6120cda2984fe2aae91edb15,True,6a3bcf128d2a791f9e2e741d1983597c4814810e533a9ca5107b2076a4d01434,e7fe904b1324f2ca52d2c3f6c6c6be56e910fe89ee7f4011b7058c1b4890d818,6658b6745f3ab8dbec4785db144affe524e349fd81db9c0a4f27434d1e138b66,diagnostic_only,False,False
split_002,broad_data_qualified,659,2a41c8cebf90c1e27fe8a8b70252bd264775f6a7e5a3ebcebcbe2e6cd7bf1ea4,True,6a3bcf128d2a791f9e2e741d1983597c4814810e533a9ca5107b2076a4d01434,e7fe904b1324f2ca52d2c3f6c6c6be56e910fe89ee7f4011b7058c1b4890d818,6658b6745f3ab8dbec4785db144affe524e349fd81db9c0a4f27434d1e138b66,diagnostic_only,False,False
split_003,strict_current_baseline,52,544ee7b8f7464d5fb43c3638dfdca7ac25f2cc654b951b4c9b817499bfdd3f71,True,85470aa9f42ddd4970f849b32208d3f0d0ee13587f5ab45aa55c88f509db1f5c,e7fe904b1324f2ca52d2c3f6c6c6be56e910fe89ee7f4011b7058c1b4890d818,6658b6745f3ab8dbec4785db144affe524e349fd81db9c0a4f27434d1e138b66,diagnostic_only,False,False
split_003,current_plus_existing_conditional_signal,403,0c1b3bd49915c8962684d6ac288c3c1c8b31174297df6547fd6780a37d5e25e8,True,85470aa9f42ddd4970f849b32208d3f0d0ee13587f5ab45aa55c88f509db1f5c,e7fe904b1324f2ca52d2c3f6c6c6be56e910fe89ee7f4011b7058c1b4890d818,6658b6745f3ab8dbec4785db144affe524e349fd81db9c0a4f27434d1e138b66,diagnostic_only,False,False
split_003,broad_data_qualified,659,57f13ce5a33225ae647fe70fcdefe97ce29a6fc904ad619910f0e326bf930e21,True,85470aa9f42ddd4970f849b32208d3f0d0ee13587f5ab45aa55c88f509db1f5c,e7fe904b1324f2ca52d2c3f6c6c6be56e910fe89ee7f4011b7058c1b4890d818,6658b6745f3ab8dbec4785db144affe524e349fd81db9c0a4f27434d1e138b66,diagnostic_only,False,False
