outer_split_id,policy_id,factor_count,train_rows,validation_rows,final_fit_rows,peak_rss_mib,wall_seconds,test_read_count
split_001,broad_data_qualified,659,1372311,153643,1525954,17015.484375,10816.3090432,0
split_001,current_plus_existing_conditional_signal,100,1372311,153643,1525954,3712.1171875,1907.6311637000017,0
split_001,strict_current_baseline,45,1372311,153643,1525954,1935.40234375,914.5337225999992,0
split_002,broad_data_qualified,659,1611797,153548,1765345,17985.62890625,12797.915666800003,0
split_002,current_plus_existing_conditional_signal,314,1611797,153548,1765345,11202.36328125,6053.892975499999,0
split_002,strict_current_baseline,46,1611797,153548,1765345,2235.94921875,1058.7338060000002,0
split_003,broad_data_qualified,659,1847051,165019,2012070,17171.38671875,16046.272671800005,0
split_003,current_plus_existing_conditional_signal,403,1847051,165019,2012070,15826.41015625,10099.9307547,0
split_003,strict_current_baseline,52,1847051,165019,2012070,2812.765625,1434.3842535000003,0
