start_date,end_date,trading_days,gross_annualized_return,net_annualized_return,universe_annualized_return,gross_annualized_excess,net_annualized_excess,gross_excess_ir,net_excess_ir,net_max_drawdown,average_turnover,average_daily_cost,topk,cost_bps,score_weights,score_clip,min_count
2017-02-07,2020-07-29,849,-0.03752434253692627,-0.07663166522979736,-0.0063362717628479,-0.04047054052352905,-0.07945746183395386,-0.5135982837901621,-1.06656322223912,-0.5125278234481812,0.3291166077738516,0.0001645583038869258,200,5.0,"rev_5:1,std_20:-0.5,amplitude_20:-0.5",3.0,100
