datetime,holding_count,gross_return,turnover,cost,net_return,universe_return,excess_return,net_excess_return
2017-02-07,200,0.00709836,1.0,0.0005,0.00659836,0.008637177,-0.0015388168,-0.002038817
2017-02-08,200,0.005794668,0.25,0.000125,0.0056696683,-0.00065286475,0.0064475327,0.006322533
2017-02-09,200,0.00706707,0.20999999999999996,0.00010499999999999999,0.00696207,0.0068009,0.00026616966,0.00016116956
2017-02-10,200,-0.0013952458,0.245,0.0001225,-0.0015177458,-0.00039142556,-0.0010038202,-0.0011263202
2017-02-13,200,-0.0045925532,0.26,0.00013000000000000002,-0.0047225533,-0.010147673,0.00555512,0.00542512
2017-02-14,200,0.003999153,0.255,0.0001275,0.0038716532,0.0073669604,-0.0033678073,-0.0034953072
2017-02-15,200,-0.0030995945,0.31000000000000005,0.00015500000000000003,-0.0032545945,-0.009197951,0.006098357,0.005943357
2017-02-16,200,0.01057598,0.30500000000000005,0.00015250000000000002,0.01042348,0.010477976,9.8004006e-05,-5.449634e-05
2017-02-17,200,0.009397982,0.345,0.0001725,0.009225482,0.009665596,-0.0002676146,-0.00044011418
2017-02-20,200,0.004273537,0.42000000000000004,0.00021000000000000004,0.004063537,0.004752396,-0.00047885906,-0.00068885926
2017-02-21,200,0.0039876145,0.37,0.000185,0.0038026145,-0.0011280853,0.0051157,0.0049306997
2017-02-22,200,0.004663074,0.47,0.000235,0.0044280738,0.0029276963,0.0017353776,0.0015003774
2017-02-23,200,-0.006101954,0.355,0.0001775,-0.0062794536,-0.00833778,0.002235826,0.0020583263
2017-02-24,200,0.0030211143,0.36,0.00017999999999999998,0.0028411143,0.004275591,-0.0012544768,-0.0014344768
2017-02-27,200,0.0018392322,0.355,0.0001775,0.0016617322,0.0032024013,-0.0013631692,-0.0015406691
2017-02-28,200,-0.0056428504,0.28500000000000003,0.00014250000000000002,-0.00578535,-0.007422507,0.0017796564,0.0016371566
2017-03-01,200,-1.2877285e-05,0.27,0.000135,-0.00014787728,0.002556693,-0.0025695704,-0.0027045703
2017-03-02,200,0.008781325,0.405,0.00020250000000000002,0.008578825,0.011644672,-0.0028633466,-0.0030658469
2017-03-03,200,0.0031593246,0.37,0.000185,0.0029743246,0.0026855574,0.0004737673,0.00028876727
2017-03-06,200,-0.0025498306,0.32499999999999996,0.0001625,-0.0027123305,-0.0043851812,0.0018353506,0.0016728507
2017-03-07,200,-0.008209649,0.30500000000000005,0.00015250000000000002,-0.008362149,-0.008204265,-5.383976e-06,-0.00015788432
2017-03-08,200,-0.00082160294,0.25,0.000125,-0.00094660296,-0.00016285882,-0.00065874413,-0.00078374415
2017-03-09,200,0.007421786,0.27,0.000135,0.007286786,0.008487519,-0.0010657329,-0.0012007328
2017-03-10,200,-0.0023070138,0.28,0.00014000000000000001,-0.0024470137,-0.0018668172,-0.0004401966,-0.0005801965
2017-03-13,200,-0.0016904819,0.30500000000000005,0.00015250000000000002,-0.0018429819,-0.0011730874,-0.0005173945,-0.0006698945
