datetime,instrument,ta_momentum_ao,ta_momentum_kama,ta_momentum_ppo,ta_momentum_ppo_hist,ta_momentum_ppo_signal,ta_momentum_pvo,ta_momentum_pvo_hist,ta_momentum_pvo_signal,ta_momentum_roc,ta_momentum_rsi,ta_momentum_stoch,ta_momentum_stoch_rsi,ta_momentum_stoch_rsi_d,ta_momentum_stoch_rsi_k,ta_momentum_stoch_signal,ta_momentum_tsi,ta_momentum_uo,ta_momentum_wr,ta_trend_adx,ta_trend_adx_neg,ta_trend_adx_pos,ta_trend_aroon_down,ta_trend_aroon_ind,ta_trend_aroon_up,ta_trend_cci,ta_trend_dpo,ta_trend_ema_fast,ta_trend_ema_slow,ta_trend_ichimoku_a,ta_trend_ichimoku_b,ta_trend_ichimoku_base,ta_trend_ichimoku_conv,ta_trend_kst,ta_trend_kst_diff,ta_trend_kst_sig,ta_trend_macd,ta_trend_macd_diff,ta_trend_macd_signal,ta_trend_mass_index,ta_trend_psar_down,ta_trend_psar_down_indicator,ta_trend_psar_up,ta_trend_psar_up_indicator,ta_trend_sma_fast,ta_trend_sma_slow,ta_trend_stc,ta_trend_trix,ta_trend_vortex_ind_diff,ta_trend_vortex_ind_neg,ta_trend_vortex_ind_pos,ta_volatility_atr,ta_volatility_bbh,ta_volatility_bbhi,ta_volatility_bbl,ta_volatility_bbli,ta_volatility_bbm,ta_volatility_bbp,ta_volatility_bbw,ta_volatility_dch,ta_volatility_dcl,ta_volatility_dcm,ta_volatility_dcp,ta_volatility_dcw,ta_volatility_kcc,ta_volatility_kch,ta_volatility_kchi,ta_volatility_kcl,ta_volatility_kcli,ta_volatility_kcp,ta_volatility_kcw,ta_volatility_ui,ta_volume_adi,ta_volume_cmf,ta_volume_em,ta_volume_fi,ta_volume_mfi,ta_volume_obv,ta_volume_sma_em,ta_volume_vwap
2020-11-06,SH600000,,4.954132022502026,,,,,,,-3.1987696,45.462180007428096,29.745527213408863,,,,22.085440371721692,,,-70.25447278659114,0.0,17.42116196110571,25.871494839112653,,,,-68.58326544344622,0.07790393829345721,4.930237374954873,,,5.020567178726196,,4.931414842605591,-56.553962352530405,-2.5251036108515734,-54.02885874167883,,,,,5.002260208129883,0.0,,0.0,4.941826343536377,,,,-0.4031741004981021,1.2289066635299652,0.8257325630318632,0.07366791112870268,5.140892956610162,0.0,4.822970988397162,0.0,4.981931972503662,0.3157267970866343,6.381499586258471,5.2066497802734375,4.834484577178955,5.020567178726196,0.23877271498436234,7.4702987746227985,4.928887271881104,4.997050380706787,0.0,4.860724258422851,0.0,0.45936328029084833,2.7658600159444644,3.121959007950914,-5138842.0,-0.22469140912598645,-0.03419714,6705.035110294861,47.5395378358247,1629559.4,-0.1263161123830027,4.96718288843047
2020-11-09,SH600000,,4.953489205087276,,,,,,,-2.2801094,48.84865171459287,36.8146768372782,,,,28.744734154832642,,,-63.1853231627218,0.0,16.639049523465378,27.210318357701496,,,,-38.35006238383709,0.10829074382782,4.932426411737845,,,5.020567178726196,,4.913114309310913,-55.72165651479736,-1.4811980514787138,-54.240458463318646,,,,,4.9821271896362305,0.0,,0.0,4.932212193806966,,,,-0.1477649759323657,1.066102954547985,0.9183379786156193,0.07103463480159901,5.136025340585555,0.0,4.819469397039566,0.0,4.977747368812561,0.39486453991176973,6.359421643800764,5.2066497802734375,4.834484577178955,5.020567178726196,0.295518054752994,7.476578771880547,4.91769847869873,4.982191181182861,0.0,4.853205871582031,0.0,0.7075243122226929,2.6228795880743037,3.186128448390843,-5327309.0,-0.2654300440327041,0.08063397,10864.531768645595,56.27499137121361,3325763.0,-0.0572265740982922,4.961517034981783
2020-11-10,SH600000,,4.95354538543929,,,,,,,-2.4759626,51.262808672331325,42.05113717077593,,,,36.20378040715433,,,-57.94886282922407,0.0,15.327075728806905,30.483118521848603,,,,-4.65816165187716,0.057978153228759766,4.936685380807924,,,5.020567178726196,,4.931378126144409,-53.34942200298731,0.7920324091834061,-54.14145441217072,,,,,,0.0,4.834484577178955,1.0,4.921718160311381,,,,-0.09334391873427506,1.0310857417476278,0.9377418230133527,0.07231172742800648,5.133703856879983,0.0,4.817606300895896,0.0,4.9756550788879395,0.45082097947203775,6.352883207787271,5.2066497802734375,4.834484577178955,5.020567178726196,0.33755206685056893,7.479722713771017,4.916642522811889,4.98323245048523,0.0,4.850052690505981,0.0,0.8263794754137328,2.7087541825815196,3.253649233283184,-6505196.0,-0.2947201780370701,0.20496613,12902.027788303369,57.44781274112051,4931979.5,-0.050549843265408914,4.9564372276940185
2020-11-11,SH600000,,4.957962995349221,,,,,,,-0.41955066,58.35375328865488,59.59288823340692,,,,46.15290074715369,,,-40.40711176659308,0.0,14.268582509292841,28.37284571014733,,,,10.978475538259133,-0.005768442153931019,4.948351413178557,,,5.020567178726196,,4.931378126144409,-50.064698620699346,4.045317980236611,-54.11001660093596,,,,,,0.0,4.83836030960083,0.0,4.919958273569743,,,,-0.17384183613888582,1.068457491715436,0.8946156555765501,0.07242108126601639,5.1350520728362286,0.0,4.817822396920852,0.0,4.97643723487854,0.6137262969941203,6.374634320553605,5.2066497802734375,4.834484577178955,5.020567178726196,0.47836286831170793,7.478547111698192,4.9215161323547365,4.988105821609497,1.0,4.854926633834839,0.0,1.183277657833777,2.7060601691238917,3.2708314618937924,-5630985.0,-0.25168383927619054,-0.015886743,20221.512099795746,58.28562080571208,6155881.0,-0.07760582337089415,4.953029311894127
2020-11-12,SH600000,,4.957736176680883,,,,,,,-0.5271459,48.48839686817907,39.59031011677226,,,,47.07811184031837,,,-60.40968988322774,0.0,13.83351756397238,26.53869645200078,,,,-18.296005846958373,-0.042627930641174316,4.947753674850193,,,5.020567178726196,,4.931378126144409,-47.67413127391289,5.981010237829409,-53.6551415117423,,,,,,0.0,4.842158317565918,0.0,4.9177747170130415,,,,-0.2418556984318917,1.0968055493757833,0.8549498509438916,0.07198382085669991,5.127481351491343,0.0,4.815420498255361,0.0,4.971450924873352,0.41352708758776435,6.277057904256228,5.2066497802734375,4.834484577178955,5.020567178726196,0.295518054752994,7.486048011304936,4.925557851791382,4.991623449325561,0.0,4.859492397308349,0.0,0.6431017950630642,2.682560148372985,3.304453310110791,-6620642.0,-0.2951578769469163,-0.082734294,7712.059478396357,50.77546128709078,5166224.0,-0.09090965725148895,4.94179755615354
2020-11-13,SH600000,,4.956107068652177,-0.2092431709808387,,,5.9101305159221,,,-0.42847228,44.146287582824066,37.769305506020096,,,,45.650834618733086,,,-62.230694493979904,0.0,18.224978897233413,25.186155928014113,64.0,-40.0,24.0,-64.2156794329427,-0.04921786785125715,4.941592240770551,4.9519538660654145,4.9837729930877686,5.020567178726196,5.020567178726196,4.946978807449341,-46.92153610444317,5.993238261262711,-52.91477436570588,-0.010361625294863508,,,,,0.0,4.845880508422852,0.0,4.916014830271403,4.974880438584548,,,-0.311072130822877,1.1333893787247113,0.8223172479018344,0.07003460525967738,5.109210438973229,0.0,4.814802078955847,0.0,4.962006258964538,0.3155558299064168,5.933252492084088,5.2066497802734375,4.834484577178955,5.020567178726196,0.19673998413810864,7.500296929737149,4.928001976013183,4.987775611877441,0.0,4.868228483200073,0.0,0.3302117798160029,2.4258742033639225,3.335069704327079,-6834774.0,-0.33879407674394363,-0.28274435,2112.1252002325928,51.36635041319379,4309696.0,-0.10018353435277406,4.932443737778952
2020-11-16,SH600000,,4.956030960505665,-0.17209633640012995,,,1.6042121704097962,,,0.8597318,50.31417300016632,62.202602847926066,0.6841078138216701,,,46.52073949023947,,,-37.797397152073934,0.0,17.27549195681551,26.485432237742916,60.0,-40.0,20.0,-24.284596023167513,-0.10146672725677508,4.943658849278995,4.952181371992083,4.9837729930877686,5.020567178726196,5.020567178726196,4.946978807449341,-44.34161183889955,7.472663110518766,-51.81427494941832,-0.008522522713088065,,,,,0.0,4.8495283126831055,0.0,4.9195345640182495,4.97549713574923,,,-0.11203460673560361,1.0166310947731283,0.9045964880375247,0.06828760683087762,5.096961431597512,0.0,4.816570014859398,0.0,4.956765723228455,0.4937925091528712,5.656741359070906,5.133228302001953,4.834484577178955,4.983856439590454,0.4034917184215441,6.026988998552456,4.936385679244995,4.995110511779785,0.0,4.877660894393921,0.0,0.6587020324412711,2.379263392641303,3.2833782449416056,-6361923.0,-0.2618655524530745,0.18416312,5920.3012318957935,55.80428802852201,4917660.0,-0.046832189545966685,4.9301113436197905
2020-11-17,SH600000,,4.959330994459155,-0.07358186394766789,,,0.32516947308366206,,,2.9158342,55.042184009079385,83.7965457762161,0.8698814089954481,,,61.25615137672076,,,-16.203454223783897,21.019494475927793,16.447074759578243,28.93484643475219,56.00000000000001,-40.00000000000001,16.0,25.72206992524945,-0.10524063110351545,4.951845406529154,4.9554917497263755,4.9903236627578735,5.020567178726196,5.020567178726196,4.960080146789551,-40.797533614871405,9.399891129815607,-50.19742474468701,-0.0036463431972215687,,,,,0.0,4.853103160858154,0.0,4.931332270304362,4.974293800500723,,,0.0634515498640249,0.9364207270858015,0.9998722769498264,0.06617781740023126,5.093623253942542,0.0,4.817287924646325,0.0,4.955455589294433,0.6498754510184266,5.5763859511363645,5.133228302001953,4.834484577178955,4.983856439590454,0.5435658751402609,6.028582426778114,4.945459842681885,5.002611494064331,0.0,4.8883082389831545,0.0,0.9497825092100401,2.311276579271351,3.164409621280304,-5459935.5,-0.21927113743498977,0.19149753,10466.660542517824,61.67054463470359,5819647.5,-0.006507752779205995,4.932206075152242
2020-11-18,SH600000,,4.974846566375858,0.14760017449574842,,,7.909039802591581,,,4.862118,63.09977553249825,87.26706687465571,1.0,,0.8513297409390393,77.75540516626596,,51.124333828166755,-12.732933125344282,22.68915352826331,14.240789722435002,36.98020954946836,52.0,-40.0,12.0,127.50705581393075,-0.07903795242309553,4.972490438238573,4.965161850682969,5.013941168785095,5.020567178726196,5.020567178726196,5.007315158843994,-35.90774504933506,12.018065769828993,-47.925810819164056,0.007328587555604393,,,,,0.0,4.856606483459473,0.0,4.950984199841817,4.977527746787438,,,0.2756637491724786,0.7774597593644635,1.0531235085369421,0.07371704478496399,5.093623253942542,0.0,4.817287924646325,0.0,4.955455589294433,0.9725509535046459,5.5763859511363645,5.133228302001953,4.834484577178955,4.983856439590454,0.8420378891990723,6.028582426778114,4.962076997756958,5.027093887329102,1.0,4.897060251235962,0.0,1.4532998313533196,2.6205485354604536,3.014037687871025,-4455191.0,-0.21794552360767025,0.53377366,35553.15769715814,69.74570012667607,7906438.5,0.046021357660980096,4.949365149174452
2020-11-19,SH600000,,4.991814181085554,0.35228031735281656,,,7.447676190088403,,,4.7317343,64.71288711548348,92.85734003874502,1.0,,0.9566271363318161,87.97365089653896,,57.59635521547905,-7.142659961254975,24.28174160596382,13.248363684086137,34.914707431691795,48.0,-40.0,8.0,162.4989790395955,-0.060676360130310414,4.993208332900338,4.975679991635344,5.015309929847717,5.020567178726196,5.020567178726196,5.010052680969238,-30.36503329096983,14.650896521354166,-45.015929812323996,0.017528341264993585,,,,,0.0,4.867251873016357,0.0,4.970212459564209,4.981769488408015,,,0.4157422065603128,0.7647453995625398,1.1804876061228526,0.0736862483570047,5.104421458430205,1.0,4.811221804432955,0.0,4.95782163143158,1.0093291212064646,5.913880647468728,5.133228302001953,4.834484577178955,4.983856439590454,0.9127293854377656,6.025705380948432,4.979750108718872,5.0452916622161865,1.0,4.914208698272705,0.0,1.471953711319242,2.6323201181114086,2.7355645310019723,-3933405.0,-0.17986515415686935,0.23798019,34147.30453283198,76.44119593922613,9123950.0,0.07941852345330906,4.964190683191167
