datetime,cash,nav,turnover,accounting_error,daily_return,holding_valuation_missing_count,unfilled_shares,calendar_mode,method
2022-03-16,1980101.925574154,9561414.950809538,0.0,0.0,0.03509351978538322,3,0,signal_date_only,old_candidate_equal
2022-03-17,1980101.925574154,9802505.513990581,0.0,0.0,0.025214946158217844,3,0,signal_date_only,old_candidate_equal
2022-03-18,1980101.925574154,9825688.609524727,0.0,0.0,0.002365017341847686,3,0,signal_date_only,old_candidate_equal
2022-03-21,1980101.925574154,9934238.842122912,0.0,0.0,0.011047595431933344,3,0,signal_date_only,old_candidate_equal
2022-03-22,1980101.925574154,9925192.664315462,0.0,0.0,-0.0009106060314447717,3,0,signal_date_only,old_candidate_equal
2022-03-23,1980101.925574154,9944674.839312494,0.0,0.0,0.001962901442414955,3,0,signal_date_only,old_candidate_equal
2022-03-24,1980101.925574154,9837820.974339455,0.0,0.0,-0.010744832455520048,3,0,signal_date_only,old_candidate_equal
2022-03-25,1980101.925574154,9776695.503788352,0.0,0.0,-0.006213313975781842,3,0,signal_date_only,old_candidate_equal
2022-03-28,1980101.925574154,9672832.436942965,0.0,0.0,-0.01062353499760138,3,0,signal_date_only,old_candidate_equal
2022-03-29,1980101.925574154,9571462.431023926,0.0,0.0,-0.010479867875295978,3,0,signal_date_only,old_candidate_equal
2022-03-30,1980101.925574154,9820748.94033736,0.0,0.0,0.026044767046822903,3,0,signal_date_only,old_candidate_equal
2022-03-31,1980101.925574154,9710598.049081028,0.0,0.0,-0.011216139616796683,4,0,signal_date_only,old_candidate_equal
2022-04-01,4794370.363130734,9691883.600445405,1.0030548488582958,9.313225746154785e-10,-0.0019272189561376774,4,8096800,signal_date_only,old_candidate_equal
2022-04-06,4794370.363130734,9680425.515243724,0.0,0.0,-0.001182235123124431,4,0,signal_date_only,old_candidate_equal
2022-04-07,4794370.363130734,9558683.75528337,0.0,0.0,-0.012576075273617593,4,0,signal_date_only,old_candidate_equal
2022-04-08,4794370.363130734,9520933.232283905,0.0,0.0,-0.003949343232388047,4,0,signal_date_only,old_candidate_equal
2022-04-11,4794370.363130734,9320039.404870883,0.0,0.0,-0.021100224370004472,4,0,signal_date_only,old_candidate_equal
2022-04-12,4794370.363130734,9426437.010164872,0.0,0.0,0.011416003803415675,5,0,signal_date_only,old_candidate_equal
2022-04-13,4794370.363130734,9341137.753086105,0.0,0.0,-0.009048939380466359,5,0,signal_date_only,old_candidate_equal
2022-04-14,4794370.363130734,9395562.453238979,0.0,0.0,0.005826345953938272,5,0,signal_date_only,old_candidate_equal
2022-04-15,4794370.363130734,9384278.652616158,0.0,0.0,-0.0012009712754270652,5,0,signal_date_only,old_candidate_equal
2022-04-18,4794370.363130734,9452118.95989956,0.0,0.0,0.007229144593280834,5,0,signal_date_only,old_candidate_equal
2022-04-19,4794370.363130734,9424742.286470845,0.0,0.0,-0.0028963530341565846,5,0,signal_date_only,old_candidate_equal
2022-04-20,4794370.363130734,9377934.536035672,0.0,0.0,-0.004966475370086876,5,0,signal_date_only,old_candidate_equal
2022-04-21,4794370.363130734,9219259.653370395,0.0,0.0,-0.016920024559304858,5,0,signal_date_only,old_candidate_equal
2022-04-22,4794370.363130734,9206307.42383556,0.0,0.0,-0.00140490994090825,4,0,signal_date_only,old_candidate_equal
2022-04-25,4794370.363130734,8864736.490274161,0.0,0.0,-0.03710183875427153,4,0,signal_date_only,old_candidate_equal
2022-04-26,4794370.363130734,8744670.087676808,0.0,0.0,-0.01354427204114661,4,0,signal_date_only,old_candidate_equal
2022-04-27,4794370.363130734,8902176.971511483,0.0,0.0,0.018011758277380663,6,0,signal_date_only,old_candidate_equal
2022-04-28,4794370.363130734,8867072.000496402,0.0,0.0,-0.003943414192665751,8,0,signal_date_only,old_candidate_equal
2022-04-29,4794370.363130734,9036925.8421074,0.0,0.0,0.01915557261760026,8,0,signal_date_only,old_candidate_equal
2022-05-05,4794370.363130734,9086659.570952073,0.0,0.0,0.005503390169800726,13,0,signal_date_only,old_candidate_equal
2022-05-06,5007054.349720392,9045210.31847066,0.7812365020274874,5.587935447692871e-09,-0.0045615500567354195,12,10705700,signal_date_only,old_candidate_equal
2022-05-09,5007054.349720392,9148530.4201766,0.0,0.0,0.011422631212339551,12,0,signal_date_only,old_candidate_equal
2022-05-10,5007054.349720392,9242787.57478549,0.0,0.0,0.010302983132789434,12,0,signal_date_only,old_candidate_equal
2022-05-11,5007054.349720392,9255494.8023717,0.0,0.0,0.0013748263154802487,12,0,signal_date_only,old_candidate_equal
2022-05-12,5007054.349720392,9293295.446645755,0.0,0.0,0.00408413003099195,13,0,signal_date_only,old_candidate_equal
2022-05-13,5007054.349720392,9294455.328124303,0.0,0.0,0.00012480841540085663,13,0,signal_date_only,old_candidate_equal
2022-05-16,5007054.349720392,9303125.831140865,0.0,0.0,0.0009328683296077056,13,0,signal_date_only,old_candidate_equal
2022-05-17,5007054.349720392,9303252.581495333,0.0,0.0,1.362449103337049e-05,13,0,signal_date_only,old_candidate_equal
2022-05-18,5007054.349720392,9330153.64603578,0.0,0.0,0.002891576285261044,14,0,signal_date_only,old_candidate_equal
2022-05-19,5007054.349720392,9397604.230507005,0.0,0.0,0.007229311223602819,13,0,signal_date_only,old_candidate_equal
