check_name,status,observed_value,required_value,severity,reason
common_execution_methods,pass,5,>=3,critical,At least three transparent methods share execution assumptions.
common_period_date_identity,pass,0,0,critical,"Every ranked method must use the same start, end, and trading-day count."
historical_exposure_diagnostics,blocked,1,3,capability,Historical PIT exposure blocks only its dedicated capability gate.
test_metrics_used_for_selection,pass,False,False,critical,Frozen methods only.
