label,row_count,valid_rows,coverage,output_path,output_sha256,input_hash,matrix_artifact_id,raw_market_data_snapshot_artifact_id,raw_parquet_sha256,key_partition_sha256
label_20d_t1,2588000,2538428,0.9808454404945904,E:/qlib_prj/qlib_baseline/outputs/full_research_feature_matrix_669_v1/runtime_v3/labels.parquet,aeedd05d69debe8e8d4da6e997c19aa31bc84a349a8b988eed2019e900e5fa4b,7a131286413584326d3d67309f1223554b356e6c7cf7fc84c16dc679f78a6dcd,full_research_feature_matrix_v1:c7a37c0c6031ac99b3260ab6141e4a2353eb115b1653d8fb23a5e0cc0924b0bf,raw_market_data_snapshot_v1:e2f213da365ea6ba4d8375c830ff32e45f78fc847b814a11aaeb9e26b49d8cd9,1da985efe1a361eb5b366bc958a8c68ac1e15c3c6054ae0b946e64ab40ee49e8,87e3074b28f9271351a7850a23ad59ac78f182c082310494b37885baa57d3438
