window,sample,label,factor,bucket_name,bucket,mean_rank_ic,directional_mean_rank_ic,ic_dates
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_std_20,volatility_std_20,2,-0.013978445063147818,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_std_20,volatility_std_20,3,-0.0039698521576512,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_std_20,volatility_std_20,4,-0.0008657706794142291,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_std_20,volatility_std_20,5,-0.0343629686794027,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,volume_ratio_5_20,volatility_std_20,1,-0.0014185605523588311,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,volume_ratio_5_20,volatility_std_20,2,-0.012962925344641075,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,volume_ratio_5_20,volatility_std_20,3,-0.02997687825403461,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,volume_ratio_5_20,volatility_std_20,4,-0.05322364863957012,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,volume_ratio_5_20,volatility_std_20,5,-0.07970995605746628,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,corr_ret_volume_20,volatility_std_20,1,0.0029330348263204757,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,corr_ret_volume_20,volatility_std_20,2,-0.010873532909734078,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,corr_ret_volume_20,volatility_std_20,3,-0.009233558289112253,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,corr_ret_volume_20,volatility_std_20,4,0.0010525209351269446,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,corr_ret_volume_20,volatility_std_20,5,0.0010793121746703073,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_5,amount_variability_20,1,-0.03524739877275651,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_5,amount_variability_20,2,-0.04211495988088916,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_5,amount_variability_20,3,-0.04192247181759185,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_5,amount_variability_20,4,-0.03840603171176021,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_5,amount_variability_20,5,-0.042859940280362094,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_10,amount_variability_20,1,-0.04115545279006293,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_10,amount_variability_20,2,-0.05182450376570222,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_10,amount_variability_20,3,-0.052918348227522886,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_10,amount_variability_20,4,-0.05225191148500696,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_10,amount_variability_20,5,-0.06853381392407032,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_20,amount_variability_20,1,-0.05771082694642687,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_20,amount_variability_20,2,-0.05425750140660328,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_20,amount_variability_20,3,-0.061534327418857476,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_20,amount_variability_20,4,-0.06256982850183611,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_20,amount_variability_20,5,-0.09082212749292087,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,rev_5,amount_variability_20,1,0.03524739877275651,0.03524739877275651,565
recent_oos_2024_2026,tradable_only,label_20d_t1,rev_5,amount_variability_20,2,0.04211495988088916,0.04211495988088916,565
recent_oos_2024_2026,tradable_only,label_20d_t1,rev_5,amount_variability_20,3,0.04192247181759185,0.04192247181759185,565
recent_oos_2024_2026,tradable_only,label_20d_t1,rev_5,amount_variability_20,4,0.03840603171176021,0.03840603171176021,565
recent_oos_2024_2026,tradable_only,label_20d_t1,rev_5,amount_variability_20,5,0.042859940280362094,0.042859940280362094,565
recent_oos_2024_2026,tradable_only,label_20d_t1,std_20,amount_variability_20,1,-0.008447720165526564,0.008447720165526564,565
recent_oos_2024_2026,tradable_only,label_20d_t1,std_20,amount_variability_20,2,-0.03127957761753996,0.03127957761753996,565
recent_oos_2024_2026,tradable_only,label_20d_t1,std_20,amount_variability_20,3,-0.04193986807533443,0.04193986807533443,565
recent_oos_2024_2026,tradable_only,label_20d_t1,std_20,amount_variability_20,4,-0.08945298174913095,0.08945298174913095,565
recent_oos_2024_2026,tradable_only,label_20d_t1,std_20,amount_variability_20,5,-0.11917113765498863,0.11917113765498863,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amplitude_20,amount_variability_20,1,-0.020685579909190625,0.020685579909190625,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amplitude_20,amount_variability_20,2,-0.0386664204679902,0.0386664204679902,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amplitude_20,amount_variability_20,3,-0.05003899784217007,0.05003899784217007,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amplitude_20,amount_variability_20,4,-0.09204209709967896,0.09204209709967896,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amplitude_20,amount_variability_20,5,-0.1268260725377118,0.1268260725377118,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,amount_variability_20,1,0.01663032163432389,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,amount_variability_20,2,0.03264990562930892,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,amount_variability_20,3,0.04005165490923006,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,amount_variability_20,4,0.06303031654180452,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,amount_variability_20,5,0.03960351522907943,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_std_20,amount_variability_20,1,-0.018877727660675987,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_std_20,amount_variability_20,2,-0.01369033885377043,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_std_20,amount_variability_20,3,-0.011132465896613061,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_std_20,amount_variability_20,4,-0.020321452852781217,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_std_20,amount_variability_20,5,-0.014146627783226886,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,volume_ratio_5_20,amount_variability_20,1,-0.016341092028571192,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,volume_ratio_5_20,amount_variability_20,2,-0.025927736896807125,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,volume_ratio_5_20,amount_variability_20,3,-0.040819538223283304,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,volume_ratio_5_20,amount_variability_20,4,-0.046777596906335185,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,volume_ratio_5_20,amount_variability_20,5,-0.05544352477255137,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,corr_ret_volume_20,amount_variability_20,1,-0.01062804521319281,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,corr_ret_volume_20,amount_variability_20,2,0.007043437048439855,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,corr_ret_volume_20,amount_variability_20,3,0.00887405107320744,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,corr_ret_volume_20,amount_variability_20,4,0.018596173228935815,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,corr_ret_volume_20,amount_variability_20,5,0.031895467118706,,565
