window,sample,label,factor,category,expected_direction,quantile,mean_group_return,std_group_return,group_return_dates
main_research_2021_2023,tradable_only,label_10d_t1,amount_mean_20,liquidity,watch,1,0.005835200018774524,0.03769748236295627,726
main_research_2021_2023,tradable_only,label_10d_t1,amount_mean_20,liquidity,watch,2,0.0027798926338889504,0.037928454819481525,726
main_research_2021_2023,tradable_only,label_10d_t1,amount_mean_20,liquidity,watch,3,-6.377120209721442e-05,0.037472381614581086,726
main_research_2021_2023,tradable_only,label_10d_t1,amount_mean_20,liquidity,watch,4,-0.0021915814882688647,0.038036170277152476,726
main_research_2021_2023,tradable_only,label_10d_t1,amount_mean_20,liquidity,watch,5,-0.006371376634737963,0.03978745725668024,726
main_research_2021_2023,tradable_only,label_10d_t1,amount_std_20,liquidity,watch,1,0.0055694872348231155,0.03772544180825715,726
main_research_2021_2023,tradable_only,label_10d_t1,amount_std_20,liquidity,watch,2,0.002459184420923989,0.03664067678852274,726
main_research_2021_2023,tradable_only,label_10d_t1,amount_std_20,liquidity,watch,3,0.0013031310885026587,0.03734188645944304,726
main_research_2021_2023,tradable_only,label_10d_t1,amount_std_20,liquidity,watch,4,-0.0026869463071615284,0.03787262358107738,726
main_research_2021_2023,tradable_only,label_10d_t1,amount_std_20,liquidity,watch,5,-0.006655431348221245,0.03953022822696858,726
main_research_2021_2023,tradable_only,label_10d_t1,amplitude_20,risk,negative,1,0.0019344312664247747,0.031067771562256822,726
main_research_2021_2023,tradable_only,label_10d_t1,amplitude_20,risk,negative,2,0.0013562846956214965,0.03556689165873727,726
main_research_2021_2023,tradable_only,label_10d_t1,amplitude_20,risk,negative,3,0.0007105822193078299,0.03751415986890029,726
main_research_2021_2023,tradable_only,label_10d_t1,amplitude_20,risk,negative,4,0.0007188493597645363,0.04187444114628714,726
main_research_2021_2023,tradable_only,label_10d_t1,amplitude_20,risk,negative,5,-0.004722652172623427,0.04858186416080044,726
main_research_2021_2023,tradable_only,label_10d_t1,corr_ret_volume_20,price_volume,watch,1,0.0009126557442994219,0.03532002538933004,726
