name,registry_name,category,stage,enabled,runnable,expected_direction,source_project,source_file,source_function,source_commit,license,compute_adapter,required_fields,labels,notes
ta_momentum_stoch_rsi_k,ta_momentum_stoch_rsi_k,ta_momentum,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.841156 Pending TA batch V4 evaluation.
ta_momentum_stoch_signal,ta_momentum_stoch_signal,ta_momentum,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.900446 Pending TA batch V4 evaluation.
ta_momentum_tsi,ta_momentum_tsi,ta_momentum,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.790698 Pending TA batch V4 evaluation.
ta_momentum_uo,ta_momentum_uo,ta_momentum,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.820907 Pending TA batch V4 evaluation.
ta_momentum_wr,ta_momentum_wr,ta_momentum,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.912755 Pending TA batch V4 evaluation.
ta_trend_adx,ta_trend_adx,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.967395 Pending TA batch V4 evaluation.
ta_trend_adx_neg,ta_trend_adx_neg,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.967395 Pending TA batch V4 evaluation.
ta_trend_adx_pos,ta_trend_adx_pos,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.967395 Pending TA batch V4 evaluation.
ta_trend_aroon_down,ta_trend_aroon_down,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.839183 Pending TA batch V4 evaluation.
ta_trend_aroon_ind,ta_trend_aroon_ind,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.839183 Pending TA batch V4 evaluation.
ta_trend_aroon_up,ta_trend_aroon_up,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.839183 Pending TA batch V4 evaluation.
ta_trend_cci,ta_trend_cci,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.875828 Pending TA batch V4 evaluation.
ta_trend_dpo,ta_trend_dpo,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.875828 Pending TA batch V4 evaluation.
ta_trend_ema_fast,ta_trend_ema_fast,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.937327 Pending TA batch V4 evaluation.
ta_trend_ema_slow,ta_trend_ema_slow,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.858398 Pending TA batch V4 evaluation.
ta_trend_ichimoku_a,ta_trend_ichimoku_a,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.839183 Pending TA batch V4 evaluation.
ta_trend_ichimoku_b,ta_trend_ichimoku_b,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.999812 Pending TA batch V4 evaluation.
ta_trend_ichimoku_base,ta_trend_ichimoku_base,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.839183 Pending TA batch V4 evaluation.
ta_trend_ichimoku_conv,ta_trend_ichimoku_conv,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.943998 Pending TA batch V4 evaluation.
ta_trend_kst,ta_trend_kst,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.890956 Pending TA batch V4 evaluation.
ta_trend_kst_diff,ta_trend_kst_diff,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.890956 Pending TA batch V4 evaluation.
ta_trend_kst_sig,ta_trend_kst_sig,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.896406 Pending TA batch V4 evaluation.
ta_trend_macd,ta_trend_macd,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.858398 Pending TA batch V4 evaluation.
ta_trend_macd_signal,ta_trend_macd_signal,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.813296 Pending TA batch V4 evaluation.
ta_trend_mass_index,ta_trend_mass_index,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.773831 Pending TA batch V4 evaluation.
ta_trend_psar_down,ta_trend_psar_down,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.516232 Pending TA batch V4 evaluation.
ta_trend_psar_down_indicator,ta_trend_psar_down_indicator,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=1.000000 Pending TA batch V4 evaluation.
ta_trend_psar_up,ta_trend_psar_up,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.455955 Pending TA batch V4 evaluation.
ta_trend_psar_up_indicator,ta_trend_psar_up_indicator,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=1.000000 Pending TA batch V4 evaluation.
ta_trend_sma_fast,ta_trend_sma_fast,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.925253 Pending TA batch V4 evaluation.
ta_trend_sma_slow,ta_trend_sma_slow,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.839183 Pending TA batch V4 evaluation.
ta_trend_stc,ta_trend_stc,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.593470 Pending TA batch V4 evaluation.
ta_trend_trix,ta_trend_trix,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.756918 Pending TA batch V4 evaluation.
ta_trend_vortex_ind_diff,ta_trend_vortex_ind_diff,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.906601 Pending TA batch V4 evaluation.
ta_trend_vortex_ind_neg,ta_trend_vortex_ind_neg,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.906601 Pending TA batch V4 evaluation.
ta_trend_vortex_ind_pos,ta_trend_vortex_ind_pos,ta_trend,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.906601 Pending TA batch V4 evaluation.
ta_volatility_atr,ta_volatility_atr,ta_volatility,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.959502 Pending TA batch V4 evaluation.
ta_volatility_bbh,ta_volatility_bbh,ta_volatility,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.875828 Pending TA batch V4 evaluation.
ta_volatility_bbhi,ta_volatility_bbhi,ta_volatility,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=1.000000 Pending TA batch V4 evaluation.
ta_volatility_bbl,ta_volatility_bbl,ta_volatility,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.875828 Pending TA batch V4 evaluation.
ta_volatility_bbli,ta_volatility_bbli,ta_volatility,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=1.000000 Pending TA batch V4 evaluation.
ta_volatility_bbm,ta_volatility_bbm,ta_volatility,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.875828 Pending TA batch V4 evaluation.
ta_volatility_bbp,ta_volatility_bbp,ta_volatility,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.875828 Pending TA batch V4 evaluation.
ta_volatility_dch,ta_volatility_dch,ta_volatility,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.875828 Pending TA batch V4 evaluation.
ta_volatility_dcl,ta_volatility_dcl,ta_volatility,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.875828 Pending TA batch V4 evaluation.
ta_volatility_dcm,ta_volatility_dcm,ta_volatility,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.875828 Pending TA batch V4 evaluation.
ta_volatility_dcp,ta_volatility_dcp,ta_volatility,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.875828 Pending TA batch V4 evaluation.
ta_volatility_dcw,ta_volatility_dcw,ta_volatility,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.875828 Pending TA batch V4 evaluation.
ta_volatility_kcc,ta_volatility_kcc,ta_volatility,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.937750 Pending TA batch V4 evaluation.
ta_volatility_kch,ta_volatility_kch,ta_volatility,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.997745 Pending TA batch V4 evaluation.
ta_volatility_kchi,ta_volatility_kchi,ta_volatility,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=1.000000 Pending TA batch V4 evaluation.
ta_volatility_kcl,ta_volatility_kcl,ta_volatility,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.997745 Pending TA batch V4 evaluation.
ta_volatility_kcli,ta_volatility_kcli,ta_volatility,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=1.000000 Pending TA batch V4 evaluation.
ta_volatility_kcp,ta_volatility_kcp,ta_volatility,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.993892 Pending TA batch V4 evaluation.
ta_volatility_kcw,ta_volatility_kcw,ta_volatility,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.937750 Pending TA batch V4 evaluation.
ta_volatility_ui,ta_volatility_ui,ta_volatility,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.912755 Pending TA batch V4 evaluation.
ta_volume_adi,ta_volume_adi,ta_volume,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.994597 Pending TA batch V4 evaluation.
ta_volume_em,ta_volume_em,ta_volume,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.988161 Pending TA batch V4 evaluation.
ta_volume_fi,ta_volume_fi,ta_volume,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.926004 Pending TA batch V4 evaluation.
ta_volume_mfi,ta_volume_mfi,ta_volume,ta_adapter_remaining_v4_pending,False,False,watch,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,factor_research.ta_source.compute_ta_features,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",Generated from ta wrapper smoke; coverage=0.912755 Pending TA batch V4 evaluation.
