start_date,end_date,trading_days,rebalance_count,executed_rebalances,skipped_rebalances,skipped_rebalance_rate,gross_annualized_return,net_annualized_return,universe_annualized_return,gross_annualized_excess,net_annualized_excess,gross_excess_ir,net_excess_ir,net_max_drawdown,average_turnover,max_turnover,average_eligible_count,average_selected_count,label,topk,rebalance_every,cost_bps,min_liquidity_bucket,min_tradability_score,min_capacity_multiple,status,candidate_count,score_policy,score_clip,min_score_components
2021-02-03,2021-06-07,80,6,4,2,0.3333333333333333,0.5858250522643227,0.5760040665089097,0.35194304924377895,0.16896930908917618,0.1617698239909502,2.8715732456517693,2.75206269552166,-0.03571039687366373,0.49,1.0,78.0,50.0,label_20d_t1,50,20,10.0,3,75.0,1.2,pass,50,equal_directional_zscore_from_probe_consensus,3.0,5
