datetime,signal_date,gross_return,turnover,cost,net_return,universe_return,excess_return,net_excess_return
2021-02-03,2021-02-01,-0.007903275080025196,1.0,0.001,-0.008903275080025197,-0.0062523395754396915,-0.0016509355045855045,-0.0026509355045855054
2021-02-04,2021-02-01,-0.015334716998040676,0.0,0.0,-0.015334716998040676,-0.01289654802531004,-0.0024381689727306366,-0.0024381689727306366
2021-02-05,2021-02-01,-0.0049049388617277145,0.0,0.0,-0.0049049388617277145,-0.012367642484605312,0.007462703622877598,0.007462703622877598
2021-02-08,2021-02-01,0.004590456373989582,0.0,0.0,0.004590456373989582,0.012457250617444515,-0.007866794243454933,-0.007866794243454933
2021-02-09,2021-02-01,0.015063341706991196,0.0,0.0,0.015063341706991196,0.02141755446791649,-0.006354212760925293,-0.006354212760925293
2021-02-10,2021-02-01,0.007633612025529146,0.0,0.0,0.007633612025529146,0.007289149332791567,0.00034446269273757935,0.00034446269273757935
2021-02-18,2021-02-01,0.0273873470723629,0.0,0.0,0.0273873470723629,0.025181498378515244,0.0022058486938476562,0.0022058486938476562
2021-02-19,2021-02-01,0.02551845833659172,0.0,0.0,0.02551845833659172,0.020285911858081818,0.005232546478509903,0.005232546478509903
2021-02-22,2021-02-01,0.007571288384497166,0.0,0.0,0.007571288384497166,0.003147759707644582,0.004423528676852584,0.004423528676852584
2021-02-23,2021-02-01,0.003212462645024061,0.0,0.0,0.003212462645024061,0.004178299568593502,-0.0009658369235694408,-0.0009658369235694408
2021-02-24,2021-02-01,-0.006513829343020916,0.0,0.0,-0.006513829343020916,-0.013300993479788303,0.006787164136767387,0.006787164136767387
2021-02-25,2021-02-01,0.0027489482890814543,0.0,0.0,0.0027489482890814543,-0.00015865695604588836,0.0029076052451273426,0.0029076052451273426
2021-02-26,2021-02-01,-0.013525854796171188,0.0,0.0,-0.013525854796171188,-0.015831271186470985,0.002305416390299797,0.002305416390299797
2021-03-01,2021-02-01,0.021204335615038872,0.0,0.0,0.021204335615038872,0.022207019850611687,-0.001002684235572815,-0.001002684235572815
2021-03-02,2021-02-01,-0.010206869803369045,0.0,0.0,-0.010206869803369045,-0.011801495216786861,0.0015946254134178162,0.0015946254134178162
2021-03-03,2021-02-01,0.02067185938358307,0.0,0.0,0.02067185938358307,0.019997945055365562,0.0006739143282175064,0.0006739143282175064
2021-03-04,2021-02-01,0.0014663195470348,0.0,0.0,0.0014663195470348,-0.007430719211697578,0.008897038758732378,0.008897038758732378
2021-03-05,2021-02-01,0.003466057823970914,0.0,0.0,0.003466057823970914,0.002446747850626707,0.0010193099733442068,0.0010193099733442068
2021-03-08,2021-02-01,-0.013639348559081554,0.0,0.0,-0.013639348559081554,-0.016580751165747643,0.002941402606666088,0.002941402606666088
2021-03-09,2021-02-01,-0.009801029227674007,0.0,0.0,-0.009801029227674007,-0.013202620670199394,0.003401591442525387,0.003401591442525387
2021-03-10,2021-03-08,-0.012399686500430107,0.30000000000000004,0.00030000000000000003,-0.012699686500430107,-0.012916171923279762,0.0005164854228496552,0.00021648542284965523
2021-03-11,2021-03-08,0.020786290988326073,0.0,0.0,0.020786290988326073,0.02414429560303688,-0.003358004614710808,-0.003358004614710808
2021-03-12,2021-03-08,0.007964096032083035,0.0,0.0,0.007964096032083035,0.009282564744353294,-0.0013184687122702599,-0.0013184687122702599
2021-03-15,2021-03-08,0.0010517716873437166,0.0,0.0,0.0010517716873437166,0.00377071276307106,-0.0027189410757273436,-0.0027189410757273436
2021-03-16,2021-03-08,0.008176986128091812,0.0,0.0,0.008176986128091812,0.005448103882372379,0.002728882245719433,0.002728882245719433
2021-03-17,2021-03-08,-0.004298961255699396,0.0,0.0,-0.004298961255699396,-0.0032990514300763607,-0.0009999098256230354,-0.0009999098256230354
2021-03-18,2021-03-08,-0.002411851892247796,0.0,0.0,-0.002411851892247796,0.0029824315570294857,-0.005394283449277282,-0.005394283449277282
2021-03-19,2021-03-08,-0.003813964081928134,0.0,0.0,-0.003813964081928134,-0.009503863751888275,0.005689899669960141,0.005689899669960141
2021-03-22,2021-03-08,0.01899988204240799,0.0,0.0,0.01899988204240799,0.020869430154561996,-0.001869548112154007,-0.001869548112154007
2021-03-23,2021-03-08,-0.005544278770685196,0.0,0.0,-0.005544278770685196,-0.015581056475639343,0.010036777704954147,0.010036777704954147
2021-03-24,2021-03-08,-0.007618852891027927,0.0,0.0,-0.007618852891027927,-0.016011424362659454,0.008392571471631527,0.008392571471631527
2021-03-25,2021-03-08,-0.005853644572198391,0.0,0.0,-0.005853644572198391,-0.0052768997848033905,-0.0005767447873950005,-0.0005767447873950005
2021-03-26,2021-03-08,0.011333313770592213,0.0,0.0,0.011333313770592213,0.01393010001629591,-0.002596786245703697,-0.002596786245703697
2021-03-29,2021-03-08,-0.00021975993877276778,0.0,0.0,-0.00021975993877276778,0.0006368309259414673,-0.0008565908647142351,-0.0008565908647142351
2021-03-30,2021-03-08,-0.0033311282750219107,0.0,0.0,-0.0033311282750219107,-2.032145857810974e-05,-0.003310806816443801,-0.003310806816443801
2021-03-31,2021-03-08,0.0009823930449783802,0.0,0.0,0.0009823930449783802,-0.004238546825945377,0.0052209398709237576,0.0052209398709237576
2021-04-01,2021-03-08,0.0024556578136980534,0.0,0.0,0.0024556578136980534,0.005893653724342585,-0.0034379959106445312,-0.0034379959106445312
2021-04-02,2021-03-08,-0.003700115717947483,0.0,0.0,-0.003700115717947483,-0.00128931924700737,-0.002410796470940113,-0.002410796470940113
2021-04-06,2021-03-08,0.005358296446502209,0.0,0.0,0.005358296446502209,0.00441678985953331,0.0009415065869688988,0.0009415065869688988
2021-04-07,2021-03-08,0.009872086346149445,0.0,0.0,0.009872086346149445,0.009305908344686031,0.0005661780014634132,0.0005661780014634132
2021-04-08,2021-04-06,-0.0054170177318155766,0.31999999999999995,0.00031999999999999997,-0.0057370177318155765,-0.005912436172366142,0.0004954184405505657,0.00017541844055056575
2021-04-09,2021-04-06,-0.005384210497140884,0.0,0.0,-0.005384210497140884,-0.0036712349392473698,-0.0017129755578935146,-0.0017129755578935146
2021-04-12,2021-04-06,-0.007079018279910088,0.0,0.0,-0.007079018279910088,-0.008653752505779266,0.0015747342258691788,0.0015747342258691788
2021-04-13,2021-04-06,-0.00515972962602973,0.0,0.0,-0.00515972962602973,-0.01031057070940733,0.0051508410833776,0.0051508410833776
2021-04-14,2021-04-06,0.007963912561535835,0.0,0.0,0.007963912561535835,0.009781664237380028,-0.0018177516758441925,-0.0018177516758441925
2021-04-15,2021-04-06,-0.0038399910554289818,0.0,0.0,-0.0038399910554289818,-0.0035966939758509398,-0.00024329707957804203,-0.00024329707957804203
2021-04-16,2021-04-06,0.018225805833935738,0.0,0.0,0.018225805833935738,0.01635894738137722,0.0018668584525585175,0.0018668584525585175
2021-04-19,2021-04-06,0.01634666509926319,0.0,0.0,0.01634666509926319,0.012577955611050129,0.0037687094882130623,0.0037687094882130623
2021-04-20,2021-04-06,0.0006521940231323242,0.0,0.0,0.0006521940231323242,-0.002276862971484661,0.0029290569946169853,0.0029290569946169853
2021-04-21,2021-04-06,-0.007984334602952003,0.0,0.0,-0.007984334602952003,-0.009191403165459633,0.0012070685625076294,0.0012070685625076294
2021-04-22,2021-04-06,-0.0019342696759849787,0.0,0.0,-0.0019342696759849787,-0.0014954278012737632,-0.0004388418747112155,-0.0004388418747112155
2021-04-23,2021-04-06,-0.003393493825569749,0.0,0.0,-0.003393493825569749,-0.005195325706154108,0.0018018318805843592,0.0018018318805843592
2021-04-26,2021-04-06,-0.008054695092141628,0.0,0.0,-0.008054695092141628,-0.007057707291096449,-0.0009969878010451794,-0.0009969878010451794
2021-04-27,2021-04-06,-0.009267103858292103,0.0,0.0,-0.009267103858292103,-0.008943046443164349,-0.0003240574151277542,-0.0003240574151277542
2021-04-28,2021-04-06,0.005829480942338705,0.0,0.0,0.005829480942338705,0.005045934580266476,0.0007835463620722294,0.0007835463620722294
2021-04-29,2021-04-06,0.004869731143116951,0.0,0.0,0.004869731143116951,0.0004038918996229768,0.004465839243493974,0.004465839243493974
2021-04-30,2021-04-06,-0.010071512311697006,0.0,0.0,-0.010071512311697006,-0.009170417673885822,-0.0009010946378111839,-0.0009010946378111839
2021-05-06,2021-04-06,0.003719737520441413,0.0,0.0,0.003719737520441413,0.004678112454712391,-0.000958374934270978,-0.000958374934270978
2021-05-07,2021-04-06,-0.0024986981879919767,0.0,0.0,-0.0024986981879919767,0.0015871028881520033,-0.00408580107614398,-0.00408580107614398
2021-05-10,2021-04-06,0.0035616743844002485,0.0,0.0,0.0035616743844002485,0.008754709735512733,-0.005193035351112485,-0.005193035351112485
2021-05-11,2021-05-07,0.005917481146752834,0.33999999999999997,0.00033999999999999997,0.005577481146752834,0.00366028118878603,0.0022571999579668045,0.0019171999579668045
2021-05-12,2021-05-07,0.011080009862780571,0.0,0.0,0.011080009862780571,0.011741487309336662,-0.0006614774465560913,-0.0006614774465560913
2021-05-13,2021-05-07,-0.00956165324896574,0.0,0.0,-0.00956165324896574,-0.00898099597543478,-0.0005806572735309601,-0.0005806572735309601
2021-05-14,2021-05-07,0.017510468140244484,0.0,0.0,0.017510468140244484,0.017886031419038773,-0.00037556327879428864,-0.00037556327879428864
2021-05-17,2021-05-07,0.007976492866873741,0.0,0.0,0.007976492866873741,0.0021571777760982513,0.00581931509077549,0.00581931509077549
2021-05-18,2021-05-07,0.008230474777519703,0.0,0.0,0.008230474777519703,0.009253504686057568,-0.0010230299085378647,-0.0010230299085378647
2021-05-19,2021-05-07,-0.0036058365367352962,0.0,0.0,-0.0036058365367352962,-0.0002763554803095758,-0.0033294810564257205,-0.0033294810564257205
2021-05-20,2021-05-07,-0.0015767753357067704,0.0,0.0,-0.0015767753357067704,-0.006349643692374229,0.004772868356667459,0.004772868356667459
2021-05-21,2021-05-07,-0.004512859508395195,0.0,0.0,-0.004512859508395195,-0.0011556323152035475,-0.0033572271931916475,-0.0033572271931916475
2021-05-24,2021-05-07,0.006015182938426733,0.0,0.0,0.006015182938426733,0.004484417848289013,0.00153076509013772,0.00153076509013772
2021-05-25,2021-05-07,0.015230146236717701,0.0,0.0,0.015230146236717701,0.013679204508662224,0.0015509417280554771,0.0015509417280554771
2021-05-26,2021-05-07,0.008944263681769371,0.0,0.0,0.008944263681769371,0.008446235209703445,0.0004980284720659256,0.0004980284720659256
2021-05-27,2021-05-07,0.003653993597254157,0.0,0.0,0.003653993597254157,0.004429711028933525,-0.000775717431679368,-0.000775717431679368
2021-05-28,2021-05-07,-0.005881018470972776,0.0,0.0,-0.005881018470972776,-0.0068730320781469345,0.000992013607174158,0.000992013607174158
2021-05-31,2021-05-07,0.004627178888767958,0.0,0.0,0.004627178888767958,0.005403860472142696,-0.0007766815833747387,-0.0007766815833747387
2021-06-01,2021-05-07,0.004122797399759293,0.0,0.0,0.004122797399759293,0.0023664163891226053,0.0017563810106366873,0.0017563810106366873
2021-06-02,2021-05-07,-0.0035043240059167147,0.0,0.0,-0.0035043240059167147,-0.0069914767518639565,0.0034871527459472418,0.0034871527459472418
2021-06-03,2021-05-07,-0.0018907022895291448,0.0,0.0,-0.0018907022895291448,-0.0024540191516280174,0.0005633168620988727,0.0005633168620988727
