window,sample,label,factor,category,expected_direction,quantile,mean_group_return,std_group_return,group_return_dates
main_research_2021_2023,liquidity_bucket=4.0,label_20d_t1,amplitude_20__raw,risk,negative,4,0.000515981307349653,0.059477848372540304,726
main_research_2021_2023,liquidity_bucket=4.0,label_20d_t1,amplitude_20__raw,risk,negative,5,-0.002694252031585213,0.06458207911967147,726
main_research_2021_2023,liquidity_bucket=4.0,label_20d_t1,corr_ret_amount_20__raw,price_volume,watch,1,0.0017428442761905718,0.04762066054949285,726
main_research_2021_2023,liquidity_bucket=4.0,label_20d_t1,corr_ret_amount_20__raw,price_volume,watch,2,0.0030309442447491383,0.053338708751209725,726
main_research_2021_2023,liquidity_bucket=4.0,label_20d_t1,corr_ret_amount_20__raw,price_volume,watch,3,-4.923302784302181e-05,0.05520492264038697,726
main_research_2021_2023,liquidity_bucket=4.0,label_20d_t1,corr_ret_amount_20__raw,price_volume,watch,4,-0.0012713366349823593,0.05446655671581562,726
main_research_2021_2023,liquidity_bucket=4.0,label_20d_t1,corr_ret_amount_20__raw,price_volume,watch,5,4.7176640563979284e-05,0.05377216772823875,726
main_research_2021_2023,liquidity_bucket=4.0,label_20d_t1,downside_std_20__raw,risk,negative,1,0.0006216230035721866,0.042409238256254374,726
main_research_2021_2023,liquidity_bucket=4.0,label_20d_t1,downside_std_20__raw,risk,negative,2,0.00013330432709101069,0.05021258225132381,726
main_research_2021_2023,liquidity_bucket=4.0,label_20d_t1,downside_std_20__raw,risk,negative,3,0.0011285570106202832,0.05725050447370827,726
main_research_2021_2023,liquidity_bucket=4.0,label_20d_t1,downside_std_20__raw,risk,negative,4,0.0003135931413856748,0.05954048617045298,726
main_research_2021_2023,liquidity_bucket=4.0,label_20d_t1,downside_std_20__raw,risk,negative,5,0.001291806297671398,0.059071041285565784,726
main_research_2021_2023,liquidity_bucket=4.0,label_20d_t1,max_drawdown_20__raw,risk,negative,1,0.0016731920707936483,0.04606151029849235,726
main_research_2021_2023,liquidity_bucket=4.0,label_20d_t1,max_drawdown_20__raw,risk,negative,2,-0.0009252459922935393,0.05148285245701185,726
