window,sample,slice_type,slice_value,label,factor,category,expected_direction,coverage,missing_rate,mean_ic,icir,mean_rank_ic,directional_mean_rank_ic,rank_icir,directional_rank_icir,ic_win_rate,ic_dates,valid_rows
main_research_2021_2023,year_slice=2021,year_slice,2021,label_20d_t1,ret_20__raw,momentum,watch,0.9955857630917735,0.00441423690822651,-0.02291956025521153,-0.17642545823860054,-0.043916123689019655,,-0.3000618115249818,,,242,275384
main_research_2021_2023,year_slice=2021,year_slice,2021,label_20d_t1,rev_5__raw,reversal,positive,0.9962184342293162,0.0037815657706837813,0.0012971967223299016,0.012163743928724876,0.006356007322818713,0.006356007322818713,0.05264224639826499,0.05264224639826499,0.48760330578512395,242,275559
main_research_2021_2023,year_slice=2021,year_slice,2021,label_20d_t1,rev_20_exclude_5__raw,reversal,positive,0.9942517308074691,0.005748269192530908,0.026001819969943295,0.21907855166911686,0.04700346279652085,0.04700346279652085,0.3470088531235082,0.3470088531235082,0.6735537190082644,242,275015
main_research_2021_2023,year_slice=2021,year_slice,2021,label_20d_t1,std_20__raw,risk,negative,0.98738634514922,0.012613654850780032,-0.04467237758837289,-0.3517988662682587,-0.09584166927781268,0.09584166927781268,-0.6361030744386102,0.6361030744386102,0.6611570247933884,242,273116
main_research_2021_2023,year_slice=2021,year_slice,2021,label_20d_t1,downside_std_20__raw,risk,negative,0.98738634514922,0.012613654850780032,-0.02579581713045559,-0.22397303632744556,-0.06624498748829986,0.06624498748829986,-0.4606271881835548,0.4606271881835548,0.6157024793388429,242,273116
main_research_2021_2023,year_slice=2021,year_slice,2021,label_20d_t1,max_drawdown_20__raw,risk,negative,0.9878780210046818,0.012121978995318194,-0.009352258642618506,-0.09167708886216026,-0.03869279051922901,0.03869279051922901,-0.31240218363795214,0.31240218363795214,0.6446280991735537,242,273252
main_research_2021_2023,year_slice=2021,year_slice,2021,label_20d_t1,amplitude_20__raw,risk,negative,0.9878780210046818,0.012121978995318194,-0.05201252288147119,-0.35124067688889343,-0.10385856313943324,0.10385856313943324,-0.6106720298979585,0.6106720298979585,0.6487603305785123,242,273252
main_research_2021_2023,year_slice=2021,year_slice,2021,label_20d_t1,amount_mean_20__raw,liquidity,watch,0.9878780210046818,0.012121978995318194,-0.06023925986940696,-0.48218255458632175,-0.1055681313268706,,-0.672216037679697,,,242,273252
main_research_2021_2023,year_slice=2021,year_slice,2021,label_20d_t1,amount_cv_20__raw,liquidity,negative,0.9878780210046818,0.012121978995318194,0.017104694945471358,0.17525523371482588,0.0048917621475564515,-0.0048917621475564515,0.05045922202341277,-0.05045922202341277,0.5165289256198347,242,273252
main_research_2021_2023,year_slice=2021,year_slice,2021,label_20d_t1,corr_ret_amount_20__raw,price_volume,watch,0.98738634514922,0.012613654850780032,-0.004092486858427516,-0.058620962508428055,-0.009551655683579017,,-0.10906982221992093,,,242,273116
main_research_2021_2023,year_slice=2022,year_slice,2022,label_20d_t1,ret_20__raw,momentum,watch,0.9957908032885033,0.0042091967114966655,-0.08492395358571382,-0.7841672230857523,-0.10283389064594882,,-0.8080376416859617,,,242,272771
main_research_2021_2023,year_slice=2022,year_slice,2022,label_20d_t1,rev_5__raw,reversal,positive,0.9965136315182314,0.0034863684817686424,0.04335885171755695,0.38718256590456945,0.03932657403223359,0.03932657403223359,0.2858828242258872,0.2858828242258872,0.6322314049586777,242,272969
main_research_2021_2023,year_slice=2022,year_slice,2022,label_20d_t1,rev_20_exclude_5__raw,reversal,positive,0.9946298973437888,0.005370102656211184,0.06975885155180818,0.6813360297268785,0.093988280753706,0.093988280753706,0.7851230735750927,0.7851230735750927,0.7768595041322314,242,272453
main_research_2021_2023,year_slice=2022,year_slice,2022,label_20d_t1,std_20__raw,risk,negative,0.9889859961157109,0.01101400388428908,-0.042722901280764926,-0.3133608320519297,-0.08084969515946082,0.08084969515946082,-0.538071372363384,0.538071372363384,0.6983471074380165,242,270907
main_research_2021_2023,year_slice=2022,year_slice,2022,label_20d_t1,downside_std_20__raw,risk,negative,0.9889859961157109,0.01101400388428908,-0.004739304319114249,-0.03873801941525534,-0.03606433772479457,0.03606433772479457,-0.25903996498406384,0.25903996498406384,0.5826446280991735,242,270907
main_research_2021_2023,year_slice=2022,year_slice,2022,label_20d_t1,max_drawdown_20__raw,risk,negative,0.9893729647639491,0.010627035236050908,0.040491482327163986,0.37846679308646125,0.022666129406988002,-0.022666129406988002,0.18703399235570242,-0.18703399235570242,0.39669421487603307,242,271013
main_research_2021_2023,year_slice=2022,year_slice,2022,label_20d_t1,amplitude_20__raw,risk,negative,0.9893729647639491,0.010627035236050908,-0.05686732849315283,-0.38443877874025645,-0.10177479044957809,0.10177479044957809,-0.626757471751659,0.626757471751659,0.6942148760330579,242,271013
main_research_2021_2023,year_slice=2022,year_slice,2022,label_20d_t1,amount_mean_20__raw,liquidity,watch,0.9893729647639491,0.010627035236050908,-0.03861104048745439,-0.5087774619443127,-0.07023324527719478,,-0.7442384143151285,,,242,271013
main_research_2021_2023,year_slice=2022,year_slice,2022,label_20d_t1,amount_cv_20__raw,liquidity,negative,0.9893729647639491,0.010627035236050908,-0.011828611244258595,-0.12266132427934824,-0.03162136891905489,0.03162136891905489,-0.30653670167771147,0.30653670167771147,0.6652892561983471,242,271013
main_research_2021_2023,year_slice=2022,year_slice,2022,label_20d_t1,corr_ret_amount_20__raw,price_volume,watch,0.9889859961157109,0.01101400388428908,-0.04186679107316962,-0.5666130648414901,-0.0496933305826759,,-0.5614589103897313,,,242,270907
main_research_2021_2023,year_slice=2023,year_slice,2023,label_20d_t1,ret_20__raw,momentum,watch,0.9974138119972823,0.002586188002717704,-0.03304797014625734,-0.2383972481073416,-0.02887216256507344,,-0.20109548825410492,,,242,273054
main_research_2021_2023,year_slice=2023,year_slice,2023,label_20d_t1,rev_5__raw,reversal,positive,0.9978119680598476,0.0021880319401523796,0.027088940039832372,0.22597351364591733,0.013110417234398089,0.013110417234398089,0.09570714052188715,0.09570714052188715,0.5330578512396694,242,273163
main_research_2021_2023,year_slice=2023,year_slice,2023,label_20d_t1,rev_20_exclude_5__raw,reversal,positive,0.996792834651997,0.003207165348003027,0.019799490991921805,0.14663889322313142,0.02030223277770216,0.02030223277770216,0.145600127964483,0.145600127964483,0.5495867768595041,242,272884
main_research_2021_2023,year_slice=2023,year_slice,2023,label_20d_t1,std_20__raw,risk,negative,0.993907116400377,0.006092883599623011,-0.04613359295312485,-0.24534351040905958,-0.10634380971687202,0.10634380971687202,-0.5399794576552703,0.5399794576552703,0.7024793388429752,242,272094
main_research_2021_2023,year_slice=2023,year_slice,2023,label_20d_t1,downside_std_20__raw,risk,negative,0.993907116400377,0.006092883599623011,-0.03708521544735341,-0.2143646517667289,-0.09316085770822688,0.09316085770822688,-0.5047418786221114,0.5047418786221114,0.731404958677686,242,272094
main_research_2021_2023,year_slice=2023,year_slice,2023,label_20d_t1,max_drawdown_20__raw,risk,negative,0.994129937683097,0.005870062316903013,-0.02324255701144231,-0.16862296293654216,-0.07611515475553458,0.07611515475553458,-0.5013550948299471,0.5013550948299471,0.756198347107438,242,272155
main_research_2021_2023,year_slice=2023,year_slice,2023,label_20d_t1,amplitude_20__raw,risk,negative,0.994129937683097,0.005870062316903013,-0.061761788497413025,-0.2976042509071077,-0.12395713440104818,0.12395713440104818,-0.5711771100541019,0.5711771100541019,0.6983471074380165,242,272155
main_research_2021_2023,year_slice=2023,year_slice,2023,label_20d_t1,amount_mean_20__raw,liquidity,watch,0.994129937683097,0.005870062316903013,-0.06822779247738019,-0.6477590784608687,-0.12008658611654313,,-1.0870383048210934,,,242,272155
main_research_2021_2023,year_slice=2023,year_slice,2023,label_20d_t1,amount_cv_20__raw,liquidity,negative,0.994129937683097,0.005870062316903013,-0.008754215135799992,-0.10877200925981304,-0.03321294592938276,0.03321294592938276,-0.36789674405493816,0.36789674405493816,0.6239669421487604,242,272155
main_research_2021_2023,year_slice=2023,year_slice,2023,label_20d_t1,corr_ret_amount_20__raw,price_volume,watch,0.993907116400377,0.006092883599623011,-0.003802629719922036,-0.05659313597916461,-0.018425615886596726,,-0.25357509980955656,,,242,272094
main_research_2021_2023,liquidity_bucket=3.0,liquidity_bucket,3.0,label_20d_t1,ret_20__raw,momentum,watch,0.9958531506377977,0.004146849362202332,0.009780024520073458,0.07910522879553075,-0.0051129495880449065,,-0.0355328061294889,,,726,277850
main_research_2021_2023,liquidity_bucket=3.0,liquidity_bucket,3.0,label_20d_t1,rev_5__raw,reversal,positive,0.9966667502965876,0.003333249703412422,-0.014736210267445142,-0.12717734202626851,-0.0160401461900035,-0.0160401461900035,-0.11962786283462777,-0.11962786283462777,0.44490358126721763,726,278077
main_research_2021_2023,liquidity_bucket=3.0,liquidity_bucket,3.0,label_20d_t1,rev_20_exclude_5__raw,reversal,positive,0.9949893730264832,0.005010626973516841,-0.0021037821041975475,-0.017866721412162705,0.013760834427843852,0.013760834427843852,0.0987864062450455,0.0987864062450455,0.5151515151515151,726,277609
main_research_2021_2023,liquidity_bucket=3.0,liquidity_bucket,3.0,label_20d_t1,std_20__raw,risk,negative,0.9887852276107768,0.011214772389223193,0.0036535023594797375,0.029887684488256898,-0.04243414098149558,0.04243414098149558,-0.27825782906896857,0.27825782906896857,0.6294765840220385,726,275878
main_research_2021_2023,liquidity_bucket=3.0,liquidity_bucket,3.0,label_20d_t1,downside_std_20__raw,risk,negative,0.9887852276107768,0.011214772389223193,0.0021740997010324765,0.017763795732205604,-0.03386223295501133,0.03386223295501133,-0.22231736445879755,0.22231736445879755,0.5881542699724518,726,275878
main_research_2021_2023,liquidity_bucket=3.0,liquidity_bucket,3.0,label_20d_t1,max_drawdown_20__raw,risk,negative,0.9892368291834972,0.010763170816502798,9.003681734586557e-05,0.0007327936205373704,-0.022327414421304842,0.022327414421304842,-0.1551019321955642,0.1551019321955642,0.546831955922865,726,276004
main_research_2021_2023,liquidity_bucket=3.0,liquidity_bucket,3.0,label_20d_t1,amplitude_20__raw,risk,negative,0.9892368291834972,0.010763170816502798,-0.0026423115490445807,-0.01883196679755997,-0.05514592069624201,0.05514592069624201,-0.3207613472818916,0.3207613472818916,0.6225895316804407,726,276004
main_research_2021_2023,liquidity_bucket=3.0,liquidity_bucket,3.0,label_20d_t1,amount_mean_20__raw,liquidity,watch,0.9892368291834972,0.010763170816502798,-0.035190471342717695,-0.3993025870778848,-0.048445655942423935,,-0.4880274826859653,,,726,276004
main_research_2021_2023,liquidity_bucket=3.0,liquidity_bucket,3.0,label_20d_t1,amount_cv_20__raw,liquidity,negative,0.9892368291834972,0.010763170816502798,0.0048445683193003575,0.05872582148976482,-0.02038556126971965,0.02038556126971965,-0.2377358373484422,0.2377358373484422,0.6074380165289256,726,276004
