window,sample,label,factor_a,factor_b,spearman_corr
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,ret_20__volatility_bucket_zscore,0.9228885711791526
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,ret_20__liquidity_volatility_residual,0.8548893106655973
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,rev_5__raw,-0.3836394189292121
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,rev_5__cs_rank,-0.42794777339743484
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,rev_5__cs_zscore,-0.42765611437871065
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,rev_5__liquidity_bucket_zscore,-0.40824010205273614
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,rev_5__volatility_bucket_zscore,-0.4295465188180237
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,rev_5__amount_proxy_residual,-0.42099059959809576
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,rev_5__liquidity_volatility_residual,-0.3223451182456482
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,rev_20_exclude_5__raw,-0.749634629170155
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,rev_20_exclude_5__cs_rank,-0.8344432624730997
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,rev_20_exclude_5__cs_zscore,-0.8347902586869848
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,rev_20_exclude_5__liquidity_bucket_zscore,-0.8125998503153454
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,rev_20_exclude_5__volatility_bucket_zscore,-0.7660660805792847
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,rev_20_exclude_5__amount_proxy_residual,-0.8177175244658043
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,rev_20_exclude_5__liquidity_volatility_residual,-0.7221686530609437
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,std_20__raw,0.22813065858434287
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,std_20__cs_rank,0.24232513227323316
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,std_20__cs_zscore,0.24221053124310948
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,std_20__liquidity_bucket_zscore,0.20315890792039956
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,std_20__volatility_bucket_zscore,0.1277394207821804
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,std_20__amount_proxy_residual,0.2716757033193656
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,std_20__liquidity_volatility_residual,0.12310807185066214
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,ret_20__raw,0.8649290546974605
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,ret_20__volatility_bucket_zscore,0.9096971672340497
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,ret_20__liquidity_volatility_residual,0.8831967434815555
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,rev_5__raw,-0.3627590129781247
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,rev_5__cs_rank,-0.40659193597231
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,rev_5__cs_zscore,-0.406188889656321
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,rev_5__liquidity_bucket_zscore,-0.41325014180329395
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,rev_5__volatility_bucket_zscore,-0.40971978468366343
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,rev_5__amount_proxy_residual,-0.39074561263036234
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,rev_5__liquidity_volatility_residual,-0.3320474771109741
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,rev_20_exclude_5__raw,-0.7356698336207885
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,rev_20_exclude_5__cs_rank,-0.8205006477706402
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,rev_20_exclude_5__cs_zscore,-0.8205336012783315
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,rev_20_exclude_5__liquidity_bucket_zscore,-0.8350590557230723
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,rev_20_exclude_5__volatility_bucket_zscore,-0.7667607577451069
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,rev_20_exclude_5__amount_proxy_residual,-0.83480693805751
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,rev_20_exclude_5__liquidity_volatility_residual,-0.7486467711924728
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,std_20__raw,0.19155249101096308
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,std_20__cs_rank,0.20226085388619713
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,std_20__cs_zscore,0.20207677910469493
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,std_20__liquidity_bucket_zscore,0.20810370404661654
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,std_20__volatility_bucket_zscore,0.11471038889355582
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,std_20__amount_proxy_residual,0.27688633216666786
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,std_20__liquidity_volatility_residual,0.13718538399212454
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,rev_5__raw,-0.3963156405879481
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,rev_5__cs_rank,-0.4461257629145065
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,rev_5__cs_zscore,-0.4448165661934568
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,rev_5__liquidity_bucket_zscore,-0.4342209673615111
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,rev_5__volatility_bucket_zscore,-0.469719464771177
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,rev_5__amount_proxy_residual,-0.429738221629544
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,rev_5__liquidity_volatility_residual,-0.3504273153303732
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,rev_20_exclude_5__raw,-0.6735278198145762
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,rev_20_exclude_5__cs_rank,-0.7559458416679876
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,rev_20_exclude_5__cs_zscore,-0.7544217301270429
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,rev_20_exclude_5__liquidity_bucket_zscore,-0.7413107741448763
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,rev_20_exclude_5__volatility_bucket_zscore,-0.8209221813873415
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,rev_20_exclude_5__amount_proxy_residual,-0.7508236788244375
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,rev_20_exclude_5__liquidity_volatility_residual,-0.7396538753005806
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,std_20__raw,0.0618591714718875
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,std_20__cs_rank,0.06278091419590977
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,std_20__cs_zscore,0.06234163115484197
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,std_20__liquidity_bucket_zscore,0.038137343883711504
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,std_20__volatility_bucket_zscore,0.12505421954982104
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,std_20__amount_proxy_residual,0.11529800854299405
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,std_20__liquidity_volatility_residual,0.13609882332578518
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,ret_20__raw,0.8731584408541986
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,ret_20__cs_rank,0.9732054928688804
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,ret_20__cs_zscore,0.9722197773223868
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,ret_20__liquidity_bucket_zscore,0.9665197593744628
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,ret_20__volatility_bucket_zscore,0.9047329381666112
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,ret_20__liquidity_volatility_residual,0.874802145813491
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,rev_5__raw,-0.3821632470564627
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,rev_5__cs_rank,-0.42719295583504824
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,rev_5__cs_zscore,-0.4260611687203937
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,rev_5__liquidity_bucket_zscore,-0.41829769878873485
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,rev_5__volatility_bucket_zscore,-0.4280687288087002
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,rev_5__amount_proxy_residual,-0.4316784277931642
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,rev_5__liquidity_volatility_residual,-0.3310869978995089
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,rev_20_exclude_5__raw,-0.7296668482517219
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,rev_20_exclude_5__cs_rank,-0.8103569174463274
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,rev_20_exclude_5__cs_zscore,-0.8088475392556796
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,rev_20_exclude_5__liquidity_bucket_zscore,-0.8030977668987879
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,rev_20_exclude_5__volatility_bucket_zscore,-0.7479805032909939
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,rev_20_exclude_5__amount_proxy_residual,-0.8402699811576956
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,rev_20_exclude_5__liquidity_volatility_residual,-0.737173066847346
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,std_20__raw,0.20519297393199354
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,std_20__cs_rank,0.22575538794683905
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,std_20__cs_zscore,0.2260725199041636
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,std_20__liquidity_bucket_zscore,0.2012824684093355
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,std_20__volatility_bucket_zscore,0.12346348115299575
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,std_20__amount_proxy_residual,0.28144205622178436
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,std_20__liquidity_volatility_residual,0.1315548763868892
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,ret_20__raw,0.7767716432006156
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,ret_20__volatility_bucket_zscore,0.8802324267344038
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,rev_5__raw,-0.3048770524227353
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,rev_5__cs_rank,-0.3372339773838499
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,rev_5__cs_zscore,-0.33627288817290885
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,rev_5__liquidity_bucket_zscore,-0.34640445869526465
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,rev_5__volatility_bucket_zscore,-0.3393713031884209
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,rev_5__amount_proxy_residual,-0.3344532792763509
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,rev_5__liquidity_volatility_residual,-0.3843056078258521
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,rev_20_exclude_5__raw,-0.6775712878828597
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,rev_20_exclude_5__cs_rank,-0.744356322075861
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,rev_20_exclude_5__cs_zscore,-0.742820351118299
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,rev_20_exclude_5__liquidity_bucket_zscore,-0.7567223132710251
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,rev_20_exclude_5__volatility_bucket_zscore,-0.7743063822659619
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,rev_20_exclude_5__amount_proxy_residual,-0.7685709096107787
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,rev_20_exclude_5__liquidity_volatility_residual,-0.8348769814943985
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,std_20__raw,0.007859251439077829
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,std_20__cs_rank,0.0012707165336229374
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,std_20__cs_zscore,0.0009114543750918226
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,std_20__liquidity_bucket_zscore,0.02273200664870349
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,std_20__volatility_bucket_zscore,0.12761505002707083
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,std_20__amount_proxy_residual,0.05117809940514853
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,std_20__liquidity_volatility_residual,0.1951469061239245
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__raw,rev_5__volatility_bucket_zscore,0.8368824237778322
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__raw,std_20__raw,-0.008635225128037558
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__raw,std_20__cs_rank,0.00165987167010725
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__raw,std_20__cs_zscore,0.003543521157434145
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__raw,std_20__liquidity_bucket_zscore,0.03593027095774367
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__raw,std_20__volatility_bucket_zscore,-0.032223228489788695
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__raw,std_20__amount_proxy_residual,-0.04928765474903092
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__raw,std_20__liquidity_volatility_residual,-0.032273297449016185
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,rev_5__raw,0.878320340478373
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,rev_5__cs_zscore,0.9987653023971075
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,rev_5__liquidity_bucket_zscore,0.9771088674117276
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,rev_5__volatility_bucket_zscore,0.9540816826924305
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,rev_5__liquidity_volatility_residual,0.8538403871392767
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,std_20__raw,0.00834229760453025
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,std_20__cs_rank,0.006760122421106518
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,std_20__cs_zscore,0.006131230606067387
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,std_20__liquidity_bucket_zscore,0.04239833651237777
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,std_20__volatility_bucket_zscore,-0.03315323043568608
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,std_20__amount_proxy_residual,-0.04865869572685442
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,std_20__liquidity_volatility_residual,-0.03487817816907442
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_zscore,rev_5__raw,0.8809666203911678
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_zscore,rev_5__liquidity_bucket_zscore,0.9778532396601626
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_zscore,rev_5__volatility_bucket_zscore,0.9530789829167414
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_zscore,rev_5__liquidity_volatility_residual,0.85262931778093
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_zscore,std_20__raw,0.008263445751556159
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_zscore,std_20__cs_rank,0.0069226910932368635
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_zscore,std_20__cs_zscore,0.006392906630158553
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_zscore,std_20__liquidity_bucket_zscore,0.04264322388975337
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_zscore,std_20__volatility_bucket_zscore,-0.03311323793740711
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_zscore,std_20__amount_proxy_residual,-0.04852190112878234
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_zscore,std_20__liquidity_volatility_residual,-0.0347602388618661
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_bucket_zscore,rev_5__raw,0.8609364736997552
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_bucket_zscore,rev_5__volatility_bucket_zscore,0.9374507379309435
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_bucket_zscore,rev_5__liquidity_volatility_residual,0.865275862770854
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_bucket_zscore,std_20__raw,0.035167495421364096
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_bucket_zscore,std_20__cs_rank,0.03685322100742177
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_bucket_zscore,std_20__cs_zscore,0.036339906497952726
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_bucket_zscore,std_20__liquidity_bucket_zscore,0.04339993974840874
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_bucket_zscore,std_20__volatility_bucket_zscore,-0.023939416305936146
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_bucket_zscore,std_20__amount_proxy_residual,-0.051184487452663636
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_bucket_zscore,std_20__liquidity_volatility_residual,-0.046548555518256374
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__volatility_bucket_zscore,std_20__raw,-0.026561039962560793
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__volatility_bucket_zscore,std_20__cs_rank,-0.02995770393311365
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__volatility_bucket_zscore,std_20__cs_zscore,-0.030040345739343846
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__volatility_bucket_zscore,std_20__liquidity_bucket_zscore,0.005446546924424668
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__volatility_bucket_zscore,std_20__volatility_bucket_zscore,-0.03838915289294885
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__volatility_bucket_zscore,std_20__amount_proxy_residual,-0.08630911044347353
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__volatility_bucket_zscore,std_20__liquidity_volatility_residual,-0.0408254903648657
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__amount_proxy_residual,rev_5__raw,0.8526060721845546
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__amount_proxy_residual,rev_5__cs_rank,0.9664165829152401
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__amount_proxy_residual,rev_5__cs_zscore,0.9652001977481656
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__amount_proxy_residual,rev_5__liquidity_bucket_zscore,0.9468629896800809
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__amount_proxy_residual,rev_5__volatility_bucket_zscore,0.924131897360564
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__amount_proxy_residual,rev_5__liquidity_volatility_residual,0.8719775166103241
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__amount_proxy_residual,std_20__raw,-0.020182025792414224
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__amount_proxy_residual,std_20__cs_rank,-0.03234324191706961
