batch_id,factor,ic_days,mean_rank_ic,std_rank_ic,min_cross_section,median_cross_section,rank_ic_ir
alpha101_001,kunquant_alpha101_alpha026,1273,0.035883138593943924,0.08817104566572248,0,1994.0,0.4069719069680253
alpha101_001,kunquant_alpha101_alpha028,1273,-0.0040490901558685,0.07984934443423838,0,1994.0,-0.0507091220918315
alpha101_001,kunquant_alpha101_alpha029,1273,0.015699531637611067,0.1161726650832372,0,1989.0,0.13513963569969253
alpha101_001,kunquant_alpha101_alpha030,1273,0.0030961509740736813,0.09948798567220402,0,1992.0,0.031120852966859455
alpha101_001,kunquant_alpha101_alpha031,1273,0.017138729991155392,0.09179315765027651,0,1985.0,0.1867103216609279
alpha101_002,kunquant_alpha101_alpha033,1273,0.014103557233544476,0.14359606976634232,0,1994.0,0.09821687499172926
alpha101_002,kunquant_alpha101_alpha034,1273,0.0062975845761223505,0.10203642210758537,0,1993.0,0.06171898667205609
alpha101_002,kunquant_alpha101_alpha035,1273,-0.02817121884012104,0.12767228194087,0,1979.0,-0.22065258341014246
alpha101_002,kunquant_alpha101_alpha038,1273,0.011589471709184831,0.13272109591116463,0,1990.0,0.08732200129617762
alpha101_002,kunquant_alpha101_alpha040,1273,0.06239486938311339,0.10446437671536031,0,1990.0,0.5972836994291751
alpha101_002,kunquant_alpha101_alpha041,1273,-0.025499834876288707,0.10251438784856463,0,1994.0,-0.24874396083754935
alpha101_002,kunquant_alpha101_alpha042,1273,0.025762426791623716,0.1026789287532436,0,1994.0,0.25090276169062475
alpha101_002,kunquant_alpha101_alpha043,1273,0.011821481477446176,0.09378459016277899,0,1987.0,0.1260492950593269
alpha101_002,kunquant_alpha101_alpha044,1273,0.036735774852699216,0.07770406683131684,0,1994.0,0.47276515053512885
alpha101_002,kunquant_alpha101_alpha045,1273,0.013505461922313921,0.053493542246289445,0,1965.0,0.25246901504733915
alpha101_002,kunquant_alpha101_alpha046,1273,0.013088970639823843,0.10663003920594422,0,1994.0,0.12275125037273908
alpha101_002,kunquant_alpha101_alpha047,1273,-0.002899062324913793,0.11575836718303446,0,1994.0,-0.0250440844619885
alpha101_002,kunquant_alpha101_alpha049,1273,0.0024905308219531808,0.11342169099033328,0,1993.0,0.021958152803112804
alpha101_002,kunquant_alpha101_alpha050,1273,0.03187145777909627,0.08321834836693852,0,1994.0,0.38298594486114984
alpha101_002,kunquant_alpha101_alpha051,1273,-0.0017376471634087739,0.10846149462357375,0,1993.0,-0.016020866847164965
alpha101_002,kunquant_alpha101_alpha053,1273,-0.00041737694902488814,0.1090732619684381,0,1992.0,-0.003826574372972013
alpha101_002,kunquant_alpha101_alpha054,1273,-0.0003953879238619079,0.11189666059092102,0,1994.0,-0.003533509595137896
alpha101_002,kunquant_alpha101_alpha055,1273,0.028289898084488938,0.06668809745550223,0,1994.0,0.42421210326723485
alpha101_002,kunquant_alpha101_alpha057,1273,-0.007986856048985757,0.10476431923345506,0,1979.0,-0.07623641433862592
alpha101_002,kunquant_alpha101_alpha060,1273,-0.0032448962317620828,0.11290798162508016,0,1990.0,-0.028739298896839873
alpha101_002,kunquant_alpha101_alpha062,1273,0.020772934749872973,0.07583152169971383,0,1994.0,0.27393535411477
alpha101_002,kunquant_alpha101_alpha064,1228,0.0044727917282538976,0.08694159079037903,0,1994.0,0.05144593844662959
alpha101_002,kunquant_alpha101_alpha066,1273,0.006432104135740503,0.0439921177721663,0,1616.0,0.1462103772555837
alpha101_002,kunquant_alpha101_alpha071,1273,-0.016654775681653373,0.08110208522817672,0,1985.5,-0.20535570244335868
alpha101_002,kunquant_alpha101_alpha072,1273,0.01703850292967065,0.07535455050589521,0,1922.0,0.22611113483236395
alpha101_003,kunquant_alpha101_alpha073,1273,-0.004853748736522776,0.12628951944381497,0,1984.0,-0.03843350388772493
alpha101_003,kunquant_alpha101_alpha074,1273,0.017414522382070242,0.06948114271905015,0,1994.0,0.2506366720605989
alpha101_003,kunquant_alpha101_alpha077,1273,-0.01315455653825909,0.06515059053563647,0,1994.0,-0.20191001232849498
alpha101_003,kunquant_alpha101_alpha078,1273,0.014354998282932581,0.06965148989937708,0,1962.0,0.2060975049301991
alpha101_003,kunquant_alpha101_alpha083,1273,0.0589344397747423,0.1322931314802862,0,1989.0,0.4454837459458315
alpha101_003,kunquant_alpha101_alpha084,1273,-0.027942915218401324,0.11416818753260322,0,1977.0,-0.24475220131196018
alpha101_003,kunquant_alpha101_alpha085,1273,0.017154566278066226,0.07644809364288108,0,1994.0,0.22439495166749232
alpha101_003,kunquant_alpha101_alpha088,1273,0.08640945837163327,0.1616026277818253,0,1991.0,0.5347033000496255
alpha101_003,kunquant_alpha101_alpha092,1273,-0.0022250169978197403,0.048202931200354605,0,1994.0,-0.04615937127498528
alpha101_003,kunquant_alpha101_alpha094,1273,0.049801310592354556,0.11765348471456667,0,1989.0,0.4232880200121149
alpha101_003,kunquant_alpha101_alpha095,1273,-0.0004922169944969608,0.034504873693491055,0,1994.0,-0.014265144074119935
alpha101_003,kunquant_alpha101_alpha096,1273,-0.0003515025536996594,0.04970012420497575,0,1994.0,-0.007072468315169091
alpha101_003,kunquant_alpha101_alpha098,1273,0.004005563821735791,0.061546707908534566,0,1974.0,0.06508169092794558
alpha101_003,kunquant_alpha101_alpha101,1273,-0.011367203294060437,0.1326565639215389,0,1994.0,-0.08568896221964324
alpha158_001,alpha158_CNTD10,1273,-0.021246594738915003,0.1163444799499346,0,1994.0,-0.1826179871022488
alpha158_001,alpha158_CNTD20,1273,-0.03160317075215183,0.1251321138267035,0,1994.0,-0.2525584343274127
alpha158_001,alpha158_CNTD30,1273,-0.04083073780003455,0.1325457006337099,0,1994.0,-0.3080502619460311
alpha158_001,alpha158_CNTD5,1273,-0.014299834173481638,0.1128008748250401,0,1994.0,-0.12677059637756719
alpha158_001,alpha158_CNTD60,1273,-0.03188164666704174,0.13745147195790905,0,1994.0,-0.23194838303954043
alpha158_001,alpha158_CNTN10,1273,0.016603506367975224,0.11525021080518204,0,1994.0,0.14406486766468174
alpha158_001,alpha158_CNTN20,1273,0.024883694466731266,0.1229218358156249,0,1994.0,0.20243510277584253
alpha158_001,alpha158_CNTN30,1273,0.031809275003796364,0.1298625181833848,0,1994.0,0.24494577379807955
alpha158_001,alpha158_CNTN60,1273,0.020336412509746386,0.13123508235303216,0,1994.0,0.15496170799085507
alpha158_001,alpha158_CNTP10,1273,-0.025753237805669647,0.11528952052375915,0,1994.0,-0.2233788265288375
alpha158_001,alpha158_CNTP20,1273,-0.037676998864023044,0.12509593389674323,0,1994.0,-0.3011848402292789
alpha158_001,alpha158_CNTP30,1273,-0.04798696132367514,0.1331271580353269,0,1994.0,-0.36045959390901455
alpha158_001,alpha158_CNTP5,1273,-0.01779076851843233,0.11151902982034267,0,1994.0,-0.15953123468786704
alpha158_001,alpha158_CNTP60,1273,-0.04106732742221818,0.14210226215349542,0,1994.0,-0.28899840720240083
alpha158_001,alpha158_KLEN,1273,-0.06876218837056594,0.1817896842171619,0,1994.0,-0.3782513219420314
alpha158_001,alpha158_KLOW,1273,-0.03407627843864362,0.112376580771332,0,1994.0,-0.30323291743484604
alpha158_001,alpha158_KLOW2,1273,0.0051392127684493005,0.08794053971932958,0,1994.0,0.05843963187912624
alpha158_001,alpha158_KMID,1273,-0.014103202837446998,0.14359609938103712,0,1994.0,-0.09821438672943107
alpha158_001,alpha158_KMID2,1273,-0.011266721117846717,0.13258496525182575,0,1994.0,-0.08497736599656852
alpha158_001,alpha158_KSFT,1273,-0.007236103250391363,0.14137871774667957,0,1994.0,-0.051182408255794995
alpha158_001,alpha158_KSFT2,1273,-0.008397329268802205,0.11920930358465244,0,1994.0,-0.07044189519016128
alpha158_001,alpha158_KUP,1273,-0.034808749068140396,0.12049898733084671,0,1994.0,-0.2888717145196261
alpha158_001,alpha158_KUP2,1273,-0.0007241644688623402,0.09356524326234293,0,1994.0,-0.007739673874751669
alpha158_001,alpha158_SUMD10,1273,-0.03337167000328831,0.1425614622094753,0,1994.0,-0.23408619332378225
alpha158_001,alpha158_SUMD20,1273,-0.049946594812457036,0.14842071910811405,0,1994.0,-0.33652036664823365
alpha158_002,alpha158_CORD10,1273,-0.037109869129637575,0.10288406043900018,0,1994.0,-0.3606960006369496
alpha158_002,alpha158_CORD20,1273,-0.042857378604276956,0.10661086866460671,0,1994.0,-0.4019982122001506
alpha158_002,alpha158_CORD30,1273,-0.045273047106030376,0.1124113967670173,0,1994.0,-0.40274428045639205
alpha158_002,alpha158_CORD5,1273,-0.02751286872611904,0.09637417626978119,0,1993.0,-0.2854796771398802
alpha158_002,alpha158_CORD60,1273,-0.041600493464195504,0.11875257255550016,0,1994.0,-0.35031235592604204
alpha158_002,alpha158_CORR10,1273,-0.04662054311712646,0.10947908229134737,0,1994.0,-0.4258397324984802
alpha158_002,alpha158_CORR20,1273,-0.04114002119789751,0.12112010323602347,0,1994.0,-0.3396630294950217
alpha158_002,alpha158_CORR30,1273,-0.030518552891105236,0.12710113309438315,0,1994.0,-0.2401123589389457
alpha158_002,alpha158_CORR5,1273,-0.03833706411213992,0.09493136998030907,0,1994.0,-0.4038397857324918
alpha158_002,alpha158_CORR60,1273,-0.010888548578382059,0.1332891389496307,0,1994.0,-0.0816911915268414
alpha158_002,alpha158_HIGH0,1273,-0.03644593274871599,0.15675849338448425,0,1994.0,-0.23249734009196188
alpha158_002,alpha158_LOW0,1273,0.045656278578837035,0.1365052841194384,0,1994.0,0.3344652836947252
alpha158_002,alpha158_SUMD30,1273,-0.063146172323192,0.1588281516231819,0,1994.0,-0.39757544036025566
alpha158_002,alpha158_SUMD5,1273,-0.01972509483589096,0.13677423816744544,0,1994.0,-0.14421644821550805
alpha158_002,alpha158_SUMD60,1273,-0.058402722299626696,0.16550307792968952,0,1994.0,-0.3528799767967932
alpha158_002,alpha158_SUMN10,1273,0.03337255474169602,0.14256140680813673,0,1994.0,0.23409249030917445
alpha158_002,alpha158_SUMN20,1273,0.04994659650545933,0.14842072221277514,0,1994.0,0.33652037101568716
alpha158_002,alpha158_SUMN30,1273,0.06314616369708971,0.15882814383078378,0,1994.0,0.39757540555511317
alpha158_002,alpha158_SUMN5,1273,0.019717598690964806,0.13677464781651685,0,1994.0,0.1441612097398047
alpha158_002,alpha158_SUMN60,1273,0.05840272784703418,0.16550306996661518,0,1994.0,0.35288002729384427
alpha158_002,alpha158_SUMP10,1273,-0.0333709357036956,0.14256150812481755,0,1994.0,-0.23408096717438054
alpha158_002,alpha158_SUMP20,1273,-0.04994660362422443,0.1484207304352979,0,1994.0,-0.33652040033584124
alpha158_002,alpha158_SUMP30,1273,-0.06314616190463837,0.1588281379321456,0,1994.0,-0.3975754090349886
alpha158_002,alpha158_SUMP5,1273,-0.01973058212360302,0.1367689489217214,0,1994.0,-0.14426214633626863
alpha158_002,alpha158_SUMP60,1273,-0.058402732483963125,0.16550308927094143,0,1994.0,-0.35288001415099457
alpha158_003,alpha158_BETA10,1273,-0.03782860942546706,0.15143038786601593,0,1994.0,-0.2498085751384156
alpha158_003,alpha158_BETA20,1273,-0.05729762517006078,0.15797007706704255,0,1994.0,-0.3627118897064515
alpha158_003,alpha158_BETA30,1273,-0.07116451802328186,0.1639939551554576,0,1994.0,-0.433945982678579
alpha158_003,alpha158_BETA5,1273,-0.02329648978996189,0.1517394553180955,0,1994.0,-0.15352954668991553
alpha158_003,alpha158_BETA60,1273,-0.06272606066157414,0.1700199427238241,0,1994.0,-0.36893354777483195
alpha158_003,alpha158_IMAX10,1273,-0.026970040520744653,0.11382830591435922,0,1994.0,-0.2369361496167399
alpha158_003,alpha158_IMAX20,1273,-0.041263240673943644,0.11748575479876906,0,1994.0,-0.3512190966864008
alpha158_003,alpha158_IMAX30,1273,-0.051277402375957945,0.12096957154670437,0,1994.0,-0.42388678177768513
alpha158_003,alpha158_IMAX60,1273,-0.04072705436327857,0.12899663091021585,0,1994.0,-0.31572184541490383
alpha158_003,alpha158_IMIN10,1273,0.02673444453144941,0.11596613172495986,0,1994.0,0.23053665871046078
alpha158_003,alpha158_IMIN20,1273,0.03825582736994987,0.12098485657241843,0,1994.0,0.3162034361469934
alpha158_003,alpha158_IMIN30,1273,0.04317835556715935,0.132134553800419,0,1994.0,0.3267756565203797
alpha158_003,alpha158_IMIN5,1273,0.014780876294136464,0.11204048427292067,0,1994.0,0.13192442348010172
alpha158_003,alpha158_IMIN60,1273,0.046232466811839866,0.13800391101283993,0,1994.0,0.3350083810852171
alpha158_003,alpha158_IMXD10,1273,-0.029576310125347727,0.12590495456380366,0,1994.0,-0.23490981929833127
alpha158_003,alpha158_IMXD20,1273,-0.04535176092691169,0.12942547545302474,0,1994.0,-0.35040830074734564
alpha158_003,alpha158_IMXD30,1273,-0.05652066984617763,0.13538024534010867,0,1994.0,-0.4174956966888612
alpha158_003,alpha158_IMXD5,1273,-0.015732896000752308,0.12214993814695248,0,1994.0,-0.1287998687467598
alpha158_003,alpha158_IMXD60,1273,-0.05410646548316731,0.14320079116008474,0,1994.0,-0.37783635861816905
alpha158_003,alpha158_MA10,1273,0.03239979731770926,0.15169647521396074,0,1994.0,0.21358305967235477
alpha158_003,alpha158_MA20,1273,0.05227271386667482,0.15778120760147757,0,1994.0,0.3312987310802234
alpha158_003,alpha158_MA30,1273,0.06594311968314118,0.16562753733620433,0,1994.0,0.3981410382820849
alpha158_003,alpha158_MA5,1273,0.019238025259955435,0.150912636232536,0,1994.0,0.12747789542495458
alpha158_003,alpha158_OPEN0,1273,0.014103557233544476,0.14359606976634232,0,1994.0,0.09821687499172926
alpha158_003,alpha158_VWAP0,1273,0.008439310523106522,0.1356970120872816,0,1994.0,0.06219230912526119
alpha158_004,alpha158_MA60,1273,0.08056626166713167,0.17133220175339728,0,1994.0,0.4702342049108358
alpha158_004,alpha158_MAX10,1273,-0.021884255332062237,0.163429648910431,0,1994.0,-0.13390627391028717
alpha158_004,alpha158_MAX20,1273,-0.008188376815051635,0.1647786156470161,0,1994.0,-0.04969320067958657
alpha158_004,alpha158_MAX30,1273,0.003528113248516963,0.17282615386259445,0,1994.0,0.020414232277147077
alpha158_004,alpha158_MAX5,1273,-0.03237690618148362,0.16340451366704004,0,1994.0,-0.19813960737618408
alpha158_004,alpha158_MAX60,1273,0.01770777460129363,0.1728582745124304,0,1994.0,0.10244100058988061
alpha158_004,alpha158_MIN10,1273,0.05713175877094489,0.1577381193399413,0,1994.0,0.3621937361115627
alpha158_004,alpha158_MIN20,1273,0.06468585706991467,0.1680866390661284,0,1994.0,0.38483640002145597
alpha158_004,alpha158_MIN30,1273,0.07368265157294755,0.17743869491834036,0,1994.0,0.41525695174244426
alpha158_004,alpha158_MIN5,1273,0.052582599217022956,0.15167525830863443,0,1994.0,0.34667881764886094
alpha158_004,alpha158_MIN60,1273,0.08457505385010289,0.18813443012491368,0,1994.0,0.44954585821398274
alpha158_004,alpha158_QTLD10,1273,0.04307419534888041,0.1491348559135592,0,1994.0,0.2888271496627647
alpha158_004,alpha158_QTLD20,1273,0.06060779756241426,0.15543050959162438,0,1994.0,0.38993501161164695
alpha158_004,alpha158_QTLD30,1273,0.07290373380198371,0.164859989712741,0,1994.0,0.44221605211194215
alpha158_004,alpha158_QTLD5,1273,0.031624064378391686,0.1449707698428123,0,1994.0,0.21814097016026587
alpha158_004,alpha158_QTLD60,1273,0.08907356611661135,0.17093261656730854,0,1994.0,0.5211033909466696
alpha158_004,alpha158_QTLU10,1273,0.017041919027121218,0.15178001339312608,0,1994.0,0.11228038953311242
alpha158_004,alpha158_QTLU20,1273,0.03490884516158477,0.15484515176489044,0,1994.0,0.22544357872172005
alpha158_004,alpha158_QTLU30,1273,0.04694407095599449,0.159962705714099,0,1994.0,0.29346884791944894
alpha158_004,alpha158_QTLU5,1273,0.0038717537810439356,0.14926853697103343,0,1994.0,0.02593817732530785
alpha158_004,alpha158_QTLU60,1273,0.06023261997946347,0.16764221718559716,0,1994.0,0.3592926709671214
alpha158_004,alpha158_RANK10,1273,-0.02769037816651352,0.13402176203075927,0,1994.0,-0.20661105888279782
alpha158_004,alpha158_RANK20,1273,-0.04095227000900481,0.13910281376014882,0,1994.0,-0.2944028873464608
alpha158_004,alpha158_RANK30,1273,-0.0495595754785298,0.14525229956894195,0,1994.0,-0.34119649482731285
alpha158_004,alpha158_RANK60,1273,-0.0633195834539746,0.15661968788066236,0,1994.0,-0.40428878585316474
alpha158_005,alpha158_RESI10,1273,-0.0027194832168838477,0.13972617533418724,0,1994.0,-0.019462947514161746
alpha158_005,alpha158_RESI20,1273,-0.0006070509822644859,0.1387506170507567,0,1994.0,-0.004375122757417498
alpha158_005,alpha158_RESI30,1273,-0.001949451862890992,0.13686920297139152,0,1994.0,-0.01424317392495131
alpha158_005,alpha158_RESI5,1273,-0.003976697301715657,0.14135393368675284,0,1994.0,-0.028132908635766805
alpha158_005,alpha158_RESI60,1273,-0.028220779678259877,0.1576684020548594,0,1994.0,-0.1789881758834639
alpha158_005,alpha158_ROC10,1273,0.0434982988232162,0.15215294807364094,0,1992.0,0.28588535006343313
alpha158_005,alpha158_ROC20,1273,0.06367374818015877,0.16225350968732874,0,1991.0,0.39243371870883725
alpha158_005,alpha158_ROC30,1273,0.07667463294861507,0.17008372082871492,0,1991.0,0.45080524211856393
alpha158_005,alpha158_ROC5,1273,0.027159696644037112,0.15049172519341142,0,1992.0,0.18047302341129765
alpha158_005,alpha158_ROC60,1273,0.06646964588256513,0.17164192290815977,0,1991.0,0.387257639371303
alpha158_005,alpha158_RSQR10,1273,0.011123645897776023,0.09195034811101642,0,1994.0,0.12097448379799355
alpha158_005,alpha158_RSQR20,1273,0.014719437803427797,0.09685650770148026,0,1994.0,0.1519715933677303
alpha158_005,alpha158_RSQR30,1273,0.01928049122594787,0.0972442734802008,0,1994.0,0.19826865414212208
alpha158_005,alpha158_RSQR5,1273,0.0036825769805966984,0.09055823614880164,0,1994.0,0.04066529050483753
alpha158_005,alpha158_RSQR60,1273,0.0034077582410848304,0.09836471952514166,0,1994.0,0.034644110790290214
alpha158_005,alpha158_RSV10,1273,-0.021266128972359112,0.1370220369403272,0,1994.0,-0.1552022539383243
alpha158_005,alpha158_RSV20,1273,-0.03414271080014516,0.14126563351742857,0,1994.0,-0.24169155618399446
alpha158_005,alpha158_RSV30,1273,-0.04463575643664797,0.1484612330564859,0,1994.0,-0.30065597272565525
alpha158_005,alpha158_RSV5,1273,-0.012776118875905598,0.1343535561257536,0,1994.0,-0.09509326916473486
alpha158_005,alpha158_RSV60,1273,-0.05706505340980951,0.15963653963654553,0,1994.0,-0.35746861927559365
alpha158_005,alpha158_STD10,1273,-0.05410073080459551,0.18205899980141735,0,1994.0,-0.2971604307592946
alpha158_005,alpha158_STD20,1273,-0.048412172960321326,0.19004020676351102,0,1994.0,-0.2547470021465836
alpha158_005,alpha158_STD30,1273,-0.0422231596818467,0.19677903210063963,0,1994.0,-0.21457143696210637
alpha158_005,alpha158_STD5,1273,-0.05674223380005863,0.17311369279191463,0,1994.0,-0.32777438274778
alpha158_005,alpha158_STD60,1273,-0.03870652712899857,0.1947543588016272,0,1994.0,-0.19874537015330296
alpha158_006,alpha158_VMA10,1273,0.007160522001117882,0.09016048359545391,0,1994.0,0.07941973817761257
alpha158_006,alpha158_VMA20,1273,0.016290050129866996,0.09584265882012245,0,1994.0,0.1699665924381352
alpha158_006,alpha158_VMA30,1273,0.02514767129307486,0.1036912010180985,0,1994.0,0.24252464091611328
alpha158_006,alpha158_VMA5,1273,0.003681362759750678,0.08692000246859131,0,1994.0,0.04235345898754368
alpha158_006,alpha158_VMA60,1273,0.04509409193317963,0.11683410949494202,0,1994.0,0.385966839034553
alpha158_006,alpha158_VSTD10,1273,-0.015897477795710963,0.0745380236995429,0,1994.0,-0.21328010868375696
alpha158_006,alpha158_VSTD20,1273,-0.004947477415745593,0.08715366818823848,0,1994.0,-0.05676728838377525
alpha158_006,alpha158_VSTD30,1273,0.006618850337589586,0.1016183220793093,0,1994.0,0.06513441869689425
alpha158_006,alpha158_VSTD5,1273,-0.015786973687809614,0.06443962693806736,0,1994.0,-0.24498859534029277
alpha158_006,alpha158_VSTD60,1273,0.030434883212596256,0.12073669400252605,0,1994.0,0.25207649972558877
alpha158_006,alpha158_VSUMD10,1273,-0.014080436154931191,0.0875622933273441,0,1994.0,-0.16080478959467967
alpha158_006,alpha158_VSUMD20,1273,-0.02680375016994091,0.09750099572249564,0,1994.0,-0.2749074506503393
alpha158_006,alpha158_VSUMD30,1273,-0.03848889819789694,0.10795394423262575,0,1994.0,-0.3565307267973342
alpha158_006,alpha158_VSUMD5,1273,-0.007381359894028985,0.08450133735763488,0,1994.0,-0.08735198903171043
alpha158_006,alpha158_VSUMD60,1273,-0.05020183025146698,0.10749931821704674,0,1994.0,-0.4669967315523515
alpha158_006,alpha158_VSUMN10,1273,0.014080436410740232,0.08756228684666333,0,1994.0,0.1608048044176542
alpha158_006,alpha158_VSUMN20,1273,0.026803758140514968,0.09750101861003603,0,1994.0,0.27490746786676123
alpha158_006,alpha158_VSUMN30,1273,0.03848889225773277,0.10795393431185876,0,1994.0,0.3565307045368587
alpha158_006,alpha158_VSUMN5,1273,0.007381355849787263,0.0845013347882778,0,1994.0,0.08735194382765206
alpha158_006,alpha158_VSUMN60,1273,0.05020182621319231,0.10749931667101094,0,1994.0,0.46699670070302973
alpha158_006,alpha158_VSUMP10,1273,-0.01408042981767886,0.08756229663189023,0,1994.0,-0.16080471115179454
alpha158_006,alpha158_VSUMP20,1273,-0.026803757645397074,0.09750101036535336,0,1994.0,-0.27490748603484927
alpha158_006,alpha158_VSUMP30,1273,-0.03848891126259187,0.10795394911949026,0,1994.0,-0.3565308316788848
alpha158_006,alpha158_VSUMP5,1273,-0.0073813659651035795,0.08450134097844508,0,1994.0,-0.08735205713464886
alpha158_006,alpha158_VSUMP60,1273,-0.05020180401526939,0.1074993122275074,0,1994.0,-0.4669965135127956
alpha158_007,alpha158_WVMA10,1273,-0.007539741826980808,0.06045707042971568,0,1994.0,-0.12471232518198394
alpha158_007,alpha158_WVMA20,1273,-0.01383180545861331,0.061327834392324004,0,1994.0,-0.22553878831150354
alpha158_007,alpha158_WVMA30,1273,-0.011992724766343414,0.06705089627563983,0,1994.0,-0.1788600217518714
alpha158_007,alpha158_WVMA5,1273,-0.0018601558180352314,0.05700618176644887,0,1994.0,-0.032630773723035605
alpha158_007,alpha158_WVMA60,1273,-0.004215335860472493,0.07795572073202665,0,1994.0,-0.054073464024054635
alpha360_001,alpha360_CLOSE1,1273,0.007814749824827803,0.14614881026255874,0,1993.0,0.05347118331506412
alpha360_001,alpha360_CLOSE10,1273,0.0434982988232162,0.15215294807364094,0,1992.0,0.28588535006343313
alpha360_001,alpha360_CLOSE11,1273,0.046321529930988224,0.1523836855114251,0,1992.0,0.3039795879429313
alpha360_001,alpha360_CLOSE12,1273,0.04895124055980905,0.1535632731073777,0,1992.0,0.31876919245906116
alpha360_001,alpha360_CLOSE13,1273,0.051063150529421085,0.154704869817514,0,1992.0,0.3300681522802346
alpha360_001,alpha360_CLOSE14,1273,0.0531312801473126,0.15538645168971701,0,1992.0,0.3419299402846758
alpha360_001,alpha360_CLOSE15,1273,0.05472945724105348,0.15650761314978884,0,1992.0,0.3496919807260336
alpha360_001,alpha360_CLOSE16,1273,0.056377668596360384,0.15747955779445233,0,1991.5,0.35799991685236016
alpha360_001,alpha360_CLOSE17,1273,0.05791630669460457,0.15826170326207573,0,1991.0,0.3659527573685798
alpha360_001,alpha360_CLOSE18,1273,0.060124083018210366,0.15932352197884628,0,1991.0,0.37737103894924673
alpha360_001,alpha360_CLOSE19,1273,0.061950559943053776,0.16078816964272943,0,1991.0,0.38529302299234847
alpha360_001,alpha360_CLOSE2,1273,0.014546278320462732,0.14751886412584644,0,1993.0,0.09860622508626075
alpha360_001,alpha360_CLOSE20,1273,0.06367374818015877,0.16225350968732874,0,1991.0,0.39243371870883725
alpha360_001,alpha360_CLOSE21,1273,0.06551706332504131,0.1632717513391297,0,1991.0,0.40127617170564095
alpha360_001,alpha360_CLOSE22,1273,0.06739417419492548,0.16368848823500237,0,1991.0,0.4117221371008681
alpha360_001,alpha360_CLOSE23,1273,0.06898260017557542,0.16406403330614908,0,1991.0,0.42046144292242005
alpha360_001,alpha360_CLOSE24,1273,0.07060229483969473,0.16455960401507436,0,1991.0,0.42903782652045797
alpha360_001,alpha360_CLOSE25,1273,0.07232939480791796,0.16540076895980557,0,1991.0,0.43729781465220935
alpha360_001,alpha360_CLOSE26,1273,0.07352297674625188,0.16638212438154126,0,1991.0,0.44189228271693265
alpha360_001,alpha360_CLOSE27,1273,0.07454009317852416,0.1675096989535567,0,1991.0,0.4449897148892313
alpha360_001,alpha360_CLOSE28,1273,0.07549142866499566,0.16838750065259236,0,1991.0,0.44831966964546455
alpha360_001,alpha360_CLOSE29,1273,0.07631289184152217,0.16936327594565687,0,1991.0,0.4505870084020368
alpha360_001,alpha360_CLOSE3,1273,0.019730833224526435,0.14997958242637172,0,1993.0,0.13155679530053857
alpha360_001,alpha360_CLOSE30,1273,0.07667463294861507,0.17008372082871492,0,1991.0,0.45080524211856393
alpha360_001,alpha360_CLOSE31,1273,0.07700490026390816,0.1704999928920464,0,1991.0,0.45164166260502137
