input_name,artifact_id,path,sha256,join_keys
stability,factor_rolling_stability_v1:287ba56893bed56f32e0bd11b8dc2624bb11b236e33b44bde7a834462823ccdb,E:/qlib_prj/qlib_baseline/outputs/factor_rolling_stability_v1/full_research_669/factor_stability_board.csv,34915e34e271b6de052a7e427db8c14ed729147b5882455bd2fd9017978d2dcc,"outer_split_id,factor"
matrix_batches,full_research_feature_matrix_v1:c7a37c0c6031ac99b3260ab6141e4a2353eb115b1653d8fb23a5e0cc0924b0bf,E:/qlib_prj/qlib_baseline/outputs/full_research_feature_matrix_669_v1/current/batch_manifest.csv,aa1076a758605295c1e5bbdfad437d7c8d469607d213c1dd036f318388f7b1ea,"datetime,instrument,factor"
daily_ic,full_research_daily_ic_v1:f3d793e18871524ec153ab81ba431c6cc51fc31255c8ab73c86113179b019e9f,E:/qlib_prj/qlib_baseline/outputs/full_research_daily_ic_669_v1/current/daily_rank_ic.csv,5aacdda000574f423c5b230732d06d4adf123ca80c54c699972c9b83073b8803,"datetime,factor"
allowed_dates,development_robustness_split_v1:2cb5b7a7286450235c1215b8f3c4876dec02f27a44ea4a3d7b9674df5191586b,E:/qlib_prj/qlib_baseline/outputs/development_robustness_split_v1/full_research_669/outer_development_allowed_dates.csv,d8e9d2e558044862be1b404fbb69155f560b78bac92f7279474cf2f20493d244,"outer_split_id,datetime"
outer_assignments,purged_walk_forward_v1:78568e0fe2387fce3d1defda1e777e6ae58746fb8c9aba0ebf36f55129bdc718,E:/qlib_prj/qlib_baseline/outputs/purged_walk_forward_v1/full_research_669/date_assignments.csv,69dbc339fd55ac05b789a4cf9ba49e49fd082f1846b366885b9612acff89de63,"outer_split_id,datetime,fold"
