batch_id,scope,system,factor,return_mode,group_dimension,metric,group,quantile,horizon,value,source_file
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi1000,2.0,period_10,0.0024729024289242,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi1000,2.0,period_20,0.0046845885182314,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi1000,3.0,period_10,0.0034070844692556,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi1000,3.0,period_20,0.0049647988221994,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi1000,4.0,period_10,0.0026098998893178,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi1000,4.0,period_20,0.0045117785268222,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi1000,5.0,period_10,0.0007709355585436,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi1000,5.0,period_20,0.0027084065654041,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi300,1.0,period_10,0.0057909259874628,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi300,1.0,period_20,0.0134979457253445,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi300,2.0,period_10,0.002607058044655,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi300,2.0,period_20,0.0068493490989332,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi300,3.0,period_10,0.0028663366601618,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi300,3.0,period_20,0.005072140534037,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi300,4.0,period_10,0.0026197910917169,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi300,4.0,period_20,0.0025577763189085,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi300,5.0,period_10,0.0056923206094672,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi300,5.0,period_20,0.0080097739189986,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi500,1.0,period_10,0.0035977383814394,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi500,1.0,period_20,0.0083134493018545,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi500,2.0,period_10,0.0029190145164512,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi500,2.0,period_20,0.0057836131235347,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi500,3.0,period_10,0.004015598808273,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi500,3.0,period_20,0.0065682934372481,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi500,4.0,period_10,0.0008862371623791,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi500,4.0,period_20,0.0027425974737058,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi500,5.0,period_10,0.0020303652473589,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,csi500,5.0,period_20,0.0020808331226879,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,outside_major_indices,1.0,period_10,0.0027254877586673,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,outside_major_indices,1.0,period_20,0.0067280098940861,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,outside_major_indices,2.0,period_10,0.0032680887087713,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,outside_major_indices,2.0,period_20,0.0052709380239126,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,outside_major_indices,3.0,period_10,0.0034824911217681,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,outside_major_indices,3.0,period_20,0.0061653508095174,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,outside_major_indices,4.0,period_10,0.0027640867552443,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,outside_major_indices,4.0,period_20,0.0047463956933547,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,outside_major_indices,5.0,period_10,-0.0019095221522419,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,benchmark_excess_return,index_segment,mean_return_by_quantile_by_group,outside_major_indices,5.0,period_20,-0.000979480273891,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/benchmark_excess_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_information_coefficient_by_group,csi1000,,period_10,-0.0397580091785486,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_information_coefficient_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_information_coefficient_by_group,csi1000,,period_20,-0.0463970957880875,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_information_coefficient_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_information_coefficient_by_group,csi300,,period_10,-0.0433118429174498,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_information_coefficient_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_information_coefficient_by_group,csi300,,period_20,-0.0739826889235061,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_information_coefficient_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_information_coefficient_by_group,csi500,,period_10,-0.0467244612889347,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_information_coefficient_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_information_coefficient_by_group,csi500,,period_20,-0.0607248617277876,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_information_coefficient_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_information_coefficient_by_group,outside_major_indices,,period_10,-0.0584041146558677,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_information_coefficient_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_information_coefficient_by_group,outside_major_indices,,period_20,-0.0679246317744751,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_information_coefficient_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi1000,1.0,period_10,0.0009604131407854,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi1000,1.0,period_20,0.0006079338662723,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi1000,2.0,period_10,0.001221409319088,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi1000,2.0,period_20,0.0011572968914225,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi1000,3.0,period_10,0.0019885048950283,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi1000,3.0,period_20,0.0016187313499399,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi1000,4.0,period_10,0.0016338806920454,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi1000,4.0,period_20,0.0017706893545076,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi1000,5.0,period_10,0.0003995056220733,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi1000,5.0,period_20,0.0003955074309379,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi300,1.0,period_10,-0.0002675489863788,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi300,1.0,period_20,0.0010044116149844,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi300,2.0,period_10,-0.0038944659992311,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi300,2.0,period_20,-0.0063300497454357,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi300,3.0,period_10,-0.0037146908433099,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi300,3.0,period_20,-0.0087893582057754,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi300,4.0,period_10,-0.0041005683522431,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi300,4.0,period_20,-0.0109842581273225,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi300,5.0,period_10,-0.0010377005848697,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi300,5.0,period_20,-0.0046174500440849,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi500,1.0,period_10,0.0008331329774024,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi500,1.0,period_20,0.0024812193163078,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi500,2.0,period_10,0.0005449213421616,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi500,2.0,period_20,0.0004982868751161,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi500,3.0,period_10,0.0021298965514457,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi500,3.0,period_20,0.0018916894952494,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi500,4.0,period_10,-0.0012690912902809,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi500,4.0,period_20,-0.0025600086054745,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi500,5.0,period_10,-0.0002205866601954,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
batch_001,context,jqfactor_analyzer,alpha158_STD20,raw_return,index_segment,mean_return_by_quantile_by_group,csi500,5.0,period_20,-0.0029021028364555,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/context/jqfactor_analyzer/alpha158_STD20/raw_return/index_segment/mean_return_by_quantile_by_group.csv
