name,registry_name,category,stage,enabled,runnable,expected_direction,source_project,source_file,source_function,source_commit,license,compute_adapter,required_fields,labels,notes
alpha158_BETA20,alpha158_BETA20,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Slope($close, 20)/$close"
alpha158_BETA30,alpha158_BETA30,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Slope($close, 30)/$close"
alpha158_BETA60,alpha158_BETA60,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Slope($close, 60)/$close"
alpha158_RSQR5,alpha158_RSQR5,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Rsquare($close, 5)"
alpha158_RSQR10,alpha158_RSQR10,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Rsquare($close, 10)"
alpha158_RSQR20,alpha158_RSQR20,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Rsquare($close, 20)"
alpha158_RSQR30,alpha158_RSQR30,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Rsquare($close, 30)"
alpha158_RSQR60,alpha158_RSQR60,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Rsquare($close, 60)"
alpha158_RESI5,alpha158_RESI5,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Resi($close, 5)/$close"
alpha158_RESI10,alpha158_RESI10,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Resi($close, 10)/$close"
alpha158_RESI20,alpha158_RESI20,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Resi($close, 20)/$close"
alpha158_RESI30,alpha158_RESI30,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Resi($close, 30)/$close"
alpha158_RESI60,alpha158_RESI60,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Resi($close, 60)/$close"
alpha158_MAX5,alpha158_MAX5,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$close,$high","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Max($high, 5)/$close"
alpha158_MAX10,alpha158_MAX10,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$close,$high","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Max($high, 10)/$close"
alpha158_MAX20,alpha158_MAX20,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$close,$high","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Max($high, 20)/$close"
alpha158_MAX30,alpha158_MAX30,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$close,$high","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Max($high, 30)/$close"
alpha158_MAX60,alpha158_MAX60,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$close,$high","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Max($high, 60)/$close"
alpha158_MIN5,alpha158_MIN5,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$close,$low","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Min($low, 5)/$close"
alpha158_MIN10,alpha158_MIN10,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$close,$low","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Min($low, 10)/$close"
alpha158_MIN20,alpha158_MIN20,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$close,$low","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Min($low, 20)/$close"
alpha158_MIN30,alpha158_MIN30,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$close,$low","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Min($low, 30)/$close"
alpha158_MIN60,alpha158_MIN60,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$close,$low","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Min($low, 60)/$close"
alpha158_QTLU5,alpha158_QTLU5,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Quantile($close, 5, 0.8)/$close"
alpha158_QTLU10,alpha158_QTLU10,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Quantile($close, 10, 0.8)/$close"
alpha158_QTLU20,alpha158_QTLU20,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Quantile($close, 20, 0.8)/$close"
alpha158_QTLU30,alpha158_QTLU30,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Quantile($close, 30, 0.8)/$close"
alpha158_QTLU60,alpha158_QTLU60,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Quantile($close, 60, 0.8)/$close"
alpha158_QTLD5,alpha158_QTLD5,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Quantile($close, 5, 0.2)/$close"
alpha158_QTLD10,alpha158_QTLD10,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Quantile($close, 10, 0.2)/$close"
alpha158_QTLD20,alpha158_QTLD20,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Quantile($close, 20, 0.2)/$close"
alpha158_QTLD30,alpha158_QTLD30,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Quantile($close, 30, 0.2)/$close"
alpha158_QTLD60,alpha158_QTLD60,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Quantile($close, 60, 0.2)/$close"
alpha158_RANK5,alpha158_RANK5,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Rank($close, 5)"
alpha158_RANK10,alpha158_RANK10,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Rank($close, 10)"
alpha158_RANK20,alpha158_RANK20,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Rank($close, 20)"
alpha158_RANK30,alpha158_RANK30,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Rank($close, 30)"
alpha158_RANK60,alpha158_RANK60,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$close,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Rank($close, 60)"
alpha158_RSV5,alpha158_RSV5,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$close,$high,$low","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: ($close-Min($low, 5))/(Max($high, 5)-Min($low, 5)+1e-12)"
alpha158_RSV10,alpha158_RSV10,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$close,$high,$low","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: ($close-Min($low, 10))/(Max($high, 10)-Min($low, 10)+1e-12)"
alpha158_RSV20,alpha158_RSV20,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$close,$high,$low","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: ($close-Min($low, 20))/(Max($high, 20)-Min($low, 20)+1e-12)"
alpha158_RSV30,alpha158_RSV30,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$close,$high,$low","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: ($close-Min($low, 30))/(Max($high, 30)-Min($low, 30)+1e-12)"
alpha158_RSV60,alpha158_RSV60,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$close,$high,$low","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: ($close-Min($low, 60))/(Max($high, 60)-Min($low, 60)+1e-12)"
alpha158_IMAX5,alpha158_IMAX5,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$high,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: IdxMax($high, 5)/5"
alpha158_IMAX10,alpha158_IMAX10,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$high,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: IdxMax($high, 10)/10"
alpha158_IMAX20,alpha158_IMAX20,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$high,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: IdxMax($high, 20)/20"
alpha158_IMAX30,alpha158_IMAX30,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$high,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: IdxMax($high, 30)/30"
alpha158_IMAX60,alpha158_IMAX60,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$high,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: IdxMax($high, 60)/60"
alpha158_IMIN5,alpha158_IMIN5,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$low,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: IdxMin($low, 5)/5"
alpha158_IMIN10,alpha158_IMIN10,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$low,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: IdxMin($low, 10)/10"
alpha158_IMIN20,alpha158_IMIN20,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$low,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: IdxMin($low, 20)/20"
alpha158_IMIN30,alpha158_IMIN30,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$low,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: IdxMin($low, 30)/30"
alpha158_IMIN60,alpha158_IMIN60,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,$low,"label_10d_t1,label_20d_t1","Qlib Alpha158 expression: IdxMin($low, 60)/60"
alpha158_IMXD5,alpha158_IMXD5,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$high,$low","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: (IdxMax($high, 5)-IdxMin($low, 5))/5"
alpha158_IMXD10,alpha158_IMXD10,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$high,$low","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: (IdxMax($high, 10)-IdxMin($low, 10))/10"
alpha158_IMXD20,alpha158_IMXD20,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$high,$low","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: (IdxMax($high, 20)-IdxMin($low, 20))/20"
alpha158_IMXD30,alpha158_IMXD30,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$high,$low","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: (IdxMax($high, 30)-IdxMin($low, 30))/30"
alpha158_IMXD60,alpha158_IMXD60,alpha158_rolling_price,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$high,$low","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: (IdxMax($high, 60)-IdxMin($low, 60))/60"
alpha158_CORR5,alpha158_CORR5,alpha158_price_volume_correlation,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$close,$volume","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Corr($close, Log($volume+1), 5)"
alpha158_CORR10,alpha158_CORR10,alpha158_price_volume_correlation,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$close,$volume","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Corr($close, Log($volume+1), 10)"
alpha158_CORR20,alpha158_CORR20,alpha158_price_volume_correlation,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$close,$volume","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Corr($close, Log($volume+1), 20)"
alpha158_CORR30,alpha158_CORR30,alpha158_price_volume_correlation,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$close,$volume","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Corr($close, Log($volume+1), 30)"
alpha158_CORR60,alpha158_CORR60,alpha158_price_volume_correlation,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$close,$volume","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Corr($close, Log($volume+1), 60)"
alpha158_CORD5,alpha158_CORD5,alpha158_price_volume_correlation,alpha158_full_remaining_pending,False,False,watch,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_frame_v1,"$close,$volume","label_10d_t1,label_20d_t1","Qlib Alpha158 expression: Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 5)"
