factor,side,date_count,row_count,valid_count,coverage,nonfinite_count
alpha360_LOW23,historical_pre_boundary,20,40000,39851,0.996275,0
alpha360_LOW23,canonical_continuation_post_boundary,15,30000,29917,0.9972333333333333,0
alpha360_LOW24,historical_pre_boundary,20,40000,39855,0.996375,0
alpha360_LOW24,canonical_continuation_post_boundary,15,30000,29917,0.9972333333333333,0
alpha360_LOW25,historical_pre_boundary,20,40000,39860,0.9965,0
alpha360_LOW25,canonical_continuation_post_boundary,15,30000,29918,0.9972666666666666,0
alpha360_LOW26,historical_pre_boundary,20,40000,39864,0.9966,0
alpha360_LOW26,canonical_continuation_post_boundary,15,30000,29919,0.9973,0
alpha360_LOW27,historical_pre_boundary,20,40000,39863,0.996575,0
alpha360_LOW27,canonical_continuation_post_boundary,15,30000,29920,0.9973333333333333,0
alpha360_LOW28,historical_pre_boundary,20,40000,39864,0.9966,0
alpha360_LOW28,canonical_continuation_post_boundary,15,30000,29918,0.9972666666666666,0
alpha360_LOW29,historical_pre_boundary,20,40000,39864,0.9966,0
alpha360_LOW29,canonical_continuation_post_boundary,15,30000,29918,0.9972666666666666,0
alpha360_LOW3,historical_pre_boundary,20,40000,39898,0.99745,0
alpha360_LOW3,canonical_continuation_post_boundary,15,30000,29929,0.9976333333333334,0
alpha360_LOW30,historical_pre_boundary,20,40000,39864,0.9966,0
alpha360_LOW30,canonical_continuation_post_boundary,15,30000,29918,0.9972666666666666,0
alpha360_LOW31,historical_pre_boundary,20,40000,39866,0.99665,0
alpha360_LOW31,canonical_continuation_post_boundary,15,30000,29915,0.9971666666666666,0
alpha360_LOW32,historical_pre_boundary,20,40000,39870,0.99675,0
alpha360_LOW32,canonical_continuation_post_boundary,15,30000,29912,0.9970666666666667,0
alpha360_LOW33,historical_pre_boundary,20,40000,39874,0.99685,0
alpha360_LOW33,canonical_continuation_post_boundary,15,30000,29909,0.9969666666666667,0
alpha360_LOW34,historical_pre_boundary,20,40000,39877,0.996925,0
alpha360_LOW34,canonical_continuation_post_boundary,15,30000,29906,0.9968666666666667,0
alpha360_LOW35,historical_pre_boundary,20,40000,39882,0.99705,0
alpha360_LOW35,canonical_continuation_post_boundary,15,30000,29903,0.9967666666666667,0
alpha360_LOW36,historical_pre_boundary,20,40000,39887,0.997175,0
alpha360_LOW36,canonical_continuation_post_boundary,15,30000,29901,0.9967,0
alpha360_LOW37,historical_pre_boundary,20,40000,39892,0.9973,0
alpha360_LOW37,canonical_continuation_post_boundary,15,30000,29899,0.9966333333333334,0
alpha360_LOW38,historical_pre_boundary,20,40000,39896,0.9974,0
alpha360_LOW38,canonical_continuation_post_boundary,15,30000,29897,0.9965666666666667,0
alpha360_LOW39,historical_pre_boundary,20,40000,39900,0.9975,0
alpha360_LOW39,canonical_continuation_post_boundary,15,30000,29898,0.9966,0
alpha360_LOW4,historical_pre_boundary,20,40000,39891,0.997275,0
alpha360_LOW4,canonical_continuation_post_boundary,15,30000,29921,0.9973666666666666,0
alpha360_LOW40,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_LOW40,canonical_continuation_post_boundary,15,30000,29900,0.9966666666666667,0
alpha360_LOW41,historical_pre_boundary,20,40000,39902,0.99755,0
alpha360_LOW41,canonical_continuation_post_boundary,15,30000,29901,0.9967,0
alpha360_LOW42,historical_pre_boundary,20,40000,39904,0.9976,0
alpha360_LOW42,canonical_continuation_post_boundary,15,30000,29900,0.9966666666666667,0
alpha360_LOW43,historical_pre_boundary,20,40000,39903,0.997575,0
alpha360_LOW43,canonical_continuation_post_boundary,15,30000,29903,0.9967666666666667,0
alpha360_LOW44,historical_pre_boundary,20,40000,39902,0.99755,0
alpha360_LOW44,canonical_continuation_post_boundary,15,30000,29904,0.9968,0
alpha360_LOW45,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_LOW45,canonical_continuation_post_boundary,15,30000,29906,0.9968666666666667,0
alpha360_LOW46,historical_pre_boundary,20,40000,39899,0.997475,0
alpha360_LOW46,canonical_continuation_post_boundary,15,30000,29909,0.9969666666666667,0
alpha360_LOW47,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_LOW47,canonical_continuation_post_boundary,15,30000,29909,0.9969666666666667,0
alpha360_LOW48,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_LOW48,canonical_continuation_post_boundary,15,30000,29911,0.9970333333333333,0
alpha360_LOW49,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_LOW49,canonical_continuation_post_boundary,15,30000,29914,0.9971333333333333,0
alpha360_LOW5,historical_pre_boundary,20,40000,39885,0.997125,0
alpha360_LOW5,canonical_continuation_post_boundary,15,30000,29911,0.9970333333333333,0
alpha360_LOW50,historical_pre_boundary,20,40000,39900,0.9975,0
alpha360_LOW50,canonical_continuation_post_boundary,15,30000,29917,0.9972333333333333,0
alpha360_LOW51,historical_pre_boundary,20,40000,39897,0.997425,0
alpha360_LOW51,canonical_continuation_post_boundary,15,30000,29921,0.9973666666666666,0
alpha360_LOW52,historical_pre_boundary,20,40000,39892,0.9973,0
alpha360_LOW52,canonical_continuation_post_boundary,15,30000,29926,0.9975333333333334,0
alpha360_LOW53,historical_pre_boundary,20,40000,39887,0.997175,0
alpha360_LOW53,canonical_continuation_post_boundary,15,30000,29929,0.9976333333333334,0
alpha360_LOW54,historical_pre_boundary,20,40000,39884,0.9971,0
alpha360_LOW54,canonical_continuation_post_boundary,15,30000,29931,0.9977,0
alpha360_LOW55,historical_pre_boundary,20,40000,39880,0.997,0
alpha360_LOW55,canonical_continuation_post_boundary,15,30000,29934,0.9978,0
alpha360_LOW56,historical_pre_boundary,20,40000,39877,0.996925,0
alpha360_LOW56,canonical_continuation_post_boundary,15,30000,29937,0.9979,0
alpha360_LOW57,historical_pre_boundary,20,40000,39874,0.99685,0
alpha360_LOW57,canonical_continuation_post_boundary,15,30000,29941,0.9980333333333333,0
alpha360_LOW58,historical_pre_boundary,20,40000,39872,0.9968,0
alpha360_LOW58,canonical_continuation_post_boundary,15,30000,29942,0.9980666666666667,0
alpha360_LOW59,historical_pre_boundary,20,40000,39867,0.996675,0
alpha360_LOW59,canonical_continuation_post_boundary,15,30000,29943,0.9981,0
alpha360_LOW6,historical_pre_boundary,20,40000,39882,0.99705,0
alpha360_LOW6,canonical_continuation_post_boundary,15,30000,29904,0.9968,0
alpha360_LOW7,historical_pre_boundary,20,40000,39879,0.996975,0
alpha360_LOW7,canonical_continuation_post_boundary,15,30000,29901,0.9967,0
alpha360_LOW8,historical_pre_boundary,20,40000,39875,0.996875,0
alpha360_LOW8,canonical_continuation_post_boundary,15,30000,29895,0.9965,0
alpha360_LOW9,historical_pre_boundary,20,40000,39873,0.996825,0
alpha360_LOW9,canonical_continuation_post_boundary,15,30000,29893,0.9964333333333333,0
alpha360_OPEN0,historical_pre_boundary,20,40000,39927,0.998175,0
alpha360_OPEN0,canonical_continuation_post_boundary,15,30000,29958,0.9986,0
alpha360_OPEN1,historical_pre_boundary,20,40000,39914,0.99785,0
alpha360_OPEN1,canonical_continuation_post_boundary,15,30000,29945,0.9981666666666666,0
alpha360_OPEN10,historical_pre_boundary,20,40000,39872,0.9968,0
alpha360_OPEN10,canonical_continuation_post_boundary,15,30000,29891,0.9963666666666666,0
alpha360_OPEN11,historical_pre_boundary,20,40000,39874,0.99685,0
alpha360_OPEN11,canonical_continuation_post_boundary,15,30000,29890,0.9963333333333333,0
alpha360_OPEN12,historical_pre_boundary,20,40000,39874,0.99685,0
alpha360_OPEN12,canonical_continuation_post_boundary,15,30000,29889,0.9963,0
alpha360_OPEN13,historical_pre_boundary,20,40000,39871,0.996775,0
alpha360_OPEN13,canonical_continuation_post_boundary,15,30000,29890,0.9963333333333333,0
alpha360_OPEN14,historical_pre_boundary,20,40000,39869,0.996725,0
alpha360_OPEN14,canonical_continuation_post_boundary,15,30000,29891,0.9963666666666666,0
alpha360_OPEN15,historical_pre_boundary,20,40000,39865,0.996625,0
alpha360_OPEN15,canonical_continuation_post_boundary,15,30000,29892,0.9964,0
alpha360_OPEN16,historical_pre_boundary,20,40000,39860,0.9965,0
alpha360_OPEN16,canonical_continuation_post_boundary,15,30000,29894,0.9964666666666666,0
alpha360_OPEN17,historical_pre_boundary,20,40000,39856,0.9964,0
alpha360_OPEN17,canonical_continuation_post_boundary,15,30000,29895,0.9965,0
alpha360_OPEN18,historical_pre_boundary,20,40000,39854,0.99635,0
alpha360_OPEN18,canonical_continuation_post_boundary,15,30000,29898,0.9966,0
alpha360_OPEN19,historical_pre_boundary,20,40000,39852,0.9963,0
alpha360_OPEN19,canonical_continuation_post_boundary,15,30000,29902,0.9967333333333334,0
alpha360_OPEN2,historical_pre_boundary,20,40000,39904,0.9976,0
alpha360_OPEN2,canonical_continuation_post_boundary,15,30000,29938,0.9979333333333333,0
alpha360_OPEN20,historical_pre_boundary,20,40000,39851,0.996275,0
alpha360_OPEN20,canonical_continuation_post_boundary,15,30000,29907,0.9969,0
alpha360_OPEN21,historical_pre_boundary,20,40000,39851,0.996275,0
alpha360_OPEN21,canonical_continuation_post_boundary,15,30000,29910,0.997,0
alpha360_OPEN22,historical_pre_boundary,20,40000,39850,0.99625,0
alpha360_OPEN22,canonical_continuation_post_boundary,15,30000,29913,0.9971,0
alpha360_OPEN23,historical_pre_boundary,20,40000,39851,0.996275,0
alpha360_OPEN23,canonical_continuation_post_boundary,15,30000,29917,0.9972333333333333,0
alpha360_OPEN24,historical_pre_boundary,20,40000,39855,0.996375,0
alpha360_OPEN24,canonical_continuation_post_boundary,15,30000,29917,0.9972333333333333,0
alpha360_OPEN25,historical_pre_boundary,20,40000,39860,0.9965,0
alpha360_OPEN25,canonical_continuation_post_boundary,15,30000,29918,0.9972666666666666,0
alpha360_OPEN26,historical_pre_boundary,20,40000,39864,0.9966,0
alpha360_OPEN26,canonical_continuation_post_boundary,15,30000,29919,0.9973,0
alpha360_OPEN27,historical_pre_boundary,20,40000,39863,0.996575,0
alpha360_OPEN27,canonical_continuation_post_boundary,15,30000,29920,0.9973333333333333,0
alpha360_OPEN28,historical_pre_boundary,20,40000,39864,0.9966,0
alpha360_OPEN28,canonical_continuation_post_boundary,15,30000,29918,0.9972666666666666,0
alpha360_OPEN29,historical_pre_boundary,20,40000,39864,0.9966,0
alpha360_OPEN29,canonical_continuation_post_boundary,15,30000,29918,0.9972666666666666,0
alpha360_OPEN3,historical_pre_boundary,20,40000,39898,0.99745,0
alpha360_OPEN3,canonical_continuation_post_boundary,15,30000,29929,0.9976333333333334,0
alpha360_OPEN30,historical_pre_boundary,20,40000,39864,0.9966,0
alpha360_OPEN30,canonical_continuation_post_boundary,15,30000,29918,0.9972666666666666,0
alpha360_OPEN31,historical_pre_boundary,20,40000,39866,0.99665,0
alpha360_OPEN31,canonical_continuation_post_boundary,15,30000,29915,0.9971666666666666,0
alpha360_OPEN32,historical_pre_boundary,20,40000,39870,0.99675,0
alpha360_OPEN32,canonical_continuation_post_boundary,15,30000,29912,0.9970666666666667,0
alpha360_OPEN33,historical_pre_boundary,20,40000,39874,0.99685,0
alpha360_OPEN33,canonical_continuation_post_boundary,15,30000,29909,0.9969666666666667,0
alpha360_OPEN34,historical_pre_boundary,20,40000,39877,0.996925,0
alpha360_OPEN34,canonical_continuation_post_boundary,15,30000,29906,0.9968666666666667,0
alpha360_OPEN35,historical_pre_boundary,20,40000,39882,0.99705,0
alpha360_OPEN35,canonical_continuation_post_boundary,15,30000,29903,0.9967666666666667,0
alpha360_OPEN36,historical_pre_boundary,20,40000,39887,0.997175,0
alpha360_OPEN36,canonical_continuation_post_boundary,15,30000,29901,0.9967,0
alpha360_OPEN37,historical_pre_boundary,20,40000,39892,0.9973,0
alpha360_OPEN37,canonical_continuation_post_boundary,15,30000,29899,0.9966333333333334,0
alpha360_OPEN38,historical_pre_boundary,20,40000,39896,0.9974,0
alpha360_OPEN38,canonical_continuation_post_boundary,15,30000,29897,0.9965666666666667,0
alpha360_OPEN39,historical_pre_boundary,20,40000,39900,0.9975,0
alpha360_OPEN39,canonical_continuation_post_boundary,15,30000,29898,0.9966,0
alpha360_OPEN4,historical_pre_boundary,20,40000,39891,0.997275,0
alpha360_OPEN4,canonical_continuation_post_boundary,15,30000,29921,0.9973666666666666,0
alpha360_OPEN40,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_OPEN40,canonical_continuation_post_boundary,15,30000,29900,0.9966666666666667,0
alpha360_OPEN41,historical_pre_boundary,20,40000,39902,0.99755,0
alpha360_OPEN41,canonical_continuation_post_boundary,15,30000,29901,0.9967,0
alpha360_OPEN42,historical_pre_boundary,20,40000,39904,0.9976,0
alpha360_OPEN42,canonical_continuation_post_boundary,15,30000,29900,0.9966666666666667,0
alpha360_OPEN43,historical_pre_boundary,20,40000,39903,0.997575,0
alpha360_OPEN43,canonical_continuation_post_boundary,15,30000,29903,0.9967666666666667,0
alpha360_OPEN44,historical_pre_boundary,20,40000,39902,0.99755,0
alpha360_OPEN44,canonical_continuation_post_boundary,15,30000,29904,0.9968,0
alpha360_OPEN45,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_OPEN45,canonical_continuation_post_boundary,15,30000,29906,0.9968666666666667,0
alpha360_OPEN46,historical_pre_boundary,20,40000,39899,0.997475,0
alpha360_OPEN46,canonical_continuation_post_boundary,15,30000,29909,0.9969666666666667,0
alpha360_OPEN47,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_OPEN47,canonical_continuation_post_boundary,15,30000,29909,0.9969666666666667,0
alpha360_OPEN48,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_OPEN48,canonical_continuation_post_boundary,15,30000,29911,0.9970333333333333,0
alpha360_OPEN49,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_OPEN49,canonical_continuation_post_boundary,15,30000,29914,0.9971333333333333,0
alpha360_OPEN5,historical_pre_boundary,20,40000,39885,0.997125,0
alpha360_OPEN5,canonical_continuation_post_boundary,15,30000,29911,0.9970333333333333,0
alpha360_OPEN50,historical_pre_boundary,20,40000,39900,0.9975,0
alpha360_OPEN50,canonical_continuation_post_boundary,15,30000,29917,0.9972333333333333,0
alpha360_OPEN51,historical_pre_boundary,20,40000,39897,0.997425,0
alpha360_OPEN51,canonical_continuation_post_boundary,15,30000,29921,0.9973666666666666,0
alpha360_OPEN52,historical_pre_boundary,20,40000,39892,0.9973,0
alpha360_OPEN52,canonical_continuation_post_boundary,15,30000,29926,0.9975333333333334,0
alpha360_OPEN53,historical_pre_boundary,20,40000,39887,0.997175,0
alpha360_OPEN53,canonical_continuation_post_boundary,15,30000,29929,0.9976333333333334,0
alpha360_OPEN54,historical_pre_boundary,20,40000,39884,0.9971,0
alpha360_OPEN54,canonical_continuation_post_boundary,15,30000,29931,0.9977,0
alpha360_OPEN55,historical_pre_boundary,20,40000,39880,0.997,0
alpha360_OPEN55,canonical_continuation_post_boundary,15,30000,29934,0.9978,0
alpha360_OPEN56,historical_pre_boundary,20,40000,39877,0.996925,0
alpha360_OPEN56,canonical_continuation_post_boundary,15,30000,29937,0.9979,0
alpha360_OPEN57,historical_pre_boundary,20,40000,39874,0.99685,0
alpha360_OPEN57,canonical_continuation_post_boundary,15,30000,29941,0.9980333333333333,0
alpha360_OPEN58,historical_pre_boundary,20,40000,39872,0.9968,0
alpha360_OPEN58,canonical_continuation_post_boundary,15,30000,29942,0.9980666666666667,0
alpha360_OPEN59,historical_pre_boundary,20,40000,39867,0.996675,0
alpha360_OPEN59,canonical_continuation_post_boundary,15,30000,29943,0.9981,0
alpha360_OPEN6,historical_pre_boundary,20,40000,39882,0.99705,0
alpha360_OPEN6,canonical_continuation_post_boundary,15,30000,29904,0.9968,0
alpha360_OPEN7,historical_pre_boundary,20,40000,39879,0.996975,0
alpha360_OPEN7,canonical_continuation_post_boundary,15,30000,29901,0.9967,0
alpha360_OPEN8,historical_pre_boundary,20,40000,39875,0.996875,0
alpha360_OPEN8,canonical_continuation_post_boundary,15,30000,29895,0.9965,0
alpha360_OPEN9,historical_pre_boundary,20,40000,39873,0.996825,0
alpha360_OPEN9,canonical_continuation_post_boundary,15,30000,29893,0.9964333333333333,0
alpha360_VOLUME1,historical_pre_boundary,20,40000,39914,0.99785,0
alpha360_VOLUME1,canonical_continuation_post_boundary,15,30000,29945,0.9981666666666666,0
alpha360_VOLUME10,historical_pre_boundary,20,40000,39872,0.9968,0
alpha360_VOLUME10,canonical_continuation_post_boundary,15,30000,29891,0.9963666666666666,0
alpha360_VOLUME11,historical_pre_boundary,20,40000,39874,0.99685,0
alpha360_VOLUME11,canonical_continuation_post_boundary,15,30000,29890,0.9963333333333333,0
alpha360_VOLUME12,historical_pre_boundary,20,40000,39874,0.99685,0
alpha360_VOLUME12,canonical_continuation_post_boundary,15,30000,29889,0.9963,0
alpha360_VOLUME13,historical_pre_boundary,20,40000,39871,0.996775,0
alpha360_VOLUME13,canonical_continuation_post_boundary,15,30000,29890,0.9963333333333333,0
alpha360_VOLUME14,historical_pre_boundary,20,40000,39869,0.996725,0
alpha360_VOLUME14,canonical_continuation_post_boundary,15,30000,29891,0.9963666666666666,0
alpha360_VOLUME15,historical_pre_boundary,20,40000,39865,0.996625,0
alpha360_VOLUME15,canonical_continuation_post_boundary,15,30000,29892,0.9964,0
alpha360_VOLUME16,historical_pre_boundary,20,40000,39860,0.9965,0
alpha360_VOLUME16,canonical_continuation_post_boundary,15,30000,29894,0.9964666666666666,0
alpha360_VOLUME17,historical_pre_boundary,20,40000,39856,0.9964,0
alpha360_VOLUME17,canonical_continuation_post_boundary,15,30000,29895,0.9965,0
alpha360_VOLUME18,historical_pre_boundary,20,40000,39854,0.99635,0
alpha360_VOLUME18,canonical_continuation_post_boundary,15,30000,29898,0.9966,0
alpha360_VOLUME19,historical_pre_boundary,20,40000,39852,0.9963,0
alpha360_VOLUME19,canonical_continuation_post_boundary,15,30000,29902,0.9967333333333334,0
alpha360_VOLUME2,historical_pre_boundary,20,40000,39904,0.9976,0
alpha360_VOLUME2,canonical_continuation_post_boundary,15,30000,29938,0.9979333333333333,0
alpha360_VOLUME20,historical_pre_boundary,20,40000,39851,0.996275,0
alpha360_VOLUME20,canonical_continuation_post_boundary,15,30000,29907,0.9969,0
alpha360_VOLUME21,historical_pre_boundary,20,40000,39851,0.996275,0
alpha360_VOLUME21,canonical_continuation_post_boundary,15,30000,29910,0.997,0
alpha360_VOLUME22,historical_pre_boundary,20,40000,39850,0.99625,0
alpha360_VOLUME22,canonical_continuation_post_boundary,15,30000,29913,0.9971,0
alpha360_VOLUME23,historical_pre_boundary,20,40000,39851,0.996275,0
alpha360_VOLUME23,canonical_continuation_post_boundary,15,30000,29917,0.9972333333333333,0
alpha360_VOLUME24,historical_pre_boundary,20,40000,39855,0.996375,0
alpha360_VOLUME24,canonical_continuation_post_boundary,15,30000,29917,0.9972333333333333,0
alpha360_VOLUME25,historical_pre_boundary,20,40000,39860,0.9965,0
alpha360_VOLUME25,canonical_continuation_post_boundary,15,30000,29918,0.9972666666666666,0
alpha360_VOLUME26,historical_pre_boundary,20,40000,39864,0.9966,0
alpha360_VOLUME26,canonical_continuation_post_boundary,15,30000,29919,0.9973,0
alpha360_VOLUME27,historical_pre_boundary,20,40000,39863,0.996575,0
alpha360_VOLUME27,canonical_continuation_post_boundary,15,30000,29920,0.9973333333333333,0
alpha360_VOLUME28,historical_pre_boundary,20,40000,39864,0.9966,0
alpha360_VOLUME28,canonical_continuation_post_boundary,15,30000,29918,0.9972666666666666,0
alpha360_VOLUME29,historical_pre_boundary,20,40000,39864,0.9966,0
alpha360_VOLUME29,canonical_continuation_post_boundary,15,30000,29918,0.9972666666666666,0
alpha360_VOLUME3,historical_pre_boundary,20,40000,39898,0.99745,0
alpha360_VOLUME3,canonical_continuation_post_boundary,15,30000,29929,0.9976333333333334,0
alpha360_VOLUME30,historical_pre_boundary,20,40000,39864,0.9966,0
alpha360_VOLUME30,canonical_continuation_post_boundary,15,30000,29918,0.9972666666666666,0
alpha360_VOLUME31,historical_pre_boundary,20,40000,39866,0.99665,0
alpha360_VOLUME31,canonical_continuation_post_boundary,15,30000,29915,0.9971666666666666,0
alpha360_VOLUME32,historical_pre_boundary,20,40000,39870,0.99675,0
alpha360_VOLUME32,canonical_continuation_post_boundary,15,30000,29912,0.9970666666666667,0
alpha360_VOLUME33,historical_pre_boundary,20,40000,39874,0.99685,0
alpha360_VOLUME33,canonical_continuation_post_boundary,15,30000,29909,0.9969666666666667,0
alpha360_VOLUME34,historical_pre_boundary,20,40000,39877,0.996925,0
alpha360_VOLUME34,canonical_continuation_post_boundary,15,30000,29906,0.9968666666666667,0
alpha360_VOLUME35,historical_pre_boundary,20,40000,39882,0.99705,0
alpha360_VOLUME35,canonical_continuation_post_boundary,15,30000,29903,0.9967666666666667,0
alpha360_VOLUME36,historical_pre_boundary,20,40000,39887,0.997175,0
alpha360_VOLUME36,canonical_continuation_post_boundary,15,30000,29901,0.9967,0
alpha360_VOLUME37,historical_pre_boundary,20,40000,39892,0.9973,0
alpha360_VOLUME37,canonical_continuation_post_boundary,15,30000,29899,0.9966333333333334,0
alpha360_VOLUME38,historical_pre_boundary,20,40000,39896,0.9974,0
alpha360_VOLUME38,canonical_continuation_post_boundary,15,30000,29897,0.9965666666666667,0
alpha360_VOLUME39,historical_pre_boundary,20,40000,39900,0.9975,0
alpha360_VOLUME39,canonical_continuation_post_boundary,15,30000,29898,0.9966,0
alpha360_VOLUME4,historical_pre_boundary,20,40000,39891,0.997275,0
alpha360_VOLUME4,canonical_continuation_post_boundary,15,30000,29921,0.9973666666666666,0
alpha360_VOLUME40,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_VOLUME40,canonical_continuation_post_boundary,15,30000,29900,0.9966666666666667,0
alpha360_VOLUME41,historical_pre_boundary,20,40000,39902,0.99755,0
alpha360_VOLUME41,canonical_continuation_post_boundary,15,30000,29901,0.9967,0
alpha360_VOLUME42,historical_pre_boundary,20,40000,39904,0.9976,0
alpha360_VOLUME42,canonical_continuation_post_boundary,15,30000,29900,0.9966666666666667,0
alpha360_VOLUME43,historical_pre_boundary,20,40000,39903,0.997575,0
alpha360_VOLUME43,canonical_continuation_post_boundary,15,30000,29903,0.9967666666666667,0
alpha360_VOLUME44,historical_pre_boundary,20,40000,39902,0.99755,0
alpha360_VOLUME44,canonical_continuation_post_boundary,15,30000,29904,0.9968,0
alpha360_VOLUME45,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_VOLUME45,canonical_continuation_post_boundary,15,30000,29906,0.9968666666666667,0
alpha360_VOLUME46,historical_pre_boundary,20,40000,39899,0.997475,0
alpha360_VOLUME46,canonical_continuation_post_boundary,15,30000,29909,0.9969666666666667,0
alpha360_VOLUME47,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_VOLUME47,canonical_continuation_post_boundary,15,30000,29909,0.9969666666666667,0
alpha360_VOLUME48,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_VOLUME48,canonical_continuation_post_boundary,15,30000,29911,0.9970333333333333,0
alpha360_VOLUME49,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_VOLUME49,canonical_continuation_post_boundary,15,30000,29914,0.9971333333333333,0
alpha360_VOLUME5,historical_pre_boundary,20,40000,39885,0.997125,0
alpha360_VOLUME5,canonical_continuation_post_boundary,15,30000,29911,0.9970333333333333,0
alpha360_VOLUME50,historical_pre_boundary,20,40000,39900,0.9975,0
alpha360_VOLUME50,canonical_continuation_post_boundary,15,30000,29917,0.9972333333333333,0
alpha360_VOLUME51,historical_pre_boundary,20,40000,39897,0.997425,0
alpha360_VOLUME51,canonical_continuation_post_boundary,15,30000,29921,0.9973666666666666,0
alpha360_VOLUME52,historical_pre_boundary,20,40000,39892,0.9973,0
alpha360_VOLUME52,canonical_continuation_post_boundary,15,30000,29926,0.9975333333333334,0
alpha360_VOLUME53,historical_pre_boundary,20,40000,39887,0.997175,0
alpha360_VOLUME53,canonical_continuation_post_boundary,15,30000,29929,0.9976333333333334,0
alpha360_VOLUME54,historical_pre_boundary,20,40000,39884,0.9971,0
alpha360_VOLUME54,canonical_continuation_post_boundary,15,30000,29931,0.9977,0
alpha360_VOLUME55,historical_pre_boundary,20,40000,39880,0.997,0
alpha360_VOLUME55,canonical_continuation_post_boundary,15,30000,29934,0.9978,0
alpha360_VOLUME56,historical_pre_boundary,20,40000,39877,0.996925,0
alpha360_VOLUME56,canonical_continuation_post_boundary,15,30000,29937,0.9979,0
alpha360_VOLUME57,historical_pre_boundary,20,40000,39874,0.99685,0
alpha360_VOLUME57,canonical_continuation_post_boundary,15,30000,29941,0.9980333333333333,0
alpha360_VOLUME58,historical_pre_boundary,20,40000,39872,0.9968,0
alpha360_VOLUME58,canonical_continuation_post_boundary,15,30000,29942,0.9980666666666667,0
alpha360_VOLUME59,historical_pre_boundary,20,40000,39867,0.996675,0
alpha360_VOLUME59,canonical_continuation_post_boundary,15,30000,29943,0.9981,0
alpha360_VOLUME6,historical_pre_boundary,20,40000,39882,0.99705,0
alpha360_VOLUME6,canonical_continuation_post_boundary,15,30000,29904,0.9968,0
alpha360_VOLUME7,historical_pre_boundary,20,40000,39879,0.996975,0
alpha360_VOLUME7,canonical_continuation_post_boundary,15,30000,29901,0.9967,0
alpha360_VOLUME8,historical_pre_boundary,20,40000,39875,0.996875,0
alpha360_VOLUME8,canonical_continuation_post_boundary,15,30000,29895,0.9965,0
alpha360_VOLUME9,historical_pre_boundary,20,40000,39873,0.996825,0
alpha360_VOLUME9,canonical_continuation_post_boundary,15,30000,29893,0.9964333333333333,0
alpha360_VWAP0,historical_pre_boundary,20,40000,39927,0.998175,0
alpha360_VWAP0,canonical_continuation_post_boundary,15,30000,29958,0.9986,0
alpha360_VWAP1,historical_pre_boundary,20,40000,39914,0.99785,0
alpha360_VWAP1,canonical_continuation_post_boundary,15,30000,29945,0.9981666666666666,0
alpha360_VWAP10,historical_pre_boundary,20,40000,39872,0.9968,0
alpha360_VWAP10,canonical_continuation_post_boundary,15,30000,29891,0.9963666666666666,0
alpha360_VWAP11,historical_pre_boundary,20,40000,39874,0.99685,0
alpha360_VWAP11,canonical_continuation_post_boundary,15,30000,29890,0.9963333333333333,0
alpha360_VWAP12,historical_pre_boundary,20,40000,39874,0.99685,0
alpha360_VWAP12,canonical_continuation_post_boundary,15,30000,29889,0.9963,0
alpha360_VWAP13,historical_pre_boundary,20,40000,39871,0.996775,0
alpha360_VWAP13,canonical_continuation_post_boundary,15,30000,29890,0.9963333333333333,0
alpha360_VWAP14,historical_pre_boundary,20,40000,39869,0.996725,0
alpha360_VWAP14,canonical_continuation_post_boundary,15,30000,29891,0.9963666666666666,0
alpha360_VWAP15,historical_pre_boundary,20,40000,39865,0.996625,0
alpha360_VWAP15,canonical_continuation_post_boundary,15,30000,29892,0.9964,0
alpha360_VWAP16,historical_pre_boundary,20,40000,39860,0.9965,0
alpha360_VWAP16,canonical_continuation_post_boundary,15,30000,29894,0.9964666666666666,0
alpha360_VWAP17,historical_pre_boundary,20,40000,39856,0.9964,0
alpha360_VWAP17,canonical_continuation_post_boundary,15,30000,29895,0.9965,0
alpha360_VWAP18,historical_pre_boundary,20,40000,39854,0.99635,0
alpha360_VWAP18,canonical_continuation_post_boundary,15,30000,29898,0.9966,0
alpha360_VWAP19,historical_pre_boundary,20,40000,39852,0.9963,0
alpha360_VWAP19,canonical_continuation_post_boundary,15,30000,29902,0.9967333333333334,0
alpha360_VWAP2,historical_pre_boundary,20,40000,39904,0.9976,0
alpha360_VWAP2,canonical_continuation_post_boundary,15,30000,29938,0.9979333333333333,0
alpha360_VWAP20,historical_pre_boundary,20,40000,39851,0.996275,0
alpha360_VWAP20,canonical_continuation_post_boundary,15,30000,29907,0.9969,0
