factor,side,date_count,row_count,valid_count,coverage,nonfinite_count
alpha158_RSQR30,historical_pre_boundary,20,40000,40000,1.0,0
alpha158_RSQR30,canonical_continuation_post_boundary,15,30000,30000,1.0,0
alpha158_RSQR5,historical_pre_boundary,20,40000,39947,0.998675,0
alpha158_RSQR5,canonical_continuation_post_boundary,15,30000,29981,0.9993666666666666,0
alpha158_RSQR60,historical_pre_boundary,20,40000,40000,1.0,0
alpha158_RSQR60,canonical_continuation_post_boundary,15,30000,30000,1.0,0
alpha158_RSV10,historical_pre_boundary,20,40000,39927,0.998175,0
alpha158_RSV10,canonical_continuation_post_boundary,15,30000,29958,0.9986,0
alpha158_RSV20,historical_pre_boundary,20,40000,39927,0.998175,0
alpha158_RSV20,canonical_continuation_post_boundary,15,30000,29958,0.9986,0
alpha158_RSV30,historical_pre_boundary,20,40000,39927,0.998175,0
alpha158_RSV30,canonical_continuation_post_boundary,15,30000,29958,0.9986,0
alpha158_RSV5,historical_pre_boundary,20,40000,39927,0.998175,0
alpha158_RSV5,canonical_continuation_post_boundary,15,30000,29958,0.9986,0
alpha158_RSV60,historical_pre_boundary,20,40000,39927,0.998175,0
alpha158_RSV60,canonical_continuation_post_boundary,15,30000,29958,0.9986,0
alpha158_STD10,historical_pre_boundary,20,40000,39923,0.998075,0
alpha158_STD10,canonical_continuation_post_boundary,15,30000,29956,0.9985333333333334,0
alpha158_STD20,historical_pre_boundary,20,40000,39927,0.998175,0
alpha158_STD20,canonical_continuation_post_boundary,15,30000,29958,0.9986,0
alpha158_STD30,historical_pre_boundary,20,40000,39927,0.998175,0
alpha158_STD30,canonical_continuation_post_boundary,15,30000,29958,0.9986,0
alpha158_STD5,historical_pre_boundary,20,40000,39919,0.997975,0
alpha158_STD5,canonical_continuation_post_boundary,15,30000,29954,0.9984666666666666,0
alpha158_STD60,historical_pre_boundary,20,40000,39927,0.998175,0
alpha158_STD60,canonical_continuation_post_boundary,15,30000,29958,0.9986,0
alpha158_VMA10,historical_pre_boundary,20,40000,39927,0.998175,0
alpha158_VMA10,canonical_continuation_post_boundary,15,30000,29958,0.9986,0
alpha158_VMA20,historical_pre_boundary,20,40000,39927,0.998175,0
alpha158_VMA20,canonical_continuation_post_boundary,15,30000,29958,0.9986,0
alpha158_VMA30,historical_pre_boundary,20,40000,39927,0.998175,0
alpha158_VMA30,canonical_continuation_post_boundary,15,30000,29958,0.9986,0
alpha158_VMA5,historical_pre_boundary,20,40000,39927,0.998175,0
alpha158_VMA5,canonical_continuation_post_boundary,15,30000,29958,0.9986,0
alpha158_VMA60,historical_pre_boundary,20,40000,39927,0.998175,0
alpha158_VMA60,canonical_continuation_post_boundary,15,30000,29958,0.9986,0
alpha158_VSTD10,historical_pre_boundary,20,40000,39923,0.998075,0
alpha158_VSTD10,canonical_continuation_post_boundary,15,30000,29956,0.9985333333333334,0
alpha158_VSTD20,historical_pre_boundary,20,40000,39927,0.998175,0
alpha158_VSTD20,canonical_continuation_post_boundary,15,30000,29958,0.9986,0
alpha158_VSTD30,historical_pre_boundary,20,40000,39927,0.998175,0
alpha158_VSTD30,canonical_continuation_post_boundary,15,30000,29958,0.9986,0
alpha158_VSTD5,historical_pre_boundary,20,40000,39919,0.997975,0
alpha158_VSTD5,canonical_continuation_post_boundary,15,30000,29954,0.9984666666666666,0
alpha158_VSTD60,historical_pre_boundary,20,40000,39927,0.998175,0
alpha158_VSTD60,canonical_continuation_post_boundary,15,30000,29958,0.9986,0
alpha158_VSUMD10,historical_pre_boundary,20,40000,39991,0.999775,0
alpha158_VSUMD10,canonical_continuation_post_boundary,15,30000,29997,0.9999,0
alpha158_VSUMD20,historical_pre_boundary,20,40000,40000,1.0,0
alpha158_VSUMD20,canonical_continuation_post_boundary,15,30000,30000,1.0,0
alpha158_VSUMD30,historical_pre_boundary,20,40000,40000,1.0,0
alpha158_VSUMD30,canonical_continuation_post_boundary,15,30000,30000,1.0,0
alpha158_VSUMD5,historical_pre_boundary,20,40000,39957,0.998925,0
alpha158_VSUMD5,canonical_continuation_post_boundary,15,30000,29985,0.9995,0
alpha158_VSUMD60,historical_pre_boundary,20,40000,40000,1.0,0
alpha158_VSUMD60,canonical_continuation_post_boundary,15,30000,30000,1.0,0
alpha158_VSUMN10,historical_pre_boundary,20,40000,39991,0.999775,0
alpha158_VSUMN10,canonical_continuation_post_boundary,15,30000,29997,0.9999,0
alpha158_VSUMN20,historical_pre_boundary,20,40000,40000,1.0,0
alpha158_VSUMN20,canonical_continuation_post_boundary,15,30000,30000,1.0,0
alpha158_VSUMN30,historical_pre_boundary,20,40000,40000,1.0,0
alpha158_VSUMN30,canonical_continuation_post_boundary,15,30000,30000,1.0,0
alpha158_VSUMN5,historical_pre_boundary,20,40000,39957,0.998925,0
alpha158_VSUMN5,canonical_continuation_post_boundary,15,30000,29985,0.9995,0
alpha158_VSUMN60,historical_pre_boundary,20,40000,40000,1.0,0
alpha158_VSUMN60,canonical_continuation_post_boundary,15,30000,30000,1.0,0
alpha158_VSUMP10,historical_pre_boundary,20,40000,39991,0.999775,0
alpha158_VSUMP10,canonical_continuation_post_boundary,15,30000,29997,0.9999,0
alpha158_VSUMP20,historical_pre_boundary,20,40000,40000,1.0,0
alpha158_VSUMP20,canonical_continuation_post_boundary,15,30000,30000,1.0,0
alpha158_VSUMP30,historical_pre_boundary,20,40000,40000,1.0,0
alpha158_VSUMP30,canonical_continuation_post_boundary,15,30000,30000,1.0,0
alpha158_VSUMP5,historical_pre_boundary,20,40000,39957,0.998925,0
alpha158_VSUMP5,canonical_continuation_post_boundary,15,30000,29985,0.9995,0
alpha158_VSUMP60,historical_pre_boundary,20,40000,40000,1.0,0
alpha158_VSUMP60,canonical_continuation_post_boundary,15,30000,30000,1.0,0
alpha158_WVMA10,historical_pre_boundary,20,40000,39981,0.999525,0
alpha158_WVMA10,canonical_continuation_post_boundary,15,30000,29993,0.9997666666666667,0
alpha158_WVMA20,historical_pre_boundary,20,40000,40000,1.0,0
alpha158_WVMA20,canonical_continuation_post_boundary,15,30000,30000,1.0,0
alpha158_WVMA30,historical_pre_boundary,20,40000,40000,1.0,0
alpha158_WVMA30,canonical_continuation_post_boundary,15,30000,30000,1.0,0
alpha158_WVMA5,historical_pre_boundary,20,40000,39938,0.99845,0
alpha158_WVMA5,canonical_continuation_post_boundary,15,30000,29974,0.9991333333333333,0
alpha158_WVMA60,historical_pre_boundary,20,40000,40000,1.0,0
alpha158_WVMA60,canonical_continuation_post_boundary,15,30000,30000,1.0,0
alpha360_CLOSE1,historical_pre_boundary,20,40000,39914,0.99785,0
alpha360_CLOSE1,canonical_continuation_post_boundary,15,30000,29945,0.9981666666666666,0
alpha360_CLOSE10,historical_pre_boundary,20,40000,39872,0.9968,0
alpha360_CLOSE10,canonical_continuation_post_boundary,15,30000,29891,0.9963666666666666,0
alpha360_CLOSE11,historical_pre_boundary,20,40000,39874,0.99685,0
alpha360_CLOSE11,canonical_continuation_post_boundary,15,30000,29890,0.9963333333333333,0
alpha360_CLOSE12,historical_pre_boundary,20,40000,39874,0.99685,0
alpha360_CLOSE12,canonical_continuation_post_boundary,15,30000,29889,0.9963,0
alpha360_CLOSE13,historical_pre_boundary,20,40000,39871,0.996775,0
alpha360_CLOSE13,canonical_continuation_post_boundary,15,30000,29890,0.9963333333333333,0
alpha360_CLOSE14,historical_pre_boundary,20,40000,39869,0.996725,0
alpha360_CLOSE14,canonical_continuation_post_boundary,15,30000,29891,0.9963666666666666,0
alpha360_CLOSE15,historical_pre_boundary,20,40000,39865,0.996625,0
alpha360_CLOSE15,canonical_continuation_post_boundary,15,30000,29892,0.9964,0
alpha360_CLOSE16,historical_pre_boundary,20,40000,39860,0.9965,0
alpha360_CLOSE16,canonical_continuation_post_boundary,15,30000,29894,0.9964666666666666,0
alpha360_CLOSE17,historical_pre_boundary,20,40000,39856,0.9964,0
alpha360_CLOSE17,canonical_continuation_post_boundary,15,30000,29895,0.9965,0
alpha360_CLOSE18,historical_pre_boundary,20,40000,39854,0.99635,0
alpha360_CLOSE18,canonical_continuation_post_boundary,15,30000,29898,0.9966,0
alpha360_CLOSE19,historical_pre_boundary,20,40000,39852,0.9963,0
alpha360_CLOSE19,canonical_continuation_post_boundary,15,30000,29902,0.9967333333333334,0
alpha360_CLOSE2,historical_pre_boundary,20,40000,39904,0.9976,0
alpha360_CLOSE2,canonical_continuation_post_boundary,15,30000,29938,0.9979333333333333,0
alpha360_CLOSE20,historical_pre_boundary,20,40000,39851,0.996275,0
alpha360_CLOSE20,canonical_continuation_post_boundary,15,30000,29907,0.9969,0
alpha360_CLOSE21,historical_pre_boundary,20,40000,39851,0.996275,0
alpha360_CLOSE21,canonical_continuation_post_boundary,15,30000,29910,0.997,0
alpha360_CLOSE22,historical_pre_boundary,20,40000,39850,0.99625,0
alpha360_CLOSE22,canonical_continuation_post_boundary,15,30000,29913,0.9971,0
alpha360_CLOSE23,historical_pre_boundary,20,40000,39851,0.996275,0
alpha360_CLOSE23,canonical_continuation_post_boundary,15,30000,29917,0.9972333333333333,0
alpha360_CLOSE24,historical_pre_boundary,20,40000,39855,0.996375,0
alpha360_CLOSE24,canonical_continuation_post_boundary,15,30000,29917,0.9972333333333333,0
alpha360_CLOSE25,historical_pre_boundary,20,40000,39860,0.9965,0
alpha360_CLOSE25,canonical_continuation_post_boundary,15,30000,29918,0.9972666666666666,0
alpha360_CLOSE26,historical_pre_boundary,20,40000,39864,0.9966,0
alpha360_CLOSE26,canonical_continuation_post_boundary,15,30000,29919,0.9973,0
alpha360_CLOSE27,historical_pre_boundary,20,40000,39863,0.996575,0
alpha360_CLOSE27,canonical_continuation_post_boundary,15,30000,29920,0.9973333333333333,0
alpha360_CLOSE28,historical_pre_boundary,20,40000,39864,0.9966,0
alpha360_CLOSE28,canonical_continuation_post_boundary,15,30000,29918,0.9972666666666666,0
alpha360_CLOSE29,historical_pre_boundary,20,40000,39864,0.9966,0
alpha360_CLOSE29,canonical_continuation_post_boundary,15,30000,29918,0.9972666666666666,0
alpha360_CLOSE3,historical_pre_boundary,20,40000,39898,0.99745,0
alpha360_CLOSE3,canonical_continuation_post_boundary,15,30000,29929,0.9976333333333334,0
alpha360_CLOSE30,historical_pre_boundary,20,40000,39864,0.9966,0
alpha360_CLOSE30,canonical_continuation_post_boundary,15,30000,29918,0.9972666666666666,0
alpha360_CLOSE31,historical_pre_boundary,20,40000,39866,0.99665,0
alpha360_CLOSE31,canonical_continuation_post_boundary,15,30000,29915,0.9971666666666666,0
alpha360_CLOSE32,historical_pre_boundary,20,40000,39870,0.99675,0
alpha360_CLOSE32,canonical_continuation_post_boundary,15,30000,29912,0.9970666666666667,0
alpha360_CLOSE33,historical_pre_boundary,20,40000,39874,0.99685,0
alpha360_CLOSE33,canonical_continuation_post_boundary,15,30000,29909,0.9969666666666667,0
alpha360_CLOSE34,historical_pre_boundary,20,40000,39877,0.996925,0
alpha360_CLOSE34,canonical_continuation_post_boundary,15,30000,29906,0.9968666666666667,0
alpha360_CLOSE35,historical_pre_boundary,20,40000,39882,0.99705,0
alpha360_CLOSE35,canonical_continuation_post_boundary,15,30000,29903,0.9967666666666667,0
alpha360_CLOSE36,historical_pre_boundary,20,40000,39887,0.997175,0
alpha360_CLOSE36,canonical_continuation_post_boundary,15,30000,29901,0.9967,0
alpha360_CLOSE37,historical_pre_boundary,20,40000,39892,0.9973,0
alpha360_CLOSE37,canonical_continuation_post_boundary,15,30000,29899,0.9966333333333334,0
alpha360_CLOSE38,historical_pre_boundary,20,40000,39896,0.9974,0
alpha360_CLOSE38,canonical_continuation_post_boundary,15,30000,29897,0.9965666666666667,0
alpha360_CLOSE39,historical_pre_boundary,20,40000,39900,0.9975,0
alpha360_CLOSE39,canonical_continuation_post_boundary,15,30000,29898,0.9966,0
alpha360_CLOSE4,historical_pre_boundary,20,40000,39891,0.997275,0
alpha360_CLOSE4,canonical_continuation_post_boundary,15,30000,29921,0.9973666666666666,0
alpha360_CLOSE40,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_CLOSE40,canonical_continuation_post_boundary,15,30000,29900,0.9966666666666667,0
alpha360_CLOSE41,historical_pre_boundary,20,40000,39902,0.99755,0
alpha360_CLOSE41,canonical_continuation_post_boundary,15,30000,29901,0.9967,0
alpha360_CLOSE42,historical_pre_boundary,20,40000,39904,0.9976,0
alpha360_CLOSE42,canonical_continuation_post_boundary,15,30000,29900,0.9966666666666667,0
alpha360_CLOSE43,historical_pre_boundary,20,40000,39903,0.997575,0
alpha360_CLOSE43,canonical_continuation_post_boundary,15,30000,29903,0.9967666666666667,0
alpha360_CLOSE44,historical_pre_boundary,20,40000,39902,0.99755,0
alpha360_CLOSE44,canonical_continuation_post_boundary,15,30000,29904,0.9968,0
alpha360_CLOSE45,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_CLOSE45,canonical_continuation_post_boundary,15,30000,29906,0.9968666666666667,0
alpha360_CLOSE46,historical_pre_boundary,20,40000,39899,0.997475,0
alpha360_CLOSE46,canonical_continuation_post_boundary,15,30000,29909,0.9969666666666667,0
alpha360_CLOSE47,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_CLOSE47,canonical_continuation_post_boundary,15,30000,29909,0.9969666666666667,0
alpha360_CLOSE48,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_CLOSE48,canonical_continuation_post_boundary,15,30000,29911,0.9970333333333333,0
alpha360_CLOSE49,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_CLOSE49,canonical_continuation_post_boundary,15,30000,29914,0.9971333333333333,0
alpha360_CLOSE5,historical_pre_boundary,20,40000,39885,0.997125,0
alpha360_CLOSE5,canonical_continuation_post_boundary,15,30000,29911,0.9970333333333333,0
alpha360_CLOSE50,historical_pre_boundary,20,40000,39900,0.9975,0
alpha360_CLOSE50,canonical_continuation_post_boundary,15,30000,29917,0.9972333333333333,0
alpha360_CLOSE51,historical_pre_boundary,20,40000,39897,0.997425,0
alpha360_CLOSE51,canonical_continuation_post_boundary,15,30000,29921,0.9973666666666666,0
alpha360_CLOSE52,historical_pre_boundary,20,40000,39892,0.9973,0
alpha360_CLOSE52,canonical_continuation_post_boundary,15,30000,29926,0.9975333333333334,0
alpha360_CLOSE53,historical_pre_boundary,20,40000,39887,0.997175,0
alpha360_CLOSE53,canonical_continuation_post_boundary,15,30000,29929,0.9976333333333334,0
alpha360_CLOSE54,historical_pre_boundary,20,40000,39884,0.9971,0
alpha360_CLOSE54,canonical_continuation_post_boundary,15,30000,29931,0.9977,0
alpha360_CLOSE55,historical_pre_boundary,20,40000,39880,0.997,0
alpha360_CLOSE55,canonical_continuation_post_boundary,15,30000,29934,0.9978,0
alpha360_CLOSE56,historical_pre_boundary,20,40000,39877,0.996925,0
alpha360_CLOSE56,canonical_continuation_post_boundary,15,30000,29937,0.9979,0
alpha360_CLOSE57,historical_pre_boundary,20,40000,39874,0.99685,0
alpha360_CLOSE57,canonical_continuation_post_boundary,15,30000,29941,0.9980333333333333,0
alpha360_CLOSE58,historical_pre_boundary,20,40000,39872,0.9968,0
alpha360_CLOSE58,canonical_continuation_post_boundary,15,30000,29942,0.9980666666666667,0
alpha360_CLOSE59,historical_pre_boundary,20,40000,39867,0.996675,0
alpha360_CLOSE59,canonical_continuation_post_boundary,15,30000,29943,0.9981,0
alpha360_CLOSE6,historical_pre_boundary,20,40000,39882,0.99705,0
alpha360_CLOSE6,canonical_continuation_post_boundary,15,30000,29904,0.9968,0
alpha360_CLOSE7,historical_pre_boundary,20,40000,39879,0.996975,0
alpha360_CLOSE7,canonical_continuation_post_boundary,15,30000,29901,0.9967,0
alpha360_CLOSE8,historical_pre_boundary,20,40000,39875,0.996875,0
alpha360_CLOSE8,canonical_continuation_post_boundary,15,30000,29895,0.9965,0
alpha360_CLOSE9,historical_pre_boundary,20,40000,39873,0.996825,0
alpha360_CLOSE9,canonical_continuation_post_boundary,15,30000,29893,0.9964333333333333,0
alpha360_HIGH0,historical_pre_boundary,20,40000,39927,0.998175,0
alpha360_HIGH0,canonical_continuation_post_boundary,15,30000,29958,0.9986,0
alpha360_HIGH1,historical_pre_boundary,20,40000,39914,0.99785,0
alpha360_HIGH1,canonical_continuation_post_boundary,15,30000,29945,0.9981666666666666,0
alpha360_HIGH10,historical_pre_boundary,20,40000,39872,0.9968,0
alpha360_HIGH10,canonical_continuation_post_boundary,15,30000,29891,0.9963666666666666,0
alpha360_HIGH11,historical_pre_boundary,20,40000,39874,0.99685,0
alpha360_HIGH11,canonical_continuation_post_boundary,15,30000,29890,0.9963333333333333,0
alpha360_HIGH12,historical_pre_boundary,20,40000,39874,0.99685,0
alpha360_HIGH12,canonical_continuation_post_boundary,15,30000,29889,0.9963,0
alpha360_HIGH13,historical_pre_boundary,20,40000,39871,0.996775,0
alpha360_HIGH13,canonical_continuation_post_boundary,15,30000,29890,0.9963333333333333,0
alpha360_HIGH14,historical_pre_boundary,20,40000,39869,0.996725,0
alpha360_HIGH14,canonical_continuation_post_boundary,15,30000,29891,0.9963666666666666,0
alpha360_HIGH15,historical_pre_boundary,20,40000,39865,0.996625,0
alpha360_HIGH15,canonical_continuation_post_boundary,15,30000,29892,0.9964,0
alpha360_HIGH16,historical_pre_boundary,20,40000,39860,0.9965,0
alpha360_HIGH16,canonical_continuation_post_boundary,15,30000,29894,0.9964666666666666,0
alpha360_HIGH17,historical_pre_boundary,20,40000,39856,0.9964,0
alpha360_HIGH17,canonical_continuation_post_boundary,15,30000,29895,0.9965,0
alpha360_HIGH18,historical_pre_boundary,20,40000,39854,0.99635,0
alpha360_HIGH18,canonical_continuation_post_boundary,15,30000,29898,0.9966,0
alpha360_HIGH19,historical_pre_boundary,20,40000,39852,0.9963,0
alpha360_HIGH19,canonical_continuation_post_boundary,15,30000,29902,0.9967333333333334,0
alpha360_HIGH2,historical_pre_boundary,20,40000,39904,0.9976,0
alpha360_HIGH2,canonical_continuation_post_boundary,15,30000,29938,0.9979333333333333,0
alpha360_HIGH20,historical_pre_boundary,20,40000,39851,0.996275,0
alpha360_HIGH20,canonical_continuation_post_boundary,15,30000,29907,0.9969,0
alpha360_HIGH21,historical_pre_boundary,20,40000,39851,0.996275,0
alpha360_HIGH21,canonical_continuation_post_boundary,15,30000,29910,0.997,0
alpha360_HIGH22,historical_pre_boundary,20,40000,39850,0.99625,0
alpha360_HIGH22,canonical_continuation_post_boundary,15,30000,29913,0.9971,0
alpha360_HIGH23,historical_pre_boundary,20,40000,39851,0.996275,0
alpha360_HIGH23,canonical_continuation_post_boundary,15,30000,29917,0.9972333333333333,0
alpha360_HIGH24,historical_pre_boundary,20,40000,39855,0.996375,0
alpha360_HIGH24,canonical_continuation_post_boundary,15,30000,29917,0.9972333333333333,0
alpha360_HIGH25,historical_pre_boundary,20,40000,39860,0.9965,0
alpha360_HIGH25,canonical_continuation_post_boundary,15,30000,29918,0.9972666666666666,0
alpha360_HIGH26,historical_pre_boundary,20,40000,39864,0.9966,0
alpha360_HIGH26,canonical_continuation_post_boundary,15,30000,29919,0.9973,0
alpha360_HIGH27,historical_pre_boundary,20,40000,39863,0.996575,0
alpha360_HIGH27,canonical_continuation_post_boundary,15,30000,29920,0.9973333333333333,0
alpha360_HIGH28,historical_pre_boundary,20,40000,39864,0.9966,0
alpha360_HIGH28,canonical_continuation_post_boundary,15,30000,29918,0.9972666666666666,0
alpha360_HIGH29,historical_pre_boundary,20,40000,39864,0.9966,0
alpha360_HIGH29,canonical_continuation_post_boundary,15,30000,29918,0.9972666666666666,0
alpha360_HIGH3,historical_pre_boundary,20,40000,39898,0.99745,0
alpha360_HIGH3,canonical_continuation_post_boundary,15,30000,29929,0.9976333333333334,0
alpha360_HIGH30,historical_pre_boundary,20,40000,39864,0.9966,0
alpha360_HIGH30,canonical_continuation_post_boundary,15,30000,29918,0.9972666666666666,0
alpha360_HIGH31,historical_pre_boundary,20,40000,39866,0.99665,0
alpha360_HIGH31,canonical_continuation_post_boundary,15,30000,29915,0.9971666666666666,0
alpha360_HIGH32,historical_pre_boundary,20,40000,39870,0.99675,0
alpha360_HIGH32,canonical_continuation_post_boundary,15,30000,29912,0.9970666666666667,0
alpha360_HIGH33,historical_pre_boundary,20,40000,39874,0.99685,0
alpha360_HIGH33,canonical_continuation_post_boundary,15,30000,29909,0.9969666666666667,0
alpha360_HIGH34,historical_pre_boundary,20,40000,39877,0.996925,0
alpha360_HIGH34,canonical_continuation_post_boundary,15,30000,29906,0.9968666666666667,0
alpha360_HIGH35,historical_pre_boundary,20,40000,39882,0.99705,0
alpha360_HIGH35,canonical_continuation_post_boundary,15,30000,29903,0.9967666666666667,0
alpha360_HIGH36,historical_pre_boundary,20,40000,39887,0.997175,0
alpha360_HIGH36,canonical_continuation_post_boundary,15,30000,29901,0.9967,0
alpha360_HIGH37,historical_pre_boundary,20,40000,39892,0.9973,0
alpha360_HIGH37,canonical_continuation_post_boundary,15,30000,29899,0.9966333333333334,0
alpha360_HIGH38,historical_pre_boundary,20,40000,39896,0.9974,0
alpha360_HIGH38,canonical_continuation_post_boundary,15,30000,29897,0.9965666666666667,0
alpha360_HIGH39,historical_pre_boundary,20,40000,39900,0.9975,0
alpha360_HIGH39,canonical_continuation_post_boundary,15,30000,29898,0.9966,0
alpha360_HIGH4,historical_pre_boundary,20,40000,39891,0.997275,0
alpha360_HIGH4,canonical_continuation_post_boundary,15,30000,29921,0.9973666666666666,0
alpha360_HIGH40,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_HIGH40,canonical_continuation_post_boundary,15,30000,29900,0.9966666666666667,0
alpha360_HIGH41,historical_pre_boundary,20,40000,39902,0.99755,0
alpha360_HIGH41,canonical_continuation_post_boundary,15,30000,29901,0.9967,0
alpha360_HIGH42,historical_pre_boundary,20,40000,39904,0.9976,0
alpha360_HIGH42,canonical_continuation_post_boundary,15,30000,29900,0.9966666666666667,0
alpha360_HIGH43,historical_pre_boundary,20,40000,39903,0.997575,0
alpha360_HIGH43,canonical_continuation_post_boundary,15,30000,29903,0.9967666666666667,0
alpha360_HIGH44,historical_pre_boundary,20,40000,39902,0.99755,0
alpha360_HIGH44,canonical_continuation_post_boundary,15,30000,29904,0.9968,0
alpha360_HIGH45,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_HIGH45,canonical_continuation_post_boundary,15,30000,29906,0.9968666666666667,0
alpha360_HIGH46,historical_pre_boundary,20,40000,39899,0.997475,0
alpha360_HIGH46,canonical_continuation_post_boundary,15,30000,29909,0.9969666666666667,0
alpha360_HIGH47,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_HIGH47,canonical_continuation_post_boundary,15,30000,29909,0.9969666666666667,0
alpha360_HIGH48,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_HIGH48,canonical_continuation_post_boundary,15,30000,29911,0.9970333333333333,0
alpha360_HIGH49,historical_pre_boundary,20,40000,39901,0.997525,0
alpha360_HIGH49,canonical_continuation_post_boundary,15,30000,29914,0.9971333333333333,0
alpha360_HIGH5,historical_pre_boundary,20,40000,39885,0.997125,0
alpha360_HIGH5,canonical_continuation_post_boundary,15,30000,29911,0.9970333333333333,0
alpha360_HIGH50,historical_pre_boundary,20,40000,39900,0.9975,0
alpha360_HIGH50,canonical_continuation_post_boundary,15,30000,29917,0.9972333333333333,0
alpha360_HIGH51,historical_pre_boundary,20,40000,39897,0.997425,0
alpha360_HIGH51,canonical_continuation_post_boundary,15,30000,29921,0.9973666666666666,0
alpha360_HIGH52,historical_pre_boundary,20,40000,39892,0.9973,0
alpha360_HIGH52,canonical_continuation_post_boundary,15,30000,29926,0.9975333333333334,0
alpha360_HIGH53,historical_pre_boundary,20,40000,39887,0.997175,0
alpha360_HIGH53,canonical_continuation_post_boundary,15,30000,29929,0.9976333333333334,0
alpha360_HIGH54,historical_pre_boundary,20,40000,39884,0.9971,0
alpha360_HIGH54,canonical_continuation_post_boundary,15,30000,29931,0.9977,0
alpha360_HIGH55,historical_pre_boundary,20,40000,39880,0.997,0
alpha360_HIGH55,canonical_continuation_post_boundary,15,30000,29934,0.9978,0
alpha360_HIGH56,historical_pre_boundary,20,40000,39877,0.996925,0
alpha360_HIGH56,canonical_continuation_post_boundary,15,30000,29937,0.9979,0
alpha360_HIGH57,historical_pre_boundary,20,40000,39874,0.99685,0
alpha360_HIGH57,canonical_continuation_post_boundary,15,30000,29941,0.9980333333333333,0
alpha360_HIGH58,historical_pre_boundary,20,40000,39872,0.9968,0
alpha360_HIGH58,canonical_continuation_post_boundary,15,30000,29942,0.9980666666666667,0
alpha360_HIGH59,historical_pre_boundary,20,40000,39867,0.996675,0
alpha360_HIGH59,canonical_continuation_post_boundary,15,30000,29943,0.9981,0
alpha360_HIGH6,historical_pre_boundary,20,40000,39882,0.99705,0
alpha360_HIGH6,canonical_continuation_post_boundary,15,30000,29904,0.9968,0
alpha360_HIGH7,historical_pre_boundary,20,40000,39879,0.996975,0
alpha360_HIGH7,canonical_continuation_post_boundary,15,30000,29901,0.9967,0
alpha360_HIGH8,historical_pre_boundary,20,40000,39875,0.996875,0
alpha360_HIGH8,canonical_continuation_post_boundary,15,30000,29895,0.9965,0
alpha360_HIGH9,historical_pre_boundary,20,40000,39873,0.996825,0
alpha360_HIGH9,canonical_continuation_post_boundary,15,30000,29893,0.9964333333333333,0
alpha360_LOW0,historical_pre_boundary,20,40000,39927,0.998175,0
alpha360_LOW0,canonical_continuation_post_boundary,15,30000,29958,0.9986,0
alpha360_LOW1,historical_pre_boundary,20,40000,39914,0.99785,0
alpha360_LOW1,canonical_continuation_post_boundary,15,30000,29945,0.9981666666666666,0
alpha360_LOW10,historical_pre_boundary,20,40000,39872,0.9968,0
alpha360_LOW10,canonical_continuation_post_boundary,15,30000,29891,0.9963666666666666,0
alpha360_LOW11,historical_pre_boundary,20,40000,39874,0.99685,0
alpha360_LOW11,canonical_continuation_post_boundary,15,30000,29890,0.9963333333333333,0
alpha360_LOW12,historical_pre_boundary,20,40000,39874,0.99685,0
alpha360_LOW12,canonical_continuation_post_boundary,15,30000,29889,0.9963,0
alpha360_LOW13,historical_pre_boundary,20,40000,39871,0.996775,0
alpha360_LOW13,canonical_continuation_post_boundary,15,30000,29890,0.9963333333333333,0
alpha360_LOW14,historical_pre_boundary,20,40000,39869,0.996725,0
alpha360_LOW14,canonical_continuation_post_boundary,15,30000,29891,0.9963666666666666,0
alpha360_LOW15,historical_pre_boundary,20,40000,39865,0.996625,0
alpha360_LOW15,canonical_continuation_post_boundary,15,30000,29892,0.9964,0
alpha360_LOW16,historical_pre_boundary,20,40000,39860,0.9965,0
alpha360_LOW16,canonical_continuation_post_boundary,15,30000,29894,0.9964666666666666,0
alpha360_LOW17,historical_pre_boundary,20,40000,39856,0.9964,0
alpha360_LOW17,canonical_continuation_post_boundary,15,30000,29895,0.9965,0
alpha360_LOW18,historical_pre_boundary,20,40000,39854,0.99635,0
alpha360_LOW18,canonical_continuation_post_boundary,15,30000,29898,0.9966,0
alpha360_LOW19,historical_pre_boundary,20,40000,39852,0.9963,0
alpha360_LOW19,canonical_continuation_post_boundary,15,30000,29902,0.9967333333333334,0
alpha360_LOW2,historical_pre_boundary,20,40000,39904,0.9976,0
alpha360_LOW2,canonical_continuation_post_boundary,15,30000,29938,0.9979333333333333,0
alpha360_LOW20,historical_pre_boundary,20,40000,39851,0.996275,0
alpha360_LOW20,canonical_continuation_post_boundary,15,30000,29907,0.9969,0
alpha360_LOW21,historical_pre_boundary,20,40000,39851,0.996275,0
alpha360_LOW21,canonical_continuation_post_boundary,15,30000,29910,0.997,0
alpha360_LOW22,historical_pre_boundary,20,40000,39850,0.99625,0
alpha360_LOW22,canonical_continuation_post_boundary,15,30000,29913,0.9971,0
