datetime,factor,quantile,mean_label,count
2017-01-10,ret_5,1,-0.06585493,373
2017-01-10,ret_5,2,-0.059336595,372
2017-01-10,ret_5,3,-0.055459965,372
2017-01-10,ret_5,4,-0.053382665,372
2017-01-10,ret_5,5,-0.047012478,373
2017-01-11,ret_5,1,-0.063761756,372
2017-01-11,ret_5,2,-0.058980808,371
2017-01-11,ret_5,3,-0.054264355,371
2017-01-11,ret_5,4,-0.039998587,371
2017-01-11,ret_5,5,-0.04073145,371
2017-01-12,ret_5,1,-0.024921415,372
2017-01-12,ret_5,2,-0.021888493,372
2017-01-12,ret_5,3,-0.021688865,371
2017-01-12,ret_5,4,-0.018270552,372
2017-01-12,ret_5,5,-0.01195241,372
2017-01-13,ret_5,1,0.039072793,371
2017-01-13,ret_5,2,0.03442885,371
2017-01-13,ret_5,3,0.030196538,370
2017-01-13,ret_5,4,0.022231597,371
2017-01-13,ret_5,5,0.025050305,371
2017-01-16,ret_5,1,0.017605867,371
2017-01-16,ret_5,2,0.016023671,370
2017-01-16,ret_5,3,0.0149339875,371
2017-01-16,ret_5,4,0.017208371,370
2017-01-16,ret_5,5,0.010658108,371
2017-01-17,ret_5,1,0.029608166,371
2017-01-17,ret_5,2,0.028256023,371
2017-01-17,ret_5,3,0.0252866,371
2017-01-17,ret_5,4,0.019832956,371
2017-01-17,ret_5,5,0.0072903074,371
2017-01-18,ret_5,1,0.044251133,371
2017-01-18,ret_5,2,0.038289513,371
2017-01-18,ret_5,3,0.034935657,371
2017-01-18,ret_5,4,0.029682556,371
2017-01-18,ret_5,5,0.019258473,371
2017-01-19,ret_5,1,0.015626924,372
2017-01-19,ret_5,2,0.018917404,371
2017-01-19,ret_5,3,0.013684543,371
2017-01-19,ret_5,4,0.012379143,371
2017-01-19,ret_5,5,0.004290395,371
2017-01-20,ret_5,1,0.016666554,371
2017-01-20,ret_5,2,0.01753955,370
2017-01-20,ret_5,3,0.017085243,371
2017-01-20,ret_5,4,0.011980085,370
2017-01-20,ret_5,5,0.0080097,371
2017-01-23,ret_5,1,0.014857745,371
2017-01-23,ret_5,2,0.01657953,370
2017-01-23,ret_5,3,0.018184379,370
2017-01-23,ret_5,4,0.01896636,370
2017-01-23,ret_5,5,0.021614907,370
2017-01-24,ret_5,1,0.027272,371
2017-01-24,ret_5,2,0.021665884,371
2017-01-24,ret_5,3,0.018879088,371
2017-01-24,ret_5,4,0.017004931,371
2017-01-24,ret_5,5,0.02681034,371
2017-01-25,ret_5,1,0.0298928,372
2017-01-25,ret_5,2,0.021213386,372
2017-01-25,ret_5,3,0.022811875,372
2017-01-25,ret_5,4,0.023409775,372
2017-01-25,ret_5,5,0.024928259,372
2017-01-26,ret_5,1,0.028865758,372
2017-01-26,ret_5,2,0.023850182,371
2017-01-26,ret_5,3,0.027497476,371
2017-01-26,ret_5,4,0.029718405,371
2017-01-26,ret_5,5,0.026932955,371
2017-02-03,ret_5,1,0.026666407,371
2017-02-03,ret_5,2,0.024972452,370
2017-02-03,ret_5,3,0.022610618,371
2017-02-03,ret_5,4,0.022317758,370
2017-02-03,ret_5,5,0.017053654,371
2017-02-06,ret_5,1,0.026013331,373
2017-02-06,ret_5,2,0.026800249,372
2017-02-06,ret_5,3,0.024047406,372
2017-02-06,ret_5,4,0.017855337,372
2017-02-06,ret_5,5,0.01572109,373
2017-02-07,ret_5,1,0.012075699,372
2017-02-07,ret_5,2,0.0057696444,372
2017-02-07,ret_5,3,0.0030171515,372
2017-02-07,ret_5,4,0.0041231187,372
2017-02-07,ret_5,5,-0.0047425884,372
2017-02-08,ret_5,1,0.0051877974,373
2017-02-08,ret_5,2,0.0021995339,372
2017-02-08,ret_5,3,0.006435047,372
2017-02-08,ret_5,4,6.0307404e-05,372
2017-02-08,ret_5,5,-0.0012116128,373
2017-02-09,ret_5,1,-0.0021106428,372
2017-02-09,ret_5,2,-0.004595812,372
2017-02-09,ret_5,3,-0.00833102,371
2017-02-09,ret_5,4,-0.004146305,372
2017-02-09,ret_5,5,-0.011005992,372
2017-02-10,ret_5,1,-0.006128932,370
2017-02-10,ret_5,2,-0.0034063447,369
2017-02-10,ret_5,3,-0.0014504122,369
2017-02-10,ret_5,4,-0.0018607291,369
2017-02-10,ret_5,5,0.00071293017,370
2017-02-13,ret_5,1,0.00356129,370
2017-02-13,ret_5,2,0.008949179,369
2017-02-13,ret_5,3,0.007819557,370
2017-02-13,ret_5,4,0.007674459,369
2017-02-13,ret_5,5,0.009172867,370
2017-02-14,ret_5,1,0.013354583,370
2017-02-14,ret_5,2,0.022698037,370
2017-02-14,ret_5,3,0.021011444,369
2017-02-14,ret_5,4,0.025450487,370
2017-02-14,ret_5,5,0.031202719,370
2017-02-15,ret_5,1,0.014728638,371
2017-02-15,ret_5,2,0.02162138,370
2017-02-15,ret_5,3,0.014630092,370
2017-02-15,ret_5,4,0.014584054,370
2017-02-15,ret_5,5,0.005745868,370
2017-02-16,ret_5,1,0.033191428,370
2017-02-16,ret_5,2,0.031678785,370
2017-02-16,ret_5,3,0.029763227,369
2017-02-16,ret_5,4,0.023822118,370
2017-02-16,ret_5,5,0.015011088,370
2017-02-17,ret_5,1,0.024771659,370
2017-02-17,ret_5,2,0.013090658,369
2017-02-17,ret_5,3,0.008928855,369
2017-02-17,ret_5,4,0.0022340363,369
2017-02-17,ret_5,5,-0.009295284,369
2017-02-20,ret_5,1,0.014703407,368
2017-02-20,ret_5,2,0.0071277884,368
2017-02-20,ret_5,3,0.0024998705,367
2017-02-20,ret_5,4,-0.0034282685,368
2017-02-20,ret_5,5,-0.009283886,368
2017-02-21,ret_5,1,0.007107431,369
2017-02-21,ret_5,2,0.006233454,381
2017-02-21,ret_5,3,0.00035655027,355
2017-02-21,ret_5,4,-0.0019327289,368
2017-02-21,ret_5,5,-0.0075956024,369
2017-02-22,ret_5,1,0.0025756762,369
2017-02-22,ret_5,2,-0.0048454176,369
2017-02-22,ret_5,3,-0.005633796,369
2017-02-22,ret_5,4,-0.007324848,369
2017-02-22,ret_5,5,-0.011176289,369
2017-02-23,ret_5,1,-0.006290139,370
2017-02-23,ret_5,2,-0.008825989,369
2017-02-23,ret_5,3,-0.0065506264,370
2017-02-23,ret_5,4,-0.0038158675,369
2017-02-23,ret_5,5,-0.0024483467,370
2017-02-24,ret_5,1,0.008923525,370
2017-02-24,ret_5,2,0.006985199,370
2017-02-24,ret_5,3,0.015149815,370
2017-02-24,ret_5,4,0.018686472,370
2017-02-24,ret_5,5,0.0223255,370
2017-02-27,ret_5,1,0.0028392617,369
2017-02-27,ret_5,2,0.009701318,369
2017-02-27,ret_5,3,0.014170664,368
2017-02-27,ret_5,4,0.017941609,369
2017-02-27,ret_5,5,0.019439742,369
2017-02-28,ret_5,1,-0.00022723165,369
2017-02-28,ret_5,2,0.0033992638,369
2017-02-28,ret_5,3,0.0063008247,369
2017-02-28,ret_5,4,0.011261768,369
2017-02-28,ret_5,5,0.0040098024,369
2017-03-01,ret_5,1,-0.0006360318,370
2017-03-01,ret_5,2,0.0030257346,369
2017-03-01,ret_5,3,0.0060243607,369
2017-03-01,ret_5,4,0.00931876,369
2017-03-01,ret_5,5,0.0036407255,370
2017-03-02,ret_5,1,0.002059318,371
2017-03-02,ret_5,2,-0.00012560148,370
2017-03-02,ret_5,3,0.004902391,371
2017-03-02,ret_5,4,0.0038107783,370
2017-03-02,ret_5,5,-0.0029873296,371
2017-03-03,ret_5,1,-0.004072624,370
2017-03-03,ret_5,2,-0.0017502378,370
2017-03-03,ret_5,3,-0.0020096812,369
2017-03-03,ret_5,4,-0.0024767835,370
2017-03-03,ret_5,5,0.0011792532,370
2017-03-06,ret_5,1,-0.008207364,371
2017-03-06,ret_5,2,-0.007975682,370
2017-03-06,ret_5,3,-0.010656508,370
2017-03-06,ret_5,4,-0.007167351,370
2017-03-06,ret_5,5,0.0020224953,371
2017-03-07,ret_5,1,-0.0051238574,370
2017-03-07,ret_5,2,-0.0063473736,370
2017-03-07,ret_5,3,-0.007887819,369
2017-03-07,ret_5,4,-0.0039956793,370
2017-03-07,ret_5,5,0.0070467484,370
2017-03-08,ret_5,1,0.01867882,371
2017-03-08,ret_5,2,0.011391969,370
