datetime,factor,count,ic,rank_ic
2017-01-10,ret_5,1862,0.1282664536264835,0.12464790506707778
2017-01-11,ret_5,1856,0.1829651306907121,0.21432402985021512
2017-01-12,ret_5,1859,0.12140948473342647,0.11970047878557578
2017-01-13,ret_5,1854,-0.13046756788725467,-0.20605461595671137
2017-01-16,ret_5,1853,-0.06640377221245995,-0.0029691187943285883
2017-01-17,ret_5,1855,-0.24120135294700798,-0.2463743783743781
2017-01-18,ret_5,1855,-0.2447427977416485,-0.3043164030920459
2017-01-19,ret_5,1856,-0.12924283399378603,-0.15266423115833716
2017-01-20,ret_5,1853,-0.0632354171367546,-0.15229673674279193
2017-01-23,ret_5,1851,0.05527961397027767,0.06254836867030665
2017-01-24,ret_5,1855,0.03636309029631011,-0.08419801843234469
2017-01-25,ret_5,1860,-0.04936742768840173,-0.09807054806203798
2017-01-26,ret_5,1856,-0.055594464144400974,-0.036480876449242555
2017-02-03,ret_5,1853,-0.11035798207546409,-0.12316387242449522
2017-02-06,ret_5,1862,-0.12170939734635564,-0.14475898240762114
2017-02-07,ret_5,1860,-0.12547575684769677,-0.1917794980912761
2017-02-08,ret_5,1862,-0.03257845988979261,-0.09844538007719691
2017-02-09,ret_5,1859,-0.030965242788751998,-0.10302316821927017
2017-02-10,ret_5,1847,0.11308303993373836,0.07080804223701945
2017-02-13,ret_5,1848,0.014814266671224603,0.056450784861974176
2017-02-14,ret_5,1849,0.17426693330859136,0.16071203803618336
2017-02-15,ret_5,1851,-0.0743170976621773,-0.13094218090211798
2017-02-16,ret_5,1849,-0.17332195270196676,-0.20299592169615702
2017-02-17,ret_5,1846,-0.2822743086767621,-0.34480447490745914
2017-02-20,ret_5,1839,-0.23711957075805956,-0.2793628830883699
2017-02-21,ret_5,1842,-0.13830974124071924,-0.1836988324474402
2017-02-22,ret_5,1845,-0.1699142248627307,-0.16024610563582978
2017-02-23,ret_5,1848,0.015698984301345982,0.05197012198732887
2017-02-24,ret_5,1850,0.10678825598080285,0.17347180969655832
2017-02-27,ret_5,1844,0.08011066717153516,0.1816288469392173
2017-02-28,ret_5,1845,-0.008992287171141769,0.07383808152762049
2017-03-01,ret_5,1847,-0.011411306636619538,0.06412309596530232
2017-03-02,ret_5,1853,-0.05534059284058622,-0.04682743825860587
2017-03-03,ret_5,1849,0.07306142417028863,0.03528584775039714
2017-03-06,ret_5,1852,0.13793057031299213,0.07210522061667299
2017-03-07,ret_5,1849,0.17242636266720401,0.11549040119265537
2017-03-08,ret_5,1853,0.07145736592750342,-0.008607119063646348
2017-03-09,ret_5,1857,-0.03048585999495839,-0.06732522952954019
2017-03-10,ret_5,1846,-0.033141575581387334,-0.0506063193213827
2017-03-13,ret_5,1849,0.0218935989991792,0.029226931389752343
2017-03-14,ret_5,1851,0.031180154048055415,0.04444304641537358
2017-03-15,ret_5,1850,0.014359356171866414,0.0720724719654969
