source,library_version,endpoint,instrument,query_parameters,retrieval_time_utc,http_or_api_status,row_count,raw_snapshot_sha256,normalizer_version
community,qlib_provider_snapshot_20260609,D.features,SH600000,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH600000"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,7e5712c01af9bf3a3ade6b3843f7305857919cccfc8db68c9446c201e21c2242,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH600004,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH600004"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,0f6a6d9e324989feebcb4e20379bf56ea86d438cd99be248b3032dc6a8536dd6,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH600006,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH600006"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,da2207b25c641b5cb213e15de46462545e3489ff4f3b2c3daee8f4a16a169e4d,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH600008,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH600008"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,27da3b53aa63c9ae1d41fd949c1c282fb0e8a23fff01b65d0c70fa547782a2fa,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH600009,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH600009"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,017514d2b342e68567f553d54931440b3d14ee02878436b17dfe33902da2a416,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH600010,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH600010"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,60f67ac356d41f420bcc80cb844d1068ed644f103fb9496a950e6445a73e9c63,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH600011,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH600011"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,2b20321dfc3d1530564cfdffa2db173f41dacd2c8e1158360c2b7b8c7fda5467,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH600207,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH600207"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,d9509dc95fd2d74861ebc853e37929f017d427bbf530f72b001f54fe6ce1fd86,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH600330,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH600330"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,1e0ff60f094a25210740f12a77ea2bc0ca5ce0eb5bcbe74175ba26d268175ca5,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH600418,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH600418"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,b701df9ad63b773a49f911a22d552dc8b2f7e49d98d7e0c9cb0557a9daba90e8,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH600426,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH600426"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,cc3b7e4ca6d8c3072914398d54525b9f2a062c7b735de78c9fc8f173067bcd08,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH600461,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH600461"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,056d060ad0226153db341ad3e919fa6b0cd4a6e3b681d43877749210f83bcf34,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH600547,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH600547"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,fce06d12dd61659f1c2c33227f8127d31f51f7193baeecd83aceae71632c16a6,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH600584,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH600584"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,6522aaf0289df501bf247e481066ce4bf38d3b775228adbfb549dc6e36d268e6,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH600650,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH600650"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,2485eb1c8a0de42bc5be212a6e2a486089101da76704e2f9f66c266cafbb4ae0,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH600690,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH600690"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,00cebbdd3ed1f1a67e1d5f2added0eb3dfffbaeb5d2ad16c3209352c352d6f6f,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH600705,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH600705"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,161,55a9939e646474bd287b874dff093296cf053c98837a6200a89c03847832bd44,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH600777,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH600777"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,2d3171f7de8c637533f84316f68f92eb7d5bc3be9faa8165a08786a89d5deea7,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH600811,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH600811"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,168,0c9f8334b00ffbf79906f0ab32a0c26c63fffc7dd86339d06c5e68e4207ff9f0,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH600837,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH600837"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,121,19f93d13bf448611d1e3e7f80916ba715dc1524e1d71d6d48a7e6d1bef1b19f8,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH601020,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH601020"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,9d37a5db1fc6bb86039f70af33811b93b792eb2298cc1e5ab916088f2bc8e063,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH601028,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH601028"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,156,feb47c9e33c7d07787aad3885f185f77a3e45eb34a0c32019902d6b4f6af0b6e,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH601059,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH601059"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,c8881fc2a672b316c6fbbb0f0f506b6b2612e1ca1713cf851dd48e6f956fc010,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH601198,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH601198"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,6cd280c7bbe5657e2a9bd4544ffbc301704e9b18c8754f518dcf70b5cd67067b,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH601211,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH601211"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,86c56d709d9eefa54af07d2d78ee3b1c566d50795a4b9f1561a59670c1de6bf9,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH601728,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH601728"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,6d4787221df61ba0e87e85ed287891b74655442831029014e0c3925509680637,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH601989,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH601989"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,250,9c45293a565abbb0372d29ababe829d82979d4d4d28bef12d4a3c1d4a6e56049,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH601995,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH601995"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,b2eaf9a89f277e01fe34e14302e9475f1d2be9027580b0c6cf0f5881899bcbb3,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH603003,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH603003"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,219,f96081111e97ffab1f3a8e910111e6068ce8f49a3cedd8e6fce6d7c8c493255c,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH603063,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH603063"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,7c854cb30bd0f380b5ce9b48632871cfed0b20245a3da0b3b0a42f9fe1b942a0,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH603087,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH603087"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,04a157fe5a45d7ffbbf923c2d2bcd6ec31bbd3b87bcca142105298f2e93caf41,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH603088,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH603088"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,70de4e9dcc0fd284298409720635f8435130421c6a4d64a8d9df9cdc2397e2ff,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH603106,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH603106"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,dfa68ec8831850a4bb397835a2a53a0b41ff8339157f3a05e44b13b4277d83b9,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH603107,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH603107"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,7b5c12393d93d8b9d942260e4953e89102fe17fd6727a16e0c397ebf99abf9fe,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH603186,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH603186"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,414cea03eceb8ce0f81d9878ae81d387be212a3149c6af853222d0f121eb7cd2,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH603189,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH603189"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,e1ada974b658e40a81f17889eefdd52f57df9dfb5932352f8a8d29bad5f841fb,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH603220,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH603220"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,445f71da8db3b04bbb039b5c99b1b0caaf7fb6397355e4377d760674302481b0,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH603308,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH603308"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,04feff16baa24a05a5ea081db592e99fff6f44243e150e7df31e2ed31755fa8e,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH603507,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH603507"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,d401ff9f2a809d2c1eb5c166df6ddefa0f481985ad323fe7b29f32674d6b41cf,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH603598,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH603598"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,75c5e24c4ccc664efae0d4bcbd17b1a3a679680cb08b92dc1206216d2e0e9939,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH603607,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH603607"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,7ec2da5e5a1ad9cee0a304b7df7003f0985705990ba0e6555a8f6817ceb97f6f,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH603906,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH603906"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,d68f7297482e1c89da99c5423c3b51247b791616789d51e781c4be43f2be17b7,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688002,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688002"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,1ae29487cc32026c25b1a174d93a98b73edc65d2fc0bd785ccdaf43c0a976af6,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688003,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688003"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,02d58ce55db40241358fb626a0cbaee6e4715be68205ac901409f4d1ea9401c0,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688005,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688005"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,f358b426648540ffe9d3876271acb25ddfe0a2e2ddb9c53dcf79413b21d42c56,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688006,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688006"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,0b84fd75a26913a4cffe1b43cf469d99ac434dc2702302fb31a433fa2845b743,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688007,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688007"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,f73f4c0195a1c7d2446eeb2cf3ec6580ce2d6cccdf002bcef63ec79b800232a0,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688009,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688009"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,4007874e2d756cca2de11eb9e7791b9c3ceecc4065832bed7f167c2c02d35e63,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688018,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688018"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,05f19f1bc1f92a6aaa4574d02abcb036dac37fa0e788b7441610a451200074a9,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688047,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688047"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,21754c78b75f1731099076d86de39b2b41b65ddfbae0841011fd42c8ded3aa0b,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688169,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688169"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,6fd7f05fa892a5ebc3e078404137af1bff193b37f96effb156a0d9644a9a0b33,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688183,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688183"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,54c2545c7daba02345215a31c08e5472724685059c2c77e0e6d2396352d4738a,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688195,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688195"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,b9820a1ee3f1bdc1c607bc83b7c628f30557adc0f8d75fc20d00d8d8278c4137,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688213,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688213"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,2d4f47478ccba26c038807eb34ebff4be35aa0b7e960d0ebe1f8c22eebc6ea82,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688234,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688234"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,36fec85eedf2d154a170dd50eb35385f71315e7435006087bcf88869bb3312ac,data_source_audit_v2
