start_date,end_date,trading_days,rebalance_count,executed_rebalances,skipped_rebalances,skipped_rebalance_rate,gross_annualized_return,net_annualized_return,universe_annualized_return,gross_annualized_excess,net_annualized_excess,gross_excess_ir,net_excess_ir,net_max_drawdown,average_turnover,max_turnover,average_eligible_count,average_selected_count,label,topk,rebalance_every,cost_bps,min_liquidity_bucket,min_tradability_score,min_capacity_multiple,window_start,window_end,weight_preset,score_weights
2021-02-03,2023-12-22,700,36,35,1,0.027777777777777776,0.051354311718025736,0.03735448067518643,0.005709741271672231,0.029652665198002914,0.01595090031901858,0.3072385673991564,0.19336800088709788,-0.19617083632242205,0.5325714285714286,1.0,1123.057142857143,100.0,label_20d_t1,100,20,20.0,3,75.0,2.0,2021-01-01,2023-12-29,low_risk,"std_20:-1,amplitude_20:-1"
