event_id,datetime,instrument,side,commission,stamp_tax,slippage_cost,cash_fee,implementation_cost,outer_split_id,method
event_000001,2024-08-02,SZ300025,buy,5.459453971651146,0.0,18.179999905594713,5.459453971651146,23.63945387724586,split_001,equal_weight
event_000002,2024-08-02,SH600027,buy,58.090034553845086,0.0,193.4400085043002,58.090034553845086,251.53004305814528,split_001,equal_weight
event_000003,2024-08-02,SZ000027,buy,14.755540859747573,0.0,49.13600019895661,14.755540859747573,63.89154105870418,split_001,equal_weight
event_000004,2024-08-02,SH601717,buy,27.79396794590134,0.0,92.55400581383667,27.79396794590134,120.34797375973801,split_001,equal_weight
event_000005,2024-08-02,SZ000895,buy,28.66844143728406,0.0,95.46600545214119,28.66844143728406,124.13444688942525,split_001,equal_weight
event_000006,2024-08-02,SH601128,buy,23.651627750376957,0.0,78.75999916874044,23.651627750376957,102.4116269191174,split_001,equal_weight
event_000007,2024-08-02,SH600011,buy,58.118864468697524,0.0,193.5360122167669,58.118864468697524,251.65487668546442,split_001,equal_weight
event_000008,2024-08-02,SH688278,buy,12.972960279323773,0.0,43.200000930144,12.972960279323773,56.17296120946777,split_001,equal_weight
event_000009,2024-08-02,SZ300760,buy,53.603550412972446,0.0,178.5000013751727,53.603550412972446,232.10355178814515,split_001,equal_weight
event_000010,2024-08-02,SH600373,buy,14.850435309195468,0.0,49.45199903161086,14.850435309195468,64.30243434080633,split_001,equal_weight
event_000011,2024-08-02,SZ000786,buy,41.20866914251748,0.0,137.2250054695794,41.20866914251748,178.43367461209687,split_001,equal_weight
event_000012,2024-08-02,SZ000792,buy,45.49544968640658,0.0,151.49999895570207,45.49544968640658,196.99544864210864,split_001,equal_weight
event_000013,2024-08-02,SH603477,buy,41.243202308033766,0.0,137.34000102574237,41.243202308033766,178.58320333377614,split_001,equal_weight
event_000014,2024-08-02,SZ301285,buy,5.0,0.0,15.813000353048423,5.0,20.813000353048423,split_001,equal_weight
event_000015,2024-08-02,SH600153,buy,19.29187217989745,0.0,64.2419986010462,19.29187217989745,83.53387078094366,split_001,equal_weight
event_000016,2024-08-02,SZ000983,buy,21.326104827357423,0.0,71.01600009110314,21.326104827357423,92.34210491846056,split_001,equal_weight
event_000017,2024-08-02,SH600998,buy,20.67205115630758,0.0,68.83799918849381,20.67205115630758,89.51005034480139,split_001,equal_weight
event_000018,2024-08-02,SH603801,buy,5.0,0.0,15.287999791640772,5.0,20.28799979164077,split_001,equal_weight
event_000019,2024-08-02,SZ002308,buy,5.0,0.0,0.517999967133731,5.0,5.517999967133731,split_001,equal_weight
event_000020,2024-08-02,SH601808,buy,25.225200207425488,0.0,84.00000069071467,25.225200207425488,109.22520089814016,split_001,equal_weight
event_000021,2024-08-02,SH600711,buy,5.0,0.0,4.289999820295876,5.0,9.289999820295876,split_001,equal_weight
event_000022,2024-08-02,SH603605,buy,18.139021027140657,0.0,60.4030004233735,18.139021027140657,78.54202145051416,split_001,equal_weight
event_000023,2024-08-02,SZ300723,buy,17.455538502676937,0.0,58.127001340913694,17.455538502676937,75.58253984359064,split_001,equal_weight
event_000024,2024-08-02,SH600057,buy,22.33030835551826,0.0,74.36000118386019,22.33030835551826,96.69030953937845,split_001,equal_weight
event_000025,2024-08-02,SH600612,buy,12.060047937843054,0.0,40.15999979300773,12.060047937843054,52.22004773085078,split_001,equal_weight
event_000026,2024-08-02,SH600129,buy,57.6095510562584,0.0,191.83999685731123,57.6095510562584,249.44954791356963,split_001,equal_weight
event_000027,2024-08-02,SZ002311,buy,26.391865000493947,0.0,87.88499833664503,26.391865000493947,114.27686333713898,split_001,equal_weight
event_000028,2024-08-02,SZ002372,buy,14.273259364335539,0.0,47.530001213231365,14.273259364335539,61.8032605775669,split_001,equal_weight
event_000029,2024-08-02,SZ002078,buy,48.34829909468054,0.0,160.99999698526713,48.34829909468054,209.34829607994766,split_001,equal_weight
event_000030,2024-08-02,SH601918,buy,39.84260267113503,0.0,132.67599957086986,39.84260267113503,172.5186022420049,split_001,equal_weight
event_000031,2024-08-02,SZ000413,buy,5.0,0.0,0.43999999059796124,5.0,5.439999990597961,split_001,equal_weight
event_000032,2024-08-02,SZ300406,buy,9.621612091929274,0.0,32.04000030612093,9.621612091929274,41.6616123980502,split_001,equal_weight
event_000033,2024-08-02,SH600348,buy,30.523993958840443,0.0,101.6450015279311,30.523993958840443,132.16899548677154,split_001,equal_weight
event_000034,2024-08-02,SZ000883,buy,18.916497777947683,0.0,62.992000592559805,18.916497777947683,81.90849837050749,split_001,equal_weight
event_000035,2024-08-02,SH603185,buy,17.860342834569906,0.0,59.47500111411354,17.860342834569906,77.33534394868344,split_001,equal_weight
event_000036,2024-08-02,SH600422,buy,26.216191387579155,0.0,87.30000462063359,26.216191387579155,113.51619600821275,split_001,equal_weight
event_000037,2024-08-02,SZ300124,buy,57.37471248983299,0.0,191.0579836491067,57.37471248983299,248.43269613893966,split_001,equal_weight
event_000038,2024-08-02,SH601156,buy,14.21620248276325,0.0,47.34000160759244,14.21620248276325,61.55620409035569,split_001,equal_weight
event_000039,2024-08-02,SZ000933,buy,45.38283574045438,0.0,151.12499414067207,45.38283574045438,196.50782988112644,split_001,equal_weight
event_000040,2024-08-02,SH603612,buy,6.894887475911489,0.0,22.959998254780345,6.894887475911489,29.854885730691834,split_001,equal_weight
event_000041,2024-08-02,SZ000600,buy,11.922511002589903,0.0,39.702001340618054,11.922511002589903,51.624512343207954,split_001,equal_weight
event_000042,2024-08-02,SH603191,buy,5.0,0.0,15.288000343981878,5.0,20.288000343981878,split_001,equal_weight
event_000043,2024-08-02,SH688166,buy,36.710775921991406,0.0,122.2470060672265,36.710775921991406,158.9577819892179,split_001,equal_weight
event_000044,2024-08-02,SZ000690,buy,9.31560622313267,0.0,31.02099974403041,9.31560622313267,40.33660596716308,split_001,equal_weight
event_000045,2024-08-02,SZ000723,buy,17.099081999999996,0.0,56.939999999992,17.099081999999996,74.03908199999199,split_001,equal_weight
event_000046,2024-08-02,SH601825,buy,15.412597551643817,0.0,51.32400117096676,15.412597551643817,66.73659872261058,split_001,equal_weight
event_000047,2024-08-02,SH600039,buy,13.096082540870544,0.0,43.60999847108805,13.096082540870544,56.70608101195859,split_001,equal_weight
event_000048,2024-08-02,SH688188,buy,21.579557701361896,0.0,71.85999900552531,21.579557701361896,93.4395567068872,split_001,equal_weight
event_000049,2024-08-02,SH603883,buy,57.887029918134154,0.0,192.76400239135327,57.887029918134154,250.65103230948742,split_001,equal_weight
event_000050,2024-08-05,SZ300025,sell,5.333947157528912,17.779823858429708,17.79762147990791,23.11377101595862,40.91139249586653,split_001,equal_weight
event_000051,2024-08-05,SH603185,sell,17.623980397997556,58.74660132665852,58.805406733392125,76.37058172465608,135.1759884580482,split_001,equal_weight
event_000052,2024-08-05,SZ300760,sell,54.54609075893339,181.820302529778,182.0023048345869,236.36639328871138,418.36869812329826,split_001,equal_weight
event_000053,2024-08-05,SZ301285,sell,5.0,15.37352552304614,15.388914437484528,20.37352552304614,35.76243996053067,split_001,equal_weight
event_000054,2024-08-05,SH603191,sell,5.0,15.098044660880888,15.113157818699483,20.098044660880888,35.21120247958037,split_001,equal_weight
event_000055,2024-08-05,SH600998,sell,20.953824218933665,69.84608072977889,69.91599672650449,90.79990494871255,160.71590167521703,split_001,equal_weight
event_000056,2024-08-05,SH600422,sell,25.813161075512543,86.0438702517085,86.130000251962,111.85703132722104,197.98703157918305,split_001,equal_weight
event_000057,2024-08-05,SZ300723,sell,15.354230719623008,51.18076906541003,51.23200106647232,66.53499978503304,117.76700085150536,split_001,equal_weight
event_000058,2024-08-05,SH600373,sell,14.901614178443612,49.67204726147872,49.7217690305059,64.57366143992233,114.29543047042823,split_001,equal_weight
event_000059,2024-08-05,SZ300406,sell,9.674945405398509,32.24981801799503,32.28210011811025,41.92476342339354,74.2068635415038,split_001,equal_weight
event_000060,2024-08-05,SH603612,sell,6.773155736074315,22.577185786914388,22.59978557248765,29.350341522988703,51.950127095476354,split_001,equal_weight
event_000061,2024-08-05,SH600027,sell,50.503193818316205,168.34397939438736,168.51249188627648,218.84717321270358,387.35966509898003,split_001,equal_weight
event_000062,2024-08-05,SH603477,sell,42.28720013444115,140.9573337814705,141.0984322137014,183.24453391591166,324.34296612961305,split_001,equal_weight
event_000063,2024-08-05,SH688278,sell,11.712276202870495,39.04092067623499,39.080000676909776,50.75319687910549,89.83319755601526,split_001,equal_weight
event_000064,2024-08-05,SH600348,sell,30.464062362993435,101.54687454331146,101.64852306637007,132.0109369063049,233.65945997267497,split_001,equal_weight
event_000065,2024-08-05,SH688188,sell,16.79279108726244,55.975970290874805,56.032002293170535,72.76876137813724,128.80076367130778,split_001,equal_weight
event_000066,2024-08-05,SH600129,sell,57.78214062529119,192.60713541763732,192.799935353028,250.38927604292851,443.1892113959565,split_001,equal_weight
event_000067,2024-08-05,SH600711,sell,5.0,4.076023827479294,4.080103931411402,9.076023827479293,13.156127758890694,split_001,equal_weight
event_000068,2024-08-05,SZ002311,sell,26.34530327639179,87.81767758797264,87.90558317114048,114.16298086436443,202.0685640355049,split_001,equal_weight
event_000069,2024-08-05,SZ300124,sell,57.1846495405276,190.61549846842536,190.80630477317862,247.80014800895296,438.60645278213156,split_001,equal_weight
event_000070,2024-08-05,SH688166,sell,33.570893541705004,111.90297847235003,112.01499346582366,145.47387201405502,257.48886547987865,split_001,equal_weight
event_000071,2024-08-05,SZ002078,sell,40.45710285016503,134.8570095005501,134.99200150206292,175.31411235071513,310.306113852778,split_001,equal_weight
event_000072,2024-08-05,SZ000895,sell,28.82500292215843,96.08334307386144,96.17952259644949,124.90834599601988,221.08786859246936,split_001,equal_weight
event_000073,2024-08-05,SZ002128,buy,31.98195024396378,0.0,106.50000081238176,31.98195024396378,138.48195105634554,split_001,equal_weight
event_000074,2024-08-05,SZ000690,buy,14.81289667110596,0.0,49.32699524177835,14.81289667110596,64.13989191288431,split_001,equal_weight
event_000075,2024-08-05,SZ300559,buy,42.47923748785301,0.0,141.45600229054054,42.47923748785301,183.93523977839357,split_001,equal_weight
event_000076,2024-08-05,SZ002182,buy,17.988571233661037,0.0,59.90200211009107,17.988571233661037,77.89057334375211,split_001,equal_weight
event_000077,2024-08-05,SZ000786,buy,16.935719232704432,0.0,56.39600144089805,16.935719232704432,73.33172067360248,split_001,equal_weight
event_000078,2024-08-05,SH603801,buy,8.409001250648737,0.0,28.00200216665978,8.409001250648737,36.411003417308514,split_001,equal_weight
event_000079,2024-08-05,SH600019,buy,57.83087296542483,0.0,192.57699955184748,57.83087296542483,250.40787251727232,split_001,equal_weight
event_000080,2024-08-05,SZ000413,buy,5.0,0.0,0.2079999981179803,5.0,5.20799999811798,split_001,equal_weight
event_000081,2024-08-05,SH600153,buy,23.432408363758725,0.0,78.02999788130904,23.432408363758725,101.46240624506777,split_001,equal_weight
event_000082,2024-08-05,SH601128,buy,24.12700313118684,0.0,80.34300076984273,24.12700313118684,104.47000390102957,split_001,equal_weight
event_000083,2024-08-05,SZ300866,buy,21.6095865706998,0.0,71.95999524041383,21.6095865706998,93.56958181111364,split_001,equal_weight
event_000084,2024-08-05,SH688596,buy,20.615595303730704,0.0,68.6500010114166,20.615595303730704,89.2655963151473,split_001,equal_weight
event_000085,2024-08-05,SZ000600,buy,11.43422230844869,0.0,38.075998363130736,11.43422230844869,49.510220671579425,split_001,equal_weight
event_000086,2024-08-05,SZ000792,buy,12.578966386090674,0.0,41.88799995367489,12.578966386090674,54.46696633976556,split_001,equal_weight
event_000087,2024-08-05,SH600612,buy,13.770257189276215,0.0,45.8550022952906,13.770257189276215,59.62525948456682,split_001,equal_weight
event_000088,2024-08-05,SH603129,buy,15.616800143840047,0.0,52.00399648298344,15.616800143840047,67.62079662682349,split_001,equal_weight
event_000089,2024-08-05,SH600021,buy,28.241412951057193,0.0,94.04399917101784,28.241412951057193,122.28541212207503,split_001,equal_weight
event_000090,2024-08-05,SH600011,buy,5.0,0.0,3.0079998162726436,5.0,8.007999816272644,split_001,equal_weight
event_000091,2024-08-05,SH601156,buy,11.734223375322289,0.0,39.075002914819024,11.734223375322289,50.80922629014131,split_001,equal_weight
event_000092,2024-08-05,SH603186,buy,8.963955171325225,0.0,29.850000570514013,8.963955171325225,38.81395574183924,split_001,equal_weight
event_000093,2024-08-05,SZ000933,buy,13.768453815061035,0.0,45.848997053142604,13.768453815061035,59.61745086820364,split_001,equal_weight
event_000094,2024-08-05,SH603605,buy,25.825800385934897,0.0,86.00000128515717,25.825800385934897,111.82580167109207,split_001,equal_weight
event_000095,2024-08-05,SZ000539,buy,12.76395174453521,0.0,42.50400181330534,12.76395174453521,55.26795355784055,split_001,equal_weight
event_000096,2024-08-05,SZ002601,buy,34.47924244259002,0.0,114.81599214981522,34.47924244259002,149.29523459240522,split_001,equal_weight
event_000097,2024-08-05,SH601808,buy,22.502080172050583,0.0,74.93200190492004,22.502080172050583,97.43408207697063,split_001,equal_weight
event_000098,2024-08-05,SZ300536,buy,6.5165099999999985,0.0,21.699999999996233,6.5165099999999985,28.216509999996234,split_001,equal_weight
event_000099,2024-08-05,SZ000708,buy,12.415602753623185,0.0,41.343998513553615,12.415602753623185,53.7596012671768,split_001,equal_weight
event_000100,2024-08-05,SH603737,buy,36.5182811049785,0.0,121.60599768557283,36.5182811049785,158.12427879055133,split_001,equal_weight
