outer_split_id,method,kind,rows,sha256
split_001,all,market,269400,79e3c64bbe95bcae76fadeda0a580417fd56b4fc980372e6c5cac14a9a15f257
split_001,equal_weight,signal,240000,ab0a4c8fc912475d72a3581d8ad5d2990a3cbd398fa554d30f41d0f75bd78f42
split_001,stability_weight,signal,240000,1c2f15070aec13635fc467eb758ac778ab2f70239265a5ce7c96d056a11af82e
split_002,all,market,294376,a2a0c65b42b904aff3dd5ed9cf26c2c2602613bd30d48dc0226aa95717f2c2da
split_002,equal_weight,signal,248000,5558ca64c77dfe789c4fcdcf5823055e939cedbc8863de379688aa1334f956b0
split_002,stability_weight,signal,248000,5a75d7920c8cdd4b0d0781c32fbfa64b0ca1bbe622aa7f574d94b9f773b817e2
split_003,all,market,290160,fa892c1d8f4891e07ef9e14bb1190de40837f1eda35efb213c7db6bdbfdfccc0
split_003,equal_weight,signal,248000,9b1339870a139f9001b93f1860c150fa1e14dc53facc18b4046c5dbb7a822175
split_003,stability_weight,signal,248000,5606191da0ef79a53bb7df6b4bfd5e12572b96282aa4a8a25d96d0fe36c9722f
