batch_id,status,returncode,factor_count,factors,config_path,output_dir,started_at,ended_at,elapsed_seconds
batch_001,planned,,1,rev_5,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\smoke_dry_run\generated_configs\batch_001.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\smoke_dry_run\runs\batch_001,2026-06-24T11:37:00,2026-06-24T11:37:00,0.0
batch_002,planned,,1,std_20,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\smoke_dry_run\generated_configs\batch_002.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\smoke_dry_run\runs\batch_002,2026-06-24T11:37:00,2026-06-24T11:37:00,0.0
