parent_role,stage_id,artifact_id,manifest_path,artifact_status,lineage_status,direct_parent
forward_protocol_v1_1,prospective_forward_protocol_v1,prospective_forward_protocol_v1:5f3520f79c3446b7a004d290aa5ec2dee125f219c0b0041a9ef924410207e69e,E:/qlib_prj/qlib_baseline/outputs/prospective_forward_protocol_v1/current/artifact_manifest.json,pass,complete,True
forward_candidate_v1,prospective_forward_candidate_v1,prospective_forward_candidate_v1:9839682dd004d56283e057bee1053b4569716cb01d5ee15fc8bd6c402d945aa3,E:/qlib_prj/qlib_baseline/outputs/prospective_forward_candidate_v1/current/artifact_manifest.json,pass,complete,True
research_model_protocol_v1_1,research_model_protocol_v1_1,research_model_protocol_v1_1:ae43f92603de397c8249c8c50ea6db2b0001fabeaabb98f00a183f1d34c7401c,E:/qlib_prj/qlib_baseline/outputs/research_model_protocol_v1_1/current/artifact_manifest.json,pass,complete,True
labels_v2,full_research_labels_v2,full_research_labels_v2:404fe40807d674d4ec5fc7b7b0727c4e679bec6ddaa2c00d967eaeb08c80102b,E:/qlib_prj/qlib_baseline/outputs/full_research_labels_v2/current/artifact_manifest.json,pass,complete,True
