datetime,instrument,alpha158_KMID,alpha158_KLEN,alpha158_KMID2,alpha158_KUP,alpha158_KUP2,alpha158_KLOW,alpha158_KLOW2,alpha158_KSFT,alpha158_KSFT2,alpha158_OPEN0,alpha158_HIGH0,alpha158_LOW0,alpha158_VWAP0,alpha158_ROC5,alpha158_ROC10,alpha158_ROC20,alpha158_ROC30,alpha158_ROC60,alpha158_MA5,alpha158_MA10
2021-03-10,SH600000,-0.0037174155,0.0148698315,-0.24999715,0.002788104,0.18750072,0.008364311,0.56250215,0.0018587923,0.12500426,1.0037313,1.0065298,0.9916045,1.0011276,1.0187169,0.9888672,0.95713884,0.93097687,0.93097687,1.0063735,1.0005009
2021-03-11,SH600000,0.009259277,0.019444466,0.4761909,0.0064814603,0.33333188,0.0037037276,0.19047722,0.0064815446,0.33333623,0.99082565,1.006422,0.9871559,0.9994555,0.9981524,0.99083066,0.9431367,0.9146709,0.90912825,0.990078,0.9848501
2021-03-12,SH600000,0.0009182587,0.019283766,0.04761822,0.01193753,0.61904556,0.0064279777,0.33333623,-0.0045912936,-0.23809111,0.99908257,1.0119265,0.9926605,1.002863,0.99630487,0.96694946,0.9834405,0.8981798,0.9009169,0.990817,0.9881552
2021-03-15,SH600000,0.022058826,0.03308828,0.66666585,0.011029455,0.33333418,0.0,0.0,0.011029371,0.33333164,0.9784173,1.0107914,0.9784173,0.99803513,0.9667315,0.9514388,0.9639815,0.87410295,0.87229186,0.97786576,0.973459
2021-03-16,SH600000,0.005429896,0.020814504,0.26087075,0.011764706,0.5652167,0.0036199032,0.17391253,-0.0027149068,-0.13043341,0.9945994,1.0117012,0.9909991,1.0005198,0.96582747,0.9423968,0.9613293,0.8712991,0.8776099,0.98561937,0.98013425
2021-03-17,SH600000,-0.016216239,0.020720694,-0.7826108,0.0018017497,0.08695412,0.0027027065,0.13043512,-0.015315282,-0.7391297,1.0164835,1.018315,0.99725276,1.0045098,0.981627,1.0,0.9788949,0.8909911,0.889147,1.0063931,0.9971382
2021-03-18,SH600000,0.0054694824,0.013673706,0.4,0.0018231609,0.13333334,0.006381063,0.46666667,0.010027384,0.73333335,0.99456024,1.0018133,0.9882139,0.9959706,0.9882337,0.9864079,0.9818772,0.87577766,0.87489855,0.9987422,0.9885853
2021-03-19,SH600000,-0.032697506,0.044505022,-0.73469245,0.0036331203,0.08163394,0.008174397,0.18367359,-0.028156228,-0.6326528,1.0338027,1.0375587,0.9915493,1.0085155,1.023461,1.0196792,1.0300441,0.93514955,0.9173612,1.0296519,1.0218573
2021-03-22,SH600000,0.012241019,0.024482124,0.49999824,0.012241105,0.5000017,0.0,0.0,-8.563087e-08,-3.4976897e-06,0.987907,1.0120931,0.987907,1.0004832,1.0344133,1.0,0.99625343,0.97113717,0.90786093,1.0131965,1.0123569
2021-03-23,SH600000,0.0018587202,0.013940486,0.13333252,0.0046468005,0.33333132,0.007434965,0.53333616,0.004646885,0.33333737,0.99814475,1.0046382,0.99072355,0.9965095,1.0305818,0.99536425,1.0,0.94803846,0.90444887,1.0042759,1.0100187
2021-03-24,SH600000,-0.008356601,0.016713118,-0.5000025,0.0037139698,0.22221886,0.0046425466,0.27777863,-0.0074280244,-0.44444275,1.008427,1.0121723,0.99531835,1.0024267,1.0224876,1.0037014,0.9925274,0.96068156,0.8997835,1.0091766,1.0191005
2021-03-25,SH600000,-0.008395556,0.015858209,-0.52941394,0.0055970093,0.35294086,0.0018656416,0.117645174,-0.0121269245,-0.76470965,1.0084666,1.014111,0.9981186,1.0055149,1.0376089,1.0254,1.0159978,0.9670924,0.89840025,1.0063992,1.0213515
2021-03-26,SH600000,-0.0056179506,0.011235987,-0.49999622,0.004681682,0.41666856,0.0009363535,0.08333523,-0.00936328,-0.83332956,1.0056497,1.0103579,0.99905837,1.003605,1.0028796,1.0264082,0.9924849,1.0094115,0.8992836,1.0068128,1.0197148
2021-03-29,SH600000,-0.011320741,0.018867902,-0.6,0.0,0.0,0.0075471606,0.4,-0.0037735803,-0.2,1.0114504,1.0114504,0.99236643,0.99668753,1.0257633,1.0610633,1.0095367,1.0228454,0.9140987,1.0150595,1.0271796
2021-03-30,SH600000,0.03380277,0.03661972,0.9230757,0.0,0.0,0.0028169474,0.07692433,0.03661972,1.0,0.9673025,1.0,0.9645777,0.98574966,0.97913426,1.009078,0.9509519,0.97005624,0.86925006,0.9704085,0.97686476
2021-03-31,SH600000,-0.0018165004,0.01544046,-0.11764549,0.002724792,0.1764709,0.010899168,0.7058836,0.0063578757,0.4117672,1.0018198,1.0045495,0.989081,0.9963632,0.9718338,0.99368805,0.99368805,0.97271615,0.86717796,0.97782,0.979286
2021-04-01,SH600000,-0.009099237,0.018198308,-0.50000453,0.0018197978,0.09999818,0.0072792736,0.39999726,-0.003639761,-0.20000546,1.0091828,1.0110193,0.9926539,0.9985376,0.9761644,1.0128767,0.9991096,0.9945206,0.87239724,0.99156165,0.98698634
2021-04-02,SH600000,-0.016453452,0.025594095,-0.6428613,0.0009139976,0.03571127,0.008226643,0.3214274,-0.009140807,-0.3571452,1.0167286,1.017658,0.99163574,1.0011505,0.986968,0.9898101,1.0092888,1.019548,0.8996257,1.0061278,0.9999099
2021-04-06,SH600000,-0.0055761454,0.010223031,-0.54544926,0.0027881148,0.27272877,0.0018587714,0.18182194,-0.0065054884,-0.6363561,1.0056074,1.0084112,0.9981308,1.0019765,0.97943676,1.0046703,1.0046703,1.0009061,0.9055485,1.015851,1.0050187
2021-04-07,SH600000,-0.008379898,0.015828725,-0.52941084,0.0009310716,0.05882164,0.006517755,0.41176754,-0.0027932147,-0.17646493,1.0084507,1.0093896,0.99342716,0.9986201,1.0337558,1.0121857,1.0074935,1.0121857,0.90888715,1.0138665,1.008516
2021-04-08,SH600000,0.0028221996,0.013170265,0.21428572,0.0037629327,0.2857143,0.0065851323,0.5,0.005644399,0.42857143,0.99718577,1.0037524,0.9906191,0.9981721,1.0309263,1.0018891,1.0055976,0.99440247,0.92121464,1.006759,1.0074097
2021-04-09,SH600000,-0.0046992097,0.010338364,-0.45454094,0.0,0.0,0.005639154,0.54545903,0.00093994447,0.09091811,1.0047214,1.0047214,0.9943342,0.99869484,1.0283138,1.0038033,1.0292999,1.0198619,0.9263276,1.0077616,1.013699
2021-04-12,SH600000,0.01417771,0.02173915,0.65217406,0.0018903384,0.08695549,0.005671101,0.26087043,0.017958472,0.826089,0.9860205,1.001864,0.9804287,0.99490654,1.0027804,0.9897122,1.0158488,0.9822744,0.91609895,0.9940359,1.0014806
2021-04-13,SH600000,0.0018621208,0.013966456,0.13332808,0.005586616,0.40000242,0.006517719,0.4666695,0.0027932234,0.19999515,0.99814135,1.0055763,0.99163574,0.99881566,0.9944545,0.9740053,1.0334812,0.9832941,0.9005268,0.9923888,1.0013032
2021-04-14,SH600000,-0.021256892,0.02310534,-0.9199991,0.0,0.0,0.0018484474,0.08000087,-0.019408444,-0.83999825,1.0217185,1.0217185,0.9981114,1.004922,1.005705,1.0396534,1.0490913,0.9886604,0.9235104,1.0071841,1.0134174
2021-04-15,SH600000,-0.014177746,0.021739068,-0.6521782,0.0028354633,0.13043168,0.004725858,0.2173901,-0.012287351,-0.5652198,1.0143816,1.0172579,0.9952062,1.0008999,1.0220252,1.0536327,1.0469823,1.0469823,0.9434354,1.0181923,1.0235627
2021-04-16,SH600000,0.008612418,0.012440197,0.69230556,0.00095694495,0.076923616,0.002870835,0.23077084,0.010526308,0.8461528,0.9914611,1.0009488,0.9886148,0.9957259,1.0047413,1.0331894,1.0464935,1.0322695,0.93645173,1.006652,1.0095959
2021-04-19,SH600000,0.002843635,0.018009486,0.1578965,0.0056871837,0.3157882,0.009478668,0.5263153,0.006635119,0.36842358,0.9971644,1.005671,0.9877126,0.99756676,1.0141698,1.0169897,1.0066267,1.0264363,0.9376101,0.9999859,1.0040536
2021-04-20,SH600000,-0.004739325,0.00947865,-0.5,0.0028436123,0.30000183,0.0018957128,0.19999819,-0.0056872247,-0.60000366,1.0047619,1.007619,0.9980953,1.0017669,1.0247922,1.0191092,1.0238687,1.0238687,0.96000564,1.0026995,1.0098459
2021-04-21,SH600000,0.010506272,0.015281732,0.6875053,0.003820368,0.24999574,0.000955092,0.062498935,0.0076409965,0.5000085,0.989603,1.0037806,0.9886578,0.99851644,1.0009165,1.0066267,1.0188931,1.0141698,0.96031016,0.99488187,1.0014945
2021-04-22,SH600000,-0.016037738,0.018867938,-0.84999955,0.0,0.0,0.0028301992,0.15000045,-0.013207539,-0.6999991,1.0162991,1.0162991,0.99712366,1.0046207,1.0,1.0220252,1.023956,1.0277461,0.9568078,1.009182,1.0136871
2021-04-23,SH600000,0.0009596674,0.008637181,0.11110887,0.0038387566,0.44444558,0.0038387566,0.44444558,0.0009596674,0.11110887,0.99904126,1.0038351,0.9952062,1.0004784,1.010512,1.0153033,1.0191648,1.0450516,0.9558782,1.0070795,1.0121567
2021-04-26,SH600000,-0.014354068,0.021052621,-0.68181854,0.004784718,0.22727422,0.0019138351,0.09090721,-0.01722495,-0.81818557,1.0145631,1.0194175,0.9980583,1.0100002,1.0272287,1.0417844,1.0310667,1.0582954,0.9505395,1.0143964,1.0208052
2021-04-27,SH600000,-0.0058082854,0.009680534,-0.5999964,0.0009680622,0.10000091,0.0029041867,0.30000272,-0.0038721608,-0.39999455,1.0058422,1.0068159,0.99707884,1.001727,1.022369,1.0477158,1.0204808,1.0827947,0.94647396,1.0128695,1.0189992
2021-04-28,SH600000,-0.007744427,0.014520778,-0.53333414,0.0,0.0,0.0067763515,0.46666586,-0.00096807536,-0.06666829,1.0078049,1.0078049,0.99317074,0.997696,1.032237,1.033183,1.0741522,1.0839034,0.944404,1.0084122,1.017683
2021-04-29,SH600000,0.025291841,0.028210152,0.8965511,0.00097277,0.034482975,0.00194554,0.06896595,0.026264612,0.931034,0.9753321,1.0009488,0.9734345,0.99200153,0.9895973,0.9895973,1.0426722,1.0360909,0.9231477,0.982733,0.99070835
2021-04-30,SH600000,-0.022373537,0.031128414,-0.71874964,0.0,0.0,0.008754877,0.28125036,-0.013618659,-0.43749928,1.0228856,1.0228856,0.99104476,1.0008296,1.0378506,1.0487605,1.0835683,1.0975212,0.9611845,1.0230815,1.0341399
2021-05-06,SH600000,0.0130391205,0.021063216,0.619047,0.008024096,0.380953,0.0,0.0,0.0050150254,0.238094,0.98712873,1.0079209,0.98712873,0.998826,1.0197917,1.0475593,1.065357,1.0545012,0.9861163,1.014061,1.0242671
2021-05-07,SH600000,-0.00693069,0.015841538,-0.43750107,0.004950441,0.31249753,0.003960407,0.25000143,-0.007920723,-0.49999717,1.0069791,1.0119641,0.996012,1.0043223,1.0239459,1.0468506,1.0668551,1.0718375,1.0409013,1.0163605,1.026742
2021-05-10,SH600000,-0.010934464,0.017892668,-0.6111142,0.0,0.0,0.006958205,0.3888858,-0.003976259,-0.2222284,1.0110554,1.0110554,0.99296486,0.9982091,1.0301349,1.0633434,1.0703899,1.0834334,1.0271364,1.0184858,1.0286433
2021-05-11,SH600000,0.013104808,0.017137112,0.7647034,0.0020161525,0.11764832,0.0020161525,0.11764832,0.013104808,0.7647034,0.9870647,1.0019901,0.98507464,0.9954963,1.0487605,1.0378506,1.0607095,1.0627134,1.0209291,0.9986047,1.0146282
2021-05-12,SH600000,0.007968131,0.017928297,0.44444445,0.007968131,0.44444445,0.0019920329,0.11111111,0.0019920329,0.11111111,0.9920949,1.0079051,0.99011856,1.0008998,0.993072,1.0306604,1.0464329,1.0504128,1.0158461,0.993072,1.0045327
2021-05-13,SH600000,0.0,0.015857304,0.0,0.007928606,0.49999717,0.007928696,0.50000286,9.0129554e-08,5.683788e-06,1.0,1.0079286,0.99207133,0.9985111,1.000961,1.0207717,1.063424,1.0524837,1.0623891,0.99581605,1.0054258
2021-05-14,SH600000,0.008910888,0.016831687,0.52941144,0.0009900887,0.0588229,0.0069307107,0.41176564,0.0148515105,0.8823542,0.99116784,1.0009813,0.9842983,0.994227,0.984263,1.007832,1.0559216,1.0284731,1.051969,0.9891963,0.9947812
2021-05-17,SH600000,0.0009804578,0.015686255,0.06250426,0.0078431275,0.5,0.0068626697,0.43749574,0.0,0.0,0.9990205,1.0078354,0.99216455,1.0004948,0.974505,1.0038717,1.0371832,1.078311,1.0460223,0.9923442,0.9924319
2021-05-18,SH600000,0.0039292956,0.007858591,0.5,0.0009823239,0.125,0.0029469717,0.375,0.0058939434,0.75,0.99608606,1.0009785,0.99315065,0.99738216,0.98336005,1.0313092,1.0205809,1.0753175,1.0459787,0.9947307,0.98835933
2021-05-19,SH600000,-0.0068694837,0.012757612,-0.53846157,0.0009813547,0.07692308,0.004906774,0.3846154,-0.0029440643,-0.23076923,1.006917,1.0079051,0.9950593,0.99939865,1.0,0.993072,1.0414947,1.0760612,1.0701652,1.0045549,0.9988134
2021-05-20,SH600000,0.005940615,0.015841521,0.37500283,0.001980145,0.12499716,0.007920761,0.5,0.01188123,0.75000566,0.9940945,1.0019685,0.9862205,0.9949056,0.9930994,0.9940537,1.0413302,1.0590221,1.079724,1.0019528,0.9954485
2021-05-21,SH600000,-0.0107843205,0.014705917,-0.7333321,0.0019607532,0.13333091,0.0019608424,0.13333698,-0.010784232,-0.7333261,1.0109019,1.012884,0.9980178,1.0041379,1.0099053,0.9940124,1.0405824,1.0604672,1.0614282,1.0069338,1.0029643
2021-05-24,SH600000,0.0009920477,0.00892861,0.11110887,0.004960329,0.55555445,0.0029762334,0.3333367,-0.0009920477,-0.11110887,0.99900895,1.0049554,0.99603564,0.9992615,1.0119013,0.9861028,1.048566,1.0555145,1.0683767,1.0045536,1.0043539
2021-05-25,SH600000,0.021782143,0.026732692,0.81481296,0.0009901098,0.03703741,0.003960439,0.14814964,0.024752473,0.9259252,0.9786822,1.000969,0.9748062,0.9918863,0.9903152,0.9738364,1.0106968,1.0329576,1.0271755,0.9841284,0.98461264
2021-05-26,SH600000,0.0038797439,0.013579059,0.28571522,0.0067895297,0.5,0.0029097858,0.21428479,0.0,0.0,0.99613523,1.0067633,0.9932367,0.99982196,0.97780335,0.97780335,1.0077832,1.0232055,1.0435283,0.98573077,0.98399395
2021-05-27,SH600000,-0.0029069616,0.01647287,-0.17646964,0.010658948,0.6470607,0.0029069616,0.17646964,-0.010658948,-0.6470607,1.0029154,1.0136055,0.99708456,1.0021107,0.98738766,0.9805741,1.0009423,1.042766,1.0242825,0.99396926,0.9916425
2021-05-28,SH600000,0.0019361603,0.010648529,0.18182419,0.00096799206,0.090903826,0.007744377,0.727272,0.008712545,0.81819236,0.99806756,1.0009661,0.99033815,0.9952496,0.97492075,0.98457766,0.9922889,1.0396367,1.0222687,0.99325454,0.9874676
2021-05-31,SH600000,-0.006769794,0.011605424,-0.58333015,0.0,0.0,0.00483563,0.41666982,-0.001934164,-0.16666035,1.0068159,1.0068159,0.99513143,0.99771065,0.9824969,0.99418986,0.998039,1.0311569,1.019464,1.0044738,0.99572223
2021-06-01,SH600000,-0.0039101164,0.007820143,-0.50000566,0.0029325206,0.37499574,0.0009775069,0.12499858,-0.00586513,-0.75000286,1.0039254,1.0068696,0.99901867,1.0011532,1.0127361,1.0029279,1.0343288,1.023569,1.0716586,1.0097936,1.003228
2021-06-02,SH600000,0.0009794375,0.009794375,0.1,0.0009794375,0.1,0.0078355,0.8,0.0078355,0.8,0.99902153,1.0009785,0.9911937,0.99532616,1.0126989,0.99022037,0.98336005,1.0313092,1.064589,1.004306,1.0012772
2021-06-03,SH600000,0.001958844,0.013711997,0.14285621,0.008814842,0.64285624,0.0029383106,0.21428756,-0.003917688,-0.28571242,0.99804497,1.0087976,0.9951124,1.0021222,1.005906,0.9932191,0.98731315,1.0342691,1.0616114,1.0021728,1.0010062
2021-06-04,SH600000,-0.0019511998,0.01853662,-0.1052619,0.012682932,0.6842095,0.0039024884,0.21052858,-0.010731644,-0.57894284,1.001955,1.0146627,0.9960899,1.0039982,1.011739,0.9863653,0.9804594,1.0263945,1.0508932,0.999825,1.0023696
2021-06-07,SH600000,-0.0029239913,0.0068225875,-0.42857513,0.0009746047,0.14284971,0.0029239913,0.42857513,-0.0009746047,-0.14284971,1.0029325,1.0039101,0.99706745,1.0000156,1.0039374,0.9863653,0.9726576,1.0342691,1.0489246,0.99903756,1.0037332
2021-06-08,SH600000,0.006835899,0.014648431,0.46666425,0.0019531774,0.13333698,0.0058593545,0.39999878,0.010742076,0.7333261,0.9932105,1.0019399,0.98739094,0.99653184,0.9883527,1.0009404,0.97475225,1.0116472,1.0397165,0.9935615,0.9957969
2021-06-09,SH600000,-0.007774528,0.01360538,-0.57143044,0.005830852,0.42856959,0.0,0.0,-0.01360538,-1.0,1.0078354,1.0137119,1.0,1.0039768,1.0009496,1.0136606,0.99116075,1.02155,1.0675725,1.0030974,1.0041785
2021-06-10,SH600000,0.001958844,0.010773776,0.18181592,0.0078354655,0.727272,0.0009794666,0.090912096,-0.004897155,-0.45454395,0.99804497,1.0078201,0.99706745,1.0011376,1.0,1.005906,0.9863653,1.0068538,1.0655487,1.0011958,1.0016843
2021-06-11,SH600000,-0.006835959,0.016601615,-0.4117647,0.003906262,0.23529412,0.005859393,0.3529412,-0.004882828,-0.29411766,1.006883,1.0108162,0.9941003,1.0015773,1.0058672,1.0176752,1.0019802,1.0098277,1.093436,1.0058966,1.0057939
2021-06-15,SH600000,-0.011822604,0.013793097,-0.85713917,0.0,0.0,0.0019704937,0.14286086,-0.0098521095,-0.7142783,1.0119641,1.0119641,0.9980059,1.0025148,1.0199301,1.0239459,1.0179965,1.021938,1.107682,1.0159738,1.0174612
2021-06-16,SH600000,0.0009960276,0.012948178,0.07692415,0.008964158,0.6923104,0.0029879923,0.23076546,-0.004980138,-0.38462076,0.99900496,1.0089552,0.99601996,1.0035975,1.0259017,1.0139527,1.0169215,1.0487605,1.0866113,1.0087576,1.014027
2021-06-17,SH600000,-0.0009950064,0.008955238,-0.11110887,0.006965226,0.77778226,0.0009950064,0.11110887,-0.006965226,-0.77778226,1.000996,1.0079682,0.999004,1.0016456,1.0169379,1.0179036,1.0079489,1.0009657,1.0985811,1.0063442,1.013216
2021-06-18,SH600000,0.00597609,0.009960211,0.5999964,0.0,0.0,0.00398412,0.40000364,0.009960211,1.0,0.9940594,1.0,0.99009895,0.9952244,1.0128498,1.0128498,1.0059818,1.0,1.0545012,0.9978288,1.0059448
2021-06-21,SH600000,-0.0019880347,0.007952319,-0.24999432,0.0029821424,0.37500283,0.0029821424,0.37500283,-0.0019880347,-0.24999432,1.001992,1.0049801,0.9970119,1.000015,1.0129262,1.0188693,1.0049773,0.99895996,1.0707228,1.0011737,1.0100363
2021-06-22,SH600000,-0.0059642685,0.011928447,-0.5000038,0.005964178,0.49999622,0.0,0.0,-0.011928447,-1.0,1.006,1.012,1.0,1.0038929,1.0029836,1.0229731,1.0090252,0.99500257,1.078019,1.0046096,1.0118073
2021-06-23,SH600000,-0.0019980501,0.0069930395,-0.28571984,0.0019979593,0.28570685,0.0029970298,0.42857328,-0.0009989797,-0.14285342,1.002002,1.004004,0.996997,1.0002586,1.0059729,1.0320293,1.0329999,1.0059729,1.0690608,1.00439,1.0095865
2021-06-24,SH600000,0.0020000816,0.008000053,0.25000852,0.0029999858,0.37499574,0.0029999858,0.37499574,0.0020000816,0.25000852,0.9980039,1.002994,0.9950099,0.9985213,1.0020097,1.0189817,1.0329015,1.0099746,1.0608902,1.0009974,1.0046821
2021-06-25,SH600000,0.00598801,0.009980047,0.5999982,0.002994096,0.30000818,0.0009979412,0.09999363,0.003991856,0.39998364,0.99404764,1.0029763,0.99305564,0.99861944,1.001998,1.0148735,1.0208673,1.001036,1.0535741,0.99467224,0.99724734
2021-06-28,SH600000,-0.0049701855,0.0079522785,-0.62500143,0.0009940913,0.12500711,0.0019880019,0.24999148,-0.0039762747,-0.50001705,1.004995,1.0059941,0.99800205,1.0004911,1.0029805,1.0159452,1.0339022,1.017957,1.0469414,1.0009687,1.0025632
2021-06-29,SH600000,-0.0029969811,0.0059939623,-0.5,0.0029969811,0.5,0.0,0.0,-0.0059939623,-1.0,1.003006,1.006012,1.0,1.0015279,1.0020179,1.0050075,1.0290732,1.0230942,1.1032137,1.0036323,1.0051345
2021-06-30,SH600000,0.0,0.0049999547,0.0,0.0020000183,0.40000728,0.0029999362,0.59999275,0.0009999182,0.19998544,1.0,1.002,0.99700004,0.99987215,0.99903035,1.0049974,1.01902,1.0220035,1.0989782,1.0018051,1.0026106
2021-07-01,SH600000,0.001998053,0.0069930037,0.28572172,0.0029969886,0.42856959,0.0019979621,0.28570873,0.0009990265,0.14286086,0.9980059,1.002991,0.996012,0.99970394,0.9990333,1.001041,1.0189633,1.0089983,1.0857439,0.9990183,0.999524
2021-07-02,SH600000,-0.00799199,0.0129870055,-0.61538357,0.003995995,0.30769178,0.0009990215,0.07692469,-0.010988963,-0.84615064,1.0080564,1.0120846,0.9989929,1.003278,1.015098,1.0171261,1.0301961,1.0232104,1.0836024,1.0060543,1.007872
2021-07-05,SH600000,-0.0030150448,0.011055255,-0.27272502,0.001005015,0.09090834,0.007035196,0.63636667,0.003015136,0.27273327,1.0030242,1.0040323,0.9929435,0.99647593,1.0090977,1.0121052,1.031203,1.0171429,1.0786467,1.005218,1.0076466
2021-07-06,SH600000,0.008072666,0.013118058,0.6153857,0.0020182123,0.15384991,0.0030271807,0.23076439,0.009081634,0.69230014,0.991992,1.002002,0.98898906,0.9971568,0.9989548,1.0009706,1.023966,1.0100045,1.0660744,0.99837244,1.0004778
2021-07-07,SH600000,0.001998053,0.009989993,0.20000546,0.0009989357,0.09999363,0.0069930037,0.7000009,0.007992121,0.8000127,0.9980059,1.000997,0.9910269,0.99735636,0.9970253,0.9960586,1.0279616,1.0289283,1.0628393,0.9950323,0.99692863
2021-07-08,SH600000,-0.010945282,0.012935284,-0.8461571,0.0,0.0,0.0019900019,0.15384293,-0.008955279,-0.69231415,1.0110664,1.0110664,0.997988,1.0025069,1.0090044,1.0080289,1.0271629,1.0411947,1.0653561,1.0021911,1.0051024
2021-07-09,SH600000,-0.0020140766,0.011077558,-0.18181592,0.008056398,0.727272,0.001007084,0.090912096,-0.00906339,-0.8181758,1.0020181,1.0100908,0.9989909,1.0022092,1.0020322,1.0171609,1.0322896,1.0383862,1.082794,1.0048773,1.006488
2021-07-12,SH600000,-0.0050200704,0.0090361815,-0.5555522,0.0030120607,0.33333334,0.0010040506,0.11111448,-0.0070280805,-0.77777106,1.0050454,1.0080726,0.9989909,1.0032324,1.0010537,1.010161,1.0262682,1.0444076,1.0858046,1.0046666,1.005472
2021-07-13,SH600000,0.0020121469,0.01106635,0.1818257,0.0030180372,0.272722,0.006036166,0.5454523,0.0050302753,0.454556,0.9979919,1.003012,0.99196786,0.99903476,1.0030705,1.002022,1.0070395,1.031154,1.0632817,0.99901146,1.0002246
2021-07-14,SH600000,-0.014042158,0.01705114,-0.8235319,0.0,0.0,0.0030089817,0.17646807,-0.011033176,-0.64706385,1.0142422,1.0142422,0.9969482,1.0026393,1.0203354,1.0173002,1.0223842,1.0366492,1.061082,1.0081342,1.0117005
2021-07-15,SH600000,0.011190242,0.015259413,0.73333377,0.0020346316,0.13333616,0.0020345391,0.1333301,0.01119015,0.7333277,0.9889336,1.0020121,0.98692155,0.9964742,1.0,1.0090044,1.0100548,1.0281384,1.0603287,0.9969386,0.9995648
2021-07-16,SH600000,-0.0029969811,0.011988015,-0.24999811,0.006992986,0.58333147,0.0019980478,0.16667046,-0.007991919,-0.6666591,1.003006,1.01002,0.997996,1.0022268,0.9929746,0.9949925,1.0120329,1.0250374,1.0601645,0.9943946,0.99610615
2021-07-19,SH600000,0.0030059977,0.018036077,0.16666582,0.0020040288,0.11111224,0.01302605,0.722222,0.014028019,0.7777755,0.997003,1.0019981,0.984016,0.9926419,0.9899412,0.9909843,1.0029805,1.021906,1.0488787,0.9933686,0.99396473
2021-07-20,SH600000,-0.0019980501,0.007992019,-0.2500057,0.0009989797,0.12499716,0.0049949894,0.62499714,0.0019979593,0.24999432,1.002002,1.003003,0.994995,0.9990119,0.996939,1.0,1.0009706,1.023966,1.0590564,0.99598324,0.99596834
2021-07-21,SH600000,0.004206062,0.013669792,0.30769026,0.00946373,0.69230974,0.0,0.0,-0.005257668,-0.38461947,0.9958116,1.0094241,0.9958116,1.0007901,0.97992414,0.99985135,0.99591047,1.0278088,1.0397799,0.9959253,0.99191016
2021-07-22,SH600000,0.006262965,0.01670145,0.37499526,0.008350771,0.5000027,0.0020877153,0.12500203,-9.0373376e-08,-5.411109e-06,0.993776,1.0082988,0.9917013,1.0017325,0.9816588,0.9816588,0.98954046,1.0083236,1.030053,0.990277,0.98446524
2021-07-23,SH600000,-0.0020832892,0.010416716,-0.1999948,0.0072917375,0.70000345,0.0010416897,0.10000173,-0.0083333375,-0.79999655,1.0020876,1.0093946,0.99895614,1.0027745,0.9916988,0.98473173,1.0016305,1.0165284,1.0234954,0.99810255,0.9921212
2021-07-26,SH600000,-0.024033507,0.0292581,-0.82143086,0.0010448643,0.035711966,0.0041797287,0.14285715,-0.020898644,-0.71428573,1.0246253,1.0256959,0.99571735,1.0072225,1.020298,1.010035,1.020298,1.0365669,1.0467539,1.0196898,1.016611
2021-07-27,SH600000,-0.022435904,0.0363248,-0.617647,0.007478665,0.20588318,0.0064102313,0.17646983,-0.023504335,-0.64706033,1.0229508,1.0306011,0.99344265,1.0145093,1.0394226,1.0362409,1.0383363,1.0435357,1.0664287,1.0330126,1.0341301
2021-07-28,SH600000,0.0054585035,0.021834014,0.25,0.01637551,0.75,0.0,0.0,-0.010917007,-0.5,0.99457115,1.0162866,0.99457115,1.0036339,1.0368514,1.0160357,1.0336134,1.0387788,1.0894303,1.0188729,1.0257497
2021-07-29,SH600000,-0.014053976,0.019459475,-0.7222177,0.0032432612,0.16666746,0.0021622367,0.11111485,-0.015135001,-0.7777703,1.0142543,1.0175438,0.99780697,1.0034336,1.0569915,1.037605,1.046948,1.048038,1.0490501,1.017549,1.0321317
2021-07-30,SH600000,-0.010952925,0.01314353,-0.8333321,0.0,0.0,0.002190604,0.16666786,-0.008762321,-0.66666424,1.0110742,1.0110742,0.99778515,1.0027047,1.060942,1.052135,1.0468664,1.0647951,1.0647951,1.0155225,1.0372257
