outer_split_id,inner_split_id,factor,selected,selection_eligible,selection_reason,frozen_direction,fdr_bh_q_value
split_001,split_001_inner_001,alpha158_BETA10,False,True,fdr_not_passed,-1,0.0618811881188118
split_001,split_001_inner_001,alpha158_BETA20,True,True,selected,-1,0.0495049504950495
split_001,split_001_inner_001,alpha158_BETA30,True,True,selected,-1,0.0309405940594059
split_001,split_001_inner_001,alpha158_BETA5,False,True,fdr_not_passed,-1,0.0773514851485148
split_001,split_001_inner_001,alpha158_BETA60,True,True,selected,-1,0.0309405940594059
split_001,split_001_inner_001,alpha158_CNTD10,False,True,fdr_not_passed,-1,0.2475247524752475
split_001,split_001_inner_001,alpha158_CNTD20,False,True,fdr_not_passed,-1,0.1302761855132881
split_001,split_001_inner_001,alpha158_CNTD30,True,True,selected,-1,0.0309405940594059
split_001,split_001_inner_001,alpha158_CNTD5,False,True,fdr_not_passed,-1,0.2003771805752004
split_001,split_001_inner_001,alpha158_CNTD60,False,True,fdr_not_passed,-1,0.11001100110011
split_001,split_001_inner_001,alpha158_CNTN10,False,True,fdr_not_passed,1,0.4059405940594059
split_001,split_001_inner_001,alpha158_CNTN20,False,True,fdr_not_passed,1,0.2475247524752475
split_001,split_001_inner_001,alpha158_CNTN30,False,True,fdr_not_passed,1,0.1608910891089109
split_001,split_001_inner_001,alpha158_CNTN60,False,True,fdr_not_passed,1,0.3403465346534653
split_001,split_001_inner_001,alpha158_CNTP10,False,True,fdr_not_passed,-1,0.0773514851485148
split_001,split_001_inner_001,alpha158_CNTP20,False,True,fdr_not_passed,-1,0.0773514851485148
split_001,split_001_inner_001,alpha158_CNTP30,True,True,selected,-1,0.0309405940594059
split_001,split_001_inner_001,alpha158_CNTP5,False,True,fdr_not_passed,-1,0.11001100110011
split_001,split_001_inner_001,alpha158_CNTP60,False,True,fdr_not_passed,-1,0.0773514851485148
split_001,split_001_inner_001,alpha158_CORD10,True,True,selected,-1,0.0309405940594059
split_001,split_001_inner_001,alpha158_CORD20,True,True,selected,-1,0.0309405940594059
split_001,split_001_inner_001,alpha158_CORD30,True,True,selected,-1,0.0309405940594059
split_001,split_001_inner_001,alpha158_CORD5,False,True,fdr_not_passed,-1,0.0618811881188118
split_001,split_001_inner_001,alpha158_CORD60,True,True,selected,-1,0.0309405940594059
split_001,split_001_inner_001,alpha158_CORR10,True,True,selected,-1,0.0495049504950495
split_001,split_001_inner_002,alpha158_BETA10,False,True,fdr_not_passed,-1,0.0618811881188118
split_001,split_001_inner_002,alpha158_BETA20,True,True,selected,-1,0.0495049504950495
split_001,split_001_inner_002,alpha158_BETA30,True,True,selected,-1,0.0309405940594059
split_001,split_001_inner_002,alpha158_BETA5,False,True,fdr_not_passed,-1,0.0773514851485148
split_001,split_001_inner_002,alpha158_BETA60,True,True,selected,-1,0.0309405940594059
split_001,split_001_inner_002,alpha158_CNTD10,False,True,fdr_not_passed,-1,0.2475247524752475
split_001,split_001_inner_002,alpha158_CNTD20,False,True,fdr_not_passed,-1,0.1302761855132881
split_001,split_001_inner_002,alpha158_CNTD30,True,True,selected,-1,0.0309405940594059
split_001,split_001_inner_002,alpha158_CNTD5,False,True,fdr_not_passed,-1,0.2003771805752004
split_001,split_001_inner_002,alpha158_CNTD60,False,True,fdr_not_passed,-1,0.11001100110011
split_001,split_001_inner_002,alpha158_CNTN10,False,True,fdr_not_passed,1,0.4059405940594059
split_001,split_001_inner_002,alpha158_CNTN20,False,True,fdr_not_passed,1,0.2475247524752475
split_001,split_001_inner_002,alpha158_CNTN30,False,True,fdr_not_passed,1,0.1608910891089109
split_001,split_001_inner_002,alpha158_CNTN60,False,True,fdr_not_passed,1,0.3403465346534653
split_001,split_001_inner_002,alpha158_CNTP10,False,True,fdr_not_passed,-1,0.0773514851485148
split_001,split_001_inner_002,alpha158_CNTP20,False,True,fdr_not_passed,-1,0.0773514851485148
split_001,split_001_inner_002,alpha158_CNTP30,True,True,selected,-1,0.0309405940594059
split_001,split_001_inner_002,alpha158_CNTP5,False,True,fdr_not_passed,-1,0.11001100110011
split_001,split_001_inner_002,alpha158_CNTP60,False,True,fdr_not_passed,-1,0.0773514851485148
split_001,split_001_inner_002,alpha158_CORD10,True,True,selected,-1,0.0309405940594059
split_001,split_001_inner_002,alpha158_CORD20,True,True,selected,-1,0.0309405940594059
split_001,split_001_inner_002,alpha158_CORD30,True,True,selected,-1,0.0309405940594059
split_001,split_001_inner_002,alpha158_CORD5,False,True,fdr_not_passed,-1,0.0618811881188118
split_001,split_001_inner_002,alpha158_CORD60,True,True,selected,-1,0.0309405940594059
split_001,split_001_inner_002,alpha158_CORR10,True,True,selected,-1,0.0495049504950495
split_001,split_001_inner_003,alpha158_BETA10,False,True,fdr_not_passed,-1,0.0618811881188118
split_001,split_001_inner_003,alpha158_BETA20,True,True,selected,-1,0.0495049504950495
split_001,split_001_inner_003,alpha158_BETA30,True,True,selected,-1,0.0309405940594059
split_001,split_001_inner_003,alpha158_BETA5,False,True,fdr_not_passed,-1,0.0773514851485148
split_001,split_001_inner_003,alpha158_BETA60,False,True,direction_mismatch,-1,0.0309405940594059
split_001,split_001_inner_003,alpha158_CNTD10,False,True,fdr_not_passed,-1,0.2475247524752475
split_001,split_001_inner_003,alpha158_CNTD20,False,True,fdr_not_passed,-1,0.1302761855132881
split_001,split_001_inner_003,alpha158_CNTD30,True,True,selected,-1,0.0309405940594059
split_001,split_001_inner_003,alpha158_CNTD5,False,True,fdr_not_passed,-1,0.2003771805752004
split_001,split_001_inner_003,alpha158_CNTD60,False,True,direction_mismatch;fdr_not_passed,-1,0.11001100110011
split_001,split_001_inner_003,alpha158_CNTN10,False,True,fdr_not_passed,1,0.4059405940594059
split_001,split_001_inner_003,alpha158_CNTN20,False,True,fdr_not_passed,1,0.2475247524752475
split_001,split_001_inner_003,alpha158_CNTN30,False,True,fdr_not_passed,1,0.1608910891089109
split_001,split_001_inner_003,alpha158_CNTN60,False,True,direction_mismatch;fdr_not_passed,1,0.3403465346534653
split_001,split_001_inner_003,alpha158_CNTP10,False,True,fdr_not_passed,-1,0.0773514851485148
split_001,split_001_inner_003,alpha158_CNTP20,False,True,fdr_not_passed,-1,0.0773514851485148
split_001,split_001_inner_003,alpha158_CNTP30,True,True,selected,-1,0.0309405940594059
