datetime,instrument,alpha360_CLOSE0,alpha360_CLOSE5,alpha360_CLOSE20,alpha360_CLOSE59,alpha360_OPEN0,alpha360_OPEN5,alpha360_OPEN20,alpha360_OPEN59,alpha360_HIGH0,alpha360_HIGH5,alpha360_HIGH20,alpha360_HIGH59,alpha360_LOW0,alpha360_LOW5,alpha360_LOW20,alpha360_LOW59,alpha360_VWAP0,alpha360_VWAP5,alpha360_VWAP20,alpha360_VWAP59,alpha360_VOLUME0,alpha360_VOLUME5,alpha360_VOLUME20,alpha360_VOLUME59
2020-11-02,SH600000,1.0,1.0378165,1.0237865,1.125383,1.0032432,1.0507892,1.0270298,1.124302,1.0086486,1.0540324,1.030273,1.1329504,0.9967568,1.0367355,1.0227054,1.1210588,1.0015959,1.0434376,1.0256335,1.126171,1.0,1.1325736,0.63356256,1.2090762
2020-11-03,SH600000,1.0,1.019328,1.0171626,1.1462026,1.0010753,1.0311556,1.0203882,1.1246979,1.0107527,1.0311556,1.0246892,1.152654,0.9978494,1.019328,1.0171626,1.1214721,1.0027343,1.0244057,1.0198834,1.1384115,1.0,0.56078327,0.3868652,1.3042156
2020-11-04,SH600000,1.0,1.0064687,1.009663,1.1252993,1.0010706,1.0150343,1.0171578,1.1392184,1.006424,1.0193172,1.0192993,1.1392184,0.993576,1.0043272,1.009663,1.1188753,0.99918383,1.008355,1.0145452,1.1247419,1.0,0.91291094,0.65638584,0.9155106
2020-11-05,SH600000,1.0,1.0010359,1.0031874,1.1250299,1.0106838,0.9988993,1.0095977,1.1293036,1.0106838,1.0095826,1.0138711,1.1357139,0.9967949,0.99783087,0.998914,1.1122091,1.0016049,1.0021431,1.0072176,1.1208549,1.0,0.7822845,0.69814277,0.7603481
2020-11-06,SH600000,1.0,0.9861784,1.0031774,1.110811,0.99787015,0.99895823,1.0053073,1.1193312,1.0042598,1.0064132,1.009567,1.1214613,0.99361026,0.98511344,1.0010476,1.103356,0.9998741,0.9944692,1.005589,1.110748,1.0,0.8770326,0.62224084,0.6925854
2020-11-09,SH600000,1.0,0.9809381,1.0169264,1.115558,0.9989396,0.9841195,1.0020808,1.1049539,1.0053022,0.98942184,1.021168,1.1208601,0.99575824,0.9777566,0.9988995,1.1017725,1.0005494,0.98250353,1.0137067,1.114255,1.0,0.52329934,0.74967474,0.5506701
2020-11-10,SH600000,1.0,0.983127,1.0084364,1.106757,1.001057,0.9841841,1.0126647,1.1183848,1.013742,0.9936982,1.0137217,1.1289556,0.9978858,0.9810127,1.0063223,1.1046429,1.0044624,0.98581517,1.0081046,1.1224351,1.0,0.80592555,0.3331794,0.75605935
2020-11-11,SH600000,1.0,0.9769837,0.99687916,1.1046267,0.9926778,0.97802967,0.9979252,1.0973043,1.0020921,0.9832598,1.0000173,1.1088108,0.9874477,0.9707076,0.99374104,1.0941663,0.99482316,0.9761864,0.9969158,1.1011008,1.0,0.783152,0.66958493,0.6742475
2020-11-12,SH600000,1.0,0.9925651,1.0201693,1.1145297,1.009544,1.0031693,1.0116856,1.1240737,1.0106045,1.0031693,1.0307739,1.1251342,1.0,0.98938376,1.0106251,1.1134694,1.003446,0.994158,1.0226144,1.1165168,1.0,1.0767541,1.2746974,0.4971655
2020-11-13,SH600000,1.0,1.0031874,1.0384891,1.1314049,1.0053419,1.0010508,1.0267366,1.1249946,1.0053419,1.0074608,1.0438311,1.1324733,0.9967949,0.99677736,1.0256683,1.1196529,0.99994946,1.0030612,1.0368003,1.1271014,1.0,1.4233034,1.6666235,0.8368874
2020-11-16,SH600000,1.0,0.997869,1.0211524,1.1470404,0.99259263,0.99681085,1.0296179,1.1205864,1.0010582,1.0031599,1.0507817,1.1618545,0.9915345,0.9936363,1.0200943,1.1184701,0.9975458,0.99841726,1.0340966,1.1428739,1.0,2.7899747,2.6517727,3.097648
2020-11-17,SH600000,1.0,0.99264306,1.0052438,1.121703,0.9926548,0.9936923,1.0104903,1.1384919,1.0,1.006284,1.012589,1.1384919,0.9905561,0.99054444,0.9978986,1.1154072,0.9959219,0.9970726,1.0044186,1.1252203,1.0,1.7807525,0.9871694,1.1437572
2020-11-18,SH600000,1.0,0.985544,1.0,1.0907344,0.98247427,0.9783277,0.98762894,1.1020747,1.0072166,0.98760587,1.0,1.1072295,0.9793815,0.9731732,0.9804124,1.0897034,0.99866307,0.98044205,0.99124855,1.0965972,1.0,0.5864994,0.56318337,0.39708084
2020-11-19,SH600000,1.0,0.9681446,0.9907344,1.074891,0.9958933,0.97738457,0.9927877,1.0841306,1.0041068,0.97841126,1.0020278,1.0851573,0.98973304,0.9681446,0.9845744,1.0707843,0.99801785,0.9714807,0.9916634,1.0737822,1.0,0.81285244,0.740759,0.83868825
2020-11-20,SH600000,1.0,0.9679136,1.0030851,1.0857694,1.0010341,0.97308415,0.99584645,1.0919738,1.0051706,0.97308415,1.0123922,1.0919738,0.9937952,0.9648113,0.99481237,1.0805991,0.99831736,0.9678647,1.0048852,1.0842886,1.0,0.9631165,1.5216303,0.67451066
2020-11-23,SH600000,1.0,0.95456934,0.9697129,1.056581,0.9757576,0.9474985,0.98183435,1.0676923,1.0020202,0.9555795,0.9848647,1.0676923,0.97272724,0.94648844,0.96870285,1.0545608,0.9918513,0.95222664,0.9749651,1.0595924,1.0,0.34417897,0.56911653,0.42089176
2020-11-24,SH600000,1.0,0.96751475,0.9624413,1.0608814,1.0071067,0.96040815,0.97360885,1.0639269,1.0121827,0.96751475,0.97360885,1.0669726,0.9969543,0.9583777,0.9624413,1.0568206,1.0046396,0.96356916,0.9672357,1.061139,1.0,0.77250165,0.6217173,0.61903536
2020-11-25,SH600000,1.0,0.98882294,0.9582573,1.0571016,1.0091743,0.9714931,0.9664127,1.0642372,1.0183486,0.99595886,0.9704904,1.0652567,1.0,0.96843493,0.9562185,1.0550628,1.0092143,0.98750097,0.9600533,1.0593176,1.0,1.7873322,0.749458,0.6416301
2020-11-26,SH600000,1.0,0.97600895,0.93886393,1.0370703,0.98597187,0.9720007,0.93686,1.0400763,1.0010021,0.98001724,0.9468799,1.0420802,0.9779559,0.96598834,0.93585795,1.0340643,0.99253374,0.9740743,0.9399024,1.0368285,1.0,0.8916243,0.6104848,0.4254819
2020-11-27,SH600000,1.0,0.9480805,0.90786105,1.025521,0.98137254,0.94906086,0.919626,1.0147364,1.0,0.9529826,0.9264889,1.025521,0.9764706,0.9421978,0.9068807,1.0108148,0.9871103,0.9464852,0.9154935,1.0193887,1.0,0.41123682,0.4944063,0.4685645
