outer_split_id,left_factor,right_factor,exposure_correlation
split_001,alpha158_IMIN20,alpha158_CORD10,-0.32749354033471595
split_001,alpha158_IMXD20,alpha158_CORD10,0.44466566016964765
split_001,alpha158_KLEN,alpha158_CORD10,0.18932503442220494
split_001,alpha158_KLOW,alpha158_CORD10,0.08426401043029091
split_001,alpha158_KUP,alpha158_CORD10,0.12435811422444609
split_001,alpha158_LOW0,alpha158_CORD10,-0.13425836733467472
split_001,alpha158_MA10,alpha158_CORD10,-0.4196639644400316
split_001,alpha158_BETA10,alpha158_CORD20,0.30425058515429165
split_001,alpha158_BETA20,alpha158_CORD20,0.4854914990801821
split_001,alpha158_BETA30,alpha158_CORD20,0.5025766377916786
split_001,alpha158_BETA5,alpha158_CORD20,0.14830203226104396
split_001,alpha158_CNTD30,alpha158_CORD20,0.1460974494448593
split_001,alpha158_CNTP20,alpha158_CORD20,0.2156969362906413
split_001,alpha158_CNTP30,alpha158_CORD20,0.14854364640321976
split_001,alpha158_CORD10,alpha158_CORD20,0.6778723792912416
split_001,alpha158_CORD20,alpha158_CORD20,1.0
split_001,alpha158_CORD30,alpha158_CORD20,0.7977696112723578
split_001,alpha158_CORD5,alpha158_CORD20,0.4324481677775825
split_001,alpha158_CORD60,alpha158_CORD20,0.5268758729194187
split_001,alpha158_CORR10,alpha158_CORD20,0.5763031911816536
split_001,alpha158_CORR20,alpha158_CORD20,0.4661501267875317
split_001,alpha158_CORR5,alpha158_CORD20,0.38024089651862764
split_001,alpha158_HIGH0,alpha158_CORD20,0.04116062397472162
split_001,alpha158_IMAX20,alpha158_CORD20,0.4262598637104398
split_001,alpha158_IMAX30,alpha158_CORD20,0.41200902730263145
split_001,alpha158_IMIN20,alpha158_CORD20,-0.3671703254013519
split_001,alpha158_IMXD20,alpha158_CORD20,0.471360489202154
split_001,alpha158_KLEN,alpha158_CORD20,0.1738654310078283
split_001,alpha158_KLOW,alpha158_CORD20,0.06800398295767195
split_001,alpha158_KUP,alpha158_CORD20,0.1378918587212909
split_001,alpha158_LOW0,alpha158_CORD20,-0.12452707871210607
split_001,alpha158_MA10,alpha158_CORD20,-0.24013414480875261
split_001,alpha158_BETA10,alpha158_CORD30,0.20273449854752798
split_001,alpha158_BETA20,alpha158_CORD30,0.36683128037761026
split_001,alpha158_BETA30,alpha158_CORD30,0.47586105002708945
split_001,alpha158_BETA5,alpha158_CORD30,0.07406537298068659
split_001,alpha158_CNTD30,alpha158_CORD30,0.15909541764587312
split_001,alpha158_CNTP20,alpha158_CORD30,0.1233340986571547
split_001,alpha158_CNTP30,alpha158_CORD30,0.1645212009514812
split_001,alpha158_CORD10,alpha158_CORD30,0.5029134432531356
split_001,alpha158_CORD20,alpha158_CORD30,0.7977696112723578
split_001,alpha158_CORD30,alpha158_CORD30,1.0
split_001,alpha158_CORD5,alpha158_CORD30,0.319817540586946
split_001,alpha158_CORD60,alpha158_CORD30,0.6848347105098483
split_001,alpha158_CORR10,alpha158_CORD30,0.4966559279950501
split_001,alpha158_CORR20,alpha158_CORD30,0.49761543416322773
split_001,alpha158_CORR5,alpha158_CORD30,0.3189930791112613
split_001,alpha158_HIGH0,alpha158_CORD30,0.06596080424234649
split_001,alpha158_IMAX20,alpha158_CORD30,0.291418211679505
split_001,alpha158_IMAX30,alpha158_CORD30,0.4272607796412391
split_001,alpha158_IMIN20,alpha158_CORD30,-0.23200770536358883
split_001,alpha158_IMXD20,alpha158_CORD30,0.29593465749634995
split_001,alpha158_KLEN,alpha158_CORD30,0.13249222471497268
split_001,alpha158_KLOW,alpha158_CORD30,0.09901181948280863
split_001,alpha158_KUP,alpha158_CORD30,0.12700616463661962
split_001,alpha158_LOW0,alpha158_CORD30,-0.10770700731612348
split_001,alpha158_MA10,alpha158_CORD30,-0.17562468725233654
split_001,alpha158_BETA10,alpha158_CORD5,0.5076956331183858
split_001,alpha158_BETA20,alpha158_CORD5,0.20350899797862704
split_001,alpha158_BETA30,alpha158_CORD5,0.11197247835031628
split_001,alpha158_BETA5,alpha158_CORD5,0.5599490061644741
split_001,alpha158_CNTD30,alpha158_CORD5,0.15198962852051637
split_001,alpha158_CNTP20,alpha158_CORD5,0.1751246414958223
split_001,alpha158_CNTP30,alpha158_CORD5,0.15404324913565748
split_001,alpha158_CORD10,alpha158_CORD5,0.6960661980821096
split_001,alpha158_CORD20,alpha158_CORD5,0.4324481677775825
split_001,alpha158_CORD30,alpha158_CORD5,0.319817540586946
split_001,alpha158_CORD5,alpha158_CORD5,1.0
split_001,alpha158_CORD60,alpha158_CORD5,0.17866462396010585
split_001,alpha158_CORR10,alpha158_CORD5,0.4208522736251462
split_001,alpha158_CORR20,alpha158_CORD5,0.201746531280839
split_001,alpha158_CORR5,alpha158_CORD5,0.669605416060952
split_001,alpha158_HIGH0,alpha158_CORD5,0.010643286086452697
split_001,alpha158_IMAX20,alpha158_CORD5,0.23553387478073382
split_001,alpha158_IMAX30,alpha158_CORD5,0.15372234363849188
split_001,alpha158_IMIN20,alpha158_CORD5,-0.20366620805193236
split_001,alpha158_IMXD20,alpha158_CORD5,0.2549685588574181
split_001,alpha158_KLEN,alpha158_CORD5,0.2053609042867517
split_001,alpha158_KLOW,alpha158_CORD5,0.08201113886158659
split_001,alpha158_KUP,alpha158_CORD5,0.1273034580089114
split_001,alpha158_LOW0,alpha158_CORD5,-0.20721732834972606
split_001,alpha158_MA10,alpha158_CORD5,-0.5670279337931678
split_001,alpha158_BETA10,alpha158_CORD60,0.06733515087407549
split_001,alpha158_BETA20,alpha158_CORD60,0.197942784866045
split_001,alpha158_BETA30,alpha158_CORD60,0.29931234288601644
split_001,alpha158_BETA5,alpha158_CORD60,0.06558609465319665
split_001,alpha158_CNTD30,alpha158_CORD60,0.11327228164857056
split_001,alpha158_CNTP20,alpha158_CORD60,0.07678007747151874
split_001,alpha158_CNTP30,alpha158_CORD60,0.12932306591445825
split_001,alpha158_CORD10,alpha158_CORD60,0.30688585617100195
split_001,alpha158_CORD20,alpha158_CORD60,0.5268758729194187
split_001,alpha158_CORD30,alpha158_CORD60,0.6848347105098483
split_001,alpha158_CORD5,alpha158_CORD60,0.17866462396010585
split_001,alpha158_CORD60,alpha158_CORD60,1.0
split_001,alpha158_CORR10,alpha158_CORD60,0.3687581850920796
split_001,alpha158_CORR20,alpha158_CORD60,0.46911049557829954
split_001,alpha158_CORR5,alpha158_CORD60,0.23775947132725522
split_001,alpha158_HIGH0,alpha158_CORD60,0.059961098642025645
split_001,alpha158_IMAX20,alpha158_CORD60,0.14056026669903315
split_001,alpha158_IMAX30,alpha158_CORD60,0.2306746739218959
split_001,alpha158_IMIN20,alpha158_CORD60,-0.11648467272275717
split_001,alpha158_IMXD20,alpha158_CORD60,0.13883342692574102
split_001,alpha158_KLEN,alpha158_CORD60,0.06076607103065724
split_001,alpha158_KLOW,alpha158_CORD60,0.07034790800569557
split_001,alpha158_KUP,alpha158_CORD60,0.07052239395407862
split_001,alpha158_LOW0,alpha158_CORD60,-0.0745677138311149
split_001,alpha158_MA10,alpha158_CORD60,-0.03889037298435889
split_001,alpha158_BETA10,alpha158_CORR10,0.2907109516174703
split_001,alpha158_BETA20,alpha158_CORR10,0.3495763336336298
split_001,alpha158_BETA30,alpha158_CORR10,0.28439354133236716
split_001,alpha158_BETA5,alpha158_CORR10,0.23536653953640546
split_001,alpha158_CNTD30,alpha158_CORR10,0.1699388577949179
split_001,alpha158_CNTP20,alpha158_CORR10,0.19372335317966344
split_001,alpha158_CNTP30,alpha158_CORR10,0.17209873858062824
split_001,alpha158_CORD10,alpha158_CORR10,0.6356881861762398
split_001,alpha158_CORD20,alpha158_CORR10,0.5763031911816536
split_001,alpha158_CORD30,alpha158_CORR10,0.4966559279950501
split_001,alpha158_CORD5,alpha158_CORR10,0.4208522736251462
split_001,alpha158_CORD60,alpha158_CORR10,0.3687581850920796
split_001,alpha158_CORR10,alpha158_CORR10,1.0
split_001,alpha158_CORR20,alpha158_CORR10,0.5697403598205861
split_001,alpha158_CORR5,alpha158_CORR10,0.5527582922322721
split_001,alpha158_HIGH0,alpha158_CORR10,0.0844204494825109
split_001,alpha158_IMAX20,alpha158_CORR10,0.3400755500666737
split_001,alpha158_IMAX30,alpha158_CORR10,0.29520974801014327
split_001,alpha158_IMIN20,alpha158_CORR10,-0.24538088666195756
split_001,alpha158_IMXD20,alpha158_CORR10,0.38405613967308283
split_001,alpha158_KLEN,alpha158_CORR10,0.12305555778896597
split_001,alpha158_KLOW,alpha158_CORR10,0.057824012288189966
split_001,alpha158_KUP,alpha158_CORR10,0.10654697522473705
split_001,alpha158_LOW0,alpha158_CORR10,-0.1088091717070296
split_001,alpha158_MA10,alpha158_CORR10,-0.27764082933125744
split_001,alpha158_BETA10,alpha158_CORR20,0.18093293162974927
split_001,alpha158_BETA20,alpha158_CORR20,0.1514647884709715
split_001,alpha158_BETA30,alpha158_CORR20,0.21631200346363977
split_001,alpha158_BETA5,alpha158_CORR20,0.15051658022337594
split_001,alpha158_CNTD30,alpha158_CORR20,0.1300024161099158
split_001,alpha158_CNTP20,alpha158_CORR20,0.08423565329929769
split_001,alpha158_CNTP30,alpha158_CORR20,0.1426746868218096
split_001,alpha158_CORD10,alpha158_CORR20,0.33317146403791437
split_001,alpha158_CORD20,alpha158_CORR20,0.4661501267875317
split_001,alpha158_CORD30,alpha158_CORR20,0.49761543416322773
split_001,alpha158_CORD5,alpha158_CORR20,0.201746531280839
split_001,alpha158_CORD60,alpha158_CORR20,0.46911049557829954
split_001,alpha158_CORR10,alpha158_CORR20,0.5697403598205861
split_001,alpha158_CORR20,alpha158_CORR20,1.0
split_001,alpha158_CORR5,alpha158_CORR20,0.30240535867496754
split_001,alpha158_HIGH0,alpha158_CORR20,0.054683477422657764
split_001,alpha158_IMAX20,alpha158_CORR20,0.1691192408210499
split_001,alpha158_IMAX30,alpha158_CORR20,0.2602707126499046
split_001,alpha158_IMIN20,alpha158_CORR20,0.00903534855614414
split_001,alpha158_IMXD20,alpha158_CORR20,0.12163155000777678
split_001,alpha158_KLEN,alpha158_CORR20,0.03012569188631102
split_001,alpha158_KLOW,alpha158_CORR20,0.06433760311589853
split_001,alpha158_KUP,alpha158_CORR20,0.06250442327911525
split_001,alpha158_LOW0,alpha158_CORR20,0.00408609073013046
split_001,alpha158_MA10,alpha158_CORR20,-0.12337381484906931
split_001,alpha158_BETA10,alpha158_CORR5,0.3672604141207123
split_001,alpha158_BETA20,alpha158_CORR5,0.2117442730630828
split_001,alpha158_BETA30,alpha158_CORR5,0.14193215414094631
split_001,alpha158_BETA5,alpha158_CORR5,0.3630347186328765
split_001,alpha158_CNTD30,alpha158_CORR5,0.12580087544025595
split_001,alpha158_CNTP20,alpha158_CORR5,0.17602441055421697
split_001,alpha158_CNTP30,alpha158_CORR5,0.1393929699779723
split_001,alpha158_CORD10,alpha158_CORR5,0.581382087295728
split_001,alpha158_CORD20,alpha158_CORR5,0.38024089651862764
split_001,alpha158_CORD30,alpha158_CORR5,0.3189930791112613
split_001,alpha158_CORD5,alpha158_CORR5,0.669605416060952
split_001,alpha158_CORD60,alpha158_CORR5,0.23775947132725522
split_001,alpha158_CORR10,alpha158_CORR5,0.5527582922322721
split_001,alpha158_CORR20,alpha158_CORR5,0.30240535867496754
split_001,alpha158_CORR5,alpha158_CORR5,1.0
split_001,alpha158_HIGH0,alpha158_CORR5,0.048573060693374
split_001,alpha158_IMAX20,alpha158_CORR5,0.20850257058012522
split_001,alpha158_IMAX30,alpha158_CORR5,0.1560366397367374
split_001,alpha158_IMIN20,alpha158_CORR5,-0.16446865962218196
split_001,alpha158_IMXD20,alpha158_CORR5,0.2665158144155265
split_001,alpha158_KLEN,alpha158_CORR5,0.17052269895682082
split_001,alpha158_KLOW,alpha158_CORR5,0.04985186441654435
split_001,alpha158_KUP,alpha158_CORR5,0.14047093131337096
split_001,alpha158_LOW0,alpha158_CORR5,-0.2116580059299768
split_001,alpha158_MA10,alpha158_CORR5,-0.45570250599778506
split_001,alpha158_BETA10,alpha158_HIGH0,0.06654376599160891
split_001,alpha158_BETA20,alpha158_HIGH0,0.09048428228309133
split_001,alpha158_BETA30,alpha158_HIGH0,0.12448071215526249
split_001,alpha158_BETA5,alpha158_HIGH0,-0.07832379979870796
split_001,alpha158_CNTD30,alpha158_HIGH0,-0.0012721114184324083
split_001,alpha158_CNTP20,alpha158_HIGH0,0.005458245866578528
split_001,alpha158_CNTP30,alpha158_HIGH0,0.04338558747918079
split_001,alpha158_CORD10,alpha158_HIGH0,0.06945669030486858
split_001,alpha158_CORD20,alpha158_HIGH0,0.04116062397472162
split_001,alpha158_CORD30,alpha158_HIGH0,0.06596080424234649
split_001,alpha158_CORD5,alpha158_HIGH0,0.010643286086452697
split_001,alpha158_CORD60,alpha158_HIGH0,0.059961098642025645
split_001,alpha158_CORR10,alpha158_HIGH0,0.0844204494825109
split_001,alpha158_CORR20,alpha158_HIGH0,0.054683477422657764
split_001,alpha158_CORR5,alpha158_HIGH0,0.048573060693374
split_001,alpha158_HIGH0,alpha158_HIGH0,1.0
split_001,alpha158_IMAX20,alpha158_HIGH0,0.1320533210697838
split_001,alpha158_IMAX30,alpha158_HIGH0,0.11481020802553388
split_001,alpha158_IMIN20,alpha158_HIGH0,-0.030311122914764746
split_001,alpha158_IMXD20,alpha158_HIGH0,0.10720515246243978
split_001,alpha158_KLEN,alpha158_HIGH0,0.46860108278933676
split_001,alpha158_KLOW,alpha158_HIGH0,0.07528782333959311
split_001,alpha158_KUP,alpha158_HIGH0,0.6964732239821824
split_001,alpha158_LOW0,alpha158_HIGH0,0.18386862823259068
split_001,alpha158_MA10,alpha158_HIGH0,0.16498322914745547
split_001,alpha158_BETA10,alpha158_IMAX20,0.444200877742415
split_001,alpha158_BETA20,alpha158_IMAX20,0.684894877653738
split_001,alpha158_BETA30,alpha158_IMAX20,0.578740101779099
split_001,alpha158_BETA5,alpha158_IMAX20,0.19693247791784543
split_001,alpha158_CNTD30,alpha158_IMAX20,0.3415766858502174
split_001,alpha158_CNTP20,alpha158_IMAX20,0.45143406665425934
split_001,alpha158_CNTP30,alpha158_IMAX20,0.336128201821312
split_001,alpha158_CORD10,alpha158_IMAX20,0.37851213428239283
split_001,alpha158_CORD20,alpha158_IMAX20,0.4262598637104398
split_001,alpha158_CORD30,alpha158_IMAX20,0.291418211679505
split_001,alpha158_CORD5,alpha158_IMAX20,0.23553387478073382
split_001,alpha158_CORD60,alpha158_IMAX20,0.14056026669903315
split_001,alpha158_CORR10,alpha158_IMAX20,0.3400755500666737
split_001,alpha158_CORR20,alpha158_IMAX20,0.1691192408210499
split_001,alpha158_CORR5,alpha158_IMAX20,0.20850257058012522
split_001,alpha158_HIGH0,alpha158_IMAX20,0.1320533210697838
split_001,alpha158_IMAX20,alpha158_IMAX20,1.0
split_001,alpha158_IMAX30,alpha158_IMAX20,0.6282466764113678
