outer_split_id,left_factor,right_factor,exposure_correlation
split_001,alpha158_BETA10,alpha158_BETA10,1.0
split_001,alpha158_BETA20,alpha158_BETA10,0.5302504757089708
split_001,alpha158_BETA30,alpha158_BETA10,0.3063153352876874
split_001,alpha158_BETA5,alpha158_BETA10,0.5529956127888321
split_001,alpha158_CNTD30,alpha158_BETA10,0.33086659574843047
split_001,alpha158_CNTP20,alpha158_BETA10,0.3967498214767368
split_001,alpha158_CNTP30,alpha158_BETA10,0.33595064998134894
split_001,alpha158_CORD10,alpha158_BETA10,0.533953806683227
split_001,alpha158_CORD20,alpha158_BETA10,0.30425058515429165
split_001,alpha158_CORD30,alpha158_BETA10,0.20273449854752798
split_001,alpha158_CORD5,alpha158_BETA10,0.5076956331183858
split_001,alpha158_CORD60,alpha158_BETA10,0.06733515087407549
split_001,alpha158_CORR10,alpha158_BETA10,0.2907109516174703
split_001,alpha158_CORR20,alpha158_BETA10,0.18093293162974927
split_001,alpha158_CORR5,alpha158_BETA10,0.3672604141207123
split_001,alpha158_HIGH0,alpha158_BETA10,0.06654376599160891
split_001,alpha158_IMAX20,alpha158_BETA10,0.444200877742415
split_001,alpha158_IMAX30,alpha158_BETA10,0.3633799276636672
split_001,alpha158_IMIN20,alpha158_BETA10,-0.34208429456578904
split_001,alpha158_IMXD20,alpha158_BETA10,0.5052010836733335
split_001,alpha158_KLEN,alpha158_BETA10,0.22684310483018602
split_001,alpha158_KLOW,alpha158_BETA10,0.1355890177225469
split_001,alpha158_KUP,alpha158_BETA10,0.18708028178276515
split_001,alpha158_LOW0,alpha158_BETA10,-0.2821581775611498
split_001,alpha158_MA10,alpha158_BETA10,-0.8167240292813172
split_001,alpha158_BETA10,alpha158_BETA20,0.5302504757089708
split_001,alpha158_BETA20,alpha158_BETA20,1.0
split_001,alpha158_BETA30,alpha158_BETA20,0.7578790804909965
split_001,alpha158_BETA5,alpha158_BETA20,0.09614382439229172
split_001,alpha158_CNTD30,alpha158_BETA20,0.4289637740762188
split_001,alpha158_CNTP20,alpha158_BETA20,0.5539891325255517
split_001,alpha158_CNTP30,alpha158_BETA20,0.43572452779937265
split_001,alpha158_CORD10,alpha158_BETA20,0.44140177201913344
split_001,alpha158_CORD20,alpha158_BETA20,0.4854914990801821
split_001,alpha158_CORD30,alpha158_BETA20,0.36683128037761026
split_001,alpha158_CORD5,alpha158_BETA20,0.20350899797862704
split_001,alpha158_CORD60,alpha158_BETA20,0.197942784866045
split_001,alpha158_CORR10,alpha158_BETA20,0.3495763336336298
split_001,alpha158_CORR20,alpha158_BETA20,0.1514647884709715
split_001,alpha158_CORR5,alpha158_BETA20,0.2117442730630828
split_001,alpha158_HIGH0,alpha158_BETA20,0.09048428228309133
split_001,alpha158_IMAX20,alpha158_BETA20,0.684894877653738
split_001,alpha158_IMAX30,alpha158_BETA20,0.5270973363619059
split_001,alpha158_IMIN20,alpha158_BETA20,-0.6117844672322981
split_001,alpha158_IMXD20,alpha158_BETA20,0.8045475090344764
split_001,alpha158_KLEN,alpha158_BETA20,0.12980970367654024
split_001,alpha158_KLOW,alpha158_BETA20,0.166555293781045
split_001,alpha158_KUP,alpha158_BETA20,0.12942186188335097
split_001,alpha158_LOW0,alpha158_BETA20,-0.25785223728074735
split_001,alpha158_MA10,alpha158_BETA20,-0.348122917051674
split_001,alpha158_BETA10,alpha158_BETA30,0.3063153352876874
split_001,alpha158_BETA20,alpha158_BETA30,0.7578790804909965
split_001,alpha158_BETA30,alpha158_BETA30,1.0
split_001,alpha158_BETA5,alpha158_BETA30,0.015782565054562707
split_001,alpha158_CNTD30,alpha158_BETA30,0.468455999859253
split_001,alpha158_CNTP20,alpha158_BETA30,0.4709735325171669
split_001,alpha158_CNTP30,alpha158_BETA30,0.4907686179380284
split_001,alpha158_CORD10,alpha158_BETA30,0.2847410804681155
split_001,alpha158_CORD20,alpha158_BETA30,0.5025766377916786
split_001,alpha158_CORD30,alpha158_BETA30,0.47586105002708945
split_001,alpha158_CORD5,alpha158_BETA30,0.11197247835031628
split_001,alpha158_CORD60,alpha158_BETA30,0.29931234288601644
split_001,alpha158_CORR10,alpha158_BETA30,0.28439354133236716
split_001,alpha158_CORR20,alpha158_BETA30,0.21631200346363977
split_001,alpha158_CORR5,alpha158_BETA30,0.14193215414094631
split_001,alpha158_HIGH0,alpha158_BETA30,0.12448071215526249
split_001,alpha158_IMAX20,alpha158_BETA30,0.578740101779099
split_001,alpha158_IMAX30,alpha158_BETA30,0.6841205182889161
split_001,alpha158_IMIN20,alpha158_BETA30,-0.5319942286383459
split_001,alpha158_IMXD20,alpha158_BETA30,0.6305159712224295
split_001,alpha158_KLEN,alpha158_BETA30,0.1583543099102652
split_001,alpha158_KLOW,alpha158_BETA30,0.17979976885442034
split_001,alpha158_KUP,alpha158_BETA30,0.14264732316363904
split_001,alpha158_LOW0,alpha158_BETA30,-0.2541134492337829
split_001,alpha158_MA10,alpha158_BETA30,-0.1507349746640324
split_001,alpha158_BETA10,alpha158_BETA5,0.5529956127888321
split_001,alpha158_BETA20,alpha158_BETA5,0.09614382439229172
split_001,alpha158_BETA30,alpha158_BETA5,0.015782565054562707
split_001,alpha158_BETA5,alpha158_BETA5,1.0
split_001,alpha158_CNTD30,alpha158_BETA5,0.2520674477382048
split_001,alpha158_CNTP20,alpha158_BETA5,0.29302365520379037
split_001,alpha158_CNTP30,alpha158_BETA5,0.24675584195534608
split_001,alpha158_CORD10,alpha158_BETA5,0.32219655156150684
split_001,alpha158_CORD20,alpha158_BETA5,0.14830203226104396
split_001,alpha158_CORD30,alpha158_BETA5,0.07406537298068659
split_001,alpha158_CORD5,alpha158_BETA5,0.5599490061644741
split_001,alpha158_CORD60,alpha158_BETA5,0.06558609465319665
split_001,alpha158_CORR10,alpha158_BETA5,0.23536653953640546
split_001,alpha158_CORR20,alpha158_BETA5,0.15051658022337594
split_001,alpha158_CORR5,alpha158_BETA5,0.3630347186328765
split_001,alpha158_HIGH0,alpha158_BETA5,-0.07832379979870796
split_001,alpha158_IMAX20,alpha158_BETA5,0.19693247791784543
split_001,alpha158_IMAX30,alpha158_BETA5,0.10883571974804718
split_001,alpha158_IMIN20,alpha158_BETA5,-0.1154473267839756
split_001,alpha158_IMXD20,alpha158_BETA5,0.21964921754520772
split_001,alpha158_KLEN,alpha158_BETA5,0.22701602870875587
split_001,alpha158_KLOW,alpha158_BETA5,0.06692194147144753
split_001,alpha158_KUP,alpha158_BETA5,0.17237781307676897
split_001,alpha158_LOW0,alpha158_BETA5,-0.33696194888629016
split_001,alpha158_MA10,alpha158_BETA5,-0.8154235101261983
split_001,alpha158_BETA10,alpha158_CNTD30,0.33086659574843047
split_001,alpha158_BETA20,alpha158_CNTD30,0.4289637740762188
split_001,alpha158_BETA30,alpha158_CNTD30,0.468455999859253
split_001,alpha158_BETA5,alpha158_CNTD30,0.2520674477382048
split_001,alpha158_CNTD30,alpha158_CNTD30,1.0
split_001,alpha158_CNTP20,alpha158_CNTD30,0.7696532337178404
split_001,alpha158_CNTP30,alpha158_CNTD30,0.9618168361596506
split_001,alpha158_CORD10,alpha158_CNTD30,0.16529001259125647
split_001,alpha158_CORD20,alpha158_CNTD30,0.1460974494448593
split_001,alpha158_CORD30,alpha158_CNTD30,0.15909541764587312
split_001,alpha158_CORD5,alpha158_CNTD30,0.15198962852051637
split_001,alpha158_CORD60,alpha158_CNTD30,0.11327228164857056
split_001,alpha158_CORR10,alpha158_CNTD30,0.1699388577949179
split_001,alpha158_CORR20,alpha158_CNTD30,0.1300024161099158
split_001,alpha158_CORR5,alpha158_CNTD30,0.12580087544025595
split_001,alpha158_HIGH0,alpha158_CNTD30,-0.0012721114184324083
split_001,alpha158_IMAX20,alpha158_CNTD30,0.3415766858502174
split_001,alpha158_IMAX30,alpha158_CNTD30,0.42062837111728607
split_001,alpha158_IMIN20,alpha158_CNTD30,-0.3410563949055205
split_001,alpha158_IMXD20,alpha158_CNTD30,0.415531041465372
split_001,alpha158_KLEN,alpha158_CNTD30,0.14207377975381782
split_001,alpha158_KLOW,alpha158_CNTD30,0.10260073810669165
split_001,alpha158_KUP,alpha158_CNTD30,0.0989220374871412
split_001,alpha158_LOW0,alpha158_CNTD30,-0.19005061641200832
split_001,alpha158_MA10,alpha158_CNTD30,-0.32460385409712167
split_001,alpha158_BETA10,alpha158_CNTP20,0.3967498214767368
split_001,alpha158_BETA20,alpha158_CNTP20,0.5539891325255517
split_001,alpha158_BETA30,alpha158_CNTP20,0.4709735325171669
split_001,alpha158_BETA5,alpha158_CNTP20,0.29302365520379037
split_001,alpha158_CNTD30,alpha158_CNTP20,0.7696532337178404
split_001,alpha158_CNTP20,alpha158_CNTP20,1.0
split_001,alpha158_CNTP30,alpha158_CNTP20,0.8032030641218018
split_001,alpha158_CORD10,alpha158_CNTP20,0.207417519623742
split_001,alpha158_CORD20,alpha158_CNTP20,0.2156969362906413
split_001,alpha158_CORD30,alpha158_CNTP20,0.1233340986571547
split_001,alpha158_CORD5,alpha158_CNTP20,0.1751246414958223
split_001,alpha158_CORD60,alpha158_CNTP20,0.07678007747151874
split_001,alpha158_CORR10,alpha158_CNTP20,0.19372335317966344
split_001,alpha158_CORR20,alpha158_CNTP20,0.08423565329929769
split_001,alpha158_CORR5,alpha158_CNTP20,0.17602441055421697
split_001,alpha158_HIGH0,alpha158_CNTP20,0.005458245866578528
split_001,alpha158_IMAX20,alpha158_CNTP20,0.45143406665425934
split_001,alpha158_IMAX30,alpha158_CNTP20,0.3988724685512989
split_001,alpha158_IMIN20,alpha158_CNTP20,-0.4228508343933559
split_001,alpha158_IMXD20,alpha158_CNTP20,0.5319110357601644
split_001,alpha158_KLEN,alpha158_CNTP20,0.2195284307972737
split_001,alpha158_KLOW,alpha158_CNTP20,0.09098379375637897
split_001,alpha158_KUP,alpha158_CNTP20,0.16845868258366375
split_001,alpha158_LOW0,alpha158_CNTP20,-0.2734654126162702
split_001,alpha158_MA10,alpha158_CNTP20,-0.3844006204461352
split_001,alpha158_BETA10,alpha158_CNTP30,0.33595064998134894
split_001,alpha158_BETA20,alpha158_CNTP30,0.43572452779937265
split_001,alpha158_BETA30,alpha158_CNTP30,0.4907686179380284
split_001,alpha158_BETA5,alpha158_CNTP30,0.24675584195534608
split_001,alpha158_CNTD30,alpha158_CNTP30,0.9618168361596506
split_001,alpha158_CNTP20,alpha158_CNTP30,0.8032030641218018
split_001,alpha158_CNTP30,alpha158_CNTP30,1.0
split_001,alpha158_CORD10,alpha158_CNTP30,0.16285561019653402
split_001,alpha158_CORD20,alpha158_CNTP30,0.14854364640321976
split_001,alpha158_CORD30,alpha158_CNTP30,0.1645212009514812
split_001,alpha158_CORD5,alpha158_CNTP30,0.15404324913565748
split_001,alpha158_CORD60,alpha158_CNTP30,0.12932306591445825
split_001,alpha158_CORR10,alpha158_CNTP30,0.17209873858062824
split_001,alpha158_CORR20,alpha158_CNTP30,0.1426746868218096
split_001,alpha158_CORR5,alpha158_CNTP30,0.1393929699779723
split_001,alpha158_HIGH0,alpha158_CNTP30,0.04338558747918079
split_001,alpha158_IMAX20,alpha158_CNTP30,0.336128201821312
split_001,alpha158_IMAX30,alpha158_CNTP30,0.4234217720756557
split_001,alpha158_IMIN20,alpha158_CNTP30,-0.31709763093845567
split_001,alpha158_IMXD20,alpha158_CNTP30,0.4238609073124121
split_001,alpha158_KLEN,alpha158_CNTP30,0.21358697466394072
split_001,alpha158_KLOW,alpha158_CNTP30,0.10424726550964024
split_001,alpha158_KUP,alpha158_CNTP30,0.13204559577063127
split_001,alpha158_LOW0,alpha158_CNTP30,-0.23018662358982508
split_001,alpha158_MA10,alpha158_CNTP30,-0.30067515704782033
split_001,alpha158_BETA10,alpha158_CORD10,0.533953806683227
split_001,alpha158_BETA20,alpha158_CORD10,0.44140177201913344
split_001,alpha158_BETA30,alpha158_CORD10,0.2847410804681155
split_001,alpha158_BETA5,alpha158_CORD10,0.32219655156150684
split_001,alpha158_CNTD30,alpha158_CORD10,0.16529001259125647
split_001,alpha158_CNTP20,alpha158_CORD10,0.207417519623742
split_001,alpha158_CNTP30,alpha158_CORD10,0.16285561019653402
split_001,alpha158_CORD10,alpha158_CORD10,1.0
split_001,alpha158_CORD20,alpha158_CORD10,0.6778723792912416
split_001,alpha158_CORD30,alpha158_CORD10,0.5029134432531356
split_001,alpha158_CORD5,alpha158_CORD10,0.6960661980821096
split_001,alpha158_CORD60,alpha158_CORD10,0.30688585617100195
split_001,alpha158_CORR10,alpha158_CORD10,0.6356881861762398
split_001,alpha158_CORR20,alpha158_CORD10,0.33317146403791437
split_001,alpha158_CORR5,alpha158_CORD10,0.581382087295728
split_001,alpha158_HIGH0,alpha158_CORD10,0.06945669030486858
split_001,alpha158_IMAX20,alpha158_CORD10,0.37851213428239283
split_001,alpha158_IMAX30,alpha158_CORD10,0.2788339685623298
