outer_split_id,cluster_id,factor,window_count,eligible_window_count,selected_window_count,selection_frequency,frozen_direction,direction_agreement_ratio,direction_adjusted_positive_window_ratio,median_train_ic,median_validation_ic,median_development_degradation,worst_development_degradation,upstream_fdr_pass,upstream_fdr_q_value,coverage_min,coverage_median,stability_role,role_reason,representative_score,is_representative
split_001,cluster_001,alpha158_BETA10,3,3,3,1.0,-1,1.0,1.0,-0.0255602603002148,-0.0848841321644437,0.0551082838062756,0.0500318638551355,True,0.0198654848336377,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.05003186385513554;upstream_fdr_pass=True,1.0,True
split_001,cluster_002,alpha158_CORD10,3,3,3,1.0,-1,1.0,1.0,-0.0277066684003145,-0.0971803896752006,0.0741110238528406,0.0237723609347267,True,0.0211497363396097,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.02377236093472674;upstream_fdr_pass=True,1.0,True
split_001,cluster_003,alpha158_CORR5,3,3,3,1.0,-1,1.0,1.0,-0.0237623331969095,-0.0793390655999554,0.0577004406192707,0.0274535519651329,True,0.0083961264865787,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.027453551965132952;upstream_fdr_pass=True,1.0,True
split_001,cluster_004,alpha158_CNTD30,3,3,3,1.0,-1,1.0,1.0,-0.0482190896076738,-0.105297310694602,0.0564878834171491,0.0274571377219287,True,0.037056013293637,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.027457137721928704;upstream_fdr_pass=True,1.0,True
split_001,cluster_005,alpha158_BETA20,3,3,3,1.0,-1,1.0,1.0,-0.0514688630486544,-0.1416595715123165,0.0905692678987962,0.0590981990678108,True,0.0070536323834476,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.05909819906781083;upstream_fdr_pass=True,1.0,True
split_001,cluster_006,alpha158_IMIN20,3,3,3,1.0,1,1.0,1.0,0.0347691166393442,0.0817135117145872,0.0473642753449519,0.013277746102351,True,0.0097094189103874,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.013277746102351023;upstream_fdr_pass=True,1.0,True
split_001,cluster_007,alpha158_CORR10,3,3,3,1.0,-1,1.0,1.0,-0.0333055669185949,-0.1287047328243105,0.0963360677369041,0.0177185503104388,True,0.0146886080952015,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.017718550310438834;upstream_fdr_pass=True,1.0,True
split_001,cluster_008,alpha158_CORD20,3,3,3,1.0,-1,1.0,1.0,-0.0440756394114845,-0.0927629301667503,0.0486872907552657,0.018566191860123,True,0.0043398160281277,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.018566191860123003;upstream_fdr_pass=True,1.0,True
split_001,cluster_009,alpha158_CORD60,3,3,3,1.0,-1,1.0,1.0,-0.0429751222219328,-0.0356045627920414,-0.0073705594298914,-0.0218111848170694,True,0.0056320084409972,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=-0.021811184817069465;upstream_fdr_pass=True,1.0,True
split_001,cluster_010,alpha158_HIGH0,3,3,3,1.0,-1,1.0,1.0,-0.0376418624684118,-0.1091927081545972,0.0688831719111325,-0.007110266802527,True,0.0134865134865134,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=-0.0071102668025270176;upstream_fdr_pass=True,1.0,True
