input_name,artifact_id,path,sha256,join_keys,input_rows,consumed_rows,missing_rows
stability,factor_rolling_stability_v1:287ba56893bed56f32e0bd11b8dc2624bb11b236e33b44bde7a834462823ccdb,E:/qlib_prj/qlib_baseline/outputs/factor_rolling_stability_v1/full_research_669/factor_stability_board.csv,34915e34e271b6de052a7e427db8c14ed729147b5882455bd2fd9017978d2dcc,"outer_split_id,factor",914,25,0
clustering_projection,clustering_input_projection_v1:aea37289eb284a2993f7df4ebee0c253ea7202a991bc59716cea8699ce489257,E:/qlib_prj/qlib_baseline/outputs/clustering_input_projection_v1/canary/projection_inventory.csv,912c839369049f7823724d6f5dd8db53a2b24ca46b5ec66098f693b43a5fe293,outer_split_id,1,1,0
allowed_dates,development_robustness_split_v1:2cb5b7a7286450235c1215b8f3c4876dec02f27a44ea4a3d7b9674df5191586b,E:/qlib_prj/qlib_baseline/outputs/development_robustness_split_v1/full_research_669/outer_development_allowed_dates.csv,d8e9d2e558044862be1b404fbb69155f560b78bac92f7279474cf2f20493d244,"outer_split_id,datetime",2659,765,0
