research_model_protocol_ready,research_model_input_ready,research_model_training_ready,research_model_experiment_started,linear_model_research_complete,lightgbm_model_research_complete,historical_oos_model_comparison_complete,research_model_hard_stop_active,production_model_hard_stop_active,production_model_selected,core_model_ready,pr5_model_training_ready,model_training_started,experiment_class,historical_test_already_observed,authoritative_execution,unbiased_final_estimate
True,True,True,False,False,False,False,False,True,False,False,False,False,post_observation_research,True,False,False
