datetime,factor,count,ic,rank_ic
2017-01-10,ret_5,460,-0.00460556465946435,0.02641323750177967
2017-01-11,ret_5,459,0.026979227055435553,0.08895415740744268
2017-01-12,ret_5,461,0.07895173929212218,0.06722175875410781
2017-01-13,ret_5,460,-0.007094810036706282,-0.06859684428799157
2017-01-16,ret_5,460,0.01799691625465129,0.04249250119278999
2017-01-17,ret_5,459,-0.20971458361076617,-0.13690104984093754
2017-01-18,ret_5,458,-0.1989076289710331,-0.15736993992221288
2017-01-19,ret_5,458,-0.05649807799440971,-0.06541371358980136
2017-01-20,ret_5,459,-0.07693496911032456,-0.04210758762536606
2017-01-23,ret_5,460,-0.003171464058153695,-0.01352852015868109
2017-01-24,ret_5,460,0.11106718089634982,-0.06018966868440114
2017-01-25,ret_5,462,-0.02200464370740546,-0.06387141591835975
2017-01-26,ret_5,461,0.05384238960765607,0.044521952530094555
2017-02-03,ret_5,461,0.03388261416844753,-0.031154947346648643
2017-02-06,ret_5,463,-0.060833475648443984,-0.1191993712717001
2017-02-07,ret_5,464,-0.09602809400609513,-0.23240497905244567
2017-02-08,ret_5,466,0.12562569285404052,-0.12718222549943642
2017-02-09,ret_5,465,0.09804148506337897,-0.009046002844588698
2017-02-10,ret_5,458,0.2561004059238181,0.1678812327664181
2017-02-13,ret_5,459,0.045831943155705226,0.09847393935430382
2017-02-14,ret_5,459,0.29004061385609686,0.19351908721935449
2017-02-15,ret_5,461,-0.10428065448669746,-0.14572161261593225
2017-02-16,ret_5,461,-0.2127872261445405,-0.2336370540034051
2017-02-17,ret_5,457,-0.22029043824128472,-0.3065963505907199
2017-02-20,ret_5,457,-0.20458826701567637,-0.24056331987880702
2017-02-21,ret_5,458,-0.14157588245949992,-0.2115192630471756
2017-02-22,ret_5,461,-0.1711293563817324,-0.2192514906590808
2017-02-23,ret_5,464,-0.051368059141808926,-0.03181918854402438
2017-02-24,ret_5,463,0.0604725455190313,0.12894297393877666
2017-02-27,ret_5,459,0.1176910351048717,0.18636143806519104
2017-02-28,ret_5,462,0.10428939587869492,0.13634945656006525
2017-03-01,ret_5,462,0.12911799876528515,0.13485885209462184
2017-03-02,ret_5,464,0.017502021681763014,-0.007121828985891121
2017-03-03,ret_5,464,0.17114945195419498,0.12276178243565734
2017-03-06,ret_5,465,0.2020440629111112,0.1584045959792931
2017-03-07,ret_5,465,0.10425671812265559,0.04764382869654341
2017-03-08,ret_5,464,-0.0426798217779896,-0.10363757624418184
2017-03-09,ret_5,465,-0.1282676109973118,-0.1510007465695352
2017-03-10,ret_5,465,-0.09120590906164,-0.12395636649392866
2017-03-13,ret_5,465,0.03742216005336115,0.0016885170338846545
2017-03-14,ret_5,465,0.0874788751314885,-0.004629971795938441
2017-03-15,ret_5,464,0.11033272548730384,0.08060911673278277
2017-03-16,ret_5,464,0.12759940623768723,0.08519496479048606
2017-03-17,ret_5,465,0.001587982231253777,0.009097473398148103
2017-03-20,ret_5,465,0.045344899879378196,-0.021211716322552417
2017-03-21,ret_5,464,-0.05294197388032556,-0.07636070140081377
2017-03-22,ret_5,464,0.06463524169202362,-0.013400182288030705
2017-03-23,ret_5,461,0.012163410929997077,-0.05228973958568454
2017-03-24,ret_5,461,0.09317402209438223,0.10535601102142078
2017-03-27,ret_5,461,0.1324629176468375,0.11402239337139818
2017-03-28,ret_5,461,-0.07012806844519495,-0.0436100194688954
2017-03-29,ret_5,458,-0.0003527408063040397,0.0448812515818379
2017-03-30,ret_5,458,0.05586100252631194,0.04213495356081245
2017-03-31,ret_5,459,-0.05883774036750001,-0.047795297783258306
2017-04-05,ret_5,456,0.0762760391139041,0.032868858615849
2017-04-06,ret_5,456,0.1617599389867692,0.025144642982799958
2017-04-07,ret_5,456,-0.03722861193011635,-0.1372653876593932
2017-04-10,ret_5,456,-0.27690214364994836,-0.20998264354966573
2017-04-11,ret_5,456,-0.08489115888729819,-0.10030381144257618
2017-04-12,ret_5,453,-0.26599036176329804,-0.16732240221014627
2017-04-13,ret_5,453,-0.2850151487513294,-0.18166977652582575
2017-04-14,ret_5,451,-0.15353305414709453,-0.14694858975447536
2017-04-17,ret_5,454,0.030777009443012975,0.028646673057633725
2017-04-18,ret_5,452,0.26002687989449785,0.29821774939752993
2017-04-19,ret_5,456,0.13024888915781113,0.15583349540638008
2017-04-20,ret_5,451,0.022229055736764584,0.0941832956540329
2017-04-21,ret_5,452,-0.1624534011663011,-0.16258089885246046
2017-04-24,ret_5,456,-0.20984662044417485,-0.24476123280004647
2017-04-25,ret_5,454,-0.1572179818108772,-0.18500694888605226
2017-04-26,ret_5,456,-0.14849968760860938,-0.12781847360408655
