datetime,factor,quantile,mean_label,count
2017-01-10,ret_5,1,-0.038511343,92
2017-01-10,ret_5,2,-0.05825318,92
2017-01-10,ret_5,3,-0.04517064,92
2017-01-10,ret_5,4,-0.045944944,92
2017-01-10,ret_5,5,-0.044205762,92
2017-01-11,ret_5,1,-0.040916547,92
2017-01-11,ret_5,2,-0.04500386,92
2017-01-11,ret_5,3,-0.043906894,91
2017-01-11,ret_5,4,-0.03370609,92
2017-01-11,ret_5,5,-0.040756743,92
2017-01-12,ret_5,1,-0.014504858,93
2017-01-12,ret_5,2,-0.015854783,92
2017-01-12,ret_5,3,-0.0135862,92
2017-01-12,ret_5,4,-0.012758316,94
2017-01-12,ret_5,5,-0.010533305,90
2017-01-13,ret_5,1,0.02622975,92
2017-01-13,ret_5,2,0.029097153,92
2017-01-13,ret_5,3,0.028376352,92
2017-01-13,ret_5,4,0.022034064,92
2017-01-13,ret_5,5,0.030958787,92
2017-01-16,ret_5,1,0.011518852,92
2017-01-16,ret_5,2,0.014343443,92
2017-01-16,ret_5,3,0.019313682,92
2017-01-16,ret_5,4,0.022184491,92
2017-01-16,ret_5,5,0.014637786,92
2017-01-17,ret_5,1,0.02264156,92
2017-01-17,ret_5,2,0.023249092,92
2017-01-17,ret_5,3,0.024917917,91
2017-01-17,ret_5,4,0.022059089,92
2017-01-17,ret_5,5,0.008384866,92
2017-01-18,ret_5,1,0.04094144,92
2017-01-18,ret_5,2,0.030599091,91
2017-01-18,ret_5,3,0.030629905,92
2017-01-18,ret_5,4,0.02992733,91
2017-01-18,ret_5,5,0.026118644,92
2017-01-19,ret_5,1,0.015505962,92
2017-01-19,ret_5,2,0.018139763,91
2017-01-19,ret_5,3,0.010255997,92
2017-01-19,ret_5,4,0.013118169,91
2017-01-19,ret_5,5,0.013191424,92
2017-01-20,ret_5,1,0.018743172,92
2017-01-20,ret_5,2,0.01380492,92
2017-01-20,ret_5,3,0.014549942,91
2017-01-20,ret_5,4,0.012523658,92
2017-01-20,ret_5,5,0.012470892,92
2017-01-23,ret_5,1,0.018692313,92
2017-01-23,ret_5,2,0.012568011,92
2017-01-23,ret_5,3,0.012755024,92
2017-01-23,ret_5,4,0.012184243,92
2017-01-23,ret_5,5,0.020539569,92
2017-01-24,ret_5,1,0.022612782,92
2017-01-24,ret_5,2,0.020387245,92
2017-01-24,ret_5,3,0.0154975485,92
2017-01-24,ret_5,4,0.016281983,92
2017-01-24,ret_5,5,0.024360433,92
2017-01-25,ret_5,1,0.021904837,93
2017-01-25,ret_5,2,0.020296063,92
2017-01-25,ret_5,3,0.01741891,92
2017-01-25,ret_5,4,0.018562924,92
2017-01-25,ret_5,5,0.024742734,93
2017-01-26,ret_5,1,0.024782822,93
2017-01-26,ret_5,2,0.018634172,92
2017-01-26,ret_5,3,0.022479443,92
2017-01-26,ret_5,4,0.030101953,92
2017-01-26,ret_5,5,0.03103575,92
2017-02-03,ret_5,1,0.020214897,93
2017-02-03,ret_5,2,0.024158657,92
2017-02-03,ret_5,3,0.016498493,92
2017-02-03,ret_5,4,0.024079109,92
2017-02-03,ret_5,5,0.024178516,92
2017-02-06,ret_5,1,0.028859518,93
2017-02-06,ret_5,2,0.02697523,92
2017-02-06,ret_5,3,0.01962821,93
2017-02-06,ret_5,4,0.020360785,92
2017-02-06,ret_5,5,0.020418398,93
2017-02-07,ret_5,1,0.015558435,93
2017-02-07,ret_5,2,0.0083558345,93
2017-02-07,ret_5,3,0.0044297045,92
2017-02-07,ret_5,4,0.0020880436,93
2017-02-07,ret_5,5,-0.0022102485,93
2017-02-08,ret_5,1,0.0070304032,94
2017-02-08,ret_5,2,0.0071050986,93
2017-02-08,ret_5,3,0.011902617,93
2017-02-08,ret_5,4,0.0019213358,93
2017-02-08,ret_5,5,0.002181414,93
2017-02-09,ret_5,1,-0.004493448,93
2017-02-09,ret_5,2,-0.003423851,93
2017-02-09,ret_5,3,-0.0023066234,93
2017-02-09,ret_5,4,-0.004471958,93
2017-02-09,ret_5,5,-0.0058349324,93
2017-02-10,ret_5,1,-0.0026578864,92
2017-02-10,ret_5,2,-0.0002532968,91
2017-02-10,ret_5,3,0.0042427657,92
2017-02-10,ret_5,4,0.002373865,91
2017-02-10,ret_5,5,0.013428777,92
