signal_date,execution_date,period_end_date,status,eligible_count,selected_count,turnover,cost,period_net_return,period_universe_return,period_net_excess_return,avg_selected_liquidity_bucket,avg_selected_tradability_score
2021-02-01,2021-02-02,2021-02-23,executed,1117,200,1.0,0.002,0.06109578251361003,0.0404148415770742,0.019296387269885695,3.735,100.0
2021-02-22,2021-02-23,2021-03-09,executed,1117,200,0.385,0.0007700000000000001,-0.00013160284814128786,-0.04235973781029079,0.04290953934555386,3.74,100.0
2021-03-08,2021-03-09,2021-03-23,executed,1122,200,0.33999999999999997,0.0006799999999999999,0.018323402537312683,0.02399622485054209,-0.005939780329359823,3.68,100.0
2021-03-22,2021-03-23,2021-04-07,executed,1136,200,0.405,0.0008100000000000001,0.005702619743512161,0.01967373419770979,-0.014030292885647278,3.61,100.0
2021-04-06,2021-04-07,2021-04-21,executed,1128,200,0.38,0.00076,-0.0038997370542462884,0.004745265003596177,-0.008888622004641245,3.705,100.0
2021-04-20,2021-04-21,2021-05-10,executed,1142,200,0.35,0.0007,-0.026851860632915114,-0.004461773860677476,-0.022614611122442452,3.675,100.0
2021-05-07,2021-05-10,2021-05-24,executed,1119,200,0.41500000000000004,0.0008300000000000001,0.018024908034693032,0.021835278144990422,-0.003829113597661915,3.7,100.0
2021-05-21,2021-05-24,2021-06-07,executed,1113,200,0.36,0.0007199999999999999,0.00980581791851387,0.03736697289053703,-0.02686294798918465,3.63,100.0
2021-06-04,2021-06-07,2021-06-22,executed,1123,200,0.4,0.0008,-0.007310855577202124,0.005246320730960763,-0.012890420937952785,3.565,100.0
2021-06-21,2021-06-22,2021-07-06,executed,1133,200,0.43500000000000005,0.0008700000000000001,-0.005112547496342046,0.0020385989449975828,-0.00776250711697235,3.63,100.0
2021-07-05,2021-07-06,2021-07-20,executed,1123,200,0.35,0.0007,-0.0025725808897444358,0.03856372441229938,-0.03989246162355209,3.63,100.0
2021-07-19,2021-07-20,2021-08-03,executed,1136,200,0.33999999999999997,0.0006799999999999999,-0.01412188067887965,-0.007121137313645831,-0.008554560219183438,3.595,100.0
2021-08-02,2021-08-03,2021-08-17,executed,1113,200,0.36,0.0007199999999999999,0.016616403801260837,0.017872477216739346,-0.002076514523436157,3.625,100.0
2021-08-16,2021-08-17,2021-08-31,executed,1133,200,0.36,0.0007199999999999999,0.034973689870875235,0.04543727031559919,-0.010273661252824806,3.54,100.0
2021-08-30,2021-08-31,2021-09-14,executed,1125,200,0.44999999999999996,0.0009,0.059038186053748776,0.035859889139896906,0.022122002784987327,3.58,100.0
2021-09-13,2021-09-14,2021-09-30,executed,1108,200,0.475,0.00095,-0.028906212318667857,-0.05629244138266509,0.0271951104142909,3.575,100.0
2021-09-29,2021-09-30,2021-10-21,executed,1114,200,0.45499999999999996,0.0009099999999999999,0.015134000968813455,0.001675138095429629,0.013027039463008316,3.615,100.0
2021-10-20,2021-10-21,2021-11-04,executed,1138,200,0.41000000000000003,0.0008200000000000001,-0.001767645360006398,-0.008014516479023959,0.0056542100777154936,3.69,100.0
2021-11-03,2021-11-04,2021-11-18,executed,1149,200,0.405,0.0008100000000000001,0.01613817693673858,0.027152813231569706,-0.011139300491813553,3.665,100.0
2021-11-17,2021-11-18,2021-12-02,executed,1128,200,0.39,0.0007800000000000001,0.021435537607811694,0.027504055811609085,-0.006112316955495745,3.655,100.0
