file_role,instrument,field,relative_path,exists,size_bytes,sha256
calendar,,,calendars/day.txt,True,70433,fd7cf1436bbc2d497171aaae139c2deedaf649c2d6b20b66c8e1a544de305b60
feature,SH600000,$amount,features/sh600000/amount.day.bin,True,25616,545fc4408d7128501f63f7bd2842c602adf5d4daf89eac0a4583fa16280a2470
feature,SH600000,$close,features/sh600000/close.day.bin,True,25616,1ae607239e0058b1cd82703db8b8dc209ab479879bba41d597ab34311a598e2b
feature,SH600000,$high,features/sh600000/high.day.bin,True,25616,15db7a864dbcd6b67fa8190a1775b7f3841bd0c0b3e4d1969451df782f2a8b11
feature,SH600000,$low,features/sh600000/low.day.bin,True,25616,45a0370707c3f9b687088029b65aa154ae35a1902d008cbfd23c0545bdfec02c
feature,SH600000,$open,features/sh600000/open.day.bin,True,25616,8c5b02ad82206c52b93b3c5977d85417937e81e74b6b38bf75521b64c36f3c0c
feature,SH600000,$volume,features/sh600000/volume.day.bin,True,25616,61d3624f210a49163ab50a64f83fa412f8fbd2bb3751e0542ad968c5a47274c6
feature,SH600000,$vwap,features/sh600000/vwap.day.bin,True,25616,fc9aa008e55f2598866a63f2c6dd05109c43c4fba8220befd5a7bf49ca5cba5f
feature,SH600004,$amount,features/sh600004/amount.day.bin,True,22452,54b55306c3d91df61ef186545ff9c95bb9f163fa67b6d8e30a7403f974a5c0cf
feature,SH600004,$close,features/sh600004/close.day.bin,True,22452,97b28184dac5f0a02363f797ceff1435d3e3041f53da076615827888579bcfe7
feature,SH600004,$high,features/sh600004/high.day.bin,True,22452,628f48b3ad153d7a370541e224296bd249940dfd25bdd267aca4e312decc6ea7
feature,SH600004,$low,features/sh600004/low.day.bin,True,22452,726c24fa085efafb71aa5d02186e98a6a59a2dc4cc503728988a75f4813722a9
feature,SH600004,$open,features/sh600004/open.day.bin,True,22452,4fbd45a311d06e843b4971f822429a0170c55a7d43a3426fa1939d72c6af20e1
feature,SH600004,$volume,features/sh600004/volume.day.bin,True,22452,2aae2d0ebe8c756d2c03bca76cf39a28a0c1e3b790a55f01608f25022094b137
feature,SH600004,$vwap,features/sh600004/vwap.day.bin,True,22452,07e7555125fbd345a99de4f3f1a5d3af6a08a32c6ac906fc7b7d3337faf07e1d
feature,SH600006,$amount,features/sh600006/amount.day.bin,True,25616,956a4610ad5e7e5d7b0cacae58f9782061cba950235da2b9004c832cc8a8ce0a
feature,SH600006,$close,features/sh600006/close.day.bin,True,25616,ddf3a9ab9ccb72b7c0d5a23e82868580b165a46d1645773aae07583f3b054fd6
feature,SH600006,$high,features/sh600006/high.day.bin,True,25616,866ed80f5178b2ee84b4efd81417b5263a039b765572a7a71726bd9b9d297109
feature,SH600006,$low,features/sh600006/low.day.bin,True,25616,073a6622e529f936ad76f42d51b23d8784f400e81a915d85d776a3af70514759
feature,SH600006,$open,features/sh600006/open.day.bin,True,25616,b72430c843cfe1285a8b4421a9db0023bce663b307234714cd48fcad72ee9ad8
feature,SH600006,$volume,features/sh600006/volume.day.bin,True,25616,4d674b4453e0c1d15fa42050b7fc6c05ee1badce816dbb2f5f6b9b4e6fd5e787
feature,SH600006,$vwap,features/sh600006/vwap.day.bin,True,25616,ac1a049704c5210c1a05ff3f858dbf94465b611249a463f9cebb65c9999c062a
feature,SH600008,$amount,features/sh600008/amount.day.bin,True,25328,08675349c1b385bd3a1fb4b18e99ccda95af685377f641360e9b8ac9dbba7de1
feature,SH600008,$close,features/sh600008/close.day.bin,True,25328,ba7c0de04faea758ee281e5f366400b66eb144575003262dbd285ba5e88d0038
feature,SH600008,$high,features/sh600008/high.day.bin,True,25328,89971c9675e02c017d784eac4c491d1dc9ab6983d309ab92e204ec51fdfe75cf
feature,SH600008,$low,features/sh600008/low.day.bin,True,25328,b3be1cc09825ad0f8891b3987cc8ac0f17a7dadaaa425e68d4dbe9678a9e317a
feature,SH600008,$open,features/sh600008/open.day.bin,True,25328,65756ff000b00f6dfa3178cadb418e5c7faca4747ae3bf579c828da343500188
feature,SH600008,$volume,features/sh600008/volume.day.bin,True,25328,08cd3350dfa96617319a7d70971f5744161895be1af8fddc0f12a307c484b5e2
feature,SH600008,$vwap,features/sh600008/vwap.day.bin,True,25328,ab04dbaaf33250d6f2999769dadd08ab9780da7fbfede30ea4e2ec48bbf15115
feature,SH600009,$amount,features/sh600009/amount.day.bin,True,25616,87fcd79536b9881529108d1f33d5712998c9b8276bcef6946c150da95e80d34c
feature,SH600009,$close,features/sh600009/close.day.bin,True,25616,6eb64ff1684bdcb395f843369216e49d3069d31502444aa8159bb5ce32471030
feature,SH600009,$high,features/sh600009/high.day.bin,True,25616,3211d02a49d435061e4193a6289125fde91492b91d77f828103611ad2be86e3b
feature,SH600009,$low,features/sh600009/low.day.bin,True,25616,d3098fc0ff603006e82444349cae4bd098a4d891b1c415b91b46a2d2e27c6c41
feature,SH600009,$open,features/sh600009/open.day.bin,True,25616,7f7edd21649a5f0e5629175e8bbef1e7324634842da55b0263b073f464f2c572
feature,SH600009,$volume,features/sh600009/volume.day.bin,True,25616,eaf18945ddf2c743536e8c96303256f0cc1be49027f64f9f894ad22f8c88bf80
feature,SH600009,$vwap,features/sh600009/vwap.day.bin,True,25616,5f79b0c59a0314245146ccc06c661d61a8afa7318c1fcf7057406d9e9851bc97
feature,SH600010,$amount,features/sh600010/amount.day.bin,True,24508,5cdb38fd8c21033add7dbf846a0e545e508d23231691beb1a600155c28493c61
feature,SH600010,$close,features/sh600010/close.day.bin,True,24508,22af5f2d714b1a2bfaf148dd7d38cc57f64159c7b593617c0b50387a4bd03685
feature,SH600010,$high,features/sh600010/high.day.bin,True,24508,06cb64c6bff7bd961b9362e8c57f5da8c740ff8815b18ffeac2590e0e22c210a
feature,SH600010,$low,features/sh600010/low.day.bin,True,24508,f69cea887c7635853a35fe9cf9e61315358d82ed2560adb5e2cd699078eb784f
feature,SH600010,$open,features/sh600010/open.day.bin,True,24508,677b99f468f0b078d98261e3d390a883af9f019337c2299cccd1a460af4978ae
feature,SH600010,$volume,features/sh600010/volume.day.bin,True,24508,a6e1b1e851dab5de5ac628885a3b1c055283d2d7412618106236ef362f1c3d0b
feature,SH600010,$vwap,features/sh600010/vwap.day.bin,True,24508,cf15d906ae23fdddd82d149dddb7464951d2eb0c618b0c90aef588ddb4a698b9
feature,SH600011,$amount,features/sh600011/amount.day.bin,True,23772,d2f854d8f4dba5321519205374f7deb29aa75bc2502a923110c50674e78b1c65
feature,SH600011,$close,features/sh600011/close.day.bin,True,23772,5aa499d9a8b4116e2fecfa9c25b1e3e369e05954c12381c63d1e0cc477d80a20
feature,SH600011,$high,features/sh600011/high.day.bin,True,23772,bfcf5ca6eb9cf28943d1c0a7b7ed5f7aae7e21504154c3df4239079c7230873b
feature,SH600011,$low,features/sh600011/low.day.bin,True,23772,82cec15ea2633da29e9b1b90aac11950da64d612a452f1412714c48bb61916ab
feature,SH600011,$open,features/sh600011/open.day.bin,True,23772,6474435b27a06a31bdc3c20eb6e405d07945a22c48ff3de9dc9c76891d10a9be
feature,SH600011,$volume,features/sh600011/volume.day.bin,True,23772,a47d12f948373ba8b2a0a3d14e0c7820d1475f5af8c81ad943bd864c0a7d104c
feature,SH600011,$vwap,features/sh600011/vwap.day.bin,True,23772,930e03650a7c5539269a808cd8ea31a0e2f3b3843c2e9bd663d829dbab01ebc5
feature,SH600015,$amount,features/sh600015/amount.day.bin,True,22084,0f720a58b1eedd0a36b156bbe7df17dbc69beaeb7b4fa862f6a115a12ad25ab8
feature,SH600015,$close,features/sh600015/close.day.bin,True,22084,76164e305c964e06809f2980400380e31570972bd88ef36babb549999b2c39d5
feature,SH600015,$high,features/sh600015/high.day.bin,True,22084,a1e28824811ea910343807f8c0b4e89d57bb42a592af264eb293070de016b40c
feature,SH600015,$low,features/sh600015/low.day.bin,True,22084,2dc7673d3843f879d98c0227b9fac3cfd17870899f6feb22b197a329dda78fdb
feature,SH600015,$open,features/sh600015/open.day.bin,True,22084,692d73ad887cdb7e380fc0692c6655e67c94516f4b0b6b07055705632b480970
feature,SH600015,$volume,features/sh600015/volume.day.bin,True,22084,64bea1477858c816ad68b73e5c97fd37f0f3e5bd76c9d25487b0f23d428649d8
feature,SH600015,$vwap,features/sh600015/vwap.day.bin,True,22084,36bd4acddc05705b67a1876fb78d099644e7f901519c9054c55cf1f2d626f3ae
feature,SH600016,$amount,features/sh600016/amount.day.bin,True,24696,d8e44f5a793d4ef6965898573d6756d6c2fc3326e4b8e605bc433187630bf3d5
feature,SH600016,$close,features/sh600016/close.day.bin,True,24696,ee7aae24775ccc3300f5cca7aa76213f274a534e99783987fb14705d82d671af
feature,SH600016,$high,features/sh600016/high.day.bin,True,24696,5873741bf46d98805db5358c86cf8b07002a5b5a4e61cd4c0af8af78a5d25fd5
feature,SH600016,$low,features/sh600016/low.day.bin,True,24696,db4a869ff351c932e69c1f73ef27aa539bc97b126a9ad507a45e686e469b459c
feature,SH600016,$open,features/sh600016/open.day.bin,True,24696,de98007ae8fdc39e1874d805bc21e563b5dc03fa3d3bd71577e8dad9f5542d0f
feature,SH600016,$volume,features/sh600016/volume.day.bin,True,24696,c4b2b0020b130259a05c6fcbd5cc61446f3cca7a98456b8d84fb8034538092eb
feature,SH600016,$vwap,features/sh600016/vwap.day.bin,True,24696,61c935bd114feaf83b0090d77154d166cab5b6b1f276aa484a15481909393aa5
feature,SH600018,$amount,features/sh600018/amount.day.bin,True,19072,02abe21789c699c163c976c6a4669a7ae9472d4bc02d46ad6ec9e8a36e6017bc
feature,SH600018,$close,features/sh600018/close.day.bin,True,19072,c604649b6409a4faab4446497a213a10b2fa037d6a02a4b706d48e161bae3fa0
feature,SH600018,$high,features/sh600018/high.day.bin,True,19072,e8b81b2ed4e0e2ec9d8a83be1aa09bd018af54465b12382acccf960fab90e136
feature,SH600018,$low,features/sh600018/low.day.bin,True,19072,21a23ceefb19883e559805e65bebb3d2c2e7a91b3c6f47536ef2fee87e472234
feature,SH600018,$open,features/sh600018/open.day.bin,True,19072,39300d9d916ce9ef9afe2270f0d4215b2015995e94deec1ef8fca6d6b8cf160c
feature,SH600018,$volume,features/sh600018/volume.day.bin,True,19072,6eabffa1158b5ebf349b14d9df4f2eb657f9effd31ba27601402173dee182901
feature,SH600018,$vwap,features/sh600018/vwap.day.bin,True,19072,6211626861a7842eddc6410d440480ec651873bab0bea958f8c88d2f97c4049f
feature,SH600019,$amount,features/sh600019/amount.day.bin,True,24716,e8c77f1a4b16029156a35a4d1911220697d53a672ee3a4da9ea9cd7e4ac1eafb
feature,SH600019,$close,features/sh600019/close.day.bin,True,24716,79a55edbb874e3a14fb7a50e47bc72d458c991afe091eb59eef383025f6cfc27
feature,SH600019,$high,features/sh600019/high.day.bin,True,24716,192748c3ad6b581add5202ae4763e6a4178988d1718a832641c95db96679aa86
feature,SH600019,$low,features/sh600019/low.day.bin,True,24716,13ef541e4c37c85a333313d40d9de1868ab559b996e5b2c51c5d55a94a462a85
feature,SH600019,$open,features/sh600019/open.day.bin,True,24716,9a2e6293fb9c05ee6b350c52facfc0c5927e3313b9fea53d40ba434c5642c850
feature,SH600019,$volume,features/sh600019/volume.day.bin,True,24716,55cc2b88c331cc870704b97b871250d8c33e7a6c77597d3b71bb92ef50e871a6
feature,SH600019,$vwap,features/sh600019/vwap.day.bin,True,24716,dc6fdf90a36b2ef9081327f3352700f241135f5042ab6de29b2c559364516209
feature,SH600021,$amount,features/sh600021/amount.day.bin,True,21972,3f59a55d8edd853eff2162c364ad063e94b13ff34a04977d7907be65f7d7edf8
feature,SH600021,$close,features/sh600021/close.day.bin,True,21972,208e1e34423a66f51075e36cf442674522769521ebfbce4de60f96c067034263
feature,SH600021,$high,features/sh600021/high.day.bin,True,21972,f370aadbc3c0aad4f6a43a2297b10d12a01940e3dd6bc7f18346566e97a10d02
feature,SH600021,$low,features/sh600021/low.day.bin,True,21972,a7693d509f33ea2be5dd7427f6033c7c63aeb49c687073dad517c24a9cd16c90
feature,SH600021,$open,features/sh600021/open.day.bin,True,21972,d58cd955ccdaa6d1f5500dec482e0c929373cc4f1309e62f270a24021c30ab08
feature,SH600021,$volume,features/sh600021/volume.day.bin,True,21972,5d68177ff7fe20a9526f0f496e419b9384532d166ce3a0a74d30bebf41e8af3b
feature,SH600021,$vwap,features/sh600021/vwap.day.bin,True,21972,ebcde1d620cba2fcc7a8f485ae596332b2b2b47ef731a0093445eb36ff0c44ea
feature,SH600022,$amount,features/sh600022/amount.day.bin,True,21332,89f2d547c0e4eda8fb7ab561fc4350b708c445dd4dd05930c704606d138ac4b8
feature,SH600022,$close,features/sh600022/close.day.bin,True,21332,e5a9f5f42b844e01e105c093827c26bf135efb5413e228a3c0935d8bd16b7710
feature,SH600022,$high,features/sh600022/high.day.bin,True,21332,478e85c62743bbf203840f8827b64b8396a655f7196fa6afb61a65a20c1be3be
feature,SH600022,$low,features/sh600022/low.day.bin,True,21332,3761bb879ba0d66114ecb9f5ecc2804b30e58866ed14e99f3f506d778577bc79
feature,SH600022,$open,features/sh600022/open.day.bin,True,21332,858dbfbaa278645b2bf55d75f6fb591d77047faa268425402fb1e58f6020b049
feature,SH600022,$volume,features/sh600022/volume.day.bin,True,21332,3b45f9722fdf7f4c2b3c20da41f5a52a866a592846a570a5a1c074657b5e8236
feature,SH600022,$vwap,features/sh600022/vwap.day.bin,True,21332,b7572c5abce29095a5e91ec2f93a54865e98f1470b4fc1967e3eaafd43f6eb24
feature,SH600023,$amount,features/sh600023/amount.day.bin,True,12124,f934293b6adf412fd082a0a4cd7776ef21adde709b0c027b964d5a13b7c99a16
feature,SH600023,$close,features/sh600023/close.day.bin,True,12124,d1b06b801b36d87458fe26424c029f850821007240906244981c3434dd8730ee
feature,SH600023,$high,features/sh600023/high.day.bin,True,12124,7a3cdf4543b5c72c6a9e711eee60a472795348c25f756b9f3fe0bb6d9070a111
feature,SH600023,$low,features/sh600023/low.day.bin,True,12124,439a2d26b617825bdfa436b1251e98c40bd4db671bc147c2dae10a8594028cad
feature,SH600023,$open,features/sh600023/open.day.bin,True,12124,679c366c81943488f86e00a8249f3139bce02c72ea6b5e72b3338f0dc6baee6b
feature,SH600023,$volume,features/sh600023/volume.day.bin,True,12124,ed60e166872acdc3d56d28da779d82ca356bf76b67f6bb1ea82271c569d8409b
feature,SH600023,$vwap,features/sh600023/vwap.day.bin,True,12124,9032edb73d55985e6686bc904ffd6cd2803c885c5d46af16b4f9c26366e7f218
feature,SH600025,$amount,features/sh600025/amount.day.bin,True,8224,8734cc334c04548532a798b9f0669992cd714aa42420131972286f8fb1febda8
feature,SH600025,$close,features/sh600025/close.day.bin,True,8224,9f248998ee27b03220abef6e29073e5119aa97d4c28c35b74d9832b1f991bb9a
feature,SH600025,$high,features/sh600025/high.day.bin,True,8224,d6666ac138b6cfe72d58df600829d90a409d1c521c1946a4d22ae717bb35d50c
feature,SH600025,$low,features/sh600025/low.day.bin,True,8224,faf2a7e9698ce3f180863fe9c21fbc19b81cb63935b0c694b11da22ae458f05c
feature,SH600025,$open,features/sh600025/open.day.bin,True,8224,909931c98c85bd65c8e086e466718fcd00f35cd86a9193b6025f7a88508bc2ee
feature,SH600025,$volume,features/sh600025/volume.day.bin,True,8224,e53a68c53593ce64fd99d81740cdd6fbf6f18ad2cdb8d933aaa4dc5e6b2abf4f
feature,SH600025,$vwap,features/sh600025/vwap.day.bin,True,8224,5628dc221940e323446f7cdaf09351a9ebf4e6953dfb1ae9c27ae49f6bc00762
feature,SH600026,$amount,features/sh600026/amount.day.bin,True,23364,97b521a830fd50f7ffcc7355ff53dbf2f7964715da0eb05f5c588d11d2ef65c1
feature,SH600026,$close,features/sh600026/close.day.bin,True,23364,1e8b74fde18f59e4267441288749e976a70f69b41d22ee1862fed684b1f103ea
feature,SH600026,$high,features/sh600026/high.day.bin,True,23364,ad6664e6b363090c4664e1c1deb54d5987e144fde5ca358cefeac0fc29982570
feature,SH600026,$low,features/sh600026/low.day.bin,True,23364,14312aeeae19a1c022df81fdc79b947917b8c538ee9a278fc1c6168c7b18a8fc
feature,SH600026,$open,features/sh600026/open.day.bin,True,23364,12d1ae41df0238acdc508860272fdabebbec34e3cffc651b453a4f2f4eaf48da
feature,SH600026,$volume,features/sh600026/volume.day.bin,True,23364,f6a4ce59d03b43c743f89b1d3e0e5bfd98a53ddf65afd38dc60186f78b6fd8ca
feature,SH600026,$vwap,features/sh600026/vwap.day.bin,True,23364,c607d38da5e9541fb76104b2698878eb78f47ac25379c4e499310a42a8791b42
feature,SH600027,$amount,features/sh600027/amount.day.bin,True,20728,4f41e975c0454305f41ca2418c88c7006d6b8c17e4869a386b7455245b702808
feature,SH600027,$close,features/sh600027/close.day.bin,True,20728,6c3e691d6d9b38847820bac78439b5437696bd3eb096a536b57dd85111e87989
feature,SH600027,$high,features/sh600027/high.day.bin,True,20728,bc0f214a75c059825d9b4d10a1ab2ae2ee015c6d4803a38190e959e67c1e54c4
feature,SH600027,$low,features/sh600027/low.day.bin,True,20728,05e535ce168b8073c98558526888c237fe8d3dad9f05c68670c26e2a029524e1
feature,SH600027,$open,features/sh600027/open.day.bin,True,20728,63f96cfe448a1a850a219a1740a3b3196e0e19b46e6b352b624798d109214b89
feature,SH600027,$volume,features/sh600027/volume.day.bin,True,20728,eab0974624340dcd3440a6c6db1535e6482cfe45b1cbdab745fd5269d0c5167f
feature,SH600027,$vwap,features/sh600027/vwap.day.bin,True,20728,2961010541e32755b7aaec11024718a5e32e7e09d5203b6a1d39805fccd91f1b
feature,SH600028,$amount,features/sh600028/amount.day.bin,True,24096,fc1f516faf52c9d0271c937ff91732fd34df6c8c81026d37ef5932702253df1e
feature,SH600028,$close,features/sh600028/close.day.bin,True,24096,c833b1f0d914d1ba829c95018d44a747eb8d9fec03747a7d283d7c903cc7df12
feature,SH600028,$high,features/sh600028/high.day.bin,True,24096,602337aa9e768fa0370d841510386bbdfa8233ee50c84632cd30cd944871a8d0
feature,SH600028,$low,features/sh600028/low.day.bin,True,24096,f36c1471270992ab9e9812302bebc0399ccd6f9f88cae440e9dacc1b88c6b1e0
feature,SH600028,$open,features/sh600028/open.day.bin,True,24096,53292e32db1072865cb13a0eb51b8be455101bed716b6bf31333e911cf437302
feature,SH600028,$volume,features/sh600028/volume.day.bin,True,24096,982a383ac5546563c8df807338757e34924ad49666b43110a1ace1964878f7a9
feature,SH600028,$vwap,features/sh600028/vwap.day.bin,True,24096,dfd2cb22a4504a557e46a137e9cf344f29a3342cb441d483d6c57104a3e0a232
feature,SH600029,$amount,features/sh600029/amount.day.bin,True,22224,bb867039e76fb0ed63bc2f91b5d7e274d4f8fe26c08a161fb8f6c8a5fb55d51c
feature,SH600029,$close,features/sh600029/close.day.bin,True,22224,c48e7ec0e2684df67060a44623336353bbf3e8fe5558a48d728a1900c1d7d4a4
feature,SH600029,$high,features/sh600029/high.day.bin,True,22224,203b7e5adc20e1500ca66c53ec20a50d6a7c3e60caad793dc38e99a1160429e4
feature,SH600029,$low,features/sh600029/low.day.bin,True,22224,03f43fe0817fc3e2baaf257f0c2a6253f20d3de4a4b6e642c1a6950f098a6b89
feature,SH600029,$open,features/sh600029/open.day.bin,True,22224,39cbc7f6fe63127574c604328682117c5c0ec69f050140f20610da85d7ce3d37
feature,SH600029,$volume,features/sh600029/volume.day.bin,True,22224,0a08aa8788c17e6ce3bebe71351bfd484eae172f25fb992d50825d4f5b79dcc7
feature,SH600029,$vwap,features/sh600029/vwap.day.bin,True,22224,4bd71c34d4c7e686c772ddce100d796a71c8a8f6c5328ec4e8fd7a83fba9fc9d
feature,SH600030,$amount,features/sh600030/amount.day.bin,True,22744,0003c445e52298e54a133d7987c4e76cfd5ab59cd785e1f63aaffb633f297d80
feature,SH600030,$close,features/sh600030/close.day.bin,True,22744,d3f2a061c404f0813e8ba7e524e756b79b816fafc29fddf28887d5ebd49b1f90
feature,SH600030,$high,features/sh600030/high.day.bin,True,22744,f1107cca92cbee120026449d07db0d98e07324a073287d447005bb9cc6dbb624
feature,SH600030,$low,features/sh600030/low.day.bin,True,22744,b520976be0b4f7e848d2749943dad1a28595010c24c6efdc4c4f6ed7cabceaf1
feature,SH600030,$open,features/sh600030/open.day.bin,True,22744,e7856906596309d372daad66dd51de35fdd434d461d409c423cc73fb83d0d050
feature,SH600030,$volume,features/sh600030/volume.day.bin,True,22744,86e1f23b75074a12a23fa39ecf543b5964c73f19b61af91b83566447c19839ac
feature,SH600030,$vwap,features/sh600030/vwap.day.bin,True,22744,310f283ef4fbe8451171161d203ad935d3048b5c714abadedda63564f961b0ec
feature,SH600031,$amount,features/sh600031/amount.day.bin,True,22288,be55159e09b00d84d417e463123668532f35b5314bb02851f61d27f5a561d685
feature,SH600031,$close,features/sh600031/close.day.bin,True,22288,e08e52b09c24987699352d0c347ad3c844a509a08ca4e79f15b0f7da60a69d69
feature,SH600031,$high,features/sh600031/high.day.bin,True,22288,c759f4cfa7f9c8471fc5a6e1467970155197319ad7848f689abc66bf97c9ad61
feature,SH600031,$low,features/sh600031/low.day.bin,True,22288,fddc72993bb1d72798e5b9248fdeb91feb3b3904349f60ec8611426428cad984
feature,SH600031,$open,features/sh600031/open.day.bin,True,22288,2c9a0dceaec02b753f422155372f63941ddf5772d0f2b3fb6f91064fcf75502d
feature,SH600031,$volume,features/sh600031/volume.day.bin,True,22288,fb416577c89407fc6be0345c23d5b6f0f87c24db2b9632b60daea76b03b1b923
feature,SH600031,$vwap,features/sh600031/vwap.day.bin,True,22288,a8f4c2dacab32303b64b3ff80b3c622514a2ceb9b64501af4cf60b0efc1a8aef
feature,SH600032,$amount,features/sh600032/amount.day.bin,True,4892,8a44a8a824be65b99546bbf6eed457933a6ed75e198542354ee0793a4f0724f2
feature,SH600032,$close,features/sh600032/close.day.bin,True,4892,1226c83c5933a283d55f852f63c49099a3e0da4dec3bf9e67e07ab2f40fc6045
feature,SH600032,$high,features/sh600032/high.day.bin,True,4892,719c363a1fb61bc59247b7049d8a1f03f773010fe7f309c43f92c3a5bba039e9
feature,SH600032,$low,features/sh600032/low.day.bin,True,4892,77a227b82bdc279c2828c7fa86387a2b9217a70df1738a77d62e1cb100f4e588
feature,SH600032,$open,features/sh600032/open.day.bin,True,4892,e3649491ddb21ba02017f149c6776df5b817d73e6701ef9f6aa957bb16eced2f
feature,SH600032,$volume,features/sh600032/volume.day.bin,True,4892,edf4c1ff944139ec89c41bff173e8fb4b996ec1cf488e92e48d7b72148fb9530
feature,SH600032,$vwap,features/sh600032/vwap.day.bin,True,4892,eb719da2ac603cc0d6310a78e8c00ac0199383e5682b14aafa5a56251e1b7c60
feature,SH600033,$amount,features/sh600033/amount.day.bin,True,24588,9429cc93ef4ca94cd9d1337072501de765fe472ffb6c567fba2fca53441e8b1c
feature,SH600033,$close,features/sh600033/close.day.bin,True,24588,1402266ebe312cd5f4a406911cbbafad6d250d260db192645b2cade0e14f5b39
feature,SH600033,$high,features/sh600033/high.day.bin,True,24588,c1d8e537e71ccf594188de4ed0bd26b1170e554da95bb6747468679dcb6bfa19
feature,SH600033,$low,features/sh600033/low.day.bin,True,24588,3c843262c0e8d69d3a72652238b6ca590fe939ee687bf94ce2399cc678245a91
feature,SH600033,$open,features/sh600033/open.day.bin,True,24588,411df21dd18b8600b9d327c636d6a3a2434ce6fde08583d1ed588a195132979c
feature,SH600033,$volume,features/sh600033/volume.day.bin,True,24588,4832d471fe430ffd52405e0ff24ed63bfec7cf8da2d4c2a5ffc81fd542a1f1df
feature,SH600033,$vwap,features/sh600033/vwap.day.bin,True,24588,a529122a2b3b9e24bc3216a099013f92e484e4b91d1afde8fa31146212ebfad0
feature,SH600036,$amount,features/sh600036/amount.day.bin,True,23472,76e5040dd3f989b5b4ec3735b93cb8b5ef2ff2e7bd379c9e1ecc25967360ff97
feature,SH600036,$close,features/sh600036/close.day.bin,True,23472,bbfff9c89d04cdc60e281223184a4ac5f0c8bcd6c3a67801e3ba678b951801bf
feature,SH600036,$high,features/sh600036/high.day.bin,True,23472,b32a20da45bda3471eb7fb3f15a81f977b91699aa7dbd16d2634c93b9328e04a
feature,SH600036,$low,features/sh600036/low.day.bin,True,23472,e7da52fe79d83d2dda354d6471b5bd0cd469c6d597cb804c529029dd9c2a75f1
feature,SH600036,$open,features/sh600036/open.day.bin,True,23472,420802cd53ffcffb4c7fc781c82b004536f9147cd31685ad33a276e16c142b26
feature,SH600036,$volume,features/sh600036/volume.day.bin,True,23472,1756c597afcf6c34d563f38dd15d92f9d5a7434c61e77ba66eff6645c1263a02
feature,SH600036,$vwap,features/sh600036/vwap.day.bin,True,23472,954c67b33858c641ee2cee86823a6972b8ba0ac591f9ddf24b74cdc81e75ec19
feature,SH600037,$amount,features/sh600037/amount.day.bin,True,24592,09dbc977b9517425b832e1cd8336998fa7147a6adb5814ffc14780d1afbc237b
feature,SH600037,$close,features/sh600037/close.day.bin,True,24592,fe57d5c3a31ced16fb503bd3dbe06588545c88c210df30bbd1196b854c7e8898
feature,SH600037,$high,features/sh600037/high.day.bin,True,24592,0c937f3bdc16200c9c290e66a61cb1f10ef4a394149bdf005cebac82255cc302
feature,SH600037,$low,features/sh600037/low.day.bin,True,24592,0a712b71009f34f0127d063ac9a3d463f30ee2e82a193ea0db0792461d1c3808
feature,SH600037,$open,features/sh600037/open.day.bin,True,24592,98f8f8d0b53a9cca58eef8e1b896d30744c168c20c9c99a8332fc4e8f6cba83f
feature,SH600037,$volume,features/sh600037/volume.day.bin,True,24592,c214948b0f5332adb070b94c432e362a215bb7e9dcbedb28704e4585037b9140
feature,SH600037,$vwap,features/sh600037/vwap.day.bin,True,24592,2939af0201a83cea8f93bd7717a267b6c750920b2d3b9fd01c3d4c6cca3d4d12
feature,SH600038,$amount,features/sh600038/amount.day.bin,True,24700,9074b55def5a87a2214650f8162857506bbd6797a6f219cddcd6cfe81be6d8c0
feature,SH600038,$close,features/sh600038/close.day.bin,True,24700,380902854688958a4aa0335ce0d6f108c235cf5f931c020ba26e70738ccf6e5e
feature,SH600038,$high,features/sh600038/high.day.bin,True,24700,6e45fc7991820dadc1980d347f75bbab03d81a565e399ad9e6426408ba6968c3
feature,SH600038,$low,features/sh600038/low.day.bin,True,24700,f06931dc8c1983e810019190e303c81104c9ac8c0c800cd51a99e01e84f7443a
feature,SH600038,$open,features/sh600038/open.day.bin,True,24700,b95192276c413e39e69ad321dc159ceb096ecb789d810060fd47b3aeb8056c8c
feature,SH600038,$volume,features/sh600038/volume.day.bin,True,24700,bb9205dd15010d2674d4e4c1bc9f396a468280af19ed01b34d22c5d66cd666bf
feature,SH600038,$vwap,features/sh600038/vwap.day.bin,True,24700,b5660796ce7ce8a7526a98d95a228ef0807205bc3338307359f76e79e8704cfd
feature,SH600039,$amount,features/sh600039/amount.day.bin,True,22548,e73a8db30d1f71cd2f617a8e98475ad51aa034cad544d60841bf79d52d5ac26a
feature,SH600039,$close,features/sh600039/close.day.bin,True,22548,12f4dfe3476f3aaddd522c8224e2cae700d9353ee466b07543f5ee10a7983601
feature,SH600039,$high,features/sh600039/high.day.bin,True,22548,e85f183fe5979bc3eb373a68962d89a2d1bace4393c53daa6fe577a635acb700
feature,SH600039,$low,features/sh600039/low.day.bin,True,22548,d31adcd1255361c1a46cce111b0b77d3ba0ecca58ea089c227c056a591113689
feature,SH600039,$open,features/sh600039/open.day.bin,True,22548,a3ab9763692101e3ad84d18a6d376627fc8eacb5bdcd946dedd879243a1d1bea
feature,SH600039,$volume,features/sh600039/volume.day.bin,True,22548,6e44b6fc3d2ab7aceb94475eb2b07341b36aeb37e185297f365005ad1a49b8bc
feature,SH600039,$vwap,features/sh600039/vwap.day.bin,True,22548,0054a1051067046bf22a3ec46363651274057fd3ad9ca4d9cb8b74346bdc7a9f
