check_name,status,observed_value,required_value,severity,reason
parent_artifacts_fresh,pass,0,0,critical,
provider_files_complete,pass,0,0,critical,
provider_inventory_count,pass,27883,27883,critical,
raw_schema_complete,pass,[],[],critical,
raw_duplicate_key_count,pass,0,0,critical,
raw_row_count,pass,5208622,5208622,critical,
raw_instrument_count,pass,3983,3983,critical,
raw_instrument_set,pass,979f81f93d4503ff54883ca3eb8e253b6bd3ec193f45dd7df792182be79b2deb,979f81f93d4503ff54883ca3eb8e253b6bd3ec193f45dd7df792182be79b2deb,critical,
raw_start_date,pass,2020-09-01 00:00:00,2020-09-01,critical,
raw_end_date,pass,2026-06-09 00:00:00,2026-06-09,critical,
qlib_commit,pass,d5379c520f66a39953bad76234a7019a72796fd0,d5379c520f66a39953bad76234a7019a72796fd0,critical,
qlib_dependency_closure_clean,pass,[],[],critical,
raw_sha256_present,pass,1da985efe1a361eb5b366bc958a8c68ac1e15c3c6054ae0b946e64ab40ee49e8,sha256,critical,
