execution_date,instrument,side,commission,tax,total_cost
2022-01-06,SZ000687,buy,5.542586843991278,0.0,5.542586843991278
2022-01-06,SZ002575,buy,5.0,0.0,5.0
2022-01-06,SH600881,buy,12.718685507955549,0.0,12.718685507955549
2022-01-06,SZ002200,buy,5.0,0.0,5.0
2022-01-06,SH600555,buy,5.0,0.0,5.0
2022-01-06,SZ000528,buy,20.479544072628016,0.0,20.479544072628016
2022-01-06,SH600666,buy,5.0,0.0,5.0
2022-01-06,SH600898,buy,5.0,0.0,5.0
2022-01-06,SZ000972,buy,5.0,0.0,5.0
2022-01-06,SH600278,buy,9.448622240007518,0.0,9.448622240007518
2022-01-06,SZ002499,buy,5.0,0.0,5.0
2022-01-06,SH600798,buy,7.345677238512037,0.0,7.345677238512037
2022-01-06,SH600020,buy,5.0,0.0,5.0
2022-01-06,SZ300284,buy,28.84369571207284,0.0,28.84369571207284
2022-01-06,SH600568,buy,5.0,0.0,5.0
2022-01-06,SH600694,buy,7.011684202036857,0.0,7.011684202036857
2022-01-06,SH600269,buy,5.921230495004653,0.0,5.921230495004653
2022-01-06,SH600152,buy,5.347115260816811,0.0,5.347115260816811
2022-01-06,SZ300356,buy,6.6988731530714025,0.0,6.6988731530714025
2022-02-10,SH600015,sell,17.741661851005553,59.13887283668519,76.88053468769074
2022-02-10,SH600020,sell,5.0,12.89825800216198,17.89825800216198
2022-02-10,SH600084,sell,5.0,5.725258371448517,10.725258371448517
2022-02-10,SH600152,sell,5.0,14.891981608378886,19.891981608378885
2022-02-10,SH600269,sell,6.233591754298209,20.778639180994034,27.012230935292244
2022-02-10,SH600275,sell,5.0,4.109902293071151,9.109902293071151
2022-02-10,SH600278,sell,5.0,9.053224924206734,14.053224924206734
2022-02-10,SH600311,sell,5.0,3.1654806694954636,8.165480669495464
2022-02-10,SH600555,sell,5.0,13.246767777165772,18.246767777165772
2022-02-10,SH600568,sell,5.0,5.49273646645546,10.49273646645546
2022-02-10,SH600595,sell,5.0,13.286653030872346,18.286653030872344
2022-02-10,SH600601,sell,5.0,10.061437375545502,15.061437375545502
2022-02-10,SH600611,sell,5.0,8.79430101041794,13.79430101041794
2022-02-10,SH600643,sell,8.646693238449094,28.82231079483032,37.46900403327941
2022-02-10,SH600666,sell,5.0,5.831112553918361,10.831112553918361
2022-02-10,SH600679,sell,5.0,3.6631906711578366,8.663190671157837
2022-02-10,SH600694,sell,7.106042666931151,23.686808889770507,30.792851556701656
2022-02-10,SH600717,sell,10.807900610504149,36.02633536834717,46.83423597885132
2022-02-10,SH600735,sell,11.500708043217658,38.3356934773922,49.836401520609854
2022-02-10,SH600766,sell,5.0,4.7161983679175385,9.716198367917539
2022-02-10,SH600798,sell,7.140320217061042,23.801067390203478,30.94138760726452
2022-02-10,SH600881,sell,5.91059397611618,19.70197992038727,25.61257389650345
2022-02-10,SH600898,sell,5.0,3.8849596231698995,8.8849596231699
2022-02-10,SH601069,sell,5.0,15.32822199382782,20.328221993827817
2022-02-10,SZ000048,sell,5.7648326053333285,19.21610868444443,24.980941289777757
2022-02-10,SZ000089,sell,10.878251472465992,36.260838241553316,47.139089714019306
2022-02-10,SZ000502,sell,5.0,0.6970932489037514,5.697093248903752
2022-02-10,SZ000528,sell,10.362636024169921,34.542120080566406,44.90475610473633
2022-02-10,SZ000752,sell,5.0,3.741652598905563,8.741652598905564
2022-02-10,SZ000800,sell,8.478972087972164,28.26324029324055,36.74221238121271
2022-02-10,SZ000802,sell,5.0,3.1378559836864475,8.137855983686448
2022-02-10,SZ000971,sell,5.0,4.406731730890274,9.406731730890275
2022-02-10,SZ000972,sell,5.0,9.382647140622138,14.382647140622138
2022-02-10,SZ002005,sell,5.0,3.9475132538616653,8.947513253861665
2022-02-10,SZ002200,sell,5.0,3.1166781708955766,8.116678170895577
2022-02-10,SZ002423,sell,5.449280299669503,18.164267665565013,23.613547965234517
2022-02-10,SZ002496,sell,5.0,10.971340477359297,15.971340477359297
2022-02-10,SZ002499,sell,5.0,2.677241565486789,7.6772415654867885
2022-02-10,SZ002575,sell,5.0,2.3525786739706995,7.352578673970699
2022-02-10,SZ002618,sell,5.0,12.027051685667038,17.02705168566704
2022-02-10,SZ002634,sell,5.0,13.785842801213265,18.785842801213263
2022-02-10,SZ002724,sell,5.0,7.64271212911606,12.64271212911606
2022-02-10,SZ300103,sell,5.0,7.055247027325629,12.05524702732563
2022-02-10,SZ300284,sell,31.987944999425405,106.62648333141803,138.61442833084342
2022-02-10,SZ300312,sell,5.0,16.01289415331483,21.01289415331483
2022-02-10,SZ300089,buy,5.0,0.0,5.0
2022-02-10,SZ000687,buy,5.0,0.0,5.0
2022-02-10,SZ002776,buy,5.0,0.0,5.0
2022-02-10,SH603996,buy,5.0,0.0,5.0
2022-02-10,SH600652,buy,9.331498437209127,0.0,9.331498437209127
2022-02-10,SH600112,buy,10.38645745267868,0.0,10.38645745267868
2022-02-10,SZ300105,buy,5.0,0.0,5.0
2022-02-10,SZ300367,buy,5.0,0.0,5.0
2022-02-10,SH600292,buy,8.084653124170302,0.0,8.084653124170302
2022-02-10,SH600532,buy,5.0,0.0,5.0
2022-02-10,SH600419,buy,5.0,0.0,5.0
2022-02-10,SH600146,buy,8.817443158273099,0.0,8.817443158273099
2022-02-10,SH600260,buy,20.345670686904786,0.0,20.345670686904786
2022-02-10,SZ002470,buy,15.835984010458585,0.0,15.835984010458585
2022-02-10,SZ300151,buy,6.343822836914062,0.0,6.343822836914062
2022-02-10,SH600836,buy,21.55108288566112,0.0,21.55108288566112
2022-02-10,SH600841,buy,5.0,0.0,5.0
2022-02-10,SZ000099,buy,5.550115207386015,0.0,5.550115207386015
2022-02-10,SZ000600,buy,5.540378417143821,0.0,5.540378417143821
2022-02-10,SZ300492,buy,5.0,0.0,5.0
2022-02-10,SZ002076,buy,5.0,0.0,5.0
2022-02-10,SZ002029,buy,5.0,0.0,5.0
2022-02-10,SZ000927,buy,5.0,0.0,5.0
2022-02-10,SZ300370,buy,5.0,0.0,5.0
2022-02-10,SZ002501,buy,5.0,0.0,5.0
2022-02-10,SH600203,buy,5.0,0.0,5.0
2022-02-10,SH600290,buy,5.0,0.0,5.0
2022-02-10,SZ002755,buy,5.0,0.0,5.0
2022-02-10,SH600251,buy,8.767567765102385,0.0,8.767567765102385
2022-02-10,SH600856,buy,29.93258028275728,0.0,29.93258028275728
2022-02-10,SZ000016,buy,5.0,0.0,5.0
2022-02-10,SH600400,buy,5.0,0.0,5.0
2022-02-10,SZ300486,buy,5.0,0.0,5.0
2022-02-10,SH600093,buy,8.786281048829554,0.0,8.786281048829554
2022-02-10,SZ002473,buy,5.0,0.0,5.0
2022-02-10,SZ300356,buy,5.0,0.0,5.0
2022-02-10,SZ002102,buy,5.0,0.0,5.0
2022-02-10,SH600624,buy,5.0,0.0,5.0
2022-02-10,SH600433,buy,5.0,0.0,5.0
2022-02-10,SH600305,buy,23.54916431436538,0.0,23.54916431436538
2022-02-10,SZ002698,buy,5.0,0.0,5.0
2022-02-10,SZ000541,buy,5.0,0.0,5.0
2022-02-10,SZ000911,buy,5.0,0.0,5.0
2022-02-10,SH603111,buy,5.0,0.0,5.0
2022-02-10,SZ002426,buy,11.286941616725919,0.0,11.286941616725919
2022-02-10,SH601368,buy,17.57411796348452,0.0,17.57411796348452
2022-02-10,SZ002320,buy,7.262073635001181,0.0,7.262073635001181
2022-02-10,SH603022,buy,5.0,0.0,5.0
2022-02-10,SZ000572,buy,8.269808778905867,0.0,8.269808778905867
2022-02-10,SZ002392,buy,5.0,0.0,5.0
2022-03-10,SH600093,sell,5.0,14.360635271519424,19.360635271519424
2022-03-10,SH600112,sell,5.499010305755138,18.330034352517128,23.829044658272267
2022-03-10,SH600146,sell,6.419429128346442,21.39809709448814,27.81752622283458
2022-03-10,SH600203,sell,5.0,14.08948656449318,19.08948656449318
2022-03-10,SH600251,sell,10.333949224548338,34.44649741516113,44.78044663970947
2022-03-10,SH600260,sell,11.166269073212742,37.22089691070915,48.38716598392189
2022-03-10,SH600278,sell,5.27619700162053,17.587323338735104,22.863520340355635
2022-03-10,SH600290,sell,5.0,5.95856818832159,10.958568188321589
2022-03-10,SH600292,sell,7.165938565492629,23.886461884975432,31.052400450468063
2022-03-10,SH600305,sell,19.316998632645607,64.38999544215203,83.70699407479763
2022-03-10,SH600311,sell,5.0,1.5357128723055122,6.5357128723055125
2022-03-10,SH600400,sell,5.0,9.457291564393042,14.457291564393042
2022-03-10,SH600433,sell,5.0,13.058706995487213,18.058706995487213
2022-03-10,SH600532,sell,5.0,10.52025696630478,15.52025696630478
2022-03-10,SH600595,sell,5.0,11.330208037662505,16.330208037662505
2022-03-10,SH600611,sell,5.0,7.865969087862968,12.865969087862968
2022-03-10,SH600652,sell,5.0,5.101079221040011,10.10107922104001
2022-03-10,SH600679,sell,5.0,3.6499150806427005,8.6499150806427
2022-03-10,SH600836,sell,29.943267018434998,99.81089006145001,129.754157079885
2022-03-10,SH600841,sell,5.0,8.050617923855782,13.050617923855782
2022-03-10,SH600881,sell,5.0,15.010390243291855,20.010390243291855
2022-03-10,SH600898,sell,5.0,1.5123725533604622,6.512372553360462
2022-03-10,SH601368,sell,18.860284408619997,62.8676146954,81.72789910402
2022-03-10,SH603022,sell,5.0,2.4108730896234514,7.410873089623451
2022-03-10,SH603111,sell,5.0,7.165208686208725,12.165208686208725
2022-03-10,SH603996,sell,5.0,9.124297776925564,14.124297776925564
2022-03-10,SZ000016,sell,5.0,12.977858454895019,17.97785845489502
2022-03-10,SZ000099,sell,5.0,16.45026958036423,21.45026958036423
2022-03-10,SZ000502,sell,5.0,0.2544426969766617,5.254442696976661
2022-03-10,SZ000528,sell,8.613921782455444,28.713072608184817,37.32699439064026
2022-03-10,SZ000541,sell,5.0,6.160292100477219,11.160292100477218
2022-03-10,SZ000572,sell,7.651480612635612,25.504935375452042,33.15641598808765
2022-03-10,SZ000600,sell,5.218391952116489,17.3946398403883,22.613031792504792
2022-03-10,SZ000687,sell,5.0,6.717153820484877,11.717153820484878
2022-03-10,SZ000752,sell,5.0,2.562366520822048,7.562366520822048
2022-03-10,SZ000802,sell,5.0,0.7454090233683586,5.745409023368358
2022-03-10,SZ000911,sell,5.0,16.111392921566964,21.111392921566964
2022-03-10,SZ000927,sell,5.0,11.675132817184926,16.675132817184924
2022-03-10,SZ002005,sell,5.0,3.191250033080578,8.191250033080578
2022-03-10,SZ002029,sell,5.0,10.374869414520262,15.374869414520262
2022-03-10,SZ002076,sell,5.0,6.820131102204323,11.820131102204323
2022-03-10,SZ002102,sell,5.0,7.341639496850968,12.341639496850968
2022-03-10,SZ002320,sell,6.008156793991326,20.027189313304422,26.035346107295748
2022-03-10,SZ002392,sell,5.0,11.626357396692038,16.626357396692036
2022-03-10,SZ002423,sell,5.0,3.7374673685789106,8.73746736857891
2022-03-10,SZ002426,sell,10.0579800178349,33.52660005944967,43.58458007728457
2022-03-10,SZ002470,sell,8.18237054271698,27.274568475723267,35.456939018440245
2022-03-10,SZ002473,sell,5.0,7.747912917906047,12.747912917906046
2022-03-10,SZ002499,sell,5.0,2.7376298527032135,7.737629852703213
2022-03-10,SZ002501,sell,5.0,5.7637343697130685,10.763734369713069
2022-03-10,SZ002618,sell,5.0,1.9829581696182488,6.982958169618248
2022-03-10,SZ002634,sell,5.0,16.198675017929077,21.198675017929077
2022-03-10,SZ002698,sell,5.0,9.176389385747909,14.176389385747909
2022-03-10,SZ002724,sell,5.0,9.693044025993348,14.693044025993348
2022-03-10,SZ002755,sell,5.0,5.293137835872174,10.293137835872173
2022-03-10,SZ300089,sell,5.0,6.171388306796551,11.171388306796551
2022-03-10,SZ300103,sell,5.0,9.808400727510453,14.808400727510453
2022-03-10,SZ300105,sell,5.0,13.350424813154339,18.35042481315434
2022-03-10,SZ300151,sell,5.0,16.25117830924988,21.25117830924988
2022-03-10,SZ300312,sell,5.0,8.480900500541926,13.480900500541926
2022-03-10,SZ300356,sell,5.0,6.32867321959734,11.32867321959734
2022-03-10,SZ300370,sell,5.0,6.391746011584997,11.391746011584997
2022-03-10,SZ300486,sell,5.0,5.712837752437592,10.712837752437592
2022-03-10,SZ300492,sell,5.0,4.6616290899753565,9.661629089975357
2022-03-10,SZ002259,buy,5.0,0.0,5.0
2022-03-10,SZ002242,buy,13.077989164352413,0.0,13.077989164352413
2022-03-10,SH600229,buy,5.0,0.0,5.0
2022-03-10,SH601968,buy,6.355047601032257,0.0,6.355047601032257
2022-03-10,SH600289,buy,5.0,0.0,5.0
2022-03-10,SZ002367,buy,5.0,0.0,5.0
2022-03-10,SZ002780,buy,5.0,0.0,5.0
2022-03-10,SH600012,buy,7.144847761588095,0.0,7.144847761588095
2022-03-10,SH600693,buy,5.0,0.0,5.0
2022-03-10,SH601998,buy,15.197641182507274,0.0,15.197641182507274
2022-03-10,SZ002360,buy,5.0,0.0,5.0
2022-03-10,SH603300,buy,7.889334547576903,0.0,7.889334547576903
2022-03-10,SZ000036,buy,5.0,0.0,5.0
2022-03-10,SZ002668,buy,5.0,0.0,5.0
2022-03-10,SZ002228,buy,9.716831433849334,0.0,9.716831433849334
2022-03-10,SZ002341,buy,8.348979075708387,0.0,8.348979075708387
2022-03-10,SH600568,buy,5.0,0.0,5.0
2022-03-10,SZ000631,buy,5.0,0.0,5.0
2022-03-10,SZ002734,buy,5.0,0.0,5.0
2022-03-10,SZ002168,buy,5.0,0.0,5.0
2022-03-10,SZ000413,buy,6.508560058565139,0.0,6.508560058565139
2022-03-10,SH600834,buy,5.0,0.0,5.0
2022-03-10,SH601098,buy,9.644720639677047,0.0,9.644720639677047
2022-03-10,SZ300257,buy,6.461817136934994,0.0,6.461817136934994
2022-03-10,SH603028,buy,10.747442452397344,0.0,10.747442452397344
2022-03-10,SZ000700,buy,5.0,0.0,5.0
2022-03-10,SZ002147,buy,5.27426565975666,0.0,5.27426565975666
2022-03-10,SH600269,buy,14.087203518648145,0.0,14.087203518648145
2022-03-10,SH600868,buy,5.606038985681532,0.0,5.606038985681532
2022-03-10,SZ300256,buy,5.0,0.0,5.0
2022-03-10,SH603018,buy,6.7126612508583055,0.0,6.7126612508583055
2022-03-10,SH603188,buy,5.0,0.0,5.0
2022-03-10,SZ002776,buy,10.789142043028768,0.0,10.789142043028768
2022-03-10,SZ300400,buy,5.083008915481566,0.0,5.083008915481566
2022-03-10,SZ000616,buy,5.0,0.0,5.0
2022-03-10,SZ002676,buy,7.846221477166414,0.0,7.846221477166414
2022-03-10,SH600060,buy,12.805813020458219,0.0,12.805813020458219
2022-03-10,SZ000971,buy,5.0,0.0,5.0
2022-03-10,SH600624,buy,5.0,0.0,5.0
2022-03-10,SZ300367,buy,5.0,0.0,5.0
2022-03-10,SZ002486,buy,5.0,0.0,5.0
2022-03-10,SZ300280,buy,12.802546359844206,0.0,12.802546359844206
2022-03-10,SZ002582,buy,5.0,0.0,5.0
2022-03-10,SH600419,buy,5.378188033189772,0.0,5.378188033189772
2022-03-10,SH600894,buy,12.916757923779485,0.0,12.916757923779485
2022-03-10,SZ000536,buy,5.0,0.0,5.0
2022-03-10,SZ000678,buy,7.3150618391489965,0.0,7.3150618391489965
2022-03-10,SH600791,buy,5.0,0.0,5.0
2022-03-10,SH603609,buy,5.608278686141966,0.0,5.608278686141966
2022-03-10,SZ002697,buy,8.866665639595984,0.0,8.866665639595984
2022-04-11,SH600012,sell,7.640321876878738,25.467739589595798,33.10806146647454
2022-04-11,SH600060,sell,11.624795014629361,38.74931671543121,50.37411173006058
2022-04-11,SH600093,sell,5.0,5.768886245289446,10.768886245289446
2022-04-11,SH600112,sell,5.0,12.698782248723507,17.698782248723507
2022-04-11,SH600146,sell,5.0,5.761875004380942,10.761875004380942
2022-04-11,SH600229,sell,5.0,10.008944873785973,15.008944873785973
2022-04-11,SH600260,sell,7.714980069249272,25.716600230830906,33.43158030008018
2022-04-11,SH600269,sell,11.524304042015073,38.414346806716914,49.93865084873199
2022-04-11,SH600278,sell,5.0,2.01288640294075,7.01288640294075
2022-04-11,SH600289,sell,5.0,3.1020852059125903,8.10208520591259
2022-04-11,SH600290,sell,5.0,4.9219788097500805,9.92197880975008
2022-04-11,SH600292,sell,5.0,1.8835948044061661,6.883594804406166
2022-04-11,SH600419,sell,5.907685367631911,19.692284558773043,25.599969926404953
2022-04-11,SH600595,sell,5.0,5.978957851052284,10.978957851052284
2022-04-11,SH600624,sell,5.896322862793207,19.654409542644025,25.55073240543723
2022-04-11,SH600652,sell,5.0,3.1451221696615224,8.145122169661523
2022-04-11,SH600693,sell,5.0,6.109936956024169,11.10993695602417
2022-04-11,SH600791,sell,6.1960385148024555,20.653461716008188,26.849500230810644
2022-04-11,SH600834,sell,5.0,7.3636308377981186,12.36363083779812
2022-04-11,SH600836,sell,5.0,4.449925321912766,9.449925321912765
2022-04-11,SH600856,sell,32.5610393380773,108.53679779359102,141.0978371316683
2022-04-11,SH600881,sell,5.0,4.62325602722168,9.623256027221679
2022-04-11,SH600894,sell,13.186260950660705,43.95420316886902,57.140464119529724
2022-04-11,SH601098,sell,9.989558675980566,33.29852891993523,43.2880875959158
2022-04-11,SH601968,sell,5.0,11.368665463829041,16.36866546382904
2022-04-11,SH601998,sell,17.008025950309037,56.69341983436346,73.7014457846725
2022-04-11,SH603018,sell,7.320133225282429,24.400444084274767,31.720577309557196
2022-04-11,SH603028,sell,8.311723777513503,27.705745925045015,36.017469702558515
2022-04-11,SH603188,sell,5.0,9.015988067159057,14.015988067159057
2022-04-11,SH603300,sell,6.021893259544371,20.072977531814573,26.094870791358943
2022-04-11,SH603609,sell,5.423973455160856,18.079911517202856,23.50388497236371
2022-04-11,SZ000036,sell,5.409917890119552,18.033059633731842,23.442977523851393
2022-04-11,SZ000413,sell,6.298848850092887,20.99616283364296,27.295011683735847
2022-04-11,SZ000536,sell,5.0,7.655317814111709,12.655317814111708
2022-04-11,SZ000541,sell,5.0,6.971652150392533,11.971652150392533
2022-04-11,SZ000616,sell,5.0,8.698493207573891,13.698493207573891
2022-04-11,SZ000631,sell,5.0,4.671384139537811,9.67138413953781
2022-04-11,SZ000678,sell,5.105894587944746,17.01964862648249,22.125543214427235
2022-04-11,SZ000687,sell,5.0,9.494682294756174,14.494682294756174
2022-04-11,SZ000971,sell,5.0,4.9134864603996276,9.913486460399628
2022-04-11,SZ002029,sell,5.0,0.4485499291419983,5.448549929141999
2022-04-11,SZ002102,sell,5.0,2.143560946941376,7.143560946941376
2022-04-11,SZ002168,sell,5.0,12.129413563442231,17.12941356344223
2022-04-11,SZ002228,sell,6.4207025395202635,21.402341798400883,27.823044337921147
2022-04-11,SZ002242,sell,12.301265979766844,41.004219932556154,53.305485912323
2022-04-11,SZ002320,sell,5.0,3.1706353853702547,8.170635385370254
2022-04-11,SZ002341,sell,5.0,15.487173334121705,20.487173334121707
2022-04-11,SZ002360,sell,5.0,13.709768462848665,18.709768462848665
2022-04-11,SZ002367,sell,5.0,12.619322381830216,17.619322381830216
2022-04-11,SZ002426,sell,5.0,0.28621600779891015,5.28621600779891
2022-04-11,SZ002470,sell,7.562482843245863,25.20827614415288,32.77075898739874
2022-04-11,SZ002486,sell,5.332147432723045,17.773824775743485,23.10597220846653
2022-04-11,SZ002501,sell,5.0,5.25721798709035,10.25721798709035
2022-04-11,SZ002582,sell,5.0,8.340131387114525,13.340131387114525
2022-04-11,SZ002618,sell,5.0,6.32009517004788,11.32009517004788
2022-04-11,SZ002668,sell,5.0,5.821022873139382,10.821022873139382
2022-04-11,SZ002676,sell,5.7171646880507465,19.057215626835823,24.77438031488657
2022-04-11,SZ002697,sell,9.905682027153967,33.018940090513226,42.92462211766719
2022-04-11,SZ002734,sell,5.0,8.570536704111099,13.570536704111099
2022-04-11,SZ002776,sell,5.0,9.25763692574501,14.25763692574501
2022-04-11,SZ002780,sell,5.0,11.69944545006752,16.699445450067522
2022-04-11,SZ300256,sell,5.0,16.03961906593144,21.03961906593144
2022-04-11,SZ300257,sell,6.246145730381012,20.82048576793671,27.066631498317722
2022-04-11,SZ300280,sell,11.545409681453702,38.484698938179015,50.03010861963271
2022-04-11,SZ300312,sell,6.6386509055042255,22.128836351680754,28.76748725718498
2022-04-11,SZ300356,sell,5.0,9.785588855910303,14.785588855910303
2022-04-11,SZ300367,sell,5.0,7.30476821359992,12.304768213599921
2022-04-11,SZ300400,sell,5.0,14.285801560020447,19.285801560020445
2022-04-11,SZ002698,buy,5.0,0.0,5.0
2022-04-11,SZ002147,buy,5.0,0.0,5.0
2022-04-11,SH600532,buy,5.0,0.0,5.0
2022-04-11,SZ300089,buy,5.0,0.0,5.0
2022-04-11,SZ002113,buy,5.0,0.0,5.0
2022-04-11,SH600311,buy,5.0,0.0,5.0
2022-04-11,SZ000032,buy,9.24822407295942,0.0,9.24822407295942
2022-04-11,SZ002556,buy,19.102346202392575,0.0,19.102346202392575
2022-04-11,SH600221,buy,27.094708417410843,0.0,27.094708417410843
2022-04-11,SZ000700,buy,5.0,0.0,5.0
2022-04-11,SZ002321,buy,5.0,0.0,5.0
2022-04-11,SZ002259,buy,5.0,0.0,5.0
2022-04-11,SZ300370,buy,5.0,0.0,5.0
2022-04-11,SH600203,buy,5.0,0.0,5.0
2022-04-11,SH600666,buy,5.0,0.0,5.0
2022-04-11,SH603989,buy,9.278252741253374,0.0,9.278252741253374
2022-04-11,SZ002552,buy,5.0,0.0,5.0
2022-04-11,SH600400,buy,5.0,0.0,5.0
2022-04-11,SZ000752,buy,5.0,0.0,5.0
2022-04-11,SZ000669,buy,5.990766820369362,0.0,5.990766820369362
2022-04-11,SZ002504,buy,5.0,0.0,5.0
2022-04-11,SH600568,buy,5.0,0.0,5.0
2022-04-11,SZ000673,buy,5.0,0.0,5.0
2022-04-11,SZ300066,buy,5.382596552982329,0.0,5.382596552982329
2022-04-11,SZ000703,buy,25.267373770165438,0.0,25.267373770165438
2022-04-11,SZ000606,buy,5.0,0.0,5.0
2022-04-11,SZ002380,buy,5.0,0.0,5.0
2022-04-11,SZ300145,buy,7.438626035510301,0.0,7.438626035510301
2022-04-11,SH603022,buy,5.0,0.0,5.0
2022-04-11,SZ000410,buy,5.0,0.0,5.0
2022-04-11,SZ002519,buy,5.0,0.0,5.0
2022-04-11,SZ300232,buy,11.40052536717653,0.0,11.40052536717653
2022-04-11,SH600288,buy,6.309255922043322,0.0,6.309255922043322
2022-04-11,SZ002401,buy,13.823521081838603,0.0,13.823521081838603
2022-04-11,SZ000727,buy,9.480786848455665,0.0,9.480786848455665
2022-04-11,SZ002021,buy,5.0,0.0,5.0
2022-04-11,SZ002792,buy,5.0,0.0,5.0
2022-04-11,SH600226,buy,11.95345741460323,0.0,11.95345741460323
2022-04-11,SH600987,buy,5.0,0.0,5.0
2022-04-11,SZ002076,buy,5.0,0.0,5.0
2022-04-11,SZ300329,buy,5.699357409864664,0.0,5.699357409864664
2022-04-11,SH600816,buy,6.581869330902097,0.0,6.581869330902097
2022-04-11,SZ300455,buy,7.553578346614836,0.0,7.553578346614836
2022-04-11,SZ300489,buy,5.0,0.0,5.0
2022-04-11,SZ000685,buy,10.060072968349456,0.0,10.060072968349456
2022-04-11,SH603328,buy,5.0,0.0,5.0
2022-04-11,SZ002778,buy,5.0,0.0,5.0
2022-04-11,SZ000890,buy,5.0,0.0,5.0
2022-04-11,SH600868,buy,5.737247561377285,0.0,5.737247561377285
2022-04-11,SZ002656,buy,5.0,0.0,5.0
2022-05-12,SH600060,sell,5.0,1.5200648317337035,6.520064831733704
2022-05-12,SH600112,sell,5.0,3.50768346362114,8.50768346362114
2022-05-12,SH600203,sell,5.0,10.772578597497938,15.772578597497938
2022-05-12,SH600221,sell,13.503226935367582,45.010756451225284,58.51398338659287
2022-05-12,SH600226,sell,5.0,16.0690052131176,21.0690052131176
2022-05-12,SH600260,sell,5.0,7.912889317131042,12.912889317131043
2022-05-12,SH600269,sell,5.0,10.0015610268116,15.0015610268116
2022-05-12,SH600288,sell,5.0,15.57423985362053,20.57423985362053
2022-05-12,SH600289,sell,5.0,1.8538636562347413,6.853863656234742
2022-05-12,SH600311,sell,5.0,2.899827549880743,7.899827549880743
2022-05-12,SH600400,sell,5.4118439768600455,18.03947992286682,23.451323899726866
2022-05-12,SH600419,sell,5.0,5.772091855502129,10.77209185550213
2022-05-12,SH600624,sell,5.0,4.955359318614006,9.955359318614006
2022-05-12,SH600666,sell,5.0,2.3319959781289104,7.33199597812891
2022-05-12,SH600816,sell,7.036640093078613,23.45546697692871,30.492107070007325
2022-05-12,SH600868,sell,6.568581476029158,21.89527158676386,28.46385306279302
2022-05-12,SH600987,sell,5.0,10.793824696540833,15.793824696540833
2022-05-12,SH601968,sell,5.0,8.39511820678711,13.39511820678711
2022-05-12,SH603022,sell,5.0,3.0152365021705623,8.015236502170563
2022-05-12,SH603028,sell,5.0,3.831808743810654,8.831808743810655
2022-05-12,SH603300,sell,5.0,6.5156551374435425,11.515655137443542
2022-05-12,SH603328,sell,5.0,9.670177158594132,14.670177158594132
2022-05-12,SH603989,sell,7.204165445172786,24.013884817242623,31.21805026241541
2022-05-12,SH603996,sell,5.0,0.10990561360269786,5.109905613602698
2022-05-12,SZ000032,sell,5.850677541661262,19.502258472204208,25.35293601386547
2022-05-12,SZ000410,sell,5.0,8.506579066872597,13.506579066872597
2022-05-12,SZ000541,sell,5.0,1.710335719871521,6.710335719871521
2022-05-12,SZ000606,sell,5.0,3.6779473373651506,8.67794733736515
2022-05-12,SZ000678,sell,5.0,6.203552691578866,11.203552691578867
2022-05-12,SZ000685,sell,7.459445528812407,24.864818429374694,32.3242639581871
2022-05-12,SZ000700,sell,5.0,16.21154110529423,21.21154110529423
2022-05-12,SZ000703,sell,24.19087518453598,80.63625061511993,104.82712579965592
