strategy_capital,order_value,daily_amount,participation_rate,capacity_multiple,estimated_impact_cost
10000000,28263.24029324055,59205.9453125,0.4773716582694847,0.1047401937962855,0.001
10000000,3137.8559836864474,6421.23193359375,0.4886688436326725,0.10231878019541697,0.001
10000000,4406.731730890274,8860.0361328125,0.4973717561455831,0.10052842643795955,0.001
10000000,9382.647140622139,32074.939453125,0.29252267660034525,0.1709269195164372,0.001
10000000,3947.5132538616654,8011.92822265625,0.49270452057955644,0.10148070072745874,0.001
10000000,3116.6781708955764,17612.736328125,0.1769559319365209,0.28255622432559324,0.001
10000000,18164.267665565014,36397.421875,0.49905368924059307,0.10018962103272835,0.001
10000000,10971.340477359296,34136.921875,0.3213922016031006,0.15557315874685376,0.001
10000000,2677.2415654867887,5606.7041015625,0.47750719798833036,0.10471046344566712,0.001
10000000,2352.5786739706996,6706.791015625,0.3507756046803651,0.14254126949780663,0.001
10000000,12027.051685667038,24177.71484375,0.4974436899182828,0.10051388933733126,0.001
10000000,13785.842801213264,26978.6640625,0.5109905653325292,0.09784916472471913,0.001
10000000,7642.712129116059,15265.6416015625,0.500647947108479,0.09987057829514308,0.001
10000000,7055.2470273256295,14236.5517578125,0.4955727445344318,0.10089336137113987,0.001
10000000,106626.48333141803,332575.09375,0.32060874471727646,0.15595332574004395,0.001
10000000,16012.894153314828,32040.716796875,0.4997670387597758,0.10004661396653976,0.001
10000000,5841.388048213719,12070.6708984375,0.4839323428965215,0.10332022799040613,0.001
10000000,9978.517842572926,20034.80859375,0.4980590553625651,0.10038970170636131,0.001
10000000,3694.806196391582,7396.81005859375,0.49951346149532233,0.10009740248105051,0.001
10000000,9105.808281594514,18525.359375,0.49153207218656264,0.10172276201139188,0.001
10000000,31104.994790697092,64500.8515625,0.4822416144468572,0.10368246642785321,0.001
10000000,34621.52484226227,70172.3515625,0.49337843283513333,0.10134208686967057,0.001
10000000,14093.031900206208,27826.83203125,0.5064547730183406,0.09872549863043609,0.001
10000000,7222.618423402308,14389.0771484375,0.5019514697776575,0.09961122341597647,0.001
10000000,26948.843747234343,53774.0078125,0.501149995016179,0.09977052877828686,0.001
10000000,11178.948847961425,22203.357421875,0.5034801104876057,0.09930878888458271,0.001
10000000,7124.560289144516,14551.6748046875,0.4896041441806751,0.10212331859174145,0.001
10000000,29391.477194243667,58932.64453125,0.49872998960123627,0.10025464889323764,0.001
10000000,67818.90228968262,138467.578125,0.4897818190223555,0.10208627200536778,0.001
10000000,52786.613368195285,106041.328125,0.49779283512906575,0.10044339024493232,0.001
10000000,21146.076123046874,42025.27734375,0.5031751712208918,0.09936897299340354,0.001
10000000,71836.94295220374,151622.609375,0.47378780281068317,0.10553247614941046,0.001
10000000,8642.540628790854,17391.662109375,0.49693586354417957,0.1006166060211406,0.001
10000000,18500.384024620053,37348.83984375,0.49534025961762046,0.10094071505231104,0.001
10000000,18467.928057146073,36978.96484375,0.49941711822329254,0.10011671241442045,0.001
10000000,5272.1634782314295,11134.3974609375,0.47350236029633536,0.1055960945341606,0.001
10000000,7294.401973485947,14451.53515625,0.5047492805863787,0.09905908125696361,0.001
10000000,11967.698578834532,24289.994140625,0.4927007602203808,0.10148147524196113,0.001
10000000,12559.93114516735,25153.158203125,0.4993381365369426,0.10013254815016688,0.001
10000000,9772.047159790993,19500.6640625,0.5011135584137748,0.0997777832199752,0.001
10000000,5931.054498270153,11806.1796875,0.5023686455111098,0.09952850450913393,0.001
10000000,15541.905105686186,30981.388671875,0.5016529526901153,0.09967049876189278,0.001
10000000,11712.767405354976,23296.001953125,0.5027801521017553,0.09944704418220697,0.001
10000000,5699.661500644684,11702.103515625,0.4870629876957014,0.10265612716037073,0.001
10000000,29225.22588367462,59718.16015625,0.48938590551363387,0.10216885986432857,0.001
10000000,99775.26760919094,197083.765625,0.5062581755162815,0.09876383714497067,0.001
10000000,15145.645040893553,30377.763671875,0.49857669591774534,0.10028547344749733,0.001
10000000,10713.49772825241,21234.98046875,0.5045211952993646,0.09910386415050772,0.001
10000000,6642.334971427917,13334.9931640625,0.49811311409809017,0.10037880671046502,0.001
10000000,29287.603496098516,60846.21484375,0.48133813370819534,0.10387708036926868,0.001
10000000,8618.898890715836,17223.36328125,0.5004190383709025,0.0999162625042671,0.001
10000000,4632.918227910995,9285.5263671875,0.49893975254676515,0.1002125000960182,0.001
10000000,9717.404182004928,19644.564453125,0.4946612181294308,0.10107928046002028,0.001
10000000,10469.82926774025,21049.060546875,0.497401261420887,0.10052246320640391,0.001
10000000,14613.672483444212,29289.689453125,0.4989357264040585,0.10021330875694391,0.001
10000000,78497.21438121794,155827.0625,0.5037457109301405,0.09925642822383059,0.001
10000000,10313.337089288234,20842.267578125,0.4948279764008306,0.10104521648852366,0.001
10000000,5382.9155514717095,11447.205078125,0.4702384131964382,0.10632904202811887,0.001
10000000,15051.068661642072,30560.736328125,0.49249692481364055,0.10152347655555385,0.001
10000000,7055.227806091308,14306.0634765625,0.49316346300642566,0.10138626185968795,0.001
10000000,37623.13872241973,74314.3203125,0.5062703737881238,0.09876145749133883,0.001
10000000,58580.39321161508,120352.2421875,0.4867411869265477,0.10272399653647003,0.001
10000000,24206.912116670606,48821.9765625,0.4958199938030337,0.10084304914065786,0.001
10000000,3087.3197964549063,6386.208984375,0.4834354472283299,0.10342642494807515,0.001
10000000,27566.029263019558,54779.87890625,0.5032144979764545,0.09936120720102846,0.001
10000000,12461.501893311737,24841.66015625,0.5016372422346541,0.09967362027839866,0.001
10000000,14360.635271519424,28428.248046875,0.5051537206176175,0.0989797718185038,0.001
10000000,18330.034352517127,37691.12890625,0.48632224304317967,0.10281248845852316,0.001
10000000,21398.09709448814,43540.6015625,0.49145157224739805,0.10173942423533416,0.001
10000000,14089.48656449318,45881.55859375,0.30708386977970825,0.1628219679394699,0.001
10000000,34446.49741516113,280084.09375,0.12298626799531036,0.4065494531625805,0.001
10000000,37220.89691070915,73774.984375,0.5045192110311327,0.09910425392486118,0.001
10000000,17587.323338735103,35200.34375,0.4996349883297689,0.10007305566638784,0.001
10000000,5958.56818832159,11891.9765625,0.5010578482900193,0.09978887701417523,0.001
10000000,23886.461884975433,48439.71875,0.4931172703180782,0.10139575920297461,0.001
10000000,64389.99544215202,198363.59375,0.3246059129343235,0.154032930417125,0.001
10000000,1535.7128723055123,13770.37109375,0.1115229837925378,0.44833807614951554,0.001
10000000,9457.291564393043,19156.26171875,0.4936919166820695,0.10127773680402243,0.001
10000000,13058.706995487213,42812.43359375,0.30502136644233174,0.1639229427865446,0.001
10000000,10520.25696630478,23325.111328125,0.4510270848576677,0.11085808741570075,0.001
10000000,11330.208037662505,22905.505859375,0.49464998097936186,0.10108157671613484,0.001
10000000,7865.969087862968,20385.986328125,0.3858517788276394,0.1295834378473478,0.001
10000000,5101.07922104001,10239.109375,0.49819559829050175,0.1003621874050453,0.001
10000000,3649.9150806427006,83261.5625,0.04383673535603779,1.140595885936869,0.001
10000000,99810.89006145,213355.9375,0.46781397898265664,0.10688008962180598,0.001
10000000,8050.617923855782,26281.064453125,0.3063276960571705,0.1632238959896999,0.001
10000000,15010.390243291855,30418.423828125,0.49346377472106845,0.10132456030488281,0.001
10000000,1512.3725533604622,10900.0791015625,0.13874876863450167,0.360363558481101,0.001
10000000,62867.6146954,344897.125,0.18227932371254182,0.27430428740700735,0.001
10000000,2410.8730896234515,17167.78515625,0.14043005942125059,0.35604912656209947,0.001
10000000,7165.208686208725,23712.65234375,0.3021681666959233,0.16547077260562598,0.001
10000000,9124.297776925565,18188.90234375,0.5016409239263864,0.09967288874409554,0.001
10000000,12977.858454895018,43879.9140625,0.2957585203200287,0.16905683713151176,0.001
10000000,16450.269580364227,89064.4609375,0.18470071459712784,0.2707082108970764,0.001
10000000,254.4426969766617,7764.02783203125,0.03277199702027518,1.525692803190062,0.001
10000000,28713.072608184815,81505.5625,0.3522835954685279,0.14193110506182194,0.001
10000000,6160.292100477219,12457.1083984375,0.4945202292090439,0.10110809840877909,0.001
10000000,25504.93537545204,74821.0546875,0.3408791212844669,0.14667956139875907,0.001
10000000,17394.6398403883,75273.28125,0.2310865097353292,0.2163691859696466,0.001
10000000,6717.153820484877,13671.439453125,0.49132747458787,0.10176512119933953,0.001
10000000,2562.366520822048,6462.01513671875,0.3965274711694894,0.12609466842873113,0.001
10000000,745.4090233683586,4007.217041015625,0.18601663342383756,0.26879316693188054,0.001
10000000,16111.392921566963,74430.9609375,0.2164609017354454,0.23098859701281804,0.001
10000000,11675.132817184925,32818.1953125,0.3557518232191771,0.14054741743149193,0.001
10000000,3191.250033080578,12858.845703125,0.24817546665989074,0.2014703575374835,0.001
10000000,10374.869414520263,21403.28125,0.484732658200259,0.10314964167184988,0.001
10000000,6820.131102204323,23066.1328125,0.2956772666507997,0.16910329484021822,0.001
10000000,7341.639496850968,15099.3486328125,0.48622226530333895,0.10283362891414806,0.001
10000000,20027.18931330442,39733.86328125,0.5040332768939446,0.09919979948173277,0.001
10000000,11626.357396692038,37097.8203125,0.31339731819161815,0.15954188851555162,0.001
10000000,3737.4673685789107,48459.9140625,0.07712492770330964,0.6482988248928286,0.001
10000000,33526.60005944967,67122.4921875,0.4994838386780463,0.10010333894352214,0.001
10000000,27274.568475723267,54642.609375,0.4991446928997114,0.10017135454156986,0.001
10000000,7747.9129179060465,20800.951171875,0.37247878012338265,0.13423583481302648,0.001
10000000,2737.6298527032136,34906.578125,0.07842733375067006,0.637532829548382,0.001
10000000,5763.734369713068,11758.59375,0.4901720811396404,0.10200499360092274,0.001
10000000,1982.9581696182488,4006.777099609375,0.494901043986592,0.10103029809198506,0.001
10000000,16198.675017929076,41077.9765625,0.3943396528619867,0.1267942486562448,0.001
10000000,9176.389385747909,18234.6015625,0.5032404658964101,0.0993560800221743,0.001
10000000,9693.044025993348,36796.0234375,0.26342640102014003,0.18980633606339742,0.001
10000000,5293.137835872174,17275.455078125,0.3063964342435526,0.16318727769610827,0.001
10000000,6171.388306796551,14996.591796875,0.4115193898978132,0.12150095773716954,0.001
10000000,9808.400727510452,22499.75390625,0.43593368924741294,0.11469634312117284,0.001
10000000,13350.424813154339,35211.48046875,0.3791497726147235,0.13187400761231094,0.001
10000000,16251.178309249879,194919.640625,0.0833737342072933,0.5997092546638764,0.001
10000000,8480.900500541926,16872.689453125,0.5026407037303217,0.09947463392623722,0.001
10000000,6328.673219597339,12801.685546875,0.49436249597165133,0.10114035835531343,0.001
10000000,6391.746011584997,12749.76953125,0.5013224745685536,0.09973620281642237,0.001
10000000,5712.837752437592,18426.1640625,0.3100394489629055,0.1612698002375247,0.001
10000000,4661.629089975357,10625.5556640625,0.4387186173935173,0.1139682658033897,0.001
10000000,4061.697095251083,8296.0107421875,0.48959641223657463,0.10212493137274019,0.001
10000000,43593.29721450805,86918.125,0.5015443811576475,0.09969207487598948,0.001
10000000,13444.192432737349,27505.255859375,0.4887863069324977,0.10229419132828756,0.001
10000000,21183.492003440857,43357.95703125,0.48857218960231397,0.10233902187658041,0.001
10000000,6265.551692283153,12980.5107421875,0.48268914965878074,0.10358633508821496,0.001
10000000,12368.9456918478,24668.412109375,0.5014082640182218,0.0997191382513451,0.001
10000000,12615.71156220436,24972.427734375,0.5051856269800554,0.09897352048373693,0.001
10000000,23816.159205293654,48331.12109375,0.4927706758363085,0.10146707677996913,0.001
10000000,4659.7549686431885,9460.14453125,0.4925669954883321,0.10150903421864448,0.001
10000000,50658.803941690916,100784.8671875,0.5026429597555093,0.0994741874517063,0.001
10000000,13991.94561138153,28023.232421875,0.49929806100667334,0.10014058516308103,0.001
10000000,26297.781825256345,52553.69921875,0.5003983014743494,0.09992040311224562,0.001
10000000,15576.518484687804,31764.580078125,0.4903738203488713,0.1019630288672997,0.001
10000000,6080.460052514075,12429.8271484375,0.48918299344801613,0.10221123929017646,0.001
10000000,32389.438112831114,64937.8359375,0.4987760624484718,0.10024538818994641,0.001
10000000,27829.930252361293,55465.23046875,0.5017545229175803,0.09965032245103081,0.001
10000000,2910.985985469818,5874.48193359375,0.4955306728961212,0.10090192743826694,0.001
10000000,4274.898412513732,8915.8662109375,0.47947090180307095,0.10428161503017776,0.001
10000000,10283.23970925808,20538.310546875,0.5006857640889417,0.09986303503352256,0.001
10000000,12601.258375096319,25079.935546875,0.5024438101742432,0.09951361522925405,0.001
10000000,21695.20019521713,43523.90234375,0.4984663375050639,0.10030767624201314,0.001
10000000,7335.864784455299,15097.20703125,0.4859087359185478,0.10289998163025707,0.001
10000000,32149.06879892349,65047.4140625,0.494240536111604,0.10116531596815351,0.001
10000000,21539.390456449983,43446.11328125,0.49577255201205117,0.10085269907960659,0.001
10000000,35824.80817465782,71972.0859375,0.4977597593290238,0.10045006464041932,0.001
10000000,9869.604221749303,19964.650390625,0.4943539720777616,0.10114210226702706,0.001
10000000,17580.8855325222,34501.10546875,0.5095745569209776,0.09812106848920592,0.001
10000000,46957.345062160486,96076.71875,0.4887484259776564,0.10230211974592794,0.001
10000000,18686.796618938442,37746.953125,0.49505443676623745,0.10099899382097606,0.001
10000000,15885.439228892325,31461.220703125,0.504921260964119,0.0990253409106358,0.001
10000000,22375.53750286102,45224.05078125,0.4947707495529784,0.1010569037178827,0.001
10000000,8777.893823337554,17603.611328125,0.4986416514044057,0.1002724097739867,0.001
10000000,35963.8068100959,72053.8828125,0.4991237863430845,0.10017555037064758,0.001
10000000,16943.36305160522,34612.1640625,0.4895204767032247,0.10214077322512673,0.001
10000000,8390.616712474823,16678.095703125,0.5030920113321247,0.09938539844352975,0.001
10000000,26154.071590554715,52530.80859375,0.49788062073855965,0.10042568020789733,0.001
10000000,42686.0434015274,84520.4375,0.5050381264475519,0.09900242651322386,0.001
10000000,3879.729123562574,7768.60498046875,0.4994113014262794,0.10011787850455915,0.001
10000000,13015.355651962756,26559.966796875,0.4900365934754904,0.10203319643005558,0.001
10000000,5756.975748306511,11628.5244140625,0.49507362613820016,0.10099507903505744,0.001
10000000,15948.38274478912,32412.025390625,0.4920514084689722,0.10161539859336244,0.001
10000000,42675.15453281402,84997.109375,0.5020777158966063,0.09958617643627224,0.001
10000000,8379.026997655628,16803.4140625,0.49865027228930897,0.10027067622052915,0.001
10000000,17927.293443965907,36256.56640625,0.49445645908917496,0.10112113833461428,0.001
10000000,43055.85974593162,86731.625,0.49642630062484844,0.10071988518147676,0.001
10000000,7966.572844386101,16056.8798828125,0.4961470038094778,0.10077658358529598,0.001
10000000,24383.53946382999,48602.32421875,0.5016949262361245,0.09966215998060007,0.001
10000000,16139.538837862012,32658.873046875,0.49418541829955587,0.10117659920449526,0.001
10000000,18694.26228713989,37591.86328125,0.49729544256094854,0.10054385325253007,0.001
10000000,29555.552131986617,59155.51953125,0.4996245889848596,0.10007513861875837,0.001
10000000,25467.739589595796,69644.6796875,0.3656810499218479,0.13673117600894502,0.001
10000000,38749.31671543121,76218.6640625,0.5083966924906532,0.09834839749851293,0.001
10000000,5768.8862452894455,11156.6953125,0.5170784075124796,0.09669713388446464,0.001
10000000,12698.782248723506,24783.314453125,0.5123924111418552,0.09758146083501923,0.001
10000000,5761.875004380941,31676.814453125,0.18189565787643516,0.2748828673742496,0.001
10000000,10008.944873785973,19762.638671875,0.5064579199148189,0.09872488519561406,0.001
10000000,25716.600230830907,50947.4453125,0.5047672179260638,0.09905556110683042,0.001
10000000,38414.346806716916,77221.140625,0.4974589405932764,0.10051080786761882,0.001
10000000,2012.88640294075,108820.40625,0.01849732483369359,2.703093579722571,0.001
10000000,3102.08520591259,6035.47021484375,0.5139757293944162,0.09728085810377023,0.001
10000000,4921.9788097500805,11877.1162109375,0.41440857547705784,0.12065387387903621,0.001
10000000,1883.594804406166,40710.65625,0.046267856573944714,1.0806638496445284,0.001
10000000,19692.28455877304,39355.5078125,0.5003692152212155,0.09992621144347334,0.001
10000000,5978.957851052284,37464.3515625,0.15959058682966587,0.31330168647957896,0.001
10000000,19654.409542644025,39023.828125,0.5036514992759703,0.0992749948563204,0.001
10000000,3145.122169661522,6241.69482421875,0.5038891291925964,0.09922817759556986,0.001
10000000,6109.936956024169,36756.515625,0.16622731649428943,0.3007929205289054,0.001
10000000,20653.461716008187,277369.8125,0.07446182239463492,0.671485042831863,0.001
10000000,7363.630837798119,20373.919921875,0.3614243535870562,0.1383415353828848,0.001
10000000,4449.925321912766,67473.0625,0.06595113897361285,0.75813702049945,0.001
10000000,108536.79779359102,231587.484375,0.46866434983093425,0.10668616040037392,0.001
10000000,4623.25602722168,188139.0,0.024573618586373264,2.034702370929056,0.001
10000000,43954.20316886902,91218.6796875,0.4818552879678679,0.10376559363053874,0.001
10000000,33298.52891993523,103107.328125,0.32295016780540037,0.15482264753034106,0.001
10000000,11368.66546382904,22181.0703125,0.512539084167742,0.09755353600240987,0.001
10000000,56693.419834363456,235290.71875,0.24095051490152947,0.20751148849145962,0.001
10000000,24400.444084274768,354864.0,0.06875998716205298,0.7271670933003581,0.001
10000000,27705.745925045016,56950.4609375,0.4864885282570504,0.10277734642404772,0.001
10000000,9015.988067159056,57773.59375,0.1560572483369023,0.3203952429819736,0.001
10000000,20072.977531814573,40259.48828125,0.4985899818593356,0.10028280113760131,0.001
10000000,18079.911517202854,57017.77734375,0.317092534284567,0.1576826780637122,0.001
10000000,18033.059633731842,103297.7734375,0.1745735559793328,0.28641222159626134,0.001
10000000,20996.16283364296,45002.72265625,0.46655316821652354,0.10716892179970237,0.001
10000000,7655.317814111709,24114.84765625,0.31745246427578533,0.15750389625755978,0.001
10000000,6971.652150392532,14435.5322265625,0.48295082169288855,0.1035302100216641,0.001
10000000,8698.49320757389,27101.681640625,0.32095769269664004,0.15578377193550727,0.001
10000000,4671.384139537811,69099.40625,0.06760382459202117,0.7396031260323276,0.001
10000000,17019.64862648249,33709.51953125,0.5048914628019135,0.09903118528192809,0.001
10000000,9494.682294756174,18366.037109375,0.5169695693312949,0.09671749164012784,0.001
10000000,4913.4864603996275,9647.7939453125,0.5092860075838276,0.09817666155253656,0.001
10000000,448.5499291419983,16412.62109375,0.027329573172977722,1.8295199739686312,0.001
10000000,2143.5609469413757,109730.640625,0.01953475287059435,2.5595409540739555,0.001
10000000,12129.413563442231,24790.798828125,0.489270783387645,0.10219289951017868,0.001
10000000,21402.34179840088,42886.83984375,0.49904217415823177,0.10019193284483098,0.001
10000000,41004.21993255615,97214.15625,0.4217926844636493,0.11854164816438173,0.001
10000000,3170.6353853702544,317541.6875,0.00998494216722412,5.007540270401019,0.001
10000000,15487.173334121704,30625.873046875,0.5056892030610041,0.09887496054363698,0.001
10000000,13709.768462848664,77243.1484375,0.17748847296070142,0.28170843529129214,0.001
10000000,12619.322381830216,37139.21875,0.3397842713595104,0.14715219100620835,0.001
10000000,286.21600779891014,48320.8203125,0.005923243975327745,8.441320365709467,0.001
10000000,25208.27614415288,123566.3203125,0.20400604372130682,0.2450907781355004,0.001
10000000,17773.824775743484,98794.6328125,0.1799067851132764,0.27792170244450776,0.001
10000000,5257.217987090349,10887.6015625,0.48286281941081544,0.10354907851677113,0.001
10000000,8340.131387114525,29694.724609375,0.28086239211935443,0.17802312236503404,0.001
10000000,6320.09517004788,17114.72265625,0.36927826976733924,0.1353992479208216,0.001
10000000,5821.022873139382,11807.345703125,0.4930001220849116,0.10141985318086447,0.001
10000000,19057.215626835823,37661.30078125,0.50601586327373,0.09881113148611395,0.001
10000000,33018.94009051323,278188.8125,0.11869255198935517,0.42125642394549073,0.001
10000000,8570.536704111099,17614.712890625,0.48655557188630405,0.10276318449330955,0.001
10000000,9257.63692574501,18626.123046875,0.49702436209870365,0.10059869055285973,0.001
10000000,11699.44545006752,78650.359375,0.14875260002672455,0.3361285785325239,0.001
10000000,16039.61906593144,39749.8671875,0.4035137775498118,0.12391150632725978,0.001
10000000,20820.48576793671,40389.12109375,0.5154973716711694,0.09699370500747093,0.001
10000000,38484.69893817901,78044.1328125,0.49311456929937314,0.10139631459488407,0.001
10000000,22128.836351680755,47393.96875,0.46691249826341574,0.10708644593144248,0.001
10000000,9785.588855910302,19446.322265625,0.5032102585900345,0.09936204428760466,0.001
10000000,7304.76821359992,201811.3125,0.0361960294648989,1.3813669824887147,0.001
10000000,14285.801560020447,61646.2890625,0.23173822426743007,0.21576069359321187,0.001
10000000,10913.600499391556,21562.890625,0.5061288251742248,0.09878907802334415,0.001
10000000,6487.388824939727,12758.212890625,0.5084872685975318,0.09833087883971202,0.001
10000000,12565.205775070188,24810.658203125,0.506443870702614,0.09872762391345084,0.001
10000000,2869.617730402946,5674.990234375,0.5056603821132362,0.09888059608514702,0.001
10000000,8379.558218300343,16662.603515625,0.5028960936652301,0.09942411688980866,0.001
10000000,3591.9552508771417,7169.51318359375,0.5010040652546311,0.09979958939971457,0.001
10000000,30827.413576531406,59115.51171875,0.5214775729794402,0.09588140044897253,0.001
10000000,63674.48734130859,125079.4296875,0.5090724150277445,0.09821785373555351,0.001
10000000,90315.69472470281,176664.984375,0.5112257816353304,0.09780414407125147,0.001
10000000,9708.05651245117,19624.619140625,0.4946876391784075,0.10107388186016036,0.001
10000000,9473.536782985924,18747.384765625,0.505325777510925,0.09894607048602229,0.001
10000000,5339.375893610715,10647.021484375,0.5014901023207756,0.09970286505877587,0.001
10000000,10223.329488003252,19672.5859375,0.5196739015644852,0.09621418325891358,0.001
