datetime,cash,nav,turnover,accounting_error,daily_return,holding_valuation_missing_count,unfilled_shares,calendar_mode
2022-02-25,8599956.39294879,10043306.933700008,0.0,0.0,0.0028800080487612068,0,0,signal_date_only
2022-02-28,8599956.39294879,10041745.315388305,0.0,0.0,-0.00015548845833468494,0,0,signal_date_only
2022-03-01,8599956.39294879,10035019.660550816,0.0,0.0,-0.0006697695098064615,0,0,signal_date_only
2022-03-02,8599956.39294879,10057163.398097916,0.0,0.0,0.0022066461547802785,0,0,signal_date_only
2022-03-03,8599956.39294879,10065689.504339261,0.0,0.0,0.0008477645140934076,0,0,signal_date_only
2022-03-04,8599956.39294879,10053094.158381684,0.0,0.0,-0.0012513147710494499,0,0,signal_date_only
2022-03-07,8599956.39294879,10043824.594136043,0.0,0.0,-0.0009220608202413771,0,0,signal_date_only
2022-03-08,8599956.39294879,10012579.80889277,0.0,0.0,-0.0031108453707480166,1,0,signal_date_only
2022-03-09,8599956.39294879,9987113.874327106,0.0,0.0,-0.002543393915626524,1,0,signal_date_only
2022-03-10,8542259.475035168,9995696.091372468,0.19050925387785939,-9.313225746154785e-09,0.0008593290467451276,1,8822100,signal_date_only
2022-03-11,8542259.475035168,10005911.97871337,0.0,0.0,0.0010220286058637562,1,0,signal_date_only
2022-03-14,8542259.475035168,9979293.932855822,0.0,0.0,-0.002660231862340545,1,0,signal_date_only
2022-03-15,8542259.475035168,9915105.660802819,0.0,0.0,-0.00643214564926986,0,0,signal_date_only
2022-03-16,8542259.475035168,9936186.662847497,0.0,0.0,0.0021261500145195456,0,0,signal_date_only
2022-03-17,8542259.475035168,9943501.38742695,0.0,0.0,0.0007361702056991604,0,0,signal_date_only
2022-03-18,8542259.475035168,9970033.668453194,0.0,0.0,0.0026683036480281697,0,0,signal_date_only
2022-03-21,8542259.475035168,9976007.338414289,0.0,0.0,0.0005991624662207151,0,0,signal_date_only
2022-03-22,8542259.475035168,9977644.985965587,0.0,0.0,0.00016415861534024856,0,0,signal_date_only
2022-03-23,8542259.475035168,9971579.240158893,0.0,0.0,-0.0006079336171236349,0,0,signal_date_only
2022-03-24,8542259.475035168,9946604.149237968,0.0,0.0,-0.0025046274335706054,0,0,signal_date_only
2022-03-25,8542259.475035168,9939477.951157786,0.0,0.0,-0.000716445328803772,0,0,signal_date_only
2022-03-28,8542259.475035168,9934030.963117577,0.0,0.0,-0.0005480155061438063,0,0,signal_date_only
2022-03-29,8542259.475035168,9919039.84230826,0.0,0.0,-0.0015090672522538595,0,0,signal_date_only
2022-03-30,8542259.475035168,9924645.531875588,0.0,0.0,0.0005651443745005036,0,0,signal_date_only
2022-03-31,8542259.475035168,9918194.614867069,0.0,0.0,-0.0006499896633890279,1,0,signal_date_only
2022-04-01,8542259.475035168,9927573.858690955,0.0,0.0,0.0009456603936595087,1,0,signal_date_only
2022-04-06,8542259.475035168,9950442.319101788,0.0,0.0,0.0023035296172400077,1,0,signal_date_only
2022-04-07,8542259.475035168,9937109.894502856,0.0,0.0,-0.0013398826073629522,2,0,signal_date_only
2022-04-08,8542259.475035168,9939136.522645451,0.0,0.0,0.00020394542921553516,1,0,signal_date_only
2022-04-11,8724960.001648735,9901413.011929166,0.2070071801271328,-7.450580596923828e-09,-0.0037954515093273633,1,10993000,signal_date_only
2022-04-12,8724960.001648735,9921198.741651844,0.0,0.0,0.001998273347333379,1,0,signal_date_only
2022-04-13,8724960.001648735,9906625.298622023,0.0,0.0,-0.001468919574066918,1,0,signal_date_only
2022-04-14,8724960.001648735,9909073.413529765,0.0,0.0,0.00024711895665241457,1,0,signal_date_only
2022-04-15,8724960.001648735,9897370.757569145,0.0,0.0,-0.0011810040628663643,1,0,signal_date_only
2022-04-18,8724960.001648735,9897867.67932899,0.0,0.0,5.020745125294823e-05,2,0,signal_date_only
2022-04-19,8724960.001648735,9897813.465848338,0.0,0.0,-5.47728888766752e-06,1,0,signal_date_only
2022-04-20,8724960.001648735,9883822.296695184,0.0,0.0,-0.0014135616115042993,1,0,signal_date_only
2022-04-21,8724960.001648735,9850262.961576652,0.0,0.0,-0.003395380259897385,1,0,signal_date_only
2022-04-22,8724960.001648735,9837476.108462881,0.0,0.0,-0.00129812302104515,1,0,signal_date_only
2022-04-25,8724960.001648735,9774339.238594245,0.0,0.0,-0.00641799473488136,1,0,signal_date_only
2022-04-26,8724960.001648735,9742558.318736922,0.0,0.0,-0.003251464787699998,0,0,signal_date_only
2022-04-27,8724960.001648735,9749918.500263762,0.0,0.0,0.0007554670227309934,1,0,signal_date_only
2022-04-28,8724960.001648735,9739324.963545572,0.0,0.0,-0.001086525668691829,4,0,signal_date_only
2022-04-29,8724960.001648735,9771259.92124505,0.0,0.0,0.003278970341272114,3,0,signal_date_only
2022-05-05,8724960.001648735,9782651.147946488,0.0,0.0,0.0011657889354341755,12,0,signal_date_only
2022-05-06,8724960.001648735,9779529.438961815,0.0,0.0,-0.00031910664475942596,8,0,signal_date_only
2022-05-09,8724960.001648735,9789755.66863693,0.0,0.0,0.0010456770685072225,8,0,signal_date_only
2022-05-10,8724960.001648735,9793493.61625142,0.0,0.0,0.00038182236012951343,8,0,signal_date_only
2022-05-11,8724960.001648735,9789770.060357224,0.0,0.0,-0.0003802071089337167,8,0,signal_date_only
2022-05-12,8504613.974086786,9800748.947992766,0.15389785717522794,5.587935447692871e-09,0.0011214653222550997,8,13239200,signal_date_only
2022-05-13,8504613.974086786,9830279.315832103,0.0,0.0,0.0030130725719061946,9,0,signal_date_only
2022-05-16,8504613.974086786,9818011.605480159,0.0,0.0,-0.0012479513509027207,8,0,signal_date_only
2022-05-17,8504613.974086786,9818317.705586398,0.0,0.0,3.117740317892803e-05,8,0,signal_date_only
2022-05-18,8504613.974086786,9825627.338817561,0.0,0.0,0.0007444893769330552,9,0,signal_date_only
2022-05-19,8504613.974086786,9835946.441781366,0.0,0.0,0.0010502233198930178,8,0,signal_date_only
2022-05-20,8504613.974086786,9852045.554727161,0.0,0.0,0.001636762973556749,9,0,signal_date_only
2022-05-23,8504613.974086786,9868451.44449755,0.0,0.0,0.0016652267469994264,8,0,signal_date_only
2022-05-24,8504613.974086786,9827455.228306198,0.0,0.0,-0.004154270446779185,8,0,signal_date_only
2022-05-25,8504613.974086786,9841191.130001688,0.0,0.0,0.0013977068708415086,7,0,signal_date_only
2022-05-26,8504613.974086786,9843142.087396825,0.0,0.0,0.00019824403056145634,5,0,signal_date_only
2022-05-27,8504613.974086786,9849114.835822428,0.0,0.0,0.0006067928688391344,5,0,signal_date_only
2022-05-30,8504613.974086786,9854523.242905581,0.0,0.0,0.000549126208122086,5,0,signal_date_only
2022-05-31,8504613.974086786,9874391.334417308,0.0,0.0,0.002016139291774355,5,0,signal_date_only
2022-06-01,8504613.974086786,9865745.26814803,0.0,0.0,-0.0008756049842932878,4,0,signal_date_only
2022-06-02,8504613.974086786,9879624.401078964,0.0,0.0,0.001406800252155671,4,0,signal_date_only
2022-06-06,8504613.974086786,9882789.350229347,0.0,0.0,0.0003203511613294463,4,0,signal_date_only
2022-06-07,8504613.974086786,9880022.722035492,0.0,0.0,-0.00027994406192533017,4,0,signal_date_only
2022-06-08,8504613.974086786,9881682.448530043,0.0,0.0,0.00016798812525498086,4,0,signal_date_only
2022-06-09,8504613.974086786,9859913.131335223,0.0,0.0,-0.0022029970410613053,4,0,signal_date_only
2022-06-10,6347563.774282516,9905056.143754005,0.3579671902096948,3.725290298461914e-09,0.0045784391624421605,4,6269700,signal_date_only
2022-06-13,6347563.774282516,9857125.891319692,0.0,0.0,-0.004838968274252231,2,0,signal_date_only
2022-06-14,6347563.774282516,9922054.110854894,0.0,0.0,0.006586932159644787,2,0,signal_date_only
2022-06-15,6347563.774282516,9979074.950650364,0.0,0.0,0.005746878535271005,2,0,signal_date_only
2022-06-16,6347563.774282516,9934573.420378596,0.0,0.0,-0.004459484520543455,3,0,signal_date_only
2022-06-17,6347563.774282516,9934801.082601428,0.0,0.0,2.2916154846175374e-05,3,0,signal_date_only
