initial_cash,final_nav,executed_orders,rejected_orders,partial_fills,unfilled_shares,holding_valuation_missing_count,calendar_mode,average_turnover
10000000,10116390.479743257,2892,113,1873,230394300,2203,signal_date_only,0.010636455112244007
