signal_date,execution_date,instrument,side,shares,price,trade_value
2022-12-30,2023-01-03,SZ002067,sell,8300,1.3215943057537078,10969.232737755776
2022-12-30,2023-01-03,SZ002098,sell,5900,1.374136491894722,8107.40530217886
2022-12-30,2023-01-03,SZ002196,sell,27400,0.8589331548213959,23534.768442106248
2022-12-30,2023-01-03,SZ002217,sell,33700,0.5121469497084618,17259.35220517516
2022-12-30,2023-01-03,SZ002399,sell,92900,0.27574233296513556,25616.462732461092
2022-12-30,2023-01-03,SZ002413,sell,24600,1.0556962863206862,25970.128643488883
2022-12-30,2023-01-03,SZ002428,sell,22900,0.8134997532963752,18629.144350486993
2022-12-30,2023-01-03,SZ002483,sell,37000,0.5707642185688019,21118.27608704567
2022-12-30,2023-01-03,SZ002588,sell,14000,1.8892871911525726,26450.020676136017
2022-12-30,2023-01-03,SZ002590,sell,5000,2.026944844007492,10134.72422003746
2022-12-30,2023-01-03,SZ002596,sell,16600,0.7711510825753212,12801.107970750332
2022-12-30,2023-01-03,SZ002662,sell,26700,0.7234965319633484,19317.357403421403
2022-12-30,2023-01-03,SZ002708,sell,13700,0.9959878545999526,13645.033608019352
2022-12-30,2023-01-03,SZ002760,sell,7100,1.712209411740303,12156.68682335615
2022-12-30,2023-01-03,SZ002776,sell,4100,0.42639842990040777,1748.233562591672
2022-12-30,2023-01-03,SZ300004,sell,12100,0.5431028083562851,6571.54398111105
2022-12-30,2023-01-03,SZ300032,sell,11200,0.7612935202717781,8526.487427043914
2022-12-30,2023-01-03,SZ300045,sell,10000,1.3678036386966705,13678.036386966705
2022-12-30,2023-01-03,SZ300048,sell,16600,0.9533620017170906,15825.809228503704
2022-12-30,2023-01-03,SZ300067,sell,10700,0.8563543782234192,9162.991846990586
2022-12-30,2023-01-03,SZ300099,sell,12400,1.1159249035120011,13837.468803548814
2022-12-30,2023-01-03,SZ300100,sell,16900,0.7205225549340248,12176.83117838502
2022-12-30,2023-01-03,SZ300106,sell,106500,0.48014690923690795,51135.6458337307
2022-12-30,2023-01-03,SZ300127,sell,9700,1.4824449899196626,14379.716402220727
2022-12-30,2023-01-03,SZ300145,sell,12900,1.1276376510858537,14546.525699007512
2022-12-30,2023-01-03,SZ300155,sell,6800,0.7926083164215088,5389.736551666259
2022-12-30,2023-01-03,SZ300160,sell,10900,1.3818908042907714,15062.609766769408
2022-12-30,2023-01-03,SZ300230,sell,6600,1.8952967147827149,12508.958317565919
2022-12-30,2023-01-03,SZ300257,sell,14800,1.235252211213112,18281.732725954058
2022-12-30,2023-01-03,SZ300304,sell,6000,1.5675833219289779,9405.499931573868
2022-12-30,2023-01-03,SZ300322,sell,9600,2.276068906545639,21850.261502838133
2022-12-30,2023-01-03,SZ300384,sell,7200,1.9541823531389237,14070.112942600252
2022-12-30,2023-01-03,SZ300394,sell,9400,4.042072141170502,37995.478127002716
2022-12-30,2023-01-03,SZ300422,sell,3600,2.055476683616638,7399.716061019897
2022-12-30,2023-01-03,SZ300492,sell,600,6.259720456123352,3755.8322736740115
2022-12-30,2023-01-03,SZ300499,buy,34700,1.827824543237686,63425.511650347704
2022-12-30,2023-01-03,SZ300055,buy,29500,0.8083108459711074,23845.169956147667
2022-12-30,2023-01-03,SH603869,buy,9500,1.753107123017311,16654.517668664455
2022-12-30,2023-01-03,SH600323,buy,3800,5.243297102928161,19924.528991127012
2022-12-30,2023-01-03,SZ300444,buy,10200,0.9971826813220976,10171.263349485396
2022-12-30,2023-01-03,SZ002672,buy,5700,0.8491505473852157,4840.158120095729
2022-12-30,2023-01-03,SZ300040,buy,19400,0.8542834030985831,16573.098020112513
2022-12-30,2023-01-03,SZ300153,buy,14500,0.7243196921348571,10502.635535955429
2022-12-30,2023-01-03,SZ002298,buy,33300,1.269030065655708,42258.70118633508
2022-12-30,2023-01-03,SZ002331,buy,31600,0.7997487875223159,25272.061685705183
2022-12-30,2023-01-03,SH603988,buy,4600,1.4682557961940763,6753.976662492751
2022-12-30,2023-01-03,SZ300095,buy,17900,0.9970715268254279,17847.58033017516
2022-12-30,2023-01-03,SH600292,buy,11100,0.9316181149482726,10340.961075925827
2022-12-30,2023-01-03,SZ300342,buy,5300,2.1831225233078,11570.549373531341
2022-12-30,2023-01-03,SZ300215,buy,6300,1.2827761120796202,8081.489506101607
2022-12-30,2023-01-03,SZ000801,buy,14700,1.903888585567474,27987.16220784187
2022-12-30,2023-01-03,SZ000971,buy,4900,0.5979387000203132,2929.899630099535
2022-12-30,2023-01-03,SZ001696,buy,1300,11.588155673027037,15064.602374935148
2022-12-30,2023-01-03,SH603861,buy,11200,0.6461829734444617,7237.249302577971
2022-12-30,2023-01-03,SH603188,buy,39700,0.26969460871815676,10706.875966110823
2022-12-30,2023-01-03,SZ000055,buy,13200,1.921846092700958,25368.368423652646
2022-12-30,2023-01-03,SZ300066,buy,10700,1.2067059839963912,12911.754028761385
2022-12-30,2023-01-03,SH600131,buy,23000,5.051138602733611,116176.18786287306
2022-12-30,2023-01-03,SZ300446,buy,3300,2.725589401721954,8994.44502568245
2022-12-30,2023-01-03,SH600288,buy,4200,1.5133815386295317,6356.202462244033
2022-12-30,2023-01-03,SH603698,buy,6200,0.9025260059237479,5595.661236727236
2022-12-30,2023-01-03,SZ002239,buy,114500,1.5565884788036344,178229.38082301614
2022-12-30,2023-01-03,SH600525,buy,9300,2.82166029882431,26241.44077906608
2022-12-30,2023-01-03,SZ300177,buy,16000,1.3023276093006133,20837.241748809814
2022-12-30,2023-01-03,SZ002270,buy,11300,1.438623546719551,16256.446077930927
2022-12-30,2023-01-03,SZ300222,buy,12600,1.2940730603933333,16305.320560956
2022-12-30,2023-01-03,SZ300157,buy,32700,0.2797605940699577,9148.171426087616
2022-12-30,2023-01-03,SH600210,buy,10000,3.36847813296318,33684.7813296318
2022-12-30,2023-01-03,SZ000922,buy,18800,1.7073595597743987,32098.359723758695
2022-12-30,2023-01-03,SH600260,buy,308300,0.23404387724399564,72155.72735432386
2022-12-30,2023-01-03,SZ300091,buy,14100,1.3277319307327269,18721.02022333145
2022-12-30,2023-01-03,SZ000533,buy,24100,0.7347133237123489,17706.59110146761
2022-12-30,2023-01-03,SH600526,buy,10900,1.1494883267879485,12529.422761988639
2022-12-30,2023-01-03,SZ300134,buy,30100,0.6356917311549186,19134.32110776305
2022-12-30,2023-01-03,SZ000567,buy,8300,6.221570751667022,51639.03723883628
2022-12-30,2023-01-03,SH600967,buy,9800,4.193234951972961,41093.70252933502
2022-12-30,2023-01-03,SZ002097,buy,15500,1.0687074675559995,16564.965747117993
2022-12-30,2023-01-03,SZ300429,buy,6500,1.9231893736124037,12500.730928480623
2022-12-30,2023-01-03,SH603800,buy,30300,1.8577335155010222,56289.32551968097
2022-12-30,2023-01-03,SZ002441,buy,17200,1.075779351711273,18503.404849433897
2022-12-30,2023-01-03,SZ300455,buy,4600,2.820951010227203,12976.374647045133
2022-12-30,2023-01-03,SH600590,buy,17800,1.27492906999588,22693.737445926665
2022-12-30,2023-01-03,SZ300469,buy,5500,2.5788291902542113,14183.560546398163
2022-12-30,2023-01-03,SZ002488,buy,15800,1.4690810720920562,23211.480939054487
2022-12-30,2023-01-03,SH603788,buy,3500,1.285921133995056,4500.7239689826965
2023-02-06,2023-02-07,SH600131,sell,12800,5.863361992835999,75051.03350830078
2023-02-06,2023-02-07,SH600210,sell,13400,3.6772056205272676,49274.55531506539
2023-02-06,2023-02-07,SH600226,sell,4700,3.60928950047493,16963.66065223217
2023-02-06,2023-02-07,SH600292,sell,9800,0.9790778968334198,9594.963388967515
2023-02-06,2023-02-07,SH600323,sell,3800,5.1899928574562075,19721.97285833359
2023-02-06,2023-02-07,SH600525,sell,9300,3.2945780053138733,30639.575449419022
2023-02-06,2023-02-07,SH600526,sell,10900,1.2381561037302018,13495.9015306592
2023-02-06,2023-02-07,SH600590,sell,17800,1.4101025297641754,25099.825029802323
2023-02-06,2023-02-07,SH600894,sell,2400,3.661118217945099,8786.683723068238
2023-02-06,2023-02-07,SH600960,sell,8500,1.04653468644619,8895.544834792614
2023-02-06,2023-02-07,SH600967,sell,6600,4.570593917369843,30165.919854640964
2023-02-06,2023-02-07,SH600969,sell,3500,1.2357092789411546,4324.982476294041
2023-02-06,2023-02-07,SH601777,sell,55100,0.2793893475830555,15394.353051826358
2023-02-06,2023-02-07,SH603023,sell,900,1.5333044332265855,1379.9739899039268
2023-02-06,2023-02-07,SH603117,sell,1300,0.5306433064341545,689.8362983644008
2023-02-06,2023-02-07,SH603188,sell,19500,0.2873572480380535,5603.4663367420435
2023-02-06,2023-02-07,SH603686,sell,4800,1.5365507097244262,7375.443406677246
2023-02-06,2023-02-07,SH603698,sell,6200,1.1798273305892943,7314.929449653625
2023-02-06,2023-02-07,SH603788,sell,6600,1.4141668360233306,9333.501117753982
2023-02-06,2023-02-07,SH603800,sell,16700,2.306701733350754,38521.91894695759
2023-02-06,2023-02-07,SH603861,sell,11200,0.7129622402787209,7985.1770911216745
2023-02-06,2023-02-07,SH603869,sell,9500,1.9945455540418624,18948.182763397694
2023-02-06,2023-02-07,SH603988,sell,4600,1.6183654757738113,7444.481188559532
2023-02-06,2023-02-07,SZ000055,sell,12700,2.088151905298233,26519.52919728756
2023-02-06,2023-02-07,SZ000533,sell,24100,0.8747401598095894,21081.237851411104
2023-02-06,2023-02-07,SZ000559,sell,1000,8.627116925239562,8627.116925239563
2023-02-06,2023-02-07,SZ000567,sell,4000,7.852602679252625,31410.410717010498
2023-02-06,2023-02-07,SZ000801,sell,11800,2.12282498216629,25049.334789562225
2023-02-06,2023-02-07,SZ000922,sell,15200,1.933793297767639,29393.658126068112
2023-02-06,2023-02-07,SZ000971,sell,4300,0.5968806731700897,2566.586894631386
2023-02-06,2023-02-07,SZ001696,sell,1300,13.621715829849244,17708.230578804018
2023-02-06,2023-02-07,SZ002023,sell,900,6.092029714107514,5482.826742696762
2023-02-06,2023-02-07,SZ002067,sell,4100,1.4036940543651582,5755.145622897148
2023-02-06,2023-02-07,SZ002097,sell,56700,1.1841113580465317,67139.11400123834
2023-02-06,2023-02-07,SZ002196,sell,2600,0.9930813421010971,2582.0114894628523
2023-02-06,2023-02-07,SZ002217,sell,15000,0.5848922320604324,8773.383480906487
2023-02-06,2023-02-07,SZ002239,sell,48700,1.8268274213075637,88966.49541767835
2023-02-06,2023-02-07,SZ002270,sell,11300,1.5924269417524337,17994.4244418025
2023-02-06,2023-02-07,SZ002298,sell,33300,1.4325393390655519,47703.55999088287
2023-02-06,2023-02-07,SZ002331,sell,31600,0.9601239364743233,30339.916392588613
2023-02-06,2023-02-07,SZ002399,sell,11800,0.29160394075512885,3440.9265009105206
2023-02-06,2023-02-07,SZ002413,sell,2300,1.1508303251266478,2646.90974779129
2023-02-06,2023-02-07,SZ002428,sell,10400,0.9416112048625946,9792.756530570985
2023-02-06,2023-02-07,SZ002441,sell,17200,1.493566931605339,25689.351223611833
2023-02-06,2023-02-07,SZ002488,sell,15800,1.6724153423309327,26424.162408828735
2023-02-06,2023-02-07,SZ002588,sell,5300,1.9644246954917908,10411.450886106491
2023-02-06,2023-02-07,SZ002662,sell,7300,0.8408462297916413,6138.177477478981
2023-02-06,2023-02-07,SZ002760,sell,12800,1.9381740263700484,24808.62753753662
2023-02-06,2023-02-07,SZ300004,sell,12900,0.597743302166462,7710.88859794736
2023-02-06,2023-02-07,SZ300032,sell,5400,0.819791699051857,4426.875174880028
2023-02-06,2023-02-07,SZ300040,sell,17400,0.9406945089697838,16368.084456074239
2023-02-06,2023-02-07,SZ300045,sell,2300,1.7123920959234238,3938.5018206238747
2023-02-06,2023-02-07,SZ300048,sell,5700,1.1223494560718537,6397.391899609566
2023-02-06,2023-02-07,SZ300055,sell,23800,0.9204191250801086,21905.975176906584
2023-02-06,2023-02-07,SZ300066,sell,10700,1.4046405823230743,15029.654230856895
2023-02-06,2023-02-07,SZ300067,sell,900,0.9188137907981873,826.9324117183685
2023-02-06,2023-02-07,SZ300091,sell,14100,1.4067140597105026,19834.668241918087
2023-02-06,2023-02-07,SZ300095,sell,17900,1.1827093105316162,21170.49665851593
2023-02-06,2023-02-07,SZ300100,sell,2900,0.7949026463627815,2305.2176744520666
2023-02-06,2023-02-07,SZ300127,sell,7900,1.6975378711223603,13410.549181866647
2023-02-06,2023-02-07,SZ300134,sell,30100,0.7980551394224167,24021.459696614744
2023-02-06,2023-02-07,SZ300145,sell,6600,1.2533847477436066,8272.339335107803
2023-02-06,2023-02-07,SZ300153,sell,14500,0.8351404454112052,12109.536458462477
2023-02-06,2023-02-07,SZ300157,sell,32700,0.3230171350836754,10562.660317236187
2023-02-06,2023-02-07,SZ300160,sell,4200,1.5843628760576247,6654.3240794420235
2023-02-06,2023-02-07,SZ300177,sell,16000,1.4454210748672485,23126.737197875977
2023-02-06,2023-02-07,SZ300222,sell,12600,1.5652602317333222,19722.27891983986
2023-02-06,2023-02-07,SZ300257,sell,35400,1.3081820236444472,46309.64363701343
2023-02-06,2023-02-07,SZ300304,sell,600,1.7650007343292236,1059.0004405975342
2023-02-06,2023-02-07,SZ300342,sell,5300,2.447262326002121,12970.490327811242
2023-02-06,2023-02-07,SZ300384,sell,3300,2.1162969403266905,6983.779903078079
2023-02-06,2023-02-07,SZ300429,sell,6500,2.1441330556869507,13936.86486196518
2023-02-06,2023-02-07,SZ300444,sell,10200,1.1713715776205063,11947.990091729163
2023-02-06,2023-02-07,SZ300446,sell,3300,3.0520975019931793,10071.921756577492
2023-02-06,2023-02-07,SZ300455,sell,4600,3.3634411296844484,15471.829196548462
2023-02-06,2023-02-07,SZ300469,sell,5400,3.130862728357315,16906.6587331295
2023-02-06,2023-02-07,SZ300492,sell,3100,9.168308933258057,28421.75769309998
2023-02-06,2023-02-07,SZ300499,sell,29700,2.373279995441437,70486.41586461068
2023-02-06,2023-02-07,SH600052,buy,12400,0.5928613320589065,7351.48051753044
2023-02-06,2023-02-07,SH600269,buy,3700,2.4755067002773283,9159.374791026115
2023-02-06,2023-02-07,SH601018,buy,8500,1.3122353352308271,11154.00034946203
2023-02-06,2023-02-07,SH600834,buy,3500,2.299706228017807,8048.9717980623245
2023-02-06,2023-02-07,SH600628,buy,1500,3.281511523008346,4922.267284512519
2023-02-06,2023-02-07,SZ300137,buy,13500,0.8453466531634329,11412.179817706345
2023-02-06,2023-02-07,SZ002726,buy,5800,2.985467540979385,17315.711737680434
2023-02-06,2023-02-07,SZ002310,buy,38000,0.8515803142786025,32360.051942586895
2023-02-06,2023-02-07,SH601368,buy,12100,0.6505107794404029,7871.180431228875
2023-02-06,2023-02-07,SZ002440,buy,14400,1.3734462013244628,19777.625299072264
2023-02-06,2023-02-07,SH600177,buy,2400,11.505356014251708,27612.8544342041
2023-02-06,2023-02-07,SH600020,buy,8600,1.7875542774200437,15372.966785812376
2023-02-06,2023-02-07,SH600694,buy,2200,5.7739867358207695,12702.770818805693
2023-02-06,2023-02-07,SZ300388,buy,3400,2.200035906076431,7480.122080659865
2023-02-06,2023-02-07,SH600874,buy,7300,1.865153361558914,13615.619539380072
2023-02-06,2023-02-07,SZ000685,buy,3800,4.91362778186798,18671.785571098324
2023-02-06,2023-02-07,SH600227,buy,6100,1.5259752297401425,9308.44890141487
2023-02-06,2023-02-07,SH600679,buy,5200,1.8215792475938795,9472.212087488173
2023-02-06,2023-02-07,SZ000061,buy,5200,3.1072420353889463,16157.65858402252
2023-02-06,2023-02-07,SZ300215,buy,12300,1.354543851137161,16660.889368987082
2023-02-06,2023-02-07,SH603111,buy,6000,1.1493336770534515,6896.002062320709
2023-02-06,2023-02-07,SZ002470,buy,37700,0.31984130656719206,12058.01725758314
2023-02-06,2023-02-07,SZ000598,buy,9300,4.978438908100127,46299.48184533118
2023-02-06,2023-02-07,SH601880,buy,28600,0.8443549736738204,24148.552247071264
2023-02-06,2023-02-07,SZ002102,buy,4700,2.5071657443046567,11783.678998231886
2023-02-06,2023-02-07,SZ002366,buy,16400,0.4286587247550487,7030.003085982798
2023-02-06,2023-02-07,SZ300197,buy,27300,0.9561386895179748,26102.58622384071
2023-02-06,2023-02-07,SH600881,buy,6900,1.7116241216659545,11810.206439495085
2023-02-06,2023-02-07,SH600127,buy,14000,2.3715331540107725,33201.46415615082
2023-02-06,2023-02-07,SZ002228,buy,4400,2.028476130008697,8925.294972038268
2023-02-06,2023-02-07,SH600449,buy,12400,6.888680065631866,85419.63281383514
2023-02-06,2023-02-07,SZ000528,buy,1700,8.498142286300657,14446.841886711118
2023-02-06,2023-02-07,SZ002029,buy,1800,4.599737029552459,8279.526653194427
2023-02-06,2023-02-07,SZ002286,buy,11000,1.0935501097440719,12029.05120718479
2023-02-06,2023-02-07,SZ300005,buy,21600,1.8266350767612456,39455.317658042906
2023-02-06,2023-02-07,SZ002457,buy,17800,0.7098987833857535,12636.198344266413
2023-02-06,2023-02-07,SH601106,buy,53700,0.5639575234055518,30284.519006878134
2023-02-06,2023-02-07,SH600717,buy,2700,6.072024458408355,16394.466037702558
2023-02-06,2023-02-07,SH603167,buy,10600,0.837307671189308,8875.461314606666
2023-02-06,2023-02-07,SZ002672,buy,12300,0.9079157162308692,11167.363309639692
2023-02-06,2023-02-07,SH600186,buy,12400,1.0763873304128646,13347.202897119521
2023-02-06,2023-02-07,SH601010,buy,7900,0.7352106848955153,5808.164410674571
2023-02-06,2023-02-07,SH600642,buy,12000,2.568130674362182,30817.568092346184
2023-02-06,2023-02-07,SH600076,buy,14200,0.5300959736108779,7527.362825274467
2023-02-06,2023-02-07,SH600722,buy,16500,0.4974145230054855,8207.339629590511
2023-02-06,2023-02-07,SZ002016,buy,2600,3.3120505497455595,8611.331429338454
2023-02-06,2023-02-07,SH600288,buy,12500,1.6270932450294493,20338.665562868115
2023-02-06,2023-02-07,SH600648,buy,25900,1.2132228713035582,31422.47236676216
2023-02-06,2023-02-07,SH600278,buy,12100,0.8529909561276435,10321.190569144486
2023-02-06,2023-02-07,SZ300267,buy,18800,1.5246577237844465,28663.565207147596
2023-03-06,2023-03-07,SH600020,sell,5900,1.8343418862819671,10822.617129063607
2023-03-06,2023-03-07,SH600076,sell,14200,0.535820509493351,7608.651234805585
2023-03-06,2023-03-07,SH600127,sell,14000,2.381795412540436,33345.1357755661
2023-03-06,2023-03-07,SH600131,sell,10200,5.9842717695236205,61039.57204914093
2023-03-06,2023-03-07,SH600177,sell,2400,11.749229152679444,28198.149966430665
2023-03-06,2023-03-07,SH600186,sell,12400,1.1184877220392226,13869.247753286361
2023-03-06,2023-03-07,SH600210,sell,8800,3.845029505252838,33836.25964622497
2023-03-06,2023-03-07,SH600226,sell,4300,3.8018979363441465,16348.16112627983
2023-03-06,2023-03-07,SH600227,sell,6100,1.5539554867744445,9479.128469324112
2023-03-06,2023-03-07,SH600269,sell,3700,2.5927220463752745,9593.071571588516
2023-03-06,2023-03-07,SH600278,sell,12100,0.876132680118084,10601.205429428815
2023-03-06,2023-03-07,SH600288,sell,24700,1.7351840318441392,42859.04558655024
2023-03-06,2023-03-07,SH600292,sell,1300,1.0187821723222732,1324.4168240189551
2023-03-06,2023-03-07,SH600449,sell,12400,8.420320335388183,104411.97215881347
2023-03-06,2023-03-07,SH600628,sell,1500,3.5307896068096163,5296.184410214424
2023-03-06,2023-03-07,SH600642,sell,12000,2.7455065212249754,32946.07825469971
2023-03-06,2023-03-07,SH600679,sell,4700,1.8583661663532256,8734.32098186016
2023-03-06,2023-03-07,SH600694,sell,2200,6.061289229869843,13334.836305713654
2023-03-06,2023-03-07,SH600717,sell,2700,6.2479400653839114,16869.43817653656
2023-03-06,2023-03-07,SH600722,sell,16500,0.5052949233055115,8337.36623454094
2023-03-06,2023-03-07,SH600834,sell,3500,2.341600843191147,8195.602951169014
2023-03-06,2023-03-07,SH600874,sell,7300,1.892779388666153,13817.289537262917
2023-03-06,2023-03-07,SH600881,sell,6900,1.7736701349020003,12238.323930823803
2023-03-06,2023-03-07,SH600960,sell,2400,1.0580765397548675,2539.383695411682
2023-03-06,2023-03-07,SH600967,sell,3200,4.9969240193367,15990.15686187744
2023-03-06,2023-03-07,SH601106,sell,53700,0.599088186442852,32171.03561198115
2023-03-06,2023-03-07,SH601368,sell,12100,0.6690428904891014,8095.418974918127
2023-03-06,2023-03-07,SH603111,sell,7000,1.239868976354599,8679.082834482193
2023-03-06,2023-03-07,SH603188,sell,20200,0.28672205132246015,5791.785436713695
2023-03-06,2023-03-07,SH603788,sell,4000,1.429828372478485,5719.31348991394
2023-03-06,2023-03-07,SH603800,sell,6800,2.1360087304115294,14524.8593667984
2023-03-06,2023-03-07,SZ000055,sell,500,2.071888249397278,1035.944124698639
2023-03-06,2023-03-07,SZ000061,sell,5200,3.1716841878890993,16492.75777702332
2023-03-06,2023-03-07,SZ000528,sell,1700,9.75759142112732,16587.905415916444
2023-03-06,2023-03-07,SZ000567,sell,4200,8.19091949558258,34401.861881446835
2023-03-06,2023-03-07,SZ000598,sell,7300,5.145457931041718,37561.84289660454
2023-03-06,2023-03-07,SZ000801,sell,2900,2.210847795009613,6411.458605527878
2023-03-06,2023-03-07,SZ000922,sell,3600,2.0767649881839754,7476.353957462311
2023-03-06,2023-03-07,SZ002016,sell,2600,3.9453786177635193,10257.98440618515
2023-03-06,2023-03-07,SZ002029,sell,1800,4.825443354606628,8685.79803829193
2023-03-06,2023-03-07,SZ002228,sell,4400,2.140466033935547,9418.050549316406
2023-03-06,2023-03-07,SZ002239,sell,28600,1.7958536396026612,51361.41409263611
2023-03-06,2023-03-07,SZ002286,sell,11000,1.1058966851234435,12164.86353635788
2023-03-06,2023-03-07,SZ002310,sell,29100,0.857823116183281,24962.652680933475
2023-03-06,2023-03-07,SZ002440,sell,14400,1.4567869130373001,20977.731547737123
2023-03-06,2023-03-07,SZ002457,sell,17800,0.7291325891017914,12978.560086011887
2023-03-06,2023-03-07,SZ002726,sell,5800,3.055435835123062,17721.52784371376
2023-03-06,2023-03-07,SZ002760,sell,7200,1.9292532266378404,13890.623231792451
2023-03-06,2023-03-07,SZ300005,sell,8900,1.9584492316246032,17430.198161458968
2023-03-06,2023-03-07,SZ300040,sell,2000,0.9479852036833764,1895.9704073667526
2023-03-06,2023-03-07,SZ300055,sell,5700,0.898641836643219,5122.258468866348
2023-03-06,2023-03-07,SZ300137,sell,13500,0.9249116197228432,12486.306866258383
2023-03-06,2023-03-07,SZ300197,sell,24800,0.9949838656783104,24675.599868822097
2023-03-06,2023-03-07,SZ300215,sell,11100,1.3379912234544753,14851.702580344676
2023-03-06,2023-03-07,SZ300267,sell,18600,1.5435486810207366,28710.0054669857
2023-03-06,2023-03-07,SZ300388,sell,3400,2.268706281423569,7713.601356840134
2023-03-06,2023-03-07,SZ300469,sell,100,3.376864963531494,337.6864963531494
2023-03-06,2023-03-07,SZ300492,sell,1800,8.802633790969848,15844.740823745726
2023-03-06,2023-03-07,SZ300499,sell,5000,2.375103264570236,11875.516322851181
2023-03-06,2023-03-07,SZ002715,buy,4600,1.6303161884546278,7499.454466891288
2023-03-06,2023-03-07,SZ002775,buy,21600,0.867658934533596,18741.432985925672
2023-03-06,2023-03-07,SH600239,buy,2800,2.0821121423244473,5829.913998508452
2023-03-06,2023-03-07,SZ002692,buy,2400,1.048548826932907,2516.517184638977
2023-03-06,2023-03-07,SH600052,buy,11000,0.5784324283003807,6362.756711304187
2023-03-06,2023-03-07,SZ000410,buy,5600,2.1559767217636105,12073.46964187622
2023-03-06,2023-03-07,SZ002586,buy,4700,1.2545842769145965,5896.546101498604
2023-03-06,2023-03-07,SZ000548,buy,26200,1.1720873545408248,30708.68868896961
2023-03-06,2023-03-07,SZ002102,buy,9300,2.490531112909317,23161.939350056648
2023-03-06,2023-03-07,SH600365,buy,10400,0.7009808873534202,7290.20122847557
2023-03-06,2023-03-07,SZ002470,buy,94600,0.32121051159501074,30386.514396888015
2023-03-06,2023-03-07,SH600530,buy,17100,0.7672157815694808,13119.389864838122
2023-03-06,2023-03-07,SZ300201,buy,44700,1.4689560158252715,65662.33390738963
2023-03-06,2023-03-07,SZ000971,buy,6700,0.5881818649768829,3940.818495345115
2023-03-06,2023-03-07,SH600289,buy,14200,0.3201829440593719,4546.597805643081
2023-03-06,2023-03-07,SH601018,buy,24500,1.328645151734352,32551.806217491627
2023-03-06,2023-03-07,SH600423,buy,5400,1.4526129039525983,7844.109681344031
2023-03-06,2023-03-07,SH600712,buy,11200,1.9453860256671904,21788.32348747253
2023-03-06,2023-03-07,SZ002672,buy,17700,0.924395697891712,16361.803852683302
2023-03-06,2023-03-07,SZ300464,buy,13500,1.0862929084300994,14664.954263806341
2023-03-06,2023-03-07,SZ300126,buy,9600,0.6747381638884543,6477.486373329161
2023-03-06,2023-03-07,SH600648,buy,24200,1.2479738360643386,30200.966832756996
2023-03-06,2023-03-07,SZ000890,buy,5700,1.0663248354196548,6078.051561892033
2023-03-06,2023-03-07,SZ002366,buy,35600,0.42277383100986476,15050.748383951186
2023-03-06,2023-03-07,SH600165,buy,41800,2.6491900463104243,110736.14393577573
2023-03-06,2023-03-07,SH601880,buy,107800,0.8495350238084792,91579.87556655407
2023-03-06,2023-03-07,SH600684,buy,5200,3.452837892532348,17954.75704116821
2023-03-06,2023-03-07,SH600097,buy,8900,1.777686049222946,15821.40583808422
2023-03-06,2023-03-07,SZ002313,buy,27500,0.3148176662623882,8657.485822215676
2023-03-06,2023-03-07,SZ002040,buy,11000,1.7659889924526213,19425.878916978836
2023-03-06,2023-03-07,SZ000096,buy,5500,2.1752898006439207,11964.093903541565
2023-03-06,2023-03-07,SH600279,buy,10300,0.9438664097189903,9721.8240201056
2023-03-06,2023-03-07,SH600191,buy,6000,1.1330972448587415,6798.583469152449
2023-03-06,2023-03-07,SZ002210,buy,23700,0.8749956682920454,20737.397338521478
2023-03-06,2023-03-07,SZ002484,buy,17400,4.549797575473785,79166.47781324385
2023-03-06,2023-03-07,SH601010,buy,21900,0.7296707400083541,15979.789206182955
2023-03-06,2023-03-07,SZ002731,buy,10400,1.5318031142950057,15930.75238866806
2023-03-06,2023-03-07,SH600807,buy,9100,1.0796781717538833,9825.071362960338
2023-03-06,2023-03-07,SH603167,buy,17800,0.8605748788714408,15318.232843911646
2023-03-06,2023-03-07,SH600565,buy,18600,0.9441598384976386,17561.372996056078
2023-03-06,2023-03-07,SZ000036,buy,3300,4.473634967803955,14762.995393753052
2023-03-06,2023-03-07,SH600611,buy,7400,1.8479864057302473,13675.09940240383
2023-03-06,2023-03-07,SZ300237,buy,18400,1.2389974690675734,22797.55343084335
2023-03-06,2023-03-07,SH600601,buy,19600,1.1483939651250838,22508.521716451643
2023-03-06,2023-03-07,SZ300262,buy,6600,0.7943724420070647,5242.8581172466265
2023-03-06,2023-03-07,SZ002118,buy,12800,1.6959130928516386,21707.687588500976
2023-03-06,2023-03-07,SH600794,buy,4600,4.529373309612273,20835.117224216458
2023-03-06,2023-03-07,SZ000861,buy,10900,2.283803796291351,24893.461379575725
2023-03-06,2023-03-07,SZ000685,buy,5500,5.036585299015044,27701.219144582745
2023-03-06,2023-03-07,SH601599,buy,29700,0.6153045764565467,18274.545920759436
2023-04-03,2023-04-04,SH600020,sell,2700,1.8284958733320236,4936.938857996463
2023-04-03,2023-04-04,SH600052,sell,12100,0.5751154723763466,6958.897215753795
2023-04-03,2023-04-04,SH600097,sell,8900,1.8294029824733735,16281.686544013024
2023-04-03,2023-04-04,SH600165,sell,19600,2.1159553899765013,41472.72564353942
2023-04-03,2023-04-04,SH600191,sell,6000,1.0750836750268935,6450.502050161361
2023-04-03,2023-04-04,SH600226,sell,8600,3.995004406929016,34357.03789958954
2023-04-03,2023-04-04,SH600239,sell,2800,1.9786427410840988,5540.1996750354765
2023-04-03,2023-04-04,SH600279,sell,10300,0.9356123397946358,9636.807099884749
