signal_date,execution_date,instrument,side,requested_shares
2023-03-06,2023-03-07,SZ000598,sell,9300
2023-03-06,2023-03-07,SZ000801,sell,2900
2023-03-06,2023-03-07,SZ000922,sell,3600
2023-03-06,2023-03-07,SZ002016,sell,2600
2023-03-06,2023-03-07,SZ002029,sell,1800
2023-03-06,2023-03-07,SZ002228,sell,4400
2023-03-06,2023-03-07,SZ002239,sell,65800
2023-03-06,2023-03-07,SZ002286,sell,11000
2023-03-06,2023-03-07,SZ002310,sell,38000
2023-03-06,2023-03-07,SZ002440,sell,14400
2023-03-06,2023-03-07,SZ002457,sell,17800
2023-03-06,2023-03-07,SZ002726,sell,5800
2023-03-06,2023-03-07,SZ002760,sell,7200
2023-03-06,2023-03-07,SZ300005,sell,21600
2023-03-06,2023-03-07,SZ300040,sell,2000
2023-03-06,2023-03-07,SZ300055,sell,5700
2023-03-06,2023-03-07,SZ300137,sell,13500
2023-03-06,2023-03-07,SZ300197,sell,27300
2023-03-06,2023-03-07,SZ300215,sell,18600
2023-03-06,2023-03-07,SZ300267,sell,18800
2023-03-06,2023-03-07,SZ300388,sell,3400
2023-03-06,2023-03-07,SZ300469,sell,100
2023-03-06,2023-03-07,SZ300492,sell,2100
2023-03-06,2023-03-07,SZ300499,sell,5000
2023-03-06,2023-03-07,SZ002715,buy,125100
2023-03-06,2023-03-07,SZ002775,buy,235000
2023-03-06,2023-03-07,SH600239,buy,97900
2023-03-06,2023-03-07,SZ002692,buy,194500
2023-03-06,2023-03-07,SH600052,buy,340200
2023-03-06,2023-03-07,SZ000410,buy,94600
2023-03-06,2023-03-07,SZ002586,buy,162500
2023-03-06,2023-03-07,SZ000548,buy,174000
2023-03-06,2023-03-07,SZ002102,buy,77100
2023-03-06,2023-03-07,SH600365,buy,290900
2023-03-06,2023-03-07,SZ002470,buy,597200
2023-03-06,2023-03-07,SH600530,buy,265800
2023-03-06,2023-03-07,SZ300201,buy,138800
2023-03-06,2023-03-07,SZ000971,buy,346100
2023-03-06,2023-03-07,SH600289,buy,637000
2023-03-06,2023-03-07,SH601018,buy,145000
2023-03-06,2023-03-07,SH600423,buy,140400
2023-03-06,2023-03-07,SH600712,buy,104800
2023-03-06,2023-03-07,SZ002672,buy,202600
2023-03-06,2023-03-07,SZ300464,buy,187700
2023-03-06,2023-03-07,SZ300126,buy,302200
2023-03-06,2023-03-07,SH600648,buy,137500
2023-03-06,2023-03-07,SZ000890,buy,191200
2023-03-06,2023-03-07,SZ002366,buy,466000
2023-03-06,2023-03-07,SH600165,buy,76900
2023-03-06,2023-03-07,SH601880,buy,211400
2023-03-06,2023-03-07,SH600684,buy,59000
2023-03-06,2023-03-07,SH600097,buy,114700
2023-03-06,2023-03-07,SZ002313,buy,647800
2023-03-06,2023-03-07,SZ002040,buy,115400
2023-03-06,2023-03-07,SZ000096,buy,93700
2023-03-06,2023-03-07,SH600279,buy,216000
2023-03-06,2023-03-07,SH600191,buy,180000
2023-03-06,2023-03-07,SZ002210,buy,233100
2023-03-06,2023-03-07,SZ002484,buy,44800
2023-03-06,2023-03-07,SH601010,buy,271600
2023-03-06,2023-03-07,SZ002731,buy,133100
2023-03-06,2023-03-07,SH600807,buy,188900
2023-03-06,2023-03-07,SH603167,buy,226400
2023-03-06,2023-03-07,SH600565,buy,216000
2023-03-06,2023-03-07,SZ000036,buy,45500
2023-03-06,2023-03-07,SH600611,buy,110300
2023-03-06,2023-03-07,SZ300237,buy,164600
2023-03-06,2023-03-07,SH600601,buy,177600
2023-03-06,2023-03-07,SZ300262,buy,256700
2023-03-06,2023-03-07,SZ002118,buy,120200
2023-03-06,2023-03-07,SH600794,buy,45000
2023-03-06,2023-03-07,SZ000861,buy,89300
2023-03-06,2023-03-07,SZ000685,buy,36600
2023-03-06,2023-03-07,SH601599,buy,331400
2023-04-03,2023-04-04,SH600020,sell,2700
2023-04-03,2023-04-04,SH600052,sell,23400
2023-04-03,2023-04-04,SH600097,sell,8900
2023-04-03,2023-04-04,SH600165,sell,41800
2023-04-03,2023-04-04,SH600191,sell,6000
2023-04-03,2023-04-04,SH600226,sell,13600
2023-04-03,2023-04-04,SH600239,sell,2800
2023-04-03,2023-04-04,SH600279,sell,10300
2023-04-03,2023-04-04,SH600289,sell,14200
2023-04-03,2023-04-04,SH600365,sell,10400
2023-04-03,2023-04-04,SH600423,sell,5400
2023-04-03,2023-04-04,SH600601,sell,19600
2023-04-03,2023-04-04,SH600611,sell,7400
2023-04-03,2023-04-04,SH600648,sell,50100
2023-04-03,2023-04-04,SH600679,sell,1800
2023-04-03,2023-04-04,SH600684,sell,5200
2023-04-03,2023-04-04,SH600794,sell,4600
2023-04-03,2023-04-04,SH600807,sell,9100
2023-04-03,2023-04-04,SH601599,sell,29700
2023-04-03,2023-04-04,SH601880,sell,136400
2023-04-03,2023-04-04,SH603111,sell,400
2023-04-03,2023-04-04,SH603167,sell,28400
2023-04-03,2023-04-04,SH603800,sell,6800
2023-04-03,2023-04-04,SZ000036,sell,3300
2023-04-03,2023-04-04,SZ000410,sell,5600
2023-04-03,2023-04-04,SZ000548,sell,26200
2023-04-03,2023-04-04,SZ000567,sell,100
2023-04-03,2023-04-04,SZ000598,sell,2000
2023-04-03,2023-04-04,SZ000861,sell,10900
2023-04-03,2023-04-04,SZ000890,sell,5700
2023-04-03,2023-04-04,SZ000971,sell,7300
2023-04-03,2023-04-04,SZ002040,sell,11000
2023-04-03,2023-04-04,SZ002102,sell,14000
2023-04-03,2023-04-04,SZ002118,sell,12800
2023-04-03,2023-04-04,SZ002239,sell,37200
2023-04-03,2023-04-04,SZ002310,sell,8900
2023-04-03,2023-04-04,SZ002313,sell,27500
2023-04-03,2023-04-04,SZ002366,sell,52000
2023-04-03,2023-04-04,SZ002470,sell,132300
2023-04-03,2023-04-04,SZ002484,sell,17400
2023-04-03,2023-04-04,SZ002586,sell,4700
2023-04-03,2023-04-04,SZ002672,sell,35700
2023-04-03,2023-04-04,SZ002715,sell,4600
2023-04-03,2023-04-04,SZ002731,sell,10400
2023-04-03,2023-04-04,SZ002775,sell,21600
2023-04-03,2023-04-04,SZ300005,sell,12700
2023-04-03,2023-04-04,SZ300126,sell,9600
2023-04-03,2023-04-04,SZ300197,sell,2500
2023-04-03,2023-04-04,SZ300201,sell,44700
2023-04-03,2023-04-04,SZ300215,sell,7500
2023-04-03,2023-04-04,SZ300237,sell,18400
2023-04-03,2023-04-04,SZ300262,sell,6600
2023-04-03,2023-04-04,SZ300267,sell,200
2023-04-03,2023-04-04,SZ300464,sell,13500
2023-04-03,2023-04-04,SZ300492,sell,300
2023-04-03,2023-04-04,SH600917,buy,113400
2023-04-03,2023-04-04,SZ002482,buy,761300
2023-04-03,2023-04-04,SH600376,buy,121600
2023-04-03,2023-04-04,SZ000903,buy,55900
2023-04-03,2023-04-04,SH600323,buy,40100
2023-04-03,2023-04-04,SH600530,buy,267800
2023-04-03,2023-04-04,SH600722,buy,408800
2023-04-03,2023-04-04,SZ000518,buy,66600
2023-04-03,2023-04-04,SZ000685,buy,32600
2023-04-03,2023-04-04,SH600712,buy,98000
2023-04-03,2023-04-04,SH601777,buy,822500
2023-04-03,2023-04-04,SZ002694,buy,193700
2023-04-03,2023-04-04,SZ000882,buy,342900
2023-04-03,2023-04-04,SZ002538,buy,128000
2023-04-03,2023-04-04,SH600746,buy,114000
2023-04-03,2023-04-04,SZ002016,buy,57200
2023-04-03,2023-04-04,SH600310,buy,113800
2023-04-03,2023-04-04,SH600565,buy,211100
2023-04-03,2023-04-04,SZ002087,buy,184300
2023-04-03,2023-04-04,SH601010,buy,267500
2023-04-03,2023-04-04,SH600084,buy,60200
2023-04-03,2023-04-04,SZ000517,buy,112400
2023-04-03,2023-04-04,SH600960,buy,208700
2023-04-03,2023-04-04,SH600609,buy,158300
2023-04-03,2023-04-04,SZ002067,buy,146500
2023-04-03,2023-04-04,SH600628,buy,58000
2023-04-03,2023-04-04,SZ000959,buy,119700
2023-04-03,2023-04-04,SZ001896,buy,250200
2023-04-03,2023-04-04,SZ000966,buy,146100
2023-04-03,2023-04-04,SH600300,buy,151100
2023-04-03,2023-04-04,SH600743,buy,255300
2023-04-03,2023-04-04,SH600293,buy,373400
2023-04-03,2023-04-04,SZ002692,buy,194500
2023-04-03,2023-04-04,SZ000667,buy,137200
2023-04-03,2023-04-04,SH600169,buy,80500
2023-04-03,2023-04-04,SH600696,buy,24300
2023-04-03,2023-04-04,SH603299,buy,97600
2023-04-03,2023-04-04,SZ002233,buy,144100
2023-04-03,2023-04-04,SH600448,buy,297300
2023-04-03,2023-04-04,SH600635,buy,88900
2023-04-03,2023-04-04,SZ002734,buy,94300
2023-04-03,2023-04-04,SH600815,buy,139000
2023-04-03,2023-04-04,SH600076,buy,399400
2023-04-03,2023-04-04,SZ000096,buy,93100
2023-04-03,2023-04-04,SZ002637,buy,160800
2023-04-03,2023-04-04,SZ002203,buy,138500
2023-04-03,2023-04-04,SH601018,buy,122400
2023-04-03,2023-04-04,SH601002,buy,350700
2023-04-03,2023-04-04,SZ002650,buy,135100
2023-04-03,2023-04-04,SZ002210,buy,221300
2023-05-05,2023-05-08,SH600052,sell,11300
2023-05-05,2023-05-08,SH600076,sell,21000
2023-05-05,2023-05-08,SH600084,sell,2300
2023-05-05,2023-05-08,SH600165,sell,22200
2023-05-05,2023-05-08,SH600169,sell,5600
2023-05-05,2023-05-08,SH600226,sell,5000
2023-05-05,2023-05-08,SH600293,sell,33600
2023-05-05,2023-05-08,SH600300,sell,17300
2023-05-05,2023-05-08,SH600310,sell,8400
2023-05-05,2023-05-08,SH600323,sell,4100
2023-05-05,2023-05-08,SH600365,sell,6200
2023-05-05,2023-05-08,SH600376,sell,19800
2023-05-05,2023-05-08,SH600565,sell,41500
2023-05-05,2023-05-08,SH600601,sell,3700
2023-05-05,2023-05-08,SH600609,sell,13300
2023-05-05,2023-05-08,SH600611,sell,3300
2023-05-05,2023-05-08,SH600628,sell,2600
2023-05-05,2023-05-08,SH600635,sell,7500
2023-05-05,2023-05-08,SH600648,sell,32200
2023-05-05,2023-05-08,SH600696,sell,1900
2023-05-05,2023-05-08,SH600712,sell,19800
2023-05-05,2023-05-08,SH600743,sell,10600
2023-05-05,2023-05-08,SH600746,sell,8200
2023-05-05,2023-05-08,SH600815,sell,10300
2023-05-05,2023-05-08,SH600917,sell,7900
2023-05-05,2023-05-08,SH600960,sell,18100
2023-05-05,2023-05-08,SH601002,sell,29400
2023-05-05,2023-05-08,SH601010,sell,49700
2023-05-05,2023-05-08,SH601018,sell,56700
2023-05-05,2023-05-08,SH601599,sell,6300
2023-05-05,2023-05-08,SH601777,sell,106900
2023-05-05,2023-05-08,SH601880,sell,78800
2023-05-05,2023-05-08,SH603167,sell,15200
2023-05-05,2023-05-08,SH603299,sell,10700
2023-05-05,2023-05-08,SZ000036,sell,1000
2023-05-05,2023-05-08,SZ000096,sell,8100
2023-05-05,2023-05-08,SZ000410,sell,2100
2023-05-05,2023-05-08,SZ000517,sell,11800
2023-05-05,2023-05-08,SZ000518,sell,4500
2023-05-05,2023-05-08,SZ000548,sell,7900
2023-05-05,2023-05-08,SZ000667,sell,26300
2023-05-05,2023-05-08,SZ000685,sell,13800
2023-05-05,2023-05-08,SZ000861,sell,2600
2023-05-05,2023-05-08,SZ000882,sell,17100
2023-05-05,2023-05-08,SZ000959,sell,16700
2023-05-05,2023-05-08,SZ000966,sell,18000
2023-05-05,2023-05-08,SZ001896,sell,23600
2023-05-05,2023-05-08,SZ002016,sell,3200
2023-05-05,2023-05-08,SZ002067,sell,12700
2023-05-05,2023-05-08,SZ002087,sell,12800
2023-05-05,2023-05-08,SZ002118,sell,900
2023-05-05,2023-05-08,SZ002203,sell,12900
2023-05-05,2023-05-08,SZ002210,sell,127200
2023-05-05,2023-05-08,SZ002233,sell,10700
2023-05-05,2023-05-08,SZ002239,sell,11300
2023-05-05,2023-05-08,SZ002366,sell,30200
2023-05-05,2023-05-08,SZ002470,sell,62300
2023-05-05,2023-05-08,SZ002482,sell,17600
2023-05-05,2023-05-08,SZ002538,sell,10800
2023-05-05,2023-05-08,SZ002637,sell,11700
2023-05-05,2023-05-08,SZ002650,sell,9600
2023-05-05,2023-05-08,SZ002672,sell,20800
2023-05-05,2023-05-08,SZ002692,sell,6200
2023-05-05,2023-05-08,SZ002694,sell,12600
2023-05-05,2023-05-08,SZ002734,sell,12800
2023-05-05,2023-05-08,SZ002775,sell,700
2023-05-05,2023-05-08,SZ300201,sell,29600
2023-05-05,2023-05-08,SZ300097,buy,299100
2023-05-05,2023-05-08,SZ002708,buy,193500
2023-05-05,2023-05-08,SH603188,buy,756200
2023-05-05,2023-05-08,SZ002290,buy,275700
2023-05-05,2023-05-08,SZ002097,buy,181400
2023-05-05,2023-05-08,SZ300321,buy,143000
2023-05-05,2023-05-08,SH600119,buy,168700
2023-05-05,2023-05-08,SH600889,buy,96200
2023-05-05,2023-05-08,SZ300195,buy,387000
2023-05-05,2023-05-08,SZ300222,buy,136900
2023-05-05,2023-05-08,SH600722,buy,407300
2023-05-05,2023-05-08,SH600692,buy,123200
2023-05-05,2023-05-08,SH600257,buy,113500
2023-05-05,2023-05-08,SZ002178,buy,195400
2023-05-05,2023-05-08,SZ000669,buy,549300
2023-05-05,2023-05-08,SZ002144,buy,550300
2023-05-05,2023-05-08,SZ300018,buy,280900
2023-05-05,2023-05-08,SZ002529,buy,275600
2023-05-05,2023-05-08,SH603020,buy,291200
2023-05-05,2023-05-08,SZ000903,buy,54400
2023-05-05,2023-05-08,SH600227,buy,141700
2023-05-05,2023-05-08,SZ300056,buy,199500
2023-05-05,2023-05-08,SZ300126,buy,327600
2023-05-05,2023-05-08,SH600973,buy,43100
2023-05-05,2023-05-08,SH603117,buy,327900
2023-05-05,2023-05-08,SH603788,buy,152600
2023-05-05,2023-05-08,SH600679,buy,111100
2023-05-05,2023-05-08,SH600865,buy,64300
2023-05-05,2023-05-08,SH603023,buy,148900
2023-05-05,2023-05-08,SZ002715,buy,147300
2023-05-05,2023-05-08,SZ002141,buy,173000
2023-05-05,2023-05-08,SH600448,buy,288500
2023-05-05,2023-05-08,SH600630,buy,210800
2023-05-05,2023-05-08,SZ300350,buy,180600
2023-05-05,2023-05-08,SZ000570,buy,182100
2023-05-05,2023-05-08,SH600693,buy,65000
2023-05-05,2023-05-08,SH600638,buy,260500
2023-05-05,2023-05-08,SH600220,buy,173900
2023-05-05,2023-05-08,SZ300198,buy,220800
2023-05-05,2023-05-08,SZ002196,buy,256400
2023-05-05,2023-05-08,SZ002786,buy,188200
2023-05-05,2023-05-08,SZ000020,buy,131300
2023-05-05,2023-05-08,SZ002329,buy,169700
2023-05-05,2023-05-08,SH600218,buy,166700
2023-05-05,2023-05-08,SH603861,buy,284100
2023-05-05,2023-05-08,SZ002501,buy,721800
2023-05-05,2023-05-08,SZ002510,buy,373000
2023-05-05,2023-05-08,SZ000816,buy,105000
2023-05-05,2023-05-08,SH603006,buy,134400
2023-05-05,2023-05-08,SZ300040,buy,238800
2023-06-02,2023-06-05,SH600076,sell,5600
2023-06-02,2023-06-05,SH600119,sell,3400
2023-06-02,2023-06-05,SH600165,sell,4400
2023-06-02,2023-06-05,SH600218,sell,7700
2023-06-02,2023-06-05,SH600220,sell,9000
2023-06-02,2023-06-05,SH600227,sell,3800
2023-06-02,2023-06-05,SH600257,sell,10400
2023-06-02,2023-06-05,SH600300,sell,4500
2023-06-02,2023-06-05,SH600448,sell,43800
2023-06-02,2023-06-05,SH600565,sell,23200
2023-06-02,2023-06-05,SH600609,sell,1800
2023-06-02,2023-06-05,SH600630,sell,15800
2023-06-02,2023-06-05,SH600679,sell,3500
2023-06-02,2023-06-05,SH600692,sell,5600
2023-06-02,2023-06-05,SH600693,sell,3800
2023-06-02,2023-06-05,SH600746,sell,2900
2023-06-02,2023-06-05,SH600865,sell,1400
2023-06-02,2023-06-05,SH600889,sell,2100
2023-06-02,2023-06-05,SH600917,sell,4200
2023-06-02,2023-06-05,SH600960,sell,7300
2023-06-02,2023-06-05,SH600973,sell,10100
2023-06-02,2023-06-05,SH601010,sell,15300
2023-06-02,2023-06-05,SH601777,sell,45700
2023-06-02,2023-06-05,SH603006,sell,5100
2023-06-02,2023-06-05,SH603020,sell,9100
2023-06-02,2023-06-05,SH603023,sell,4000
2023-06-02,2023-06-05,SH603117,sell,16200
2023-06-02,2023-06-05,SH603188,sell,22700
2023-06-02,2023-06-05,SH603299,sell,1800
2023-06-02,2023-06-05,SH603788,sell,5700
2023-06-02,2023-06-05,SH603861,sell,27100
2023-06-02,2023-06-05,SZ000020,sell,5800
2023-06-02,2023-06-05,SZ000518,sell,2300
2023-06-02,2023-06-05,SZ000570,sell,12900
2023-06-02,2023-06-05,SZ000669,sell,8800
2023-06-02,2023-06-05,SZ000816,sell,9100
2023-06-02,2023-06-05,SZ000903,sell,6800
2023-06-02,2023-06-05,SZ002067,sell,4200
2023-06-02,2023-06-05,SZ002087,sell,11200
2023-06-02,2023-06-05,SZ002097,sell,14300
2023-06-02,2023-06-05,SZ002141,sell,8500
2023-06-02,2023-06-05,SZ002144,sell,35600
2023-06-02,2023-06-05,SZ002178,sell,21000
2023-06-02,2023-06-05,SZ002196,sell,18700
2023-06-02,2023-06-05,SZ002210,sell,113200
2023-06-02,2023-06-05,SZ002290,sell,26200
2023-06-02,2023-06-05,SZ002329,sell,21500
2023-06-02,2023-06-05,SZ002470,sell,2900
2023-06-02,2023-06-05,SZ002501,sell,43300
2023-06-02,2023-06-05,SZ002510,sell,24400
2023-06-02,2023-06-05,SZ002529,sell,28100
2023-06-02,2023-06-05,SZ002637,sell,2400
2023-06-02,2023-06-05,SZ002672,sell,7400
2023-06-02,2023-06-05,SZ002692,sell,3400
2023-06-02,2023-06-05,SZ002694,sell,5700
2023-06-02,2023-06-05,SZ002708,sell,11700
2023-06-02,2023-06-05,SZ002715,sell,6000
2023-06-02,2023-06-05,SZ002734,sell,8700
2023-06-02,2023-06-05,SZ002786,sell,19000
2023-06-02,2023-06-05,SZ300018,sell,22700
2023-06-02,2023-06-05,SZ300040,sell,13800
2023-06-02,2023-06-05,SZ300056,sell,19900
2023-06-02,2023-06-05,SZ300097,sell,18800
2023-06-02,2023-06-05,SZ300126,sell,9100
2023-06-02,2023-06-05,SZ300195,sell,23500
2023-06-02,2023-06-05,SZ300198,sell,9300
2023-06-02,2023-06-05,SZ300201,sell,12300
2023-06-02,2023-06-05,SZ300222,sell,39900
2023-06-02,2023-06-05,SZ300321,sell,1900
2023-06-02,2023-06-05,SZ300350,sell,9400
2023-06-02,2023-06-05,SZ002118,buy,496900
2023-06-02,2023-06-05,SZ000671,buy,215000
2023-06-02,2023-06-05,SH600077,buy,2139700
2023-06-02,2023-06-05,SZ002504,buy,3632100
2023-06-02,2023-06-05,SZ000520,buy,200700
2023-06-02,2023-06-05,SH600127,buy,92800
2023-06-02,2023-06-05,SH600293,buy,409500
2023-06-02,2023-06-05,SH600067,buy,69300
2023-06-02,2023-06-05,SZ000096,buy,97300
2023-06-02,2023-06-05,SZ002628,buy,387200
2023-06-02,2023-06-05,SZ000789,buy,38100
2023-06-02,2023-06-05,SH603167,buy,255100
2023-06-02,2023-06-05,SZ002538,buy,143400
2023-06-02,2023-06-05,SH600851,buy,72200
2023-06-02,2023-06-05,SH600193,buy,82900
2023-06-02,2023-06-05,SH600470,buy,136800
2023-06-02,2023-06-05,SH600595,buy,140200
2023-06-02,2023-06-05,SH600106,buy,53300
2023-06-02,2023-06-05,SZ000698,buy,147000
2023-06-02,2023-06-05,SH600722,buy,403000
2023-06-02,2023-06-05,SH601015,buy,181300
2023-06-02,2023-06-05,SH603609,buy,111200
2023-06-02,2023-06-05,SZ000659,buy,140900
2023-06-02,2023-06-05,SH600802,buy,103100
2023-06-02,2023-06-05,SH600708,buy,133600
2023-06-02,2023-06-05,SZ002277,buy,367100
2023-06-02,2023-06-05,SH600712,buy,99500
2023-06-02,2023-06-05,SZ000785,buy,237400
2023-06-02,2023-06-05,SH600618,buy,125900
2023-06-02,2023-06-05,SZ000897,buy,187300
2023-06-02,2023-06-05,SZ002440,buy,159600
2023-06-02,2023-06-05,SZ002208,buy,158400
2023-06-02,2023-06-05,SH600370,buy,110900
2023-06-02,2023-06-05,SH600075,buy,97100
2023-06-02,2023-06-05,SH600655,buy,42400
2023-06-02,2023-06-05,SZ000672,buy,42900
2023-06-02,2023-06-05,SZ002081,buy,28000
2023-06-02,2023-06-05,SH600965,buy,69400
2023-06-02,2023-06-05,SH600648,buy,159100
2023-06-02,2023-06-05,SH600626,buy,115600
2023-06-02,2023-06-05,SH600638,buy,254200
2023-06-02,2023-06-05,SH600533,buy,153200
2023-06-02,2023-06-05,SZ000592,buy,139400
2023-06-02,2023-06-05,SZ002259,buy,188200
2023-06-02,2023-06-05,SH600650,buy,75200
2023-06-02,2023-06-05,SH600691,buy,133300
2023-06-02,2023-06-05,SH600604,buy,103700
2023-06-02,2023-06-05,SZ000090,buy,79300
2023-06-02,2023-06-05,SH600682,buy,45200
2023-06-02,2023-06-05,SH600527,buy,35300
2023-07-04,2023-07-05,SH600067,sell,3200
2023-07-04,2023-07-05,SH600075,sell,6300
2023-07-04,2023-07-05,SH600106,sell,1600
2023-07-04,2023-07-05,SH600127,sell,6700
2023-07-04,2023-07-05,SH600193,sell,6200
2023-07-04,2023-07-05,SH600220,sell,400
2023-07-04,2023-07-05,SH600257,sell,5100
2023-07-04,2023-07-05,SH600293,sell,30300
2023-07-04,2023-07-05,SH600370,sell,3400
2023-07-04,2023-07-05,SH600448,sell,15500
2023-07-04,2023-07-05,SH600470,sell,5700
2023-07-04,2023-07-05,SH600527,sell,500
2023-07-04,2023-07-05,SH600530,sell,30800
2023-07-04,2023-07-05,SH600533,sell,19100
2023-07-04,2023-07-05,SH600595,sell,6600
2023-07-04,2023-07-05,SH600604,sell,5600
2023-07-04,2023-07-05,SH600618,sell,4600
2023-07-04,2023-07-05,SH600626,sell,2900
2023-07-04,2023-07-05,SH600638,sell,19100
2023-07-04,2023-07-05,SH600650,sell,1800
2023-07-04,2023-07-05,SH600655,sell,3800
2023-07-04,2023-07-05,SH600682,sell,5400
2023-07-04,2023-07-05,SH600691,sell,5100
2023-07-04,2023-07-05,SH600693,sell,1200
2023-07-04,2023-07-05,SH600708,sell,18200
2023-07-04,2023-07-05,SH600712,sell,18200
2023-07-04,2023-07-05,SH600722,sell,51800
2023-07-04,2023-07-05,SH600851,sell,2800
2023-07-04,2023-07-05,SH600973,sell,5600
2023-07-04,2023-07-05,SH601015,sell,12300
2023-07-04,2023-07-05,SH603020,sell,1300
2023-07-04,2023-07-05,SH603117,sell,9700
2023-07-04,2023-07-05,SH603167,sell,16300
2023-07-04,2023-07-05,SH603609,sell,9900
2023-07-04,2023-07-05,SH603788,sell,300
2023-07-04,2023-07-05,SH603861,sell,11500
2023-07-04,2023-07-05,SZ000020,sell,400
2023-07-04,2023-07-05,SZ000090,sell,7000
2023-07-04,2023-07-05,SZ000096,sell,7800
2023-07-04,2023-07-05,SZ000520,sell,4900
2023-07-04,2023-07-05,SZ000570,sell,5200
2023-07-04,2023-07-05,SZ000592,sell,7700
2023-07-04,2023-07-05,SZ000659,sell,14800
2023-07-04,2023-07-05,SZ000672,sell,6100
2023-07-04,2023-07-05,SZ000698,sell,8200
2023-07-04,2023-07-05,SZ000785,sell,19900
2023-07-04,2023-07-05,SZ000789,sell,2000
2023-07-04,2023-07-05,SZ000816,sell,3400
2023-07-04,2023-07-05,SZ000897,sell,12300
2023-07-04,2023-07-05,SZ000903,sell,4700
2023-07-04,2023-07-05,SZ002067,sell,300
2023-07-04,2023-07-05,SZ002081,sell,3600
2023-07-04,2023-07-05,SZ002208,sell,8700
2023-07-04,2023-07-05,SZ002210,sell,49200
2023-07-04,2023-07-05,SZ002259,sell,7900
2023-07-04,2023-07-05,SZ002277,sell,25100
2023-07-04,2023-07-05,SZ002290,sell,15100
2023-07-04,2023-07-05,SZ002440,sell,6000
2023-07-04,2023-07-05,SZ002501,sell,19100
2023-07-04,2023-07-05,SZ002510,sell,2400
2023-07-04,2023-07-05,SZ002734,sell,3100
2023-07-04,2023-07-05,SZ300126,sell,1200
2023-07-04,2023-07-05,SZ300201,sell,1200
2023-07-04,2023-07-05,SZ002755,buy,140800
2023-07-04,2023-07-05,SH603188,buy,770000
2023-07-04,2023-07-05,SZ300436,buy,116600
2023-07-04,2023-07-05,SZ002556,buy,182900
2023-07-04,2023-07-05,SZ300197,buy,205200
2023-07-04,2023-07-05,SZ002628,buy,384900
2023-07-04,2023-07-05,SZ002082,buy,100600
2023-07-04,2023-07-05,SZ000518,buy,75300
2023-07-04,2023-07-05,SZ002622,buy,284500
2023-07-04,2023-07-05,SZ300318,buy,107700
2023-07-04,2023-07-05,SZ300401,buy,33300
2023-07-04,2023-07-05,SZ300137,buy,262800
2023-07-04,2023-07-05,SZ000078,buy,118700
2023-07-04,2023-07-05,SZ300453,buy,81200
2023-07-04,2023-07-05,SH600881,buy,130700
2023-07-04,2023-07-05,SH600496,buy,61900
2023-07-04,2023-07-05,SZ300321,buy,136800
2023-07-04,2023-07-05,SZ002091,buy,49700
2023-07-04,2023-07-05,SH600694,buy,33400
2023-07-04,2023-07-05,SZ002287,buy,131900
2023-07-04,2023-07-05,SZ300160,buy,137700
2023-07-04,2023-07-05,SZ000712,buy,34400
2023-07-04,2023-07-05,SH600802,buy,106300
2023-07-04,2023-07-05,SH603222,buy,72800
2023-07-04,2023-07-05,SZ300006,buy,275800
2023-07-04,2023-07-05,SZ002726,buy,74200
2023-07-04,2023-07-05,SZ002746,buy,44800
2023-07-04,2023-07-05,SZ300143,buy,197400
2023-07-04,2023-07-05,SZ002341,buy,205900
2023-07-04,2023-07-05,SZ002294,buy,36100
2023-07-04,2023-07-05,SH600668,buy,62900
2023-07-04,2023-07-05,SH600789,buy,81600
2023-07-04,2023-07-05,SZ002538,buy,136800
2023-07-04,2023-07-05,SH600439,buy,78700
2023-07-04,2023-07-05,SZ300069,buy,253800
2023-07-04,2023-07-05,SH600107,buy,236300
2023-07-04,2023-07-05,SZ300326,buy,130100
2023-07-04,2023-07-05,SH600965,buy,71700
2023-07-04,2023-07-05,SH600648,buy,152800
2023-07-04,2023-07-05,SH600239,buy,88900
2023-07-04,2023-07-05,SZ002550,buy,149000
2023-07-04,2023-07-05,SZ000959,buy,127800
2023-07-04,2023-07-05,SZ000990,buy,221000
2023-07-04,2023-07-05,SZ002692,buy,199100
2023-07-04,2023-07-05,SZ002054,buy,95600
2023-07-04,2023-07-05,SZ002551,buy,379300
2023-07-04,2023-07-05,SZ002386,buy,391600
2023-07-04,2023-07-05,SH600568,buy,330600
2023-07-04,2023-07-05,SZ000931,buy,574900
2023-07-04,2023-07-05,SZ002589,buy,152100
2023-08-01,2023-08-02,SH600067,sell,1200
2023-08-01,2023-08-02,SH600075,sell,1300
2023-08-01,2023-08-02,SH600107,sell,8000
2023-08-01,2023-08-02,SH600127,sell,1300
2023-08-01,2023-08-02,SH600239,sell,8200
2023-08-01,2023-08-02,SH600293,sell,3600
2023-08-01,2023-08-02,SH600370,sell,800
2023-08-01,2023-08-02,SH600439,sell,1800
2023-08-01,2023-08-02,SH600448,sell,4300
2023-08-01,2023-08-02,SH600496,sell,4000
2023-08-01,2023-08-02,SH600530,sell,29300
2023-08-01,2023-08-02,SH600533,sell,5000
2023-08-01,2023-08-02,SH600568,sell,6300
2023-08-01,2023-08-02,SH600604,sell,2000
2023-08-01,2023-08-02,SH600618,sell,1200
2023-08-01,2023-08-02,SH600638,sell,11300
2023-08-01,2023-08-02,SH600648,sell,35800
2023-08-01,2023-08-02,SH600668,sell,2000
2023-08-01,2023-08-02,SH600694,sell,2200
