system,factor,metric,horizon,value,source_file
alphalens_reloaded,alpha360_CLOSE59,factor_alpha_beta:beta,10D,0.114798056087463,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_CLOSE59/factor_alpha_beta.csv
alphalens_reloaded,alpha360_CLOSE59,factor_alpha_beta:beta,20D,-0.0869266423132524,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_CLOSE59/factor_alpha_beta.csv
alphalens_reloaded,alpha360_CLOSE59,mean_information_coefficient,10D,0.0713906510367443,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_CLOSE59/mean_information_coefficient.csv
alphalens_reloaded,alpha360_CLOSE59,mean_information_coefficient,20D,0.0726421555891688,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_CLOSE59/mean_information_coefficient.csv
alphalens_reloaded,alpha360_HIGH0,factor_alpha_beta:Ann. alpha,10D,-0.0589299347551144,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH0/factor_alpha_beta.csv
alphalens_reloaded,alpha360_HIGH0,factor_alpha_beta:Ann. alpha,20D,-0.0744310223728735,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH0/factor_alpha_beta.csv
alphalens_reloaded,alpha360_HIGH0,factor_alpha_beta:beta,10D,0.2090390141915351,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH0/factor_alpha_beta.csv
alphalens_reloaded,alpha360_HIGH0,factor_alpha_beta:beta,20D,0.3596390121061077,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH0/factor_alpha_beta.csv
alphalens_reloaded,alpha360_HIGH0,mean_information_coefficient,10D,-0.0216223623446853,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH0/mean_information_coefficient.csv
alphalens_reloaded,alpha360_HIGH0,mean_information_coefficient,20D,-0.0218086705323625,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH0/mean_information_coefficient.csv
alphalens_reloaded,alpha360_HIGH20,factor_alpha_beta:Ann. alpha,10D,0.0525625704795384,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH20/factor_alpha_beta.csv
alphalens_reloaded,alpha360_HIGH20,factor_alpha_beta:Ann. alpha,20D,0.0733484290381947,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH20/factor_alpha_beta.csv
alphalens_reloaded,alpha360_HIGH20,factor_alpha_beta:beta,10D,0.088722213713999,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH20/factor_alpha_beta.csv
alphalens_reloaded,alpha360_HIGH20,factor_alpha_beta:beta,20D,-0.0829678786163011,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH20/factor_alpha_beta.csv
alphalens_reloaded,alpha360_HIGH20,mean_information_coefficient,10D,0.0414051089822081,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH20/mean_information_coefficient.csv
alphalens_reloaded,alpha360_HIGH20,mean_information_coefficient,20D,0.0432748315063692,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH20/mean_information_coefficient.csv
alphalens_reloaded,alpha360_HIGH5,factor_alpha_beta:Ann. alpha,10D,-0.008303816099409,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH5/factor_alpha_beta.csv
alphalens_reloaded,alpha360_HIGH5,factor_alpha_beta:Ann. alpha,20D,-0.0686172610248408,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH5/factor_alpha_beta.csv
alphalens_reloaded,alpha360_HIGH5,factor_alpha_beta:beta,10D,0.2870863614710783,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH5/factor_alpha_beta.csv
alphalens_reloaded,alpha360_HIGH5,factor_alpha_beta:beta,20D,0.3388617279620346,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH5/factor_alpha_beta.csv
alphalens_reloaded,alpha360_HIGH5,mean_information_coefficient,10D,0.0155261317395866,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH5/mean_information_coefficient.csv
alphalens_reloaded,alpha360_HIGH5,mean_information_coefficient,20D,0.0025611465670779,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH5/mean_information_coefficient.csv
alphalens_reloaded,alpha360_HIGH59,factor_alpha_beta:Ann. alpha,10D,0.1145459876174666,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH59/factor_alpha_beta.csv
alphalens_reloaded,alpha360_HIGH59,factor_alpha_beta:Ann. alpha,20D,0.0882096386647035,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH59/factor_alpha_beta.csv
alphalens_reloaded,alpha360_HIGH59,factor_alpha_beta:beta,10D,0.1200223614742915,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH59/factor_alpha_beta.csv
alphalens_reloaded,alpha360_HIGH59,factor_alpha_beta:beta,20D,-0.0712464486191178,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH59/factor_alpha_beta.csv
alphalens_reloaded,alpha360_HIGH59,mean_information_coefficient,10D,0.0722615050598275,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH59/mean_information_coefficient.csv
alphalens_reloaded,alpha360_HIGH59,mean_information_coefficient,20D,0.0742480904632954,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_HIGH59/mean_information_coefficient.csv
alphalens_reloaded,alpha360_LOW0,factor_alpha_beta:Ann. alpha,10D,0.0457559200390429,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW0/factor_alpha_beta.csv
alphalens_reloaded,alpha360_LOW0,factor_alpha_beta:Ann. alpha,20D,0.0323036164772623,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW0/factor_alpha_beta.csv
alphalens_reloaded,alpha360_LOW0,factor_alpha_beta:beta,10D,0.0165612009014755,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW0/factor_alpha_beta.csv
alphalens_reloaded,alpha360_LOW0,factor_alpha_beta:beta,20D,-0.1339882408830552,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW0/factor_alpha_beta.csv
alphalens_reloaded,alpha360_LOW0,mean_information_coefficient,10D,0.0372578110799619,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW0/mean_information_coefficient.csv
alphalens_reloaded,alpha360_LOW0,mean_information_coefficient,20D,0.0286168864682972,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW0/mean_information_coefficient.csv
alphalens_reloaded,alpha360_LOW20,factor_alpha_beta:Ann. alpha,10D,0.0596427819631306,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW20/factor_alpha_beta.csv
alphalens_reloaded,alpha360_LOW20,factor_alpha_beta:Ann. alpha,20D,0.087683403471761,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW20/factor_alpha_beta.csv
alphalens_reloaded,alpha360_LOW20,factor_alpha_beta:beta,10D,0.0664834984628389,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW20/factor_alpha_beta.csv
alphalens_reloaded,alpha360_LOW20,factor_alpha_beta:beta,20D,-0.1470212658544165,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW20/factor_alpha_beta.csv
alphalens_reloaded,alpha360_LOW20,mean_information_coefficient,10D,0.0473554608430275,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW20/mean_information_coefficient.csv
alphalens_reloaded,alpha360_LOW20,mean_information_coefficient,20D,0.0488869527686427,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW20/mean_information_coefficient.csv
alphalens_reloaded,alpha360_LOW5,factor_alpha_beta:Ann. alpha,10D,0.0130974635177547,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW5/factor_alpha_beta.csv
alphalens_reloaded,alpha360_LOW5,factor_alpha_beta:Ann. alpha,20D,-0.042481952899282,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW5/factor_alpha_beta.csv
alphalens_reloaded,alpha360_LOW5,factor_alpha_beta:beta,10D,0.2046064499825178,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW5/factor_alpha_beta.csv
alphalens_reloaded,alpha360_LOW5,factor_alpha_beta:beta,20D,0.184754712127441,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW5/factor_alpha_beta.csv
alphalens_reloaded,alpha360_LOW5,mean_information_coefficient,10D,0.030789339875512,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW5/mean_information_coefficient.csv
alphalens_reloaded,alpha360_LOW5,mean_information_coefficient,20D,0.0181972955185226,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW5/mean_information_coefficient.csv
alphalens_reloaded,alpha360_LOW59,factor_alpha_beta:Ann. alpha,10D,0.1031274956598224,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW59/factor_alpha_beta.csv
alphalens_reloaded,alpha360_LOW59,factor_alpha_beta:Ann. alpha,20D,0.0793395860629051,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW59/factor_alpha_beta.csv
alphalens_reloaded,alpha360_LOW59,factor_alpha_beta:beta,10D,0.1118839351487382,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW59/factor_alpha_beta.csv
alphalens_reloaded,alpha360_LOW59,factor_alpha_beta:beta,20D,-0.0967509231765201,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW59/factor_alpha_beta.csv
alphalens_reloaded,alpha360_LOW59,mean_information_coefficient,10D,0.0692105239915465,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW59/mean_information_coefficient.csv
alphalens_reloaded,alpha360_LOW59,mean_information_coefficient,20D,0.0698006981722034,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_LOW59/mean_information_coefficient.csv
alphalens_reloaded,alpha360_OPEN0,factor_alpha_beta:Ann. alpha,10D,0.0064885200877187,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN0/factor_alpha_beta.csv
alphalens_reloaded,alpha360_OPEN0,factor_alpha_beta:Ann. alpha,20D,-0.0197184836369003,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN0/factor_alpha_beta.csv
alphalens_reloaded,alpha360_OPEN0,factor_alpha_beta:beta,10D,0.1341976315513601,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN0/factor_alpha_beta.csv
alphalens_reloaded,alpha360_OPEN0,factor_alpha_beta:beta,20D,0.121499579677852,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN0/factor_alpha_beta.csv
alphalens_reloaded,alpha360_OPEN0,mean_information_coefficient,10D,0.0119718048327151,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN0/mean_information_coefficient.csv
alphalens_reloaded,alpha360_OPEN0,mean_information_coefficient,20D,0.006464946302248,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN0/mean_information_coefficient.csv
alphalens_reloaded,alpha360_OPEN20,factor_alpha_beta:Ann. alpha,10D,0.058903614280761,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN20/factor_alpha_beta.csv
alphalens_reloaded,alpha360_OPEN20,factor_alpha_beta:Ann. alpha,20D,0.0856802858574996,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN20/factor_alpha_beta.csv
alphalens_reloaded,alpha360_OPEN20,factor_alpha_beta:beta,10D,0.0788103178563471,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN20/factor_alpha_beta.csv
alphalens_reloaded,alpha360_OPEN20,factor_alpha_beta:beta,20D,-0.1188142134462871,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN20/factor_alpha_beta.csv
alphalens_reloaded,alpha360_OPEN20,mean_information_coefficient,10D,0.0459190921018797,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN20/mean_information_coefficient.csv
alphalens_reloaded,alpha360_OPEN20,mean_information_coefficient,20D,0.0472983596691472,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN20/mean_information_coefficient.csv
alphalens_reloaded,alpha360_OPEN5,factor_alpha_beta:Ann. alpha,10D,0.0116019467530279,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN5/factor_alpha_beta.csv
alphalens_reloaded,alpha360_OPEN5,factor_alpha_beta:Ann. alpha,20D,-0.0497179908175878,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN5/factor_alpha_beta.csv
alphalens_reloaded,alpha360_OPEN5,factor_alpha_beta:beta,10D,0.2352340110902336,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN5/factor_alpha_beta.csv
alphalens_reloaded,alpha360_OPEN5,factor_alpha_beta:beta,20D,0.2473893202248447,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN5/factor_alpha_beta.csv
alphalens_reloaded,alpha360_OPEN5,mean_information_coefficient,10D,0.0266471015634263,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN5/mean_information_coefficient.csv
alphalens_reloaded,alpha360_OPEN5,mean_information_coefficient,20D,0.0125542516524155,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN5/mean_information_coefficient.csv
alphalens_reloaded,alpha360_OPEN59,factor_alpha_beta:Ann. alpha,10D,0.1079334339579556,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN59/factor_alpha_beta.csv
alphalens_reloaded,alpha360_OPEN59,factor_alpha_beta:Ann. alpha,20D,0.0833917516583941,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN59/factor_alpha_beta.csv
alphalens_reloaded,alpha360_OPEN59,factor_alpha_beta:beta,10D,0.1124521974263549,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN59/factor_alpha_beta.csv
alphalens_reloaded,alpha360_OPEN59,factor_alpha_beta:beta,20D,-0.0882082803225563,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN59/factor_alpha_beta.csv
alphalens_reloaded,alpha360_OPEN59,mean_information_coefficient,10D,0.0698456763977035,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN59/mean_information_coefficient.csv
alphalens_reloaded,alpha360_OPEN59,mean_information_coefficient,20D,0.0709646039276293,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_OPEN59/mean_information_coefficient.csv
alphalens_reloaded,alpha360_VOLUME20,factor_alpha_beta:Ann. alpha,10D,-0.0315304953100575,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_VOLUME20/factor_alpha_beta.csv
alphalens_reloaded,alpha360_VOLUME20,factor_alpha_beta:Ann. alpha,20D,-0.0219955887788625,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_VOLUME20/factor_alpha_beta.csv
alphalens_reloaded,alpha360_VOLUME20,factor_alpha_beta:beta,10D,0.0775622022075691,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_VOLUME20/factor_alpha_beta.csv
alphalens_reloaded,alpha360_VOLUME20,factor_alpha_beta:beta,20D,0.0845725708530079,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_VOLUME20/factor_alpha_beta.csv
alphalens_reloaded,alpha360_VOLUME20,mean_information_coefficient,10D,0.0094687937014654,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_VOLUME20/mean_information_coefficient.csv
alphalens_reloaded,alpha360_VOLUME20,mean_information_coefficient,20D,0.0128623646980625,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_VOLUME20/mean_information_coefficient.csv
alphalens_reloaded,alpha360_VOLUME5,factor_alpha_beta:Ann. alpha,10D,-0.0221312575788398,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_VOLUME5/factor_alpha_beta.csv
alphalens_reloaded,alpha360_VOLUME5,factor_alpha_beta:Ann. alpha,20D,-0.0439450387867768,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_VOLUME5/factor_alpha_beta.csv
alphalens_reloaded,alpha360_VOLUME5,factor_alpha_beta:beta,10D,0.1545125816635496,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_VOLUME5/factor_alpha_beta.csv
alphalens_reloaded,alpha360_VOLUME5,factor_alpha_beta:beta,20D,0.1948351457520769,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_VOLUME5/factor_alpha_beta.csv
alphalens_reloaded,alpha360_VOLUME5,mean_information_coefficient,10D,-0.0002132175991807,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_VOLUME5/mean_information_coefficient.csv
alphalens_reloaded,alpha360_VOLUME5,mean_information_coefficient,20D,-0.00647472249095,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_VOLUME5/mean_information_coefficient.csv
alphalens_reloaded,alpha360_VOLUME59,factor_alpha_beta:Ann. alpha,10D,0.1065211256968434,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_VOLUME59/factor_alpha_beta.csv
alphalens_reloaded,alpha360_VOLUME59,factor_alpha_beta:Ann. alpha,20D,0.082354701848939,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_VOLUME59/factor_alpha_beta.csv
alphalens_reloaded,alpha360_VOLUME59,factor_alpha_beta:beta,10D,-0.104680221573101,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_VOLUME59/factor_alpha_beta.csv
alphalens_reloaded,alpha360_VOLUME59,factor_alpha_beta:beta,20D,-0.0730312365190771,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_VOLUME59/factor_alpha_beta.csv
alphalens_reloaded,alpha360_VOLUME59,mean_information_coefficient,10D,0.0635761854175987,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_VOLUME59/mean_information_coefficient.csv
alphalens_reloaded,alpha360_VOLUME59,mean_information_coefficient,20D,0.0695251594015068,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_VOLUME59/mean_information_coefficient.csv
alphalens_reloaded,alpha360_VWAP0,factor_alpha_beta:Ann. alpha,10D,0.0382412767035738,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_VWAP0/factor_alpha_beta.csv
alphalens_reloaded,alpha360_VWAP0,factor_alpha_beta:Ann. alpha,20D,0.0025640003528175,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha360_smoke_v1/alphalens_reloaded/alpha360_VWAP0/factor_alpha_beta.csv
