api,parameters,status,row_count,columns,elapsed_seconds,error
balancesheet,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag"", ""start_date"": 20090101, ""ts_code"": ""300838.SZ""}",accessible_nonempty,27,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag",0.089,
cashflow,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag"", ""start_date"": 20090101, ""ts_code"": ""300838.SZ""}",accessible_nonempty,29,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag",0.092,
fina_indicator,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales"", ""start_date"": 20090101, ""ts_code"": ""300838.SZ""}",accessible_nonempty,52,"ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales",0.111,
income,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""start_date"": 20090101, ""ts_code"": ""601816.SH""}",accessible_nonempty,27,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",0.082,
balancesheet,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag"", ""start_date"": 20090101, ""ts_code"": ""601816.SH""}",accessible_nonempty,19,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag",0.084,
cashflow,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag"", ""start_date"": 20090101, ""ts_code"": ""601816.SH""}",accessible_nonempty,20,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag",0.078,
fina_indicator,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales"", ""start_date"": 20090101, ""ts_code"": ""601816.SH""}",accessible_nonempty,34,"ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales",0.076,
income,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""start_date"": 20090101, ""ts_code"": ""603353.SH""}",accessible_nonempty,25,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",0.111,
balancesheet,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag"", ""start_date"": 20090101, ""ts_code"": ""603353.SH""}",accessible_nonempty,19,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag",0.096,
cashflow,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag"", ""start_date"": 20090101, ""ts_code"": ""603353.SH""}",accessible_nonempty,19,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag",0.095,
fina_indicator,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales"", ""start_date"": 20090101, ""ts_code"": ""603353.SH""}",accessible_nonempty,34,"ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales",0.078,
income,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""start_date"": 20090101, ""ts_code"": ""605178.SH""}",accessible_nonempty,25,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",0.073,
balancesheet,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag"", ""start_date"": 20090101, ""ts_code"": ""605178.SH""}",accessible_nonempty,19,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag",0.085,
cashflow,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag"", ""start_date"": 20090101, ""ts_code"": ""605178.SH""}",accessible_nonempty,19,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag",0.093,
fina_indicator,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales"", ""start_date"": 20090101, ""ts_code"": ""605178.SH""}",accessible_nonempty,34,"ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales",0.093,
income,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""start_date"": 20090101, ""ts_code"": ""301073.SZ""}",accessible_nonempty,29,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",0.117,
balancesheet,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag"", ""start_date"": 20090101, ""ts_code"": ""301073.SZ""}",accessible_nonempty,21,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag",0.099,
cashflow,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag"", ""start_date"": 20090101, ""ts_code"": ""301073.SZ""}",accessible_nonempty,21,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag",0.22,
fina_indicator,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales"", ""start_date"": 20090101, ""ts_code"": ""301073.SZ""}",accessible_nonempty,38,"ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales",0.07,
income,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""start_date"": 20090101, ""ts_code"": ""688232.SH""}",accessible_nonempty,11,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",0.08,
balancesheet,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag"", ""start_date"": 20090101, ""ts_code"": ""688232.SH""}",accessible_nonempty,10,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag",0.083,
cashflow,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag"", ""start_date"": 20090101, ""ts_code"": ""688232.SH""}",accessible_nonempty,11,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag",0.067,
fina_indicator,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales"", ""start_date"": 20090101, ""ts_code"": ""688232.SH""}",accessible_nonempty,20,"ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales",0.078,
income,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""start_date"": 20090101, ""ts_code"": ""920111.BJ""}",accessible_empty,0,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",0.075,
balancesheet,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag"", ""start_date"": 20090101, ""ts_code"": ""920111.BJ""}",accessible_empty,0,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag",0.086,
cashflow,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag"", ""start_date"": 20090101, ""ts_code"": ""920111.BJ""}",accessible_empty,0,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag",0.075,
fina_indicator,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales"", ""start_date"": 20090101, ""ts_code"": ""920111.BJ""}",accessible_nonempty,3,"ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales",0.086,
income,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""start_date"": 20090101, ""ts_code"": ""920267.BJ""}",accessible_nonempty,10,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",0.069,
balancesheet,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag"", ""start_date"": 20090101, ""ts_code"": ""920267.BJ""}",accessible_nonempty,10,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag",0.08,
cashflow,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag"", ""start_date"": 20090101, ""ts_code"": ""920267.BJ""}",accessible_nonempty,10,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag",0.085,
fina_indicator,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales"", ""start_date"": 20090101, ""ts_code"": ""920267.BJ""}",accessible_nonempty,20,"ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales",0.086,
income,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""start_date"": 20090101, ""ts_code"": ""000552.SZ""}",accessible_nonempty,61,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",0.065,
balancesheet,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag"", ""start_date"": 20090101, ""ts_code"": ""000552.SZ""}",accessible_nonempty,78,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag",0.099,
cashflow,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag"", ""start_date"": 20090101, ""ts_code"": ""000552.SZ""}",accessible_nonempty,58,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag",0.099,
fina_indicator,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales"", ""start_date"": 20090101, ""ts_code"": ""000552.SZ""}",accessible_nonempty,100,"ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales",0.09,
income,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""start_date"": 20090101, ""ts_code"": ""000605.SZ""}",accessible_nonempty,60,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",0.082,
balancesheet,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag"", ""start_date"": 20090101, ""ts_code"": ""000605.SZ""}",accessible_nonempty,78,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag",0.076,
cashflow,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag"", ""start_date"": 20090101, ""ts_code"": ""000605.SZ""}",accessible_nonempty,58,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag",0.091,
fina_indicator,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales"", ""start_date"": 20090101, ""ts_code"": ""000605.SZ""}",accessible_nonempty,100,"ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales",0.092,
income,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""start_date"": 20090101, ""ts_code"": ""000815.SZ""}",accessible_nonempty,61,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",0.157,
balancesheet,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag"", ""start_date"": 20090101, ""ts_code"": ""000815.SZ""}",accessible_nonempty,78,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag",0.092,
cashflow,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag"", ""start_date"": 20090101, ""ts_code"": ""000815.SZ""}",accessible_nonempty,58,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag",0.089,
fina_indicator,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales"", ""start_date"": 20090101, ""ts_code"": ""000815.SZ""}",accessible_nonempty,100,"ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales",0.097,
income,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""start_date"": 20090101, ""ts_code"": ""000915.SZ""}",accessible_nonempty,61,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",0.101,
balancesheet,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag"", ""start_date"": 20090101, ""ts_code"": ""000915.SZ""}",accessible_nonempty,79,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag",0.084,
cashflow,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag"", ""start_date"": 20090101, ""ts_code"": ""000915.SZ""}",accessible_nonempty,58,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag",0.071,
fina_indicator,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales"", ""start_date"": 20090101, ""ts_code"": ""000915.SZ""}",accessible_nonempty,100,"ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales",0.068,
daily,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,close"", ""start_date"": 20000101, ""ts_code"": ""002024.SZ""}",accessible_nonempty,1520,"ts_code,trade_date,close",0.09,
adj_factor,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": 20000101, ""ts_code"": ""002024.SZ""}",accessible_nonempty,1570,"ts_code,trade_date,adj_factor",0.111,
daily,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,close"", ""start_date"": ""20110101"", ""ts_code"": ""002024.SZ""}",accessible_nonempty,2642,"ts_code,trade_date,close",0.089,
adj_factor,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": ""20110101"", ""ts_code"": ""002024.SZ""}",accessible_nonempty,2675,"ts_code,trade_date,adj_factor",0.099,
daily,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,close"", ""start_date"": 20000101, ""ts_code"": ""600022.SH""}",accessible_nonempty,1402,"ts_code,trade_date,close",0.099,
adj_factor,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": 20000101, ""ts_code"": ""600022.SH""}",accessible_nonempty,1586,"ts_code,trade_date,adj_factor",0.11,
daily,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,close"", ""start_date"": ""20110101"", ""ts_code"": ""600022.SH""}",accessible_nonempty,2518,"ts_code,trade_date,close",0.108,
adj_factor,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": ""20110101"", ""ts_code"": ""600022.SH""}",accessible_nonempty,2675,"ts_code,trade_date,adj_factor",0.092,
daily,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,close"", ""start_date"": 20000101, ""ts_code"": ""600345.SH""}",accessible_nonempty,2353,"ts_code,trade_date,close",0.119,
adj_factor,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": 20000101, ""ts_code"": ""600345.SH""}",accessible_nonempty,2424,"ts_code,trade_date,adj_factor",0.114,
daily,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,close"", ""start_date"": ""20110101"", ""ts_code"": ""600345.SH""}",accessible_nonempty,2645,"ts_code,trade_date,close",0.127,
adj_factor,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": ""20110101"", ""ts_code"": ""600345.SH""}",accessible_nonempty,2675,"ts_code,trade_date,adj_factor",0.091,
daily,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,close"", ""start_date"": 20000101, ""ts_code"": ""600444.SH""}",accessible_nonempty,1613,"ts_code,trade_date,close",0.147,
adj_factor,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": 20000101, ""ts_code"": ""600444.SH""}",accessible_nonempty,1674,"ts_code,trade_date,adj_factor",0.089,
daily,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,close"", ""start_date"": ""20110101"", ""ts_code"": ""600444.SH""}",accessible_nonempty,2509,"ts_code,trade_date,close",0.113,
adj_factor,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": ""20110101"", ""ts_code"": ""600444.SH""}",accessible_nonempty,2675,"ts_code,trade_date,adj_factor",0.096,
daily,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,close"", ""start_date"": 20000101, ""ts_code"": ""002099.SZ""}",accessible_nonempty,964,"ts_code,trade_date,close",0.092,
adj_factor,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": 20000101, ""ts_code"": ""002099.SZ""}",accessible_nonempty,978,"ts_code,trade_date,adj_factor",0.101,
daily,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,close"", ""start_date"": ""20110101"", ""ts_code"": ""002099.SZ""}",accessible_nonempty,2477,"ts_code,trade_date,close",0.097,
adj_factor,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": ""20110101"", ""ts_code"": ""002099.SZ""}",accessible_nonempty,2675,"ts_code,trade_date,adj_factor",0.084,
daily,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,close"", ""start_date"": 20000101, ""ts_code"": ""002322.SZ""}",accessible_nonempty,249,"ts_code,trade_date,close",0.088,
adj_factor,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": 20000101, ""ts_code"": ""002322.SZ""}",accessible_nonempty,252,"ts_code,trade_date,adj_factor",0.084,
daily,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,close"", ""start_date"": ""20110101"", ""ts_code"": ""002322.SZ""}",accessible_nonempty,2542,"ts_code,trade_date,close",0.087,
adj_factor,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": ""20110101"", ""ts_code"": ""002322.SZ""}",accessible_nonempty,2675,"ts_code,trade_date,adj_factor",0.086,
daily,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,close"", ""start_date"": 20000101, ""ts_code"": ""601766.SH""}",accessible_nonempty,573,"ts_code,trade_date,close",0.095,
adj_factor,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": 20000101, ""ts_code"": ""601766.SH""}",accessible_nonempty,578,"ts_code,trade_date,adj_factor",0.068,
daily,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,close"", ""start_date"": ""20110101"", ""ts_code"": ""601766.SH""}",accessible_nonempty,2581,"ts_code,trade_date,close",0.107,
adj_factor,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": ""20110101"", ""ts_code"": ""601766.SH""}",accessible_nonempty,2675,"ts_code,trade_date,adj_factor",0.098,
daily,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,close"", ""start_date"": 20000101, ""ts_code"": ""601998.SH""}",accessible_nonempty,890,"ts_code,trade_date,close",0.097,
adj_factor,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": 20000101, ""ts_code"": ""601998.SH""}",accessible_nonempty,898,"ts_code,trade_date,adj_factor",0.147,
daily,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,close"", ""start_date"": ""20110101"", ""ts_code"": ""601998.SH""}",accessible_nonempty,2661,"ts_code,trade_date,close",0.104,
adj_factor,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": ""20110101"", ""ts_code"": ""601998.SH""}",accessible_nonempty,2675,"ts_code,trade_date,adj_factor",0.086,
daily,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,close"", ""start_date"": 20000101, ""ts_code"": ""002449.SZ""}",accessible_nonempty,111,"ts_code,trade_date,close",0.131,
adj_factor,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": 20000101, ""ts_code"": ""002449.SZ""}",accessible_nonempty,113,"ts_code,trade_date,adj_factor",0.082,
daily,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,close"", ""start_date"": ""20110101"", ""ts_code"": ""002449.SZ""}",accessible_nonempty,2622,"ts_code,trade_date,close",0.095,
adj_factor,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": ""20110101"", ""ts_code"": ""002449.SZ""}",accessible_nonempty,2675,"ts_code,trade_date,adj_factor",0.08,
daily,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,close"", ""start_date"": 20000101, ""ts_code"": ""000552.SZ""}",accessible_nonempty,2412,"ts_code,trade_date,close",0.106,
adj_factor,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": 20000101, ""ts_code"": ""000552.SZ""}",accessible_nonempty,2657,"ts_code,trade_date,adj_factor",0.153,
