trading_days,holding_count,mean_score,mean_rev_5,mean_std_20,mean_amplitude_20,mean_ret_20,mean_amount_mean_20,mean_volume_ratio_5_20,mean_liquidity_bucket
849,200.0,2.3863935828276506,0.018636176208093394,0.015224532968926507,0.022858645742731408,-0.02809444047993288,243108.91229003947,0.975088696007336,3.8372497055359243
