start_date,end_date,trading_days,gross_annualized_return,net_annualized_return,universe_annualized_return,gross_annualized_excess,net_annualized_excess,gross_excess_ir,net_excess_ir,net_max_drawdown,average_turnover,average_daily_cost,topk,liquidity_buckets,selection_mode,min_liquidity_bucket,cost_bps,min_count,average_liquidity_bucket,average_amount_mean_20
2017-02-07,2020-07-29,849,-0.014833450317382812,-0.0343816876411438,-0.0063362717628479,-0.020363450050354004,-0.03980422019958496,-0.20890366830486132,-0.4522595758169598,-0.43378859758377075,0.15904593639575976,7.952296819787985e-05,200,5,min_liquidity,3,5.0,100,3.8372497055359243,243108.91229003947
