,amount_mean_20|10d_t1,amount_mean_20|20d_t1,downside_std_20|10d_t1,downside_std_20|20d_t1,rev_20_exclude_5|10d_t1,std_20|10d_t1,std_20|20d_t1
amount_mean_20|10d_t1,1.0,0.6206205540243735,0.4519066279949025,0.3256604455510942,-0.10098211594238121,0.4454283365666514,0.34444394704440495
amount_mean_20|20d_t1,0.6206205540243735,1.0,0.3596655485619019,0.4732187579746794,-0.08350063875834315,0.33772371535877677,0.4502799992003271
downside_std_20|10d_t1,0.4519066279949025,0.3596655485619019,1.0,0.7083468369604119,0.037838405703079094,0.9223232536652656,0.6676382797153948
downside_std_20|20d_t1,0.3256604455510942,0.4732187579746794,0.7083468369604119,1.0,-0.055199022517456585,0.6937302899245524,0.9334106402753697
rev_20_exclude_5|10d_t1,-0.10098211594238121,-0.08350063875834315,0.037838405703079094,-0.055199022517456585,1.0,-0.23241761114963566,-0.20968839803954697
std_20|10d_t1,0.4454283365666514,0.33772371535877677,0.9223232536652656,0.6937302899245524,-0.23241761114963566,1.0,0.742250114952982
std_20|20d_t1,0.34444394704440495,0.4502799992003271,0.6676382797153948,0.9334106402753697,-0.20968839803954697,0.742250114952982,1.0
