cluster_id,factor,window_count,eligible_window_count,selected_window_count,selection_frequency,positive_ic_window_ratio,direction_agreement_ratio,median_train_ic,median_validation_ic,median_test_ic,worst_test_ic,median_oos_degradation,maximum_oos_degradation,fdr_pass_frequency,coverage_min,coverage_median,stability_role,role_reason,representative_score,is_representative
cluster_001,downside_std_20|10d_t1,4,4,3,0.75,0.0,1.0,-0.0428224161347745,-0.067456901620162,-0.0494964077026405,-0.1104908177771545,-0.0390150907332901,-0.0733371821947102,0.75,0.074074074074074,1.0,stable_core,selection_frequency=0.750;direction_agreement=1.000,0.8500000000000001,True
cluster_002,amount_mean_20|10d_t1,4,4,2,0.5,0.0,1.0,-0.0679374829131771,-0.0743635549494315,-0.0678029066032907,-0.1105787174675149,-0.0035910493268361,-0.0440042851484514,0.5,0.074074074074074,1.0,conditional_signal,selection_frequency=0.500;direction_agreement=1.000,0.7000000000000001,True
cluster_003,rev_20_exclude_5|10d_t1,4,4,2,0.5,0.75,1.0,0.0287304230315294,0.0356821104867006,0.0450615802141068,-0.0112168280817118,-0.017246614604111,-0.0337845492642728,0.5,0.074074074074074,1.0,conditional_signal,selection_frequency=0.500;direction_agreement=1.000,0.7000000000000001,True
