factor,cluster_id,window_count,eligible_window_count,selected_window_count,selection_frequency,positive_ic_window_ratio,direction_agreement_ratio,median_train_ic,median_validation_ic,median_test_ic,worst_test_ic,median_oos_degradation,maximum_oos_degradation,fdr_pass_frequency,coverage_min,coverage_median,stability_role,role_reason,representative_score,exclusion_reason
downside_std_20|20d_t1,cluster_001,4,4,3,0.75,0.25,1.0,-0.0494406998841242,-0.0859776134567194,-0.0685853510871771,-0.1260497348117596,-0.0227411486850364,-0.080999632257507,0.75,0.074074074074074,1.0,stable_core,selection_frequency=0.750;direction_agreement=1.000,0.8500000000000001,redundant_with_cluster_representative
std_20|10d_t1,cluster_001,4,4,3,0.75,0.0,1.0,-0.069347572190802,-0.0835709522053377,-0.0776988041361725,-0.1215244876655486,-0.0405895305655335,-0.049094697793653,0.75,0.074074074074074,1.0,stable_core,selection_frequency=0.750;direction_agreement=1.000,0.8500000000000001,redundant_with_cluster_representative
std_20|20d_t1,cluster_001,4,4,3,0.75,0.0,1.0,-0.0836152813278747,-0.1046619053131917,-0.1001649374797771,-0.1387659995409801,-0.0526776070603538,-0.0943438569201643,0.75,0.074074074074074,1.0,stable_core,selection_frequency=0.750;direction_agreement=1.000,0.8500000000000001,redundant_with_cluster_representative
amount_mean_20|20d_t1,cluster_002,4,4,2,0.5,0.0,1.0,-0.093666818022773,-0.1058167800800119,-0.0941724048551993,-0.14352663371034,0.0002674666755029,-0.0410665656513746,0.5,0.074074074074074,1.0,conditional_signal,selection_frequency=0.500;direction_agreement=1.000,0.7000000000000001,redundant_with_cluster_representative
