factor,full_coverage,infinite_fraction,coverage_A,coverage_B,coverage_C,coverage_D,worst_era_coverage,diagnosis,action
ta_trend_adx_neg,0.3587177985154978,0.0,0.0696787058077962,0.2131581230238122,0.4280734632426927,0.8854954638934169,0.0696787058077962,pinned_recursion_propagates_internal_NaN_synthetic_confirmed; bounded_2013_replay_disclosed_separately,defer_representation_keep_canonical_and_primary_immutable
ta_trend_adx_pos,0.3587177985154978,0.0,0.0696787058077962,0.2131581230238122,0.4280734632426927,0.8854954638934169,0.0696787058077962,pinned_recursion_propagates_internal_NaN_synthetic_confirmed; bounded_2013_replay_disclosed_separately,defer_representation_keep_canonical_and_primary_immutable
ta_volatility_atr,0.3545814315251159,0.0,0.0690060836508622,0.2078992180973543,0.4183415631179616,0.8827173995281624,0.0690060836508622,pinned_recursion_propagates_internal_NaN_synthetic_confirmed; bounded_2013_replay_disclosed_separately,defer_representation_keep_canonical_and_primary_immutable
