factor_a,factor_b,relation,strict_stable,all_views_comparable,A_comparable,A_valid_dates,A_valid_date_fraction,A_q10_n_common,A_q10_common_coverage,A_median_abs_rho,A_q10_abs_rho,A_median_signed_rho,A_dominant_sign,A_sign_consistency,B_comparable,B_valid_dates,B_valid_date_fraction,B_q10_n_common,B_q10_common_coverage,B_median_abs_rho,B_q10_abs_rho,B_median_signed_rho,B_dominant_sign,B_sign_consistency,C_comparable,C_valid_dates,C_valid_date_fraction,C_q10_n_common,C_q10_common_coverage,C_median_abs_rho,C_q10_abs_rho,C_median_signed_rho,C_dominant_sign,C_sign_consistency,D_comparable,D_valid_dates,D_valid_date_fraction,D_q10_n_common,D_q10_common_coverage,D_median_abs_rho,D_q10_abs_rho,D_median_signed_rho,D_dominant_sign,D_sign_consistency,Full_comparable,Full_valid_dates,Full_valid_date_fraction,Full_q10_n_common,Full_q10_common_coverage,Full_median_abs_rho,Full_q10_abs_rho,Full_median_signed_rho,Full_dominant_sign,Full_sign_consistency,level
ta_volatility_dch,ta_volatility_kch,stable_redundancy,True,True,True,1193,1.0,1084.6,0.6387322941134601,0.9989019397057244,0.997373522128783,0.9989019397057244,1.0,1.0,True,732,1.0,1564.1,0.78205,0.9984729401244257,0.9958920123922342,0.9984729401244257,1.0,1.0,True,730,1.0,1794.9,0.89745,0.9980714386001548,0.99667880458311,0.9980714386001548,1.0,1.0,True,727,1.0,1974.0,0.9874937468734367,0.9986190585437883,0.9974451710098343,0.9986190585437883,1.0,1.0,True,3382,1.0,1311.0,0.75,0.9985790973022332,0.9968828547581842,0.9985790973022332,1.0,1.0,0.995
ta_volatility_kcc,ta_volatility_kch,stable_redundancy,True,True,True,1193,1.0,1371.0,0.8056316124920332,0.9998914378551734,0.999835028334678,0.9998914378551734,1.0,1.0,True,732,1.0,1647.5,0.8237913206603302,0.9998473115589945,0.9998036485777024,0.9998473115589945,1.0,1.0,True,730,1.0,1864.0,0.932,0.9998584074580881,0.9998065837659935,0.9998584074580881,1.0,1.0,True,727,1.0,1987.0,0.9935,0.9998649774502035,0.999804156496062,0.9998649774502035,1.0,1.0,True,3382,1.0,1529.1,0.8495248743718593,0.9998654727696915,0.9998120118661165,0.9998654727696915,1.0,1.0,0.995
ta_volatility_kch,ta_volatility_kcl,stable_redundancy,True,True,True,1193,1.0,1548.0,0.9495,0.9995292221675285,0.999265163853228,0.9995292221675285,1.0,1.0,True,732,1.0,1810.0,0.905,0.9992769751454745,0.998974671555217,0.9992769751454745,1.0,1.0,True,730,1.0,1929.0,0.9645,0.9993886944242372,0.9991430177447534,0.9993886944242372,1.0,1.0,True,727,1.0,1998.0,0.9994994994994995,0.9994291289789037,0.9991541858016093,0.9994291289789037,1.0,1.0,True,3382,1.0,1782.3000000000002,0.9455,0.9994150971345661,0.9991325061543552,0.9994150971345661,1.0,1.0,0.995
amplitude_20,mature_parkinson_volatility_20,stable_redundancy,True,True,True,1193,1.0,1084.6,0.6387322941134601,0.9898163110122581,0.9863105008850321,0.9898163110122581,1.0,1.0,True,732,1.0,1564.1,0.78205,0.9899995963124193,0.9818212192411665,0.9899995963124193,1.0,1.0,True,730,1.0,1794.9,0.89745,0.9917305753276224,0.9861633153533852,0.9917305753276224,1.0,1.0,True,727,1.0,1912.0,0.956,0.9924212210619751,0.9886716279880602,0.9924212210619751,1.0,1.0,True,3382,1.0,1311.0,0.75,0.9908908991474705,0.9859902194821522,0.9908908991474705,1.0,1.0,0.95
corr_ret_amount_20,corr_ret_volume_20,stable_redundancy,True,True,True,1193,1.0,1067.0,0.6216172325432415,0.9977805539694796,0.9940744763651119,0.9977805539694796,1.0,1.0,True,732,1.0,1555.1,0.77755,0.997320680030392,0.9746051100735178,0.997320680030392,1.0,1.0,True,730,1.0,1791.0,0.8955,0.9968479673334114,0.9917863499670724,0.9968479673334114,1.0,1.0,True,727,1.0,1974.0,0.987,0.9965965996952989,0.9938153667816211,0.9965965996952989,1.0,1.0,True,3382,1.0,1292.1,0.7423622448979592,0.9972308742201219,0.9916516222433339,0.9972308742201219,1.0,1.0,0.95
mature_book_to_market_pit,mature_book_to_price,stable_redundancy,True,True,True,1193,1.0,1498.2,0.9254701850925462,0.9862148081198289,0.9728102014172254,0.9862148081198289,1.0,1.0,True,732,1.0,1742.1,0.87105,0.9793448703127908,0.9566986697029263,0.9793448703127908,1.0,1.0,True,730,1.0,1905.8,0.9529,0.9940381407424992,0.972292831536269,0.9940381407424992,1.0,1.0,True,727,1.0,1986.0,0.993,0.9931229953585079,0.9886243271137392,0.9931229953585079,1.0,1.0,True,3382,1.0,1699.2,0.921,0.989631988776346,0.9685749351387658,0.989631988776346,1.0,1.0,0.95
mature_sales_to_price_pit,mature_sales_to_price_ttm,regime_dependent,False,True,True,1193,1.0,1526.0,0.927,0.9773681816802443,0.9311678929425176,0.9773681816802443,1.0,1.0,True,732,1.0,1746.1,0.87305,0.9774125842770183,0.9345834180703553,0.9774125842770183,1.0,1.0,True,730,1.0,1906.0,0.953,0.9766264581248958,0.9245599218399913,0.9766264581248958,1.0,1.0,True,727,1.0,1993.0,0.997,0.9826999617168966,0.9521046274834489,0.9826999617168966,1.0,1.0,True,3382,1.0,1715.2,0.9225,0.9778730653610832,0.9307736373792865,0.9778730653610832,1.0,1.0,0.95
ta_momentum_ao,ta_trend_macd,insufficient_overlap,False,False,False,1193,1.0,764.4000000000001,0.42434455874390903,0.9528604633719151,0.9069188553589334,0.9528604633719151,1.0,1.0,True,732,1.0,1417.1,0.70855,0.95425448020341,0.8898769320503667,0.95425448020341,1.0,1.0,True,730,1.0,1712.0,0.856,0.9505586172933573,0.9128418491049403,0.9505586172933573,1.0,1.0,True,727,1.0,1954.6,0.9773000000000001,0.9492329463269462,0.9169118795281503,0.9492329463269462,1.0,1.0,True,3382,1.0,1076.1,0.6255102040816326,0.9518916482557158,0.9075957751327798,0.9518916482557158,1.0,1.0,0.95
ta_momentum_kama,ta_trend_ema_fast,stable_redundancy,True,True,True,1193,1.0,1342.0,0.7909706740693287,0.9994266533321818,0.998939517062438,0.9994266533321818,1.0,1.0,True,732,1.0,1672.1,0.83605,0.9994842868099494,0.9977007965694189,0.9994842868099494,1.0,1.0,True,730,1.0,1862.9,0.93145,0.9995985291130736,0.9992601157990197,0.9995985291130736,1.0,1.0,True,727,1.0,1985.0,0.9929964982491246,0.9997378779060396,0.9996190855860309,0.9997378779060396,1.0,1.0,True,3382,1.0,1504.1,0.8425649950569626,0.9995674437077033,0.9989241797795612,0.9995674437077033,1.0,1.0,0.95
ta_momentum_ppo_signal,ta_trend_kst,insufficient_overlap,False,False,False,1193,1.0,559.2,0.3138288236711199,0.9846479561104219,0.9691217767928885,0.9846479561104219,1.0,1.0,True,732,1.0,1304.5,0.65225,0.9845578417501983,0.9515205866513654,0.9845578417501983,1.0,1.0,True,730,1.0,1674.0,0.837,0.983436385491852,0.969952136752789,0.983436385491852,1.0,1.0,True,727,1.0,1945.0,0.9725,0.984047450579458,0.9727339832099805,0.984047450579458,1.0,1.0,True,3382,1.0,925.0,0.5427375229795057,0.9840891080629853,0.9685838982678218,0.9840891080629853,1.0,1.0,0.95
ta_momentum_ppo_signal,ta_trend_trix,regime_dependent,False,True,True,1193,1.0,1548.0,0.965,0.9863220839997138,0.9428419621060009,0.9863220839997138,1.0,1.0,True,732,1.0,1917.0,0.9585,0.9299992424310694,0.8694574511355504,0.9299992424310694,1.0,1.0,True,730,1.0,1905.0,0.9525,0.9624198287265759,0.9305326026740681,0.9624198287265759,1.0,1.0,True,727,1.0,1999.0,1.0,0.9979255864813966,0.9967304681758602,0.9979255864813966,1.0,1.0,True,3382,1.0,1798.0,0.9585,0.9776267394224636,0.9165503007329217,0.9776267394224636,1.0,1.0,0.95
ta_trend_ema_fast,ta_trend_ema_slow,stable_redundancy,True,True,True,1193,1.0,1558.0,0.9774859287054409,0.9995265482848793,0.9992233596191881,0.9995265482848793,1.0,1.0,True,732,1.0,1946.0,0.973,0.999355858752331,0.9984828533671338,0.999355858752331,1.0,1.0,True,730,1.0,1931.0,0.9655,0.9994524222241714,0.9991929117783908,0.9994524222241714,1.0,1.0,True,727,1.0,1999.0,1.0,0.9995679068919767,0.9992510562074266,0.9995679068919767,1.0,1.0,True,3382,1.0,1824.0,0.9735,0.999488643964138,0.9990723637066204,0.999488643964138,1.0,1.0,0.95
ta_trend_ema_fast,ta_trend_ichimoku_a,stable_redundancy,True,True,True,1193,1.0,956.0,0.529469779360279,0.999783768367192,0.9996336812703038,0.999783768367192,1.0,1.0,True,732,1.0,1494.3,0.74715,0.9997123104743973,0.9994116841440771,0.9997123104743973,1.0,1.0,True,730,1.0,1771.0,0.8855,0.999701474993774,0.9995606589407844,0.999701474993774,1.0,1.0,True,727,1.0,1969.0,0.9845,0.9997571236194562,0.9996220951122428,0.9997571236194562,1.0,1.0,True,3382,1.0,1199.0,0.6960740315666598,0.9997505430633935,0.9995692783724939,0.9997505430633935,1.0,1.0,0.95
ta_trend_ema_fast,ta_trend_ichimoku_b,stable_redundancy,True,True,True,1193,1.0,1557.0,0.9811855813915197,0.9973095121971186,0.9957660255677171,0.9973095121971186,1.0,1.0,True,732,1.0,1932.0,0.966,0.9964015019239321,0.9899046413715186,0.9964015019239321,1.0,1.0,True,730,1.0,1941.0,0.9705,0.9963700361101795,0.9943640045547939,0.9963700361101795,1.0,1.0,True,727,1.0,1999.0,1.0,0.9968909792227448,0.9950611234472628,0.9968909792227448,1.0,1.0,True,3382,1.0,1837.0,0.974,0.9968657318834215,0.9946274847550561,0.9968657318834215,1.0,1.0,0.95
ta_trend_ema_fast,ta_trend_ichimoku_base,stable_redundancy,True,True,True,1193,1.0,956.0,0.529469779360279,0.9991711773348579,0.9985242994486255,0.9991711773348579,1.0,1.0,True,732,1.0,1494.3,0.74715,0.9988936717790879,0.9977905854335404,0.9988936717790879,1.0,1.0,True,730,1.0,1771.0,0.8855,0.9988711412622764,0.9982638040256299,0.9988711412622764,1.0,1.0,True,727,1.0,1969.0,0.9845,0.9990331718715825,0.998446063980909,0.9990331718715825,1.0,1.0,True,3382,1.0,1199.0,0.6960740315666598,0.9990406209923552,0.9982943499507235,0.9990406209923552,1.0,1.0,0.95
ta_trend_ema_fast,ta_trend_ichimoku_conv,stable_redundancy,True,True,True,1193,1.0,1391.0,0.82316491608013,0.9998248027387999,0.9997397471371781,0.9998248027387999,1.0,1.0,True,732,1.0,1660.1,0.8304652326163082,0.9997754517948576,0.9995450518196866,0.9997754517948576,1.0,1.0,True,730,1.0,1855.0,0.9275,0.9997717228609456,0.999654078026436,0.9997717228609456,1.0,1.0,True,727,1.0,1987.0,0.9939969984992496,0.999826545821366,0.99975116177919,0.999826545821366,1.0,1.0,True,3382,1.0,1545.2,0.8569740384615385,0.9998061144662675,0.9996765304979129,0.9998061144662675,1.0,1.0,0.95
ta_trend_ema_fast,ta_trend_sma_slow,stable_redundancy,True,True,True,1193,1.0,956.0,0.529469779360279,0.9992085304240534,0.9986885229507076,0.9992085304240534,1.0,1.0,True,732,1.0,1494.3,0.74715,0.9989405664789652,0.9980509908735554,0.9989405664789652,1.0,1.0,True,730,1.0,1771.0,0.8855,0.9990479035878159,0.9985719866190416,0.9990479035878159,1.0,1.0,True,727,1.0,1969.0,0.9845,0.9991720172513309,0.9985898559360183,0.9991720172513309,1.0,1.0,True,3382,1.0,1199.0,0.6960740315666598,0.9991125971729036,0.9985005520137926,0.9991125971729036,1.0,1.0,0.95
ta_trend_vortex_ind_diff,ta_trend_vortex_ind_neg,stable_redundancy,True,True,True,1193,1.0,1228.2,0.7171452060644886,0.9779476562031056,0.9657813976991757,-0.9779476562031056,-1.0,1.0,True,732,1.0,1615.0,0.8075403951975988,0.9786425449580479,0.9640325024672137,-0.9786425449580479,-1.0,1.0,True,730,1.0,1812.9,0.90645,0.9752790316390224,0.9602220605748772,-0.9752790316390224,-1.0,1.0,True,727,1.0,1980.0,0.9904952476238119,0.9816709516531351,0.9732707751684659,-0.9816709516531351,-1.0,1.0,True,3382,1.0,1413.0,0.8014735294117648,0.9784502740443977,0.9652692061194178,-0.9784502740443977,-1.0,1.0,0.95
ta_volatility_bbh,ta_volatility_kcl,stable_redundancy,True,True,True,1193,1.0,1084.6,0.6387322941134601,0.9985618864238344,0.9967709151937345,0.9985618864238344,1.0,1.0,True,732,1.0,1564.1,0.78205,0.9981527076820677,0.9946175148995273,0.9981527076820677,1.0,1.0,True,730,1.0,1794.9,0.89745,0.9978112753205199,0.9958787829065331,0.9978112753205199,1.0,1.0,True,727,1.0,1974.0,0.9874937468734367,0.9981992182751572,0.9968065321586921,0.9981992182751572,1.0,1.0,True,3382,1.0,1311.0,0.75,0.9982236597538304,0.9960481531080293,0.9982236597538304,1.0,1.0,0.95
ta_volatility_bbm,ta_volatility_kcl,stable_redundancy,True,True,True,1193,1.0,1084.6,0.6387322941134601,0.9996008608476487,0.9991792167808102,0.9996008608476487,1.0,1.0,True,732,1.0,1564.1,0.78205,0.9994801425117343,0.9986660844432274,0.9994801425117343,1.0,1.0,True,730,1.0,1794.9,0.89745,0.9994632422432652,0.9990456694986427,0.9994632422432652,1.0,1.0,True,727,1.0,1974.0,0.9874937468734367,0.9995333669152584,0.9991487796114776,0.9995333669152584,1.0,1.0,True,3382,1.0,1311.0,0.75,0.9995305189866899,0.99904069376986,0.9995305189866899,1.0,1.0,0.95
ta_volatility_dch,ta_volatility_kcl,stable_redundancy,True,True,True,1193,1.0,1084.6,0.6387322941134601,0.9981950542809238,0.9967016203493902,0.9981950542809238,1.0,1.0,True,732,1.0,1564.1,0.78205,0.997530373951972,0.9943883155932473,0.997530373951972,1.0,1.0,True,730,1.0,1794.9,0.89745,0.9971256680319796,0.9954508277153066,0.9971256680319796,1.0,1.0,True,727,1.0,1974.0,0.9874937468734367,0.997653103806212,0.9963581892742939,0.997653103806212,1.0,1.0,True,3382,1.0,1311.0,0.75,0.9976733510299635,0.9958744493604108,0.9976733510299635,1.0,1.0,0.95
ta_volatility_dcl,ta_volatility_kcl,stable_redundancy,True,True,True,1193,1.0,1084.6,0.6387322941134601,0.9985817224671989,0.9972127727393093,0.9985817224671989,1.0,1.0,True,732,1.0,1564.1,0.78205,0.9983234191206147,0.9944205700796239,0.9983234191206147,1.0,1.0,True,730,1.0,1794.9,0.89745,0.9984316290877047,0.996680591570438,0.9984316290877047,1.0,1.0,True,727,1.0,1974.0,0.9874937468734367,0.998562308491062,0.9973927624778058,0.998562308491062,1.0,1.0,True,3382,1.0,1311.0,0.75,0.9984880061284949,0.9967418024156572,0.9984880061284949,1.0,1.0,0.95
ta_volatility_dcm,ta_volatility_kcl,stable_redundancy,True,True,True,1193,1.0,1084.6,0.6387322941134601,0.9993748084310379,0.9988365835937152,0.9993748084310379,1.0,1.0,True,732,1.0,1564.1,0.78205,0.9991512141041365,0.9978483293589643,0.9991512141041365,1.0,1.0,True,730,1.0,1794.9,0.89745,0.9990704786215954,0.9984899721850741,0.9990704786215954,1.0,1.0,True,727,1.0,1974.0,0.9874937468734367,0.9992166024995104,0.9987095352186505,0.9992166024995104,1.0,1.0,True,3382,1.0,1311.0,0.75,0.9992401062298435,0.9984985177552514,0.9992401062298435,1.0,1.0,0.95
ta_volatility_kcc,ta_volatility_kcl,stable_redundancy,True,True,True,1193,1.0,1371.0,0.8056316124920332,0.9998725000422273,0.9998019699693539,0.9998725000422273,1.0,1.0,True,732,1.0,1647.5,0.8237913206603302,0.9998136824774263,0.9997466518298762,0.9998136824774263,1.0,1.0,True,730,1.0,1864.0,0.932,0.9998305724293067,0.9997621676115146,0.9998305724293067,1.0,1.0,True,727,1.0,1987.0,0.9935,0.9998376985266499,0.9997570336840214,0.9998376985266499,1.0,1.0,True,3382,1.0,1529.1,0.8495248743718593,0.9998397580282968,0.9997668484819364,0.9998397580282968,1.0,1.0,0.95
ta_volatility_kch,ta_volatility_kcl,stable_redundancy,True,True,True,1193,1.0,1548.0,0.9495,0.9995292221675285,0.999265163853228,0.9995292221675285,1.0,1.0,True,732,1.0,1810.0,0.905,0.9992769751454745,0.998974671555217,0.9992769751454745,1.0,1.0,True,730,1.0,1929.0,0.9645,0.9993886944242372,0.9991430177447534,0.9993886944242372,1.0,1.0,True,727,1.0,1998.0,0.9994994994994995,0.9994291289789037,0.9991541858016093,0.9994291289789037,1.0,1.0,True,3382,1.0,1782.3000000000002,0.9455,0.9994150971345661,0.9991325061543552,0.9994150971345661,1.0,1.0,0.95
amount_mean_20,amount_std_20,stable_redundancy,True,True,True,1193,1.0,1084.6,0.6387322941134601,0.9404630415549768,0.9280164443050493,0.9404630415549768,1.0,1.0,True,732,1.0,1564.1,0.78205,0.9369383591306297,0.9190305467433129,0.9369383591306297,1.0,1.0,True,730,1.0,1794.9,0.89745,0.9387154370746487,0.9283654725443733,0.9387154370746487,1.0,1.0,True,727,1.0,1974.0,0.9874937468734367,0.9391733571210743,0.9276910866925685,0.9391733571210743,1.0,1.0,True,3382,1.0,1311.0,0.75,0.9390859837610639,0.9265057334254493,0.9390859837610639,1.0,1.0,0.85
amplitude_20,mature_parkinson_volatility_20,stable_redundancy,True,True,True,1193,1.0,1084.6,0.6387322941134601,0.9898163110122581,0.9863105008850321,0.9898163110122581,1.0,1.0,True,732,1.0,1564.1,0.78205,0.9899995963124193,0.9818212192411665,0.9899995963124193,1.0,1.0,True,730,1.0,1794.9,0.89745,0.9917305753276224,0.9861633153533852,0.9917305753276224,1.0,1.0,True,727,1.0,1912.0,0.956,0.9924212210619751,0.9886716279880602,0.9924212210619751,1.0,1.0,True,3382,1.0,1311.0,0.75,0.9908908991474705,0.9859902194821522,0.9908908991474705,1.0,1.0,0.85
corr_ret_amount_20,corr_ret_volume_20,stable_redundancy,True,True,True,1193,1.0,1067.0,0.6216172325432415,0.9977805539694796,0.9940744763651119,0.9977805539694796,1.0,1.0,True,732,1.0,1555.1,0.77755,0.997320680030392,0.9746051100735178,0.997320680030392,1.0,1.0,True,730,1.0,1791.0,0.8955,0.9968479673334114,0.9917863499670724,0.9968479673334114,1.0,1.0,True,727,1.0,1974.0,0.987,0.9965965996952989,0.9938153667816211,0.9965965996952989,1.0,1.0,True,3382,1.0,1292.1,0.7423622448979592,0.9972308742201219,0.9916516222433339,0.9972308742201219,1.0,1.0,0.85
mature_book_to_market_pit,mature_book_to_price,stable_redundancy,True,True,True,1193,1.0,1498.2,0.9254701850925462,0.9862148081198289,0.9728102014172254,0.9862148081198289,1.0,1.0,True,732,1.0,1742.1,0.87105,0.9793448703127908,0.9566986697029263,0.9793448703127908,1.0,1.0,True,730,1.0,1905.8,0.9529,0.9940381407424992,0.972292831536269,0.9940381407424992,1.0,1.0,True,727,1.0,1986.0,0.993,0.9931229953585079,0.9886243271137392,0.9931229953585079,1.0,1.0,True,3382,1.0,1699.2,0.921,0.989631988776346,0.9685749351387658,0.989631988776346,1.0,1.0,0.85
mature_earnings_to_price_pit,mature_earnings_yield_ttm,no_stable_redundancy,False,True,True,1193,1.0,1340.2,0.827,0.8501939142560143,0.7052317693607943,0.8501939142560143,1.0,1.0,True,732,1.0,1527.0,0.7635,0.8712488616937692,0.7514895151057315,0.8712488616937692,1.0,1.0,True,730,1.0,1677.0,0.8389194597298649,0.8655069237357702,0.6680123799717544,0.8655069237357702,1.0,1.0,True,727,1.0,1594.0,0.797,0.8858689644796386,0.744588561315031,0.8858689644796386,1.0,1.0,True,3382,1.0,1529.0,0.8055,0.8664648666948847,0.7248401990810306,0.8664648666948847,1.0,1.0,0.85
mature_idiosyncratic_volatility_60,mature_realized_volatility_60,regime_dependent,False,True,True,1193,1.0,1499.0,0.8555,0.9029016564341451,0.8190490084672931,0.9029016564341451,1.0,1.0,True,732,1.0,1450.0,0.725,0.8943948956741177,0.5752173647289746,0.8943948956741177,1.0,1.0,True,730,1.0,1651.0,0.8255,0.9183925495197272,0.871444016701513,0.9183925495197272,1.0,1.0,True,727,1.0,1739.0,0.8695,0.9689485631070851,0.936155136273509,0.9689485631070851,1.0,1.0,True,3382,1.0,1546.1,0.808,0.9198669349985418,0.8288215007675799,0.9198669349985418,1.0,1.0,0.85
