level,factor,old_role,old_representative,new_role,new_representative,changed,old_alias_review_reasons,reason,user_decision
0.95,mature_realized_volatility_60,proposed_representative,mature_realized_volatility_60,retain_unmerged_with_unknown_pairs,mature_realized_volatility_60,True,[],Singleton is not evidence of independence,pending
0.95,mature_return_skewness_60,proposed_representative,mature_return_skewness_60,retain_unmerged_with_unknown_pairs,mature_return_skewness_60,True,[],Singleton is not evidence of independence,pending
0.95,mature_reversal_1m,retain_horizon_or_semantic_variant,mature_reversal_1m,retain_semantic_or_horizon_variant,mature_reversal_1m,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,mature_sales_to_price_pit,conditional_alias_proposal,mature_sales_to_price_ttm,retain_semantic_or_horizon_variant,mature_sales_to_price_pit,True,"[""different_horizon"", ""different_mechanism"", ""regime_dependent""]",Distinct resolved mechanism/window/units; identity retained,pending
0.95,mature_sales_to_price_ttm,proposed_representative,mature_sales_to_price_ttm,retain_semantic_or_horizon_variant,mature_sales_to_price_ttm,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,mature_turnover_mean_20,proposed_representative,mature_turnover_mean_20,retain_unmerged_with_unknown_pairs,mature_turnover_mean_20,True,[],Singleton is not evidence of independence,pending
0.95,mature_turnover_rate_free_float,proposed_representative,mature_turnover_rate_free_float,retain_unmerged_with_unknown_pairs,mature_turnover_rate_free_float,True,[],Singleton is not evidence of independence,pending
0.95,mature_turnover_volatility_20,proposed_representative,mature_turnover_volatility_20,retain_unmerged_with_unknown_pairs,mature_turnover_volatility_20,True,[],Singleton is not evidence of independence,pending
0.95,mature_vwap_deviation_20,proposed_representative,mature_vwap_deviation_20,retain_unmerged_with_unknown_pairs,mature_vwap_deviation_20,True,[],Singleton is not evidence of independence,pending
0.95,ret_10,retain_horizon_or_semantic_variant,ret_10,retain_semantic_or_horizon_variant,ret_10,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,ret_20,retain_horizon_or_semantic_variant,ret_20,retain_semantic_or_horizon_variant,ret_20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,ret_5,retain_horizon_or_semantic_variant,ret_5,retain_semantic_or_horizon_variant,ret_5,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,rev_20_exclude_5,proposed_representative,rev_20_exclude_5,retain_unmerged_with_unknown_pairs,rev_20_exclude_5,True,[],Singleton is not evidence of independence,pending
0.95,rev_5,retain_horizon_or_semantic_variant,rev_5,retain_semantic_or_horizon_variant,rev_5,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,std_20,proposed_representative,std_20,retain_unmerged_with_unknown_pairs,std_20,True,[],Singleton is not evidence of independence,pending
0.95,ta_momentum_ao,conditional_alias_proposal,ta_trend_macd,deferred,,True,"[""different_horizon"", ""different_mechanism"", ""insufficient_overlap"", ""provider_price_scale_unverified""]",provider_price_scale_unverified,pending
0.95,ta_momentum_kama,conditional_alias_proposal,ta_trend_ema_fast,deferred,,True,"[""different_horizon"", ""different_mechanism"", ""provider_price_scale_unverified""]",provider_price_scale_unverified,pending
0.95,ta_momentum_ppo,proposed_representative,ta_momentum_ppo,retain_unmerged_with_unknown_pairs,ta_momentum_ppo,True,[],Singleton is not evidence of independence,pending
0.95,ta_momentum_ppo_hist,proposed_representative,ta_momentum_ppo_hist,retain_unmerged_with_unknown_pairs,ta_momentum_ppo_hist,True,[],Singleton is not evidence of independence,pending
0.95,ta_momentum_ppo_signal,proposed_representative,ta_momentum_ppo_signal,retain_semantic_or_horizon_variant,ta_momentum_ppo_signal,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,ta_momentum_pvo,proposed_representative,ta_momentum_pvo,retain_unmerged_with_unknown_pairs,ta_momentum_pvo,True,[],Singleton is not evidence of independence,pending
0.95,ta_momentum_pvo_signal,proposed_representative,ta_momentum_pvo_signal,retain_unmerged_with_unknown_pairs,ta_momentum_pvo_signal,True,[],Singleton is not evidence of independence,pending
0.95,ta_momentum_roc,retain_horizon_or_semantic_variant,ta_momentum_roc,retain_semantic_or_horizon_variant,ta_momentum_roc,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,ta_momentum_rsi,proposed_representative,ta_momentum_rsi,retain_unmerged_with_unknown_pairs,ta_momentum_rsi,True,[],Singleton is not evidence of independence,pending
0.95,ta_momentum_tsi,proposed_representative,ta_momentum_tsi,retain_unmerged_with_unknown_pairs,ta_momentum_tsi,True,[],Singleton is not evidence of independence,pending
0.95,ta_momentum_uo,proposed_representative,ta_momentum_uo,retain_unmerged_with_unknown_pairs,ta_momentum_uo,True,[],Singleton is not evidence of independence,pending
0.95,ta_trend_adx_neg,proposed_representative,ta_trend_adx_neg,deferred,,True,[],recursive_missingness_quality_review,pending
0.95,ta_trend_adx_pos,proposed_representative,ta_trend_adx_pos,deferred,,True,[],recursive_missingness_quality_review,pending
0.95,ta_trend_aroon_down,proposed_representative,ta_trend_aroon_down,retain_unmerged_with_unknown_pairs,ta_trend_aroon_down,True,[],Singleton is not evidence of independence,pending
0.95,ta_trend_aroon_ind,proposed_representative,ta_trend_aroon_ind,retain_unmerged_with_unknown_pairs,ta_trend_aroon_ind,True,[],Singleton is not evidence of independence,pending
0.95,ta_trend_aroon_up,proposed_representative,ta_trend_aroon_up,retain_unmerged_with_unknown_pairs,ta_trend_aroon_up,True,[],Singleton is not evidence of independence,pending
0.95,ta_trend_cci,retain_horizon_or_semantic_variant,ta_trend_cci,retain_semantic_or_horizon_variant,ta_trend_cci,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,ta_trend_ema_fast,proposed_representative,ta_trend_ema_fast,deferred,,True,[],provider_price_scale_unverified,pending
0.95,ta_trend_ema_slow,conditional_alias_proposal,ta_trend_ema_fast,deferred,,True,"[""different_horizon"", ""provider_price_scale_unverified""]",provider_price_scale_unverified,pending
0.95,ta_trend_ichimoku_a,conditional_alias_proposal,ta_trend_ema_fast,deferred,,True,"[""different_horizon"", ""different_mechanism"", ""provider_price_scale_unverified""]",provider_price_scale_unverified,pending
0.95,ta_trend_ichimoku_b,conditional_alias_proposal,ta_trend_ema_fast,deferred,,True,"[""different_horizon"", ""different_mechanism"", ""provider_price_scale_unverified""]",provider_price_scale_unverified,pending
0.95,ta_trend_ichimoku_base,conditional_alias_proposal,ta_trend_ema_fast,deferred,,True,"[""different_horizon"", ""different_mechanism"", ""provider_price_scale_unverified""]",provider_price_scale_unverified,pending
0.95,ta_trend_ichimoku_conv,conditional_alias_proposal,ta_trend_ema_fast,deferred,,True,"[""different_horizon"", ""different_mechanism"", ""provider_price_scale_unverified""]",provider_price_scale_unverified,pending
0.95,ta_trend_kst,conditional_alias_proposal,ta_momentum_ppo_signal,retain_semantic_or_horizon_variant,ta_trend_kst,True,"[""different_horizon"", ""different_mechanism"", ""insufficient_overlap""]",Distinct resolved mechanism/window/units; identity retained,pending
0.95,ta_trend_kst_diff,proposed_representative,ta_trend_kst_diff,retain_unmerged_with_unknown_pairs,ta_trend_kst_diff,True,[],Singleton is not evidence of independence,pending
0.95,ta_trend_kst_sig,proposed_representative,ta_trend_kst_sig,retain_unmerged_with_unknown_pairs,ta_trend_kst_sig,True,[],Singleton is not evidence of independence,pending
0.95,ta_trend_macd,proposed_representative,ta_trend_macd,deferred,,True,[],provider_price_scale_unverified,pending
0.95,ta_trend_macd_diff,proposed_representative,ta_trend_macd_diff,deferred,,True,[],provider_price_scale_unverified,pending
0.95,ta_trend_macd_signal,proposed_representative,ta_trend_macd_signal,deferred,,True,[],provider_price_scale_unverified,pending
0.95,ta_trend_mass_index,proposed_representative,ta_trend_mass_index,retain_unmerged_with_unknown_pairs,ta_trend_mass_index,True,[],Singleton is not evidence of independence,pending
0.95,ta_trend_psar_down,deferred,,deferred,,False,[],state_or_event_mask_review,pending
0.95,ta_trend_sma_fast,retain_horizon_or_semantic_variant,ta_trend_sma_fast,deferred,,True,[],provider_price_scale_unverified,pending
0.95,ta_trend_sma_slow,conditional_alias_proposal,ta_trend_ema_fast,deferred,,True,"[""different_horizon"", ""different_mechanism"", ""provider_price_scale_unverified""]",provider_price_scale_unverified,pending
0.95,ta_trend_stc,proposed_representative,ta_trend_stc,retain_unmerged_with_unknown_pairs,ta_trend_stc,True,[],Singleton is not evidence of independence,pending
0.95,ta_trend_trix,conditional_alias_proposal,ta_momentum_ppo_signal,retain_semantic_or_horizon_variant,ta_trend_trix,True,"[""different_horizon"", ""different_mechanism"", ""regime_dependent""]",Distinct resolved mechanism/window/units; identity retained,pending
0.95,ta_trend_vortex_ind_diff,proposed_representative,ta_trend_vortex_ind_diff,retain_semantic_or_horizon_variant,ta_trend_vortex_ind_diff,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,ta_trend_vortex_ind_neg,conditional_alias_proposal,ta_trend_vortex_ind_diff,retain_semantic_or_horizon_variant,ta_trend_vortex_ind_neg,True,"[""different_mechanism""]",Distinct resolved mechanism/window/units; identity retained,pending
0.95,ta_trend_vortex_ind_pos,proposed_representative,ta_trend_vortex_ind_pos,retain_unmerged_with_unknown_pairs,ta_trend_vortex_ind_pos,True,[],Singleton is not evidence of independence,pending
0.95,ta_volatility_atr,proposed_representative,ta_volatility_atr,deferred,,True,[],recursive_missingness_quality_review,pending
0.95,ta_volatility_bbh,conditional_alias_proposal,ta_volatility_kcl,deferred,,True,"[""different_horizon"", ""different_mechanism"", ""provider_price_scale_unverified""]",provider_price_scale_unverified,pending
0.95,ta_volatility_bbhi,deferred,,deferred,,False,[],state_or_event_mask_review,pending
0.95,ta_volatility_bbm,conditional_alias_proposal,ta_volatility_kcl,deferred,,True,"[""different_horizon"", ""different_mechanism"", ""provider_price_scale_unverified""]",provider_price_scale_unverified,pending
0.95,ta_volatility_bbp,retain_horizon_or_semantic_variant,ta_volatility_bbp,retain_semantic_or_horizon_variant,ta_volatility_bbp,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,ta_volatility_dch,conditional_alias_proposal,ta_volatility_kcl,deferred,,True,"[""different_horizon"", ""different_mechanism"", ""provider_price_scale_unverified""]",provider_price_scale_unverified,pending
0.95,ta_volatility_dcl,conditional_alias_proposal,ta_volatility_kcl,deferred,,True,"[""different_horizon"", ""different_mechanism"", ""provider_price_scale_unverified""]",provider_price_scale_unverified,pending
0.95,ta_volatility_dcm,conditional_alias_proposal,ta_volatility_kcl,deferred,,True,"[""different_horizon"", ""different_mechanism"", ""provider_price_scale_unverified""]",provider_price_scale_unverified,pending
0.95,ta_volatility_dcp,retain_horizon_or_semantic_variant,ta_volatility_dcp,retain_semantic_or_horizon_variant,ta_volatility_dcp,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,ta_volatility_dcw,proposed_representative,ta_volatility_dcw,retain_unmerged_with_unknown_pairs,ta_volatility_dcw,True,[],Singleton is not evidence of independence,pending
0.95,ta_volatility_kcc,conditional_alias_proposal,ta_volatility_kcl,deferred,,True,"[""different_mechanism"", ""provider_price_scale_unverified""]",provider_price_scale_unverified,pending
0.95,ta_volatility_kch,conditional_alias_proposal,ta_volatility_kcl,deferred,,True,"[""different_mechanism"", ""provider_price_scale_unverified""]",provider_price_scale_unverified,pending
0.95,ta_volatility_kchi,deferred,,deferred,,False,[],state_or_event_mask_review,pending
0.95,ta_volatility_kcl,proposed_representative,ta_volatility_kcl,deferred,,True,[],provider_price_scale_unverified,pending
0.95,ta_volatility_kcw,proposed_representative,ta_volatility_kcw,retain_unmerged_with_unknown_pairs,ta_volatility_kcw,True,[],Singleton is not evidence of independence,pending
0.95,ta_volume_cmf,proposed_representative,ta_volume_cmf,retain_unmerged_with_unknown_pairs,ta_volume_cmf,True,[],Singleton is not evidence of independence,pending
0.95,ta_volume_fi,proposed_representative,ta_volume_fi,deferred,,True,[],provider_price_scale_unverified,pending
0.95,ta_volume_mfi,proposed_representative,ta_volume_mfi,retain_unmerged_with_unknown_pairs,ta_volume_mfi,True,[],Singleton is not evidence of independence,pending
0.95,ta_volume_vwap,retain_horizon_or_semantic_variant,ta_volume_vwap,deferred,,True,[],provider_price_scale_unverified,pending
0.85,alpha158_BETA10,retain_horizon_or_semantic_variant,alpha158_BETA10,retain_semantic_or_horizon_variant,alpha158_BETA10,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_BETA20,retain_horizon_or_semantic_variant,alpha158_BETA20,retain_semantic_or_horizon_variant,alpha158_BETA20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_BETA30,retain_horizon_or_semantic_variant,alpha158_BETA30,retain_semantic_or_horizon_variant,alpha158_BETA30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_BETA5,retain_horizon_or_semantic_variant,alpha158_BETA5,retain_semantic_or_horizon_variant,alpha158_BETA5,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_BETA60,retain_horizon_or_semantic_variant,alpha158_BETA60,retain_semantic_or_horizon_variant,alpha158_BETA60,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_CNTD30,retain_horizon_or_semantic_variant,alpha158_CNTD30,retain_semantic_or_horizon_variant,alpha158_CNTD30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_CNTP30,retain_horizon_or_semantic_variant,alpha158_CNTP30,retain_semantic_or_horizon_variant,alpha158_CNTP30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_CORD10,proposed_representative,alpha158_CORD10,retain_unmerged_with_unknown_pairs,alpha158_CORD10,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_CORD20,proposed_representative,alpha158_CORD20,retain_unmerged_with_unknown_pairs,alpha158_CORD20,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_CORD30,proposed_representative,alpha158_CORD30,retain_unmerged_with_unknown_pairs,alpha158_CORD30,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_CORD5,proposed_representative,alpha158_CORD5,retain_unmerged_with_unknown_pairs,alpha158_CORD5,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_CORD60,proposed_representative,alpha158_CORD60,retain_unmerged_with_unknown_pairs,alpha158_CORD60,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_CORR10,proposed_representative,alpha158_CORR10,retain_unmerged_with_unknown_pairs,alpha158_CORR10,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_CORR20,proposed_representative,alpha158_CORR20,retain_unmerged_with_unknown_pairs,alpha158_CORR20,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_CORR30,proposed_representative,alpha158_CORR30,retain_unmerged_with_unknown_pairs,alpha158_CORR30,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_CORR5,proposed_representative,alpha158_CORR5,retain_unmerged_with_unknown_pairs,alpha158_CORR5,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_CORR60,proposed_representative,alpha158_CORR60,retain_unmerged_with_unknown_pairs,alpha158_CORR60,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_IMAX20,proposed_representative,alpha158_IMAX20,retain_unmerged_with_unknown_pairs,alpha158_IMAX20,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_IMAX30,proposed_representative,alpha158_IMAX30,retain_unmerged_with_unknown_pairs,alpha158_IMAX30,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_IMAX60,proposed_representative,alpha158_IMAX60,retain_unmerged_with_unknown_pairs,alpha158_IMAX60,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_IMIN20,proposed_representative,alpha158_IMIN20,retain_unmerged_with_unknown_pairs,alpha158_IMIN20,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_IMIN30,proposed_representative,alpha158_IMIN30,retain_unmerged_with_unknown_pairs,alpha158_IMIN30,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_IMIN60,proposed_representative,alpha158_IMIN60,retain_unmerged_with_unknown_pairs,alpha158_IMIN60,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_IMXD20,proposed_representative,alpha158_IMXD20,retain_unmerged_with_unknown_pairs,alpha158_IMXD20,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_IMXD30,proposed_representative,alpha158_IMXD30,retain_unmerged_with_unknown_pairs,alpha158_IMXD30,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_IMXD60,proposed_representative,alpha158_IMXD60,retain_unmerged_with_unknown_pairs,alpha158_IMXD60,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_KLEN,proposed_representative,alpha158_KLEN,retain_unmerged_with_unknown_pairs,alpha158_KLEN,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_KLOW,proposed_representative,alpha158_KLOW,retain_unmerged_with_unknown_pairs,alpha158_KLOW,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_KUP,proposed_representative,alpha158_KUP,retain_unmerged_with_unknown_pairs,alpha158_KUP,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_LOW0,retain_horizon_or_semantic_variant,alpha158_LOW0,retain_semantic_or_horizon_variant,alpha158_LOW0,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_MA10,retain_horizon_or_semantic_variant,alpha158_MA10,retain_semantic_or_horizon_variant,alpha158_MA10,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_MA20,retain_horizon_or_semantic_variant,alpha158_MA20,retain_semantic_or_horizon_variant,alpha158_MA20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_MA30,retain_horizon_or_semantic_variant,alpha158_MA30,retain_semantic_or_horizon_variant,alpha158_MA30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_MA5,retain_horizon_or_semantic_variant,alpha158_MA5,retain_semantic_or_horizon_variant,alpha158_MA5,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_MA60,retain_horizon_or_semantic_variant,alpha158_MA60,retain_semantic_or_horizon_variant,alpha158_MA60,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_MAX5,proposed_representative,alpha158_MAX5,retain_unmerged_with_unknown_pairs,alpha158_MAX5,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_MIN10,proposed_representative,alpha158_MIN10,retain_unmerged_with_unknown_pairs,alpha158_MIN10,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_MIN20,retain_horizon_or_semantic_variant,alpha158_MIN20,retain_semantic_or_horizon_variant,alpha158_MIN20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_MIN30,retain_horizon_or_semantic_variant,alpha158_MIN30,retain_semantic_or_horizon_variant,alpha158_MIN30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_MIN5,proposed_representative,alpha158_MIN5,retain_unmerged_with_unknown_pairs,alpha158_MIN5,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_MIN60,retain_horizon_or_semantic_variant,alpha158_MIN60,retain_semantic_or_horizon_variant,alpha158_MIN60,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_QTLD10,retain_horizon_or_semantic_variant,alpha158_QTLD10,retain_semantic_or_horizon_variant,alpha158_QTLD10,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_QTLD20,retain_horizon_or_semantic_variant,alpha158_QTLD20,retain_semantic_or_horizon_variant,alpha158_QTLD20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_QTLD30,retain_horizon_or_semantic_variant,alpha158_QTLD30,retain_semantic_or_horizon_variant,alpha158_QTLD30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_QTLD5,retain_horizon_or_semantic_variant,alpha158_QTLD5,retain_semantic_or_horizon_variant,alpha158_QTLD5,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_QTLD60,retain_horizon_or_semantic_variant,alpha158_QTLD60,retain_semantic_or_horizon_variant,alpha158_QTLD60,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_QTLU20,retain_horizon_or_semantic_variant,alpha158_QTLU20,retain_semantic_or_horizon_variant,alpha158_QTLU20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_QTLU30,retain_horizon_or_semantic_variant,alpha158_QTLU30,retain_semantic_or_horizon_variant,alpha158_QTLU30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_QTLU60,retain_horizon_or_semantic_variant,alpha158_QTLU60,retain_semantic_or_horizon_variant,alpha158_QTLU60,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_RANK10,retain_horizon_or_semantic_variant,alpha158_RANK10,retain_semantic_or_horizon_variant,alpha158_RANK10,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_RANK20,retain_horizon_or_semantic_variant,alpha158_RANK20,retain_semantic_or_horizon_variant,alpha158_RANK20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_RANK30,retain_horizon_or_semantic_variant,alpha158_RANK30,retain_semantic_or_horizon_variant,alpha158_RANK30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_RANK60,retain_horizon_or_semantic_variant,alpha158_RANK60,retain_semantic_or_horizon_variant,alpha158_RANK60,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_RESI60,proposed_representative,alpha158_RESI60,retain_unmerged_with_unknown_pairs,alpha158_RESI60,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_ROC10,retain_horizon_or_semantic_variant,alpha158_ROC10,retain_semantic_or_horizon_variant,alpha158_ROC10,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_ROC20,retain_horizon_or_semantic_variant,alpha158_ROC20,retain_semantic_or_horizon_variant,alpha158_ROC20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_ROC30,retain_horizon_or_semantic_variant,alpha158_ROC30,retain_semantic_or_horizon_variant,alpha158_ROC30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_ROC5,retain_horizon_or_semantic_variant,alpha158_ROC5,retain_semantic_or_horizon_variant,alpha158_ROC5,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_ROC60,retain_horizon_or_semantic_variant,alpha158_ROC60,retain_semantic_or_horizon_variant,alpha158_ROC60,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_RSV20,retain_horizon_or_semantic_variant,alpha158_RSV20,retain_semantic_or_horizon_variant,alpha158_RSV20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_RSV30,retain_horizon_or_semantic_variant,alpha158_RSV30,retain_semantic_or_horizon_variant,alpha158_RSV30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_RSV60,retain_horizon_or_semantic_variant,alpha158_RSV60,retain_semantic_or_horizon_variant,alpha158_RSV60,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_STD10,proposed_representative,alpha158_STD10,retain_unmerged_with_unknown_pairs,alpha158_STD10,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_STD5,proposed_representative,alpha158_STD5,retain_unmerged_with_unknown_pairs,alpha158_STD5,True,[],Singleton is not evidence of independence,pending
0.85,alpha158_SUMD10,retain_horizon_or_semantic_variant,alpha158_SUMD10,retain_semantic_or_horizon_variant,alpha158_SUMD10,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_SUMD20,retain_horizon_or_semantic_variant,alpha158_SUMD20,retain_semantic_or_horizon_variant,alpha158_SUMD20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_SUMD30,retain_horizon_or_semantic_variant,alpha158_SUMD30,retain_semantic_or_horizon_variant,alpha158_SUMD30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_SUMD60,retain_horizon_or_semantic_variant,alpha158_SUMD60,retain_semantic_or_horizon_variant,alpha158_SUMD60,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_SUMN10,retain_horizon_or_semantic_variant,alpha158_SUMN10,retain_semantic_or_horizon_variant,alpha158_SUMN10,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_SUMN20,retain_horizon_or_semantic_variant,alpha158_SUMN20,retain_semantic_or_horizon_variant,alpha158_SUMN20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_SUMN30,retain_horizon_or_semantic_variant,alpha158_SUMN30,retain_semantic_or_horizon_variant,alpha158_SUMN30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_SUMN60,retain_horizon_or_semantic_variant,alpha158_SUMN60,retain_semantic_or_horizon_variant,alpha158_SUMN60,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_SUMP10,retain_horizon_or_semantic_variant,alpha158_SUMP10,retain_semantic_or_horizon_variant,alpha158_SUMP10,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_SUMP20,retain_horizon_or_semantic_variant,alpha158_SUMP20,retain_semantic_or_horizon_variant,alpha158_SUMP20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_SUMP30,retain_horizon_or_semantic_variant,alpha158_SUMP30,retain_semantic_or_horizon_variant,alpha158_SUMP30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_SUMP60,retain_horizon_or_semantic_variant,alpha158_SUMP60,retain_semantic_or_horizon_variant,alpha158_SUMP60,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_VSUMD20,retain_horizon_or_semantic_variant,alpha158_VSUMD20,retain_semantic_or_horizon_variant,alpha158_VSUMD20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_VSUMD30,retain_horizon_or_semantic_variant,alpha158_VSUMD30,retain_semantic_or_horizon_variant,alpha158_VSUMD30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_VSUMD60,retain_horizon_or_semantic_variant,alpha158_VSUMD60,retain_semantic_or_horizon_variant,alpha158_VSUMD60,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_VSUMN20,retain_horizon_or_semantic_variant,alpha158_VSUMN20,retain_semantic_or_horizon_variant,alpha158_VSUMN20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_VSUMN30,retain_horizon_or_semantic_variant,alpha158_VSUMN30,retain_semantic_or_horizon_variant,alpha158_VSUMN30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_VSUMN60,retain_horizon_or_semantic_variant,alpha158_VSUMN60,retain_semantic_or_horizon_variant,alpha158_VSUMN60,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_VSUMP20,retain_horizon_or_semantic_variant,alpha158_VSUMP20,retain_semantic_or_horizon_variant,alpha158_VSUMP20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_VSUMP30,retain_horizon_or_semantic_variant,alpha158_VSUMP30,retain_semantic_or_horizon_variant,alpha158_VSUMP30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha158_VSUMP60,retain_horizon_or_semantic_variant,alpha158_VSUMP60,retain_semantic_or_horizon_variant,alpha158_VSUMP60,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha360_CLOSE10,retain_horizon_or_semantic_variant,alpha360_CLOSE10,retain_semantic_or_horizon_variant,alpha360_CLOSE10,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.85,alpha360_CLOSE11,retain_horizon_or_semantic_variant,alpha360_CLOSE11,retain_semantic_or_horizon_variant,alpha360_CLOSE11,True,[],Distinct resolved mechanism/window/units; identity retained,pending
