input_name,artifact_id,path,sha256,join_keys
stability,factor_rolling_stability_v2:8d49e0c1e6c251848e739291bf4522fdb885a288d75589d24fa7743e9bf63608,E:/qlib_prj/qlib_baseline/outputs/factor_rolling_stability_v2/current/factor_stability_board.csv,e6f35c5deb2de7d58f3f1d1bacfd24330bc967a424b19be807d20008bf0b37c2,"outer_split_id,factor"
matrix_batches,full_research_feature_matrix_v4:10f6e026d5c6c13eda166f702fb2bae2e7ca76c6747bd9e9482ee482e605df1d,E:/qlib_prj/qlib_baseline/outputs/full_research_feature_matrix_v4/current/partition_status.csv,8c1b1700f76fd994557322bcb69676f1a79c7883d585eec19505c237674a90bd,"datetime,instrument,factor"
daily_ic,full_research_daily_ic_v2:3e20d76d7473953d81408d5a229af27d84f9c4c93cad10f4a7b5d12eff35eea7,E:/qlib_prj/qlib_baseline/outputs/full_research_daily_ic_v2/current/daily_rank_ic.csv,c9de44243f4237faff59e6bd8375450cf2b00b5451a6e09bd31e929dc2be852d,"datetime,factor"
allowed_dates,development_robustness_split_v1:2cb5b7a7286450235c1215b8f3c4876dec02f27a44ea4a3d7b9674df5191586b,E:/qlib_prj/qlib_baseline/outputs/development_robustness_split_v1/full_research_669/outer_development_allowed_dates.csv,d8e9d2e558044862be1b404fbb69155f560b78bac92f7279474cf2f20493d244,"outer_split_id,datetime"
outer_assignments,purged_walk_forward_v1:78568e0fe2387fce3d1defda1e777e6ae58746fb8c9aba0ebf36f55129bdc718,E:/qlib_prj/qlib_baseline/outputs/purged_walk_forward_v1/full_research_669/date_assignments.csv,69dbc339fd55ac05b789a4cf9ba49e49fd082f1846b366885b9612acff89de63,"outer_split_id,datetime,fold"
