outer_split_id,factor_count,allowed_dates_sha256,exposure_dates_sha256,exposure_path,exposure_sha256,exposure_rows,performance_path,performance_sha256,performance_rows,factor_list_sha256
split_001,25,1c374814f32cd3f87c404ad09942788eaee0c5ac8fc2a69e54f8f9c19f9f5205,f2d60c1ccc316eb581ac42118c9a0bebe3776a243cf26f5a2d53463bbef7c7a0,E:/qlib_prj/qlib_baseline/outputs/clustering_input_projection_v2/canary/runtime/split_001_exposure.parquet,04991b22f6629736282fb2ade6f1adfa05d2d0d0ebc38eb115417841ba44250c,19998,E:/qlib_prj/qlib_baseline/outputs/clustering_input_projection_v2/canary/runtime/split_001_performance.parquet,c492b3437395ef12f60bba9d47c50ae5d2b67a5004c6de50d89b7028bd47332a,19125,9336881c5f23fcadaea4c9f6dfee27a4d0961510abb96fbe91103c7300e338e1
