outer_split_id,cluster_id,factor,window_count,eligible_window_count,selected_window_count,selection_frequency,frozen_direction,direction_agreement_ratio,direction_adjusted_positive_window_ratio,median_train_ic,median_validation_ic,median_development_degradation,worst_development_degradation,upstream_fdr_pass,upstream_fdr_q_value,coverage_min,coverage_median,stability_role,role_reason,representative_score,is_representative,feature_order,allowlist_sha256,holdout_clean
split_001,cluster_037,alpha158_BETA10,3,3,3,1.0,-1,1.0,1.0,-0.0255602603002148,-0.0848841321644437,0.0551082838062756,0.0500318638551355,True,0.0198654848336377,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.05003186385513554;upstream_fdr_pass=True,1.0,True,0,87b636d998d2efd7ad11d248fca6cfe6a5325b352c84bc15c295331767db4ae5,True
split_001,cluster_030,alpha158_BETA20,3,3,3,1.0,-1,1.0,1.0,-0.0514688630486544,-0.1416595715123165,0.0905692678987962,0.0590981990678108,True,0.0070536323834476,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.05909819906781083;upstream_fdr_pass=True,1.0,True,1,87b636d998d2efd7ad11d248fca6cfe6a5325b352c84bc15c295331767db4ae5,True
split_001,cluster_036,alpha158_BETA5,3,3,3,1.0,-1,1.0,1.0,-0.0146745497666163,-0.0581137933006665,0.0369952002874451,0.0059528389382075,True,0.0429920956236745,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.005952838938207599;upstream_fdr_pass=True,1.0,True,2,87b636d998d2efd7ad11d248fca6cfe6a5325b352c84bc15c295331767db4ae5,True
split_001,cluster_026,alpha158_CNTD30,3,3,3,1.0,-1,1.0,1.0,-0.0482190896076738,-0.105297310694602,0.0564878834171491,0.0274571377219287,True,0.037056013293637,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.027457137721928704;upstream_fdr_pass=True,1.0,True,3,87b636d998d2efd7ad11d248fca6cfe6a5325b352c84bc15c295331767db4ae5,True
split_001,cluster_027,alpha158_CNTP60,3,3,2,0.6666666666666666,-1,1.0,0.6666666666666666,-0.0630947370922008,-0.0873554371632411,0.0644061521446807,0.0100403354081491,True,0.0110337775432115,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=0.667;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=0.667;worst_development_degradation=0.01004033540814915;upstream_fdr_pass=True,0.8666666666666666,True,4,87b636d998d2efd7ad11d248fca6cfe6a5325b352c84bc15c295331767db4ae5,True
split_001,cluster_034,alpha158_CORD10,3,3,3,1.0,-1,1.0,1.0,-0.0277066684003145,-0.0971803896752006,0.0741110238528406,0.0237723609347267,True,0.0211497363396097,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.02377236093472674;upstream_fdr_pass=True,1.0,True,5,87b636d998d2efd7ad11d248fca6cfe6a5325b352c84bc15c295331767db4ae5,True
split_001,cluster_024,alpha158_CORD20,3,3,3,1.0,-1,1.0,1.0,-0.0440756394114845,-0.0927629301667503,0.0486872907552657,0.018566191860123,True,0.0043398160281277,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.018566191860123003;upstream_fdr_pass=True,1.0,True,6,87b636d998d2efd7ad11d248fca6cfe6a5325b352c84bc15c295331767db4ae5,True
split_001,cluster_035,alpha158_CORD5,3,3,3,1.0,-1,1.0,1.0,-0.0148190413078672,-0.0579818850554892,0.0447528248431045,0.0415206119986318,True,0.0393136275489216,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.04152061199863187;upstream_fdr_pass=True,1.0,True,7,87b636d998d2efd7ad11d248fca6cfe6a5325b352c84bc15c295331767db4ae5,True
split_001,cluster_025,alpha158_CORD60,3,3,3,1.0,-1,1.0,1.0,-0.0429751222219328,-0.0356045627920414,-0.0073705594298914,-0.0218111848170694,True,0.0056320084409972,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=-0.021811184817069465;upstream_fdr_pass=True,1.0,True,8,87b636d998d2efd7ad11d248fca6cfe6a5325b352c84bc15c295331767db4ae5,True
split_001,cluster_015,alpha158_CORR10,3,3,3,1.0,-1,1.0,1.0,-0.0333055669185949,-0.1287047328243105,0.0963360677369041,0.0177185503104388,True,0.0146886080952015,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.017718550310438834;upstream_fdr_pass=True,1.0,True,9,87b636d998d2efd7ad11d248fca6cfe6a5325b352c84bc15c295331767db4ae5,True
